,Random,Random,Random,Random,Random,Random,Defeat,Defeat,Defeat,Defeat,Defeat,Defeat,Minscore,Minscore,Minscore,Minscore,Minscore,Minscore,Mindist,Mindist,Mindist,Mindist,Mindist,Mindist,Mindistscore,Mindistscore,Mindistscore,Mindistscore,Mindistscore,Mindistscore,MindistOpp,MindistOpp,MindistOpp,MindistOpp,MindistOpp,MindistOpp
,Random,Defeat,Minscore,Mindist,Mindistscore,MindistOpp,Random,Defeat,Minscore,Mindist,Mindistscore,MindistOpp,Random,Defeat,Minscore,Mindist,Mindistscore,MindistOpp,Random,Defeat,Minscore,Mindist,Mindistscore,MindistOpp,Random,Defeat,Minscore,Mindist,Mindistscore,MindistOpp,Random,Defeat,Minscore,Mindist,Mindistscore,MindistOpp
1673,-40,-40,-40,-23,-20,-40,40,0,20,-80,-80,-80,-20,-20,4,12,-11,-30,80,80,-23,-32,-47,-23,20,53,-27,-19,-39,-43,25,53,-44,-44,-44,-44
1674,20,-40,-40,-40,20,20,40,0,20,-80,-80,-80,40,80,20,-8,-8,-8,20,80,20,-8,17,17,40,80,20,-9,-10,-10,20,80,20,-9,-10,-10
1675,-20,-20,-20,-20,20,-20,20,15,-80,-80,-80,-80,-20,-20,-20,-20,-20,-20,40,-20,20,34,37,37,17,71,20,33,33,-2,40,71,20,33,33,21
1676,-20,-20,20,-80,-40,20,20,-24,20,-80,-80,-80,-20,80,20,24,29,27,17,80,20,24,-8,31,80,80,20,24,9,29,17,80,20,-11,-12,31
1677,-40,-40,20,-80,-20,20,40,0,20,-80,-80,-80,80,80,-20,-20,-20,-20,80,80,-80,-80,-80,-80,40,80,-80,-80,-80,-80,80,78,-80,-80,-80,-80
1678,-20,-20,-80,-40,-20,-40,20,8,-80,20,-80,-80,-20,80,20,-38,-34,-34,20,80,-20,-20,-20,-20,40,-20,-20,-20,-20,-20,40,-20,-20,-20,-20,-20
1679,20,-40,-40,-40,-20,-20,40,0,-80,-80,-80,-80,20,80,20,-3,-8,-29,40,80,20,80,80,80,40,80,20,41,44,44,40,80,20,41,44,44
1680,-40,-40,-73,-40,-40,-20,40,0,20,-80,-80,-80,-20,80,-50,-45,-49,-9,40,75,-73,-73,-73,-73,70,80,-31,-57,-57,-57,40,80,10,-57,-57,-50
1681,-40,-40,20,-40,-40,-20,40,0,-80,-57,-80,-80,40,80,-62,-9,-2,38,40,80,-71,58,21,45,40,80,16,-9,16,-58,70,80,16,-19,17,-19
1682,-40,-40,20,-20,-40,-40,40,20,-80,-80,-80,-80,-20,-20,20,-36,-30,-36,40,-20,20,80,80,-63,40,80,20,-9,-9,-9,40,80,20,-13,-13,-16
1683,-40,-40,-20,-40,-20,-40,40,0,20,-73,-80,-80,-20,-20,-46,-49,-49,-49,40,80,-61,-61,-61,-61,20,79,-22,65,-63,-63,40,79,-60,-66,-62,-66
1684,40,-40,-20,-20,-20,-40,40,0,20,-80,-80,20,-20,80,-20,-20,-20,-20,20,71,16,20,20,20,40,80,16,20,20,20,20,80,17,20,20,20
1685,-20,-20,-80,-20,-40,-20,20,0,-57,-80,-80,-80,-20,-20,-20,-20,-20,-20,40,80,-20,-20,-20,-20,49,-20,-20,-20,-20,-20,40,-20,-20,-20,-20,-20
1686,-40,-40,-40,-20,-20,-20,40,0,20,-80,-80,-80,80,-20,20,80,80,-2,55,80,20,73,32,80,20,80,20,-5,30,70,49,80,20,-61,30,73
1687,-40,-40,20,-40,-40,-40,40,0,-80,-80,-80,-80,-20,80,-20,-20,-20,-20,20,80,-8,-8,-8,-8,20,80,-16,-16,-80,-80,20,80,-16,-16,-80,-80
1688,40,-40,20,-40,-40,-20,40,2,-80,-80,20,-80,-20,80,-20,-20,-20,-20,20,80,20,80,80,80,40,80,20,80,80,58,20,80,20,80,16,16
1689,-20,-20,-40,-80,-80,-40,20,0,-80,-80,-80,-68,40,80,-6,-15,-25,-25,40,-20,35,-18,-18,-18,20,80,-19,-34,-4,-2,40,80,-22,-44,62,65
1690,40,-40,-20,-80,-80,-40,40,0,-80,-80,-80,-80,20,-20,-4,-3,-42,2,20,80,-64,-5,-59,-59,20,80,-11,9,-58,-58,20,80,-18,9,-46,-46
1691,-40,-40,20,-80,-40,-80,40,0,-80,-80,-80,-80,20,80,19,67,51,-2,20,80,9,-34,2,-24,20,80,9,-28,27,-5,20,80,9,-28,27,-5
1692,-20,-20,-68,-40,-40,-80,20,0,20,-80,-80,-80,20,80,-20,-20,-20,-20,20,72,-20,-20,-20,-20,40,-20,-20,-20,-20,-20,20,-20,-20,-20,-20,-20
1693,-40,-40,-40,-40,-80,-80,40,0,-80,20,-80,-80,-20,-20,-12,80,3,80,57,80,2,80,5,6,40,80,3,80,7,-10,72,80,-15,80,7,-14
1694,-20,-20,-40,-40,-40,-40,20,0,-80,-80,-80,-80,-20,80,20,-13,-65,-65,20,80,20,-38,-38,-38,80,80,20,-39,-39,-39,20,80,20,-39,-39,-39
1695,-20,-20,-40,20,-20,-40,20,0,-80,-80,-80,-80,-20,80,-20,-20,-20,-20,20,-20,2,12,4,12,40,70,4,12,4,12,20,70,-26,12,4,12
1696,-20,-20,-20,-20,-20,-40,20,0,-80,-80,-80,-80,-20,-20,-15,-2,-18,-2,20,80,-20,-42,-20,-20,40,80,-9,-10,-14,-14,20,80,-10,-10,-18,-18
1697,-40,-40,20,-20,-40,20,40,0,20,-80,-80,-78,40,-20,-6,28,10,30,40,80,-62,-59,8,-59,40,80,-54,-17,-17,3,40,80,-11,-7,9,-2
1698,40,-40,-40,-20,-40,-20,40,0,20,20,20,-80,-20,-20,-20,-20,-20,-20,40,80,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,40,-20,-20,-20,-20,-20
1699,-80,-40,20,-20,-40,-20,40,0,20,-80,-71,20,40,80,-20,-20,-20,-20,20,-20,20,20,20,20,40,80,20,20,20,20,20,80,20,20,20,20
1700,-20,-20,-40,-20,-40,-20,20,47,-80,20,20,-80,40,-20,-20,-20,-20,-20,40,80,20,80,80,80,-20,80,20,23,-72,-72,40,80,20,23,-72,-72
1701,-20,-20,-52,-20,-20,-20,20,0,-80,-80,20,-80,40,-20,20,36,42,42,40,80,20,80,80,80,20,80,20,40,46,24,40,80,20,80,80,80
1702,-20,-20,20,-45,-40,-20,20,0,20,-80,-80,-80,40,80,-20,-20,-20,-20,40,80,-20,-20,-20,-20,40,-20,-20,-20,-20,-20,40,-20,-20,-20,-20,-20
1703,-40,-40,-20,-20,-40,-20,40,0,-80,-80,-80,-80,40,80,-20,-20,-20,-20,40,80,-74,-74,15,15,40,80,-37,-80,-73,-73,40,80,-79,-80,-73,-73
1704,40,-40,20,-40,-40,-40,40,0,20,-80,-80,20,-20,80,20,20,20,20,71,80,20,20,20,20,80,80,20,20,20,20,40,80,20,20,20,20
1705,-20,-20,-40,-40,-40,-40,20,0,20,-35,-80,-80,40,-20,-3,-2,-3,43,20,80,-22,-30,3,8,40,80,2,8,4,-19,20,80,-25,8,4,-24
1706,40,-40,-57,-40,-40,-40,40,0,20,-80,-80,20,40,80,20,20,20,20,40,80,20,20,20,20,-20,80,20,20,20,20,40,80,20,20,20,20
1707,-20,-20,-20,-40,-40,-40,20,0,20,-80,-80,-80,40,80,-20,-20,-20,-20,-20,80,20,-8,-8,-8,40,80,20,-15,4,4,-20,80,20,-18,-29,-17
1708,-40,-40,-20,-40,-40,-40,40,0,20,-80,-80,-80,-20,80,20,2,80,80,40,70,20,16,80,80,40,80,20,2,54,54,40,80,20,2,54,54
1709,20,-40,-20,-40,-40,-40,40,0,-80,-80,-80,-80,-20,67,20,-16,-7,-33,40,80,20,-57,-57,-57,40,80,20,-25,-26,-26,40,80,20,-25,-26,-26
1710,20,-40,-40,-20,-20,-40,40,0,-80,-80,-80,-80,40,80,20,80,59,-11,40,80,20,80,4,80,40,80,20,36,-2,-2,40,80,20,80,4,80
1711,20,-40,-20,-20,-20,-40,40,0,20,-80,20,-33,-20,80,67,74,73,74,20,-20,70,73,77,77,40,66,66,68,70,70,20,66,66,68,70,70
1712,-40,-40,20,-40,-40,-20,40,0,-80,-80,20,-80,-20,-20,57,-4,14,15,-20,80,57,-58,24,-58,40,80,57,-29,50,-29,-20,80,53,68,73,73
1713,-40,-40,20,-20,-20,-20,40,0,-80,20,-80,-80,80,80,20,80,80,80,-20,80,20,80,80,80,40,80,20,80,80,80,-20,80,20,80,80,80
1714,-20,-20,-40,-40,-40,-40,20,0,20,-80,-70,-80,80,80,-20,-20,-20,-20,-20,80,-20,-20,-20,-20,40,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
1715,-20,-20,-40,-80,-22,-20,20,0,20,-80,-80,-70,20,80,21,15,19,16,-20,80,21,15,19,16,20,80,31,38,36,36,-20,80,31,38,36,36
1716,-20,-20,20,20,20,-40,20,0,20,-80,-80,-80,20,80,20,80,80,80,80,80,20,80,48,48,20,80,20,80,80,80,80,80,20,80,80,80
1717,-40,-40,20,-20,-20,-22,40,0,20,-80,-80,-80,-20,-20,20,61,-15,11,40,80,20,17,42,-9,40,80,20,22,64,24,40,80,20,76,80,78
1718,20,-40,-80,-20,-20,20,40,0,20,-80,-80,-80,20,80,20,-6,-31,-4,80,80,20,-7,9,80,-20,80,20,15,9,75,62,80,20,15,67,80
1719,-40,-40,-20,-40,-40,-20,40,0,-80,-80,20,-80,40,80,-20,-20,-20,-20,35,80,20,20,20,20,40,80,20,20,20,20,40,80,20,20,20,20
1720,-20,-20,20,-19,-6,-20,20,-2,-80,-80,20,20,20,-20,20,80,80,80,20,80,20,80,80,80,74,80,20,80,80,80,20,80,20,80,80,25
1721,-40,-40,20,-20,-20,-40,40,0,20,20,-80,20,-20,80,11,9,17,12,40,73,-12,-12,-12,15,80,80,11,9,17,12,40,80,7,9,23,15
1722,40,-40,-34,20,20,-6,40,0,-80,-80,-80,-80,-20,80,-20,-20,-20,-20,40,80,-22,19,7,26,20,80,-27,19,7,26,-20,80,-27,19,7,26
1723,20,-40,-40,-40,-40,-20,40,0,-80,-80,-80,-80,-20,-20,20,32,14,22,80,80,20,-20,-26,-26,20,80,20,32,18,22,40,80,20,-23,-24,-24
1724,20,-40,-20,-20,-20,20,40,0,20,-80,-80,-80,40,-20,-25,17,-19,-19,20,80,-33,17,-12,16,40,80,3,25,-38,-38,20,80,3,25,-14,-14
1725,-20,-20,20,-40,-40,-40,20,0,-80,-80,-80,-80,-20,-20,-20,-20,-20,-20,20,80,33,43,37,43,72,80,-37,43,-37,-37,20,80,30,43,37,40
1726,-20,-20,-20,20,20,-20,20,0,20,-80,-80,-80,40,80,-20,-20,-20,-20,-20,-20,20,77,-16,-46,20,80,20,77,80,-49,-20,80,20,-19,-18,-19
1727,-40,-40,-20,-40,-40,-40,40,0,-80,-80,-80,-80,40,80,-20,-20,-20,-20,20,-20,-76,20,20,20,40,80,-24,20,20,20,20,80,4,20,20,20
1728,-20,-20,-40,-20,-20,20,20,0,-80,-80,-80,-80,-20,-20,20,24,80,80,-20,80,20,24,10,24,40,80,20,80,80,80,-20,80,20,54,38,48
1729,20,-40,20,-20,-20,-40,40,0,-80,20,-80,-80,-20,80,-65,-65,-65,-65,20,80,-20,-20,-20,-20,20,-20,-20,-20,-20,-20,20,-20,-20,-20,-20,-20
1730,-40,-40,-40,-40,-40,-20,40,0,20,-80,-80,-80,20,-20,-20,-20,-20,-20,40,80,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,40,-20,-20,-20,-20,-20
1731,-40,-40,-20,-20,-20,-20,40,-27,20,-80,-80,-80,-20,80,-35,-28,-15,-42,67,80,-31,-67,-63,-63,-20,80,-60,-60,-60,-60,80,80,-33,-70,-70,-70
1732,-40,-40,-40,-20,-20,-40,40,0,-80,-80,-80,-80,40,-20,-20,-20,-20,-20,72,80,20,-20,-14,-14,-20,80,20,25,-41,-11,72,80,20,25,28,43
1733,40,-40,-20,-20,-20,-20,40,0,20,-80,-80,-80,80,80,20,80,80,80,73,80,20,80,80,80,80,80,20,80,78,78,73,80,20,80,78,78
1734,40,-40,-40,-20,-20,-20,40,0,20,-80,-80,-75,-20,80,-20,-20,-20,-20,40,80,-62,-62,-14,19,20,80,39,17,-10,-32,40,80,39,17,-16,-38
1735,-20,-20,-18,-75,-75,-20,20,0,-80,20,20,-80,20,80,20,20,20,20,80,80,20,20,20,20,40,80,20,20,20,20,80,80,20,20,20,20
1736,-20,-20,-40,-40,-40,-20,20,0,20,-80,-80,20,-20,80,20,80,6,24,20,-20,20,79,-8,-32,20,80,20,80,18,-25,20,80,20,80,80,-30
1737,-20,-20,20,-40,-40,-75,20,0,-80,-80,20,-80,40,-20,38,67,-2,-2,40,80,14,-18,13,23,40,80,69,67,79,79,40,80,14,-25,13,23
1738,-40,-40,-20,-40,-40,-40,40,-37,-80,-80,-80,20,40,80,20,-55,-42,-53,20,80,20,-62,17,-63,-20,80,20,-58,-36,-63,20,80,20,-66,17,-60
1739,-20,-20,20,-20,-20,-40,20,35,-80,-80,-80,-80,40,-20,-20,-20,-20,-20,40,80,-20,-20,-20,-20,20,-20,-20,-20,-20,-20,40,-20,-20,-20,-20,-20
1740,40,-40,-40,-20,-20,-40,40,0,-80,-80,-80,-80,80,-20,13,60,-2,-2,40,-20,9,60,56,60,-20,80,47,-13,66,68,40,80,46,60,61,68
1741,20,-40,-20,20,20,-20,40,0,-80,-80,-80,-80,20,-20,-20,-20,-20,-20,40,80,59,20,20,20,20,80,39,20,20,20,40,80,59,20,20,20
1742,-40,-40,-40,20,20,-20,40,0,-80,-80,20,-80,-20,80,-20,-20,-20,-20,20,80,-39,-80,-80,-80,20,80,-28,-80,-33,-33,20,80,5,11,-32,-32
1743,-20,-20,-40,-20,-20,20,20,0,20,-80,-80,20,20,80,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,40,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20
1744,-40,-40,-20,-20,-20,20,40,0,20,-80,-80,-80,-20,-20,60,13,63,63,40,80,25,13,-18,-18,20,80,-10,13,-8,-8,40,80,-10,63,61,61
1745,40,-40,-40,-40,-40,-20,40,0,-80,-80,-80,-80,40,-20,20,71,-2,-12,20,-20,20,71,-34,-34,80,80,20,71,2,-2,20,80,20,71,-3,-3
1746,20,-40,20,-20,-20,-20,40,4,-80,-80,20,-80,20,-20,-20,-20,-20,-20,20,80,-20,-20,-20,-20,40,-20,-20,-20,-20,-20,20,-20,-20,-20,-20,-20
1747,-20,-20,20,20,20,-40,20,0,-80,-80,20,20,40,-20,-20,-20,-20,-20,40,80,-80,-20,-80,-80,20,80,-80,-28,-80,-80,40,80,-80,8,-80,-80
1748,20,-40,-20,-40,-40,-20,40,0,-80,-80,-80,20,20,-20,-20,-20,-20,-20,40,-20,-20,-20,-20,-20,40,-20,-20,-20,-20,-20,40,-20,-20,-20,-20,-20
1749,-20,-20,-20,-40,-40,20,20,0,20,-80,-80,-80,20,80,-20,-20,-20,-20,-20,-20,-12,-29,-12,-29,40,80,-15,-34,-17,-34,-20,80,4,-39,-39,-39
1750,-20,-20,-40,20,20,-40,20,0,-80,-80,-80,-80,20,-20,-20,-20,-20,-20,20,80,-49,-55,-65,-55,-20,80,19,-15,26,69,20,80,11,-16,58,66
1751,40,-40,-20,-20,-20,-40,40,0,-80,-80,-80,-80,-20,-20,20,-9,-22,-14,40,80,-20,-20,-20,-20,18,-20,-20,-20,-20,-20,40,-20,-20,-20,-20,-20
1752,-20,-20,-20,-20,-20,20,20,0,-80,20,-73,-80,40,80,-20,-20,-20,-20,40,80,-20,-20,-20,-20,20,-20,-20,-20,-20,-20,40,-20,-20,-20,-20,-20
1753,40,-40,-20,-40,-40,-20,40,0,20,-80,-80,-80,40,80,-20,-20,-20,-20,40,80,-80,-80,-80,-80,40,80,-22,-80,-80,-80,40,80,-22,-75,-80,-80
1754,40,-40,-20,-40,-40,-20,40,0,-80,-80,-80,-80,40,80,-10,8,-3,13,20,-20,-11,-11,-5,-11,40,80,-14,-12,-14,-13,20,80,-17,-16,-9,-11
1755,40,-40,-40,-80,-80,-40,40,0,-80,-80,-80,-80,40,-20,20,80,80,-2,80,80,20,80,80,-69,40,80,20,62,80,-59,75,80,20,62,80,-66
1756,-40,-40,-20,-80,-80,-40,40,0,-80,-80,-80,-80,-20,78,53,-5,-18,-18,40,80,-16,-16,-17,13,40,80,-14,77,67,-60,40,80,60,-20,77,70
1757,40,-40,20,-20,-20,-80,40,0,20,-80,-80,-80,40,80,-20,-20,-20,-20,20,80,-20,-20,-20,-20,20,-20,-20,-20,-20,-20,20,-20,-20,-20,-20,-20
1758,40,-40,-40,-20,-20,-80,40,0,20,-80,-80,-80,20,-20,-3,20,20,20,20,80,35,20,20,20,-20,80,10,20,20,20,20,80,2,20,20,20
1759,-20,-20,-20,-40,-40,-20,20,0,20,20,-80,-80,40,-20,20,-45,80,80,-20,80,20,80,80,-74,69,80,20,80,80,-17,-20,80,20,80,80,-73
1760,-20,-20,-20,-20,-20,-20,20,0,20,-80,20,-80,40,80,-20,-20,-20,-20,-20,80,20,-80,-80,-80,20,80,20,50,-79,-79,-20,80,20,50,12,12
1761,-20,-20,20,-20,-20,-40,20,-37,-80,20,-80,20,78,80,-20,-20,-20,-20,-20,80,20,-19,13,30,20,80,20,30,30,30,-20,80,20,-20,13,30
1762,-20,-20,-40,20,20,-20,20,35,20,-80,-80,-80,40,-20,20,80,80,75,20,80,20,73,65,63,20,80,20,73,65,63,20,80,20,73,65,63
1763,20,-40,-20,-40,-40,-20,40,0,20,-59,-80,-80,20,-20,12,12,5,-4,20,80,12,12,7,17,80,80,20,12,14,14,20,80,20,12,14,14
1764,20,-40,-20,20,20,20,40,0,20,-80,-80,-80,-20,80,-20,-20,-20,-20,20,80,20,-80,-80,-80,20,80,20,-77,-77,-77,20,80,20,-20,-20,-20
1765,20,-40,20,-40,-40,-40,40,0,20,-80,-80,-80,40,-20,-20,-20,-20,-20,20,80,20,80,-19,33,40,80,20,80,41,23,20,80,20,-12,-56,33
1766,20,-40,-40,-40,-40,20,40,0,20,-80,-80,-80,80,-20,20,-24,-20,65,40,80,20,73,22,75,40,80,20,-26,22,62,40,80,20,-5,22,-17
1767,-20,-20,20,-40,-40,-40,20,0,20,20,-80,-80,-20,-20,-20,-20,-20,-20,20,-20,20,67,62,70,40,80,20,75,3,3,20,80,20,75,-17,-17
1768,-20,-20,-40,-20,-20,-40,20,-30,20,-80,-80,-80,-20,80,-20,-20,-20,-20,-20,-20,20,-43,42,25,20,80,20,-2,11,51,-20,80,20,27,42,25
1769,40,-40,-40,-20,-20,-40,40,0,-80,-80,-80,-80,-20,80,-20,-20,-20,-20,40,80,20,-80,-80,-80,40,80,20,-80,-80,-80,40,80,20,-80,-80,-80
1770,20,-40,20,-20,-20,-20,40,0,20,-80,-80,-80,20,80,20,-49,55,13,40,80,-20,-20,-20,-20,40,-20,-20,-20,-20,-20,40,-20,-20,-20,-20,-20
1771,-40,-40,-20,-20,-20,-20,40,-4,20,-80,-80,-80,-20,-20,-28,-5,-11,-5,40,80,-20,-20,-20,-20,40,-20,-20,-20,-20,-20,40,-20,-20,-20,-20,-20
1772,40,-40,-20,-40,-40,-20,40,0,20,-80,-80,-80,40,-20,20,80,18,18,40,80,20,80,80,80,20,80,20,80,80,80,40,80,20,80,80,80
1773,-40,-40,20,-40,-40,-20,40,0,20,-80,-80,-80,-20,-20,-20,-20,-20,-20,40,69,20,-80,18,-80,20,80,20,-80,15,-80,40,80,20,-80,15,-62
1774,-20,-20,-40,-40,-40,-40,20,0,-80,-80,-80,-80,80,-20,-20,-20,-20,-20,71,80,20,-27,-21,-27,20,80,20,-16,-22,-16,40,80,20,42,48,80
1775,-40,-40,-80,-40,-40,-40,40,0,20,-80,-80,-80,20,80,-20,-20,-20,-20,40,80,20,-80,18,15,20,80,20,52,40,45,40,80,20,80,40,80
1776,20,-40,-40,-20,-20,-40,40,0,-80,-80,-80,-80,40,-20,-20,-20,-20,-20,40,80,-15,-80,-80,-80,40,80,-13,15,-7,-7,40,80,-13,15,4,6
1777,20,-40,-20,-20,-20,-40,40,0,-80,-80,-80,-80,40,-20,20,20,20,20,20,80,20,20,20,20,20,80,20,20,20,20,20,80,20,20,20,20
1778,-20,-20,-20,-80,-80,-20,20,0,20,-80,-80,-80,-20,80,-20,-20,-20,-20,40,80,-80,-80,-60,-60,-20,80,-80,-80,-64,-64,40,80,-80,68,-36,6
1779,20,-40,-40,-40,-40,-20,40,0,20,-80,-80,-80,-20,80,-20,-20,-20,-20,20,-20,26,29,32,32,40,80,26,29,32,32,20,80,26,29,32,32
1780,-40,-40,-20,-40,-40,-80,40,0,-80,-80,-80,-80,20,80,20,-26,-14,80,20,80,20,80,-23,80,20,80,20,-39,22,80,20,80,20,80,-30,80
1781,-20,-20,-20,20,20,-40,20,0,20,20,-80,-80,50,-20,20,20,20,20,40,80,20,20,20,20,20,80,20,20,20,20,40,80,20,20,20,20
1782,-20,-20,-40,-54,-80,-40,20,0,-80,-80,-80,-80,40,-20,12,77,71,78,40,80,-20,-20,-20,-20,40,-20,-20,-20,-20,-20,40,-20,-20,-20,-20,-20
1783,-40,-40,20,-20,-20,20,40,0,-80,-80,20,-80,-20,-20,-20,-20,-20,-20,40,80,20,80,80,80,20,80,20,80,80,80,40,80,20,80,80,80
1784,-40,-40,20,-40,-80,-80,40,0,20,-80,-80,20,-20,80,-20,-20,-20,-20,80,80,-7,-77,-7,-75,20,80,-13,-79,-19,-80,80,80,-14,-75,-19,-78
1785,-40,-40,-40,-40,-40,-20,40,40,-80,-80,-80,-80,20,-20,-20,-20,-20,-20,40,24,-80,18,-80,-80,20,80,-80,18,-80,-80,40,80,-80,-80,-80,-80
1786,-40,-40,-40,-40,-40,-80,40,0,-52,-80,-60,-80,40,24,20,80,6,-2,40,80,20,-7,6,10,20,80,20,80,6,10,-20,80,20,80,6,10
1787,20,-40,20,-20,-20,-40,40,0,20,20,-80,-60,-20,-20,-20,-20,-20,-20,40,-20,5,-35,-35,-80,20,80,6,-23,-23,-36,40,80,6,-23,-23,29
1788,-20,-20,-20,-40,-40,-40,20,0,-80,-80,-80,-80,-20,-20,-21,-5,-5,-5,80,80,-22,-22,-22,-22,20,24,-7,-7,-7,-7,40,24,-7,-7,-7,-7
1789,20,-40,-20,20,20,-20,40,0,20,-80,-80,-80,-20,80,-20,-20,-20,-20,-20,80,20,-14,-14,-14,40,80,20,80,80,80,40,80,20,80,80,80
1790,-20,-20,-20,-20,-20,-40,20,0,-80,-80,-80,-80,-20,80,-20,-20,-20,-20,40,80,-20,-20,-20,-20,40,-20,-20,-20,-20,-20,40,-20,-20,-20,-20,-20
1791,-20,-20,-20,-20,-20,20,20,0,-80,-80,-80,-80,40,-20,20,20,20,20,40,73,20,20,20,20,40,80,20,20,20,20,40,80,20,20,20,20
1792,40,-40,20,-40,-40,-20,40,0,-80,-80,-80,-80,29,-20,74,20,20,20,40,80,74,20,20,20,40,80,59,20,20,20,40,80,59,20,20,20
1793,-20,-20,-40,20,20,-20,20,0,20,-80,-80,-80,-20,80,-20,-20,-20,-20,20,-20,-20,-20,-20,-20,20,-20,-20,-20,-20,-20,40,-20,-20,-20,-20,-20
1794,40,-40,-20,-40,-40,-40,40,0,-80,-80,-80,-80,40,-20,-20,-20,-20,-20,40,76,-12,10,12,36,40,80,10,20,12,12,20,80,6,20,12,12
1795,-40,-40,-40,-40,-40,20,40,0,20,-80,-80,-80,-20,80,20,80,80,80,40,80,20,80,80,80,40,80,20,80,80,80,40,80,20,80,80,80
1796,-40,-40,-20,20,20,-40,40,0,20,-80,20,-80,20,80,-20,-20,-20,-20,20,80,60,70,-19,-19,20,80,-50,-70,-69,-70,80,80,57,76,-78,-25
1797,-40,-40,-20,-20,-20,-40,40,0,20,-80,-80,20,20,-20,20,80,30,-2,20,80,20,80,80,80,20,80,20,80,32,-20,20,80,20,80,32,77
1798,-40,-40,-80,-40,-40,20,40,0,-71,20,20,-80,-20,-20,20,-37,-30,-38,40,80,20,-42,-42,-42,40,80,20,-43,-43,-43,40,80,20,-54,-54,-54
1799,40,-40,20,-20,-20,-20,40,0,-80,-80,-80,20,20,80,-20,-20,-20,-20,40,80,20,59,25,71,40,80,20,54,18,18,40,80,20,59,45,71
1800,-40,-40,-40,-20,-20,-40,40,0,-80,20,-80,-80,-20,80,-20,-20,-20,-20,39,80,2,5,2,-15,44,80,-3,-3,-3,-2,44,80,2,5,2,-15
1801,-40,-40,20,-40,-40,-20,40,0,-80,-80,-80,-80,-20,-20,-24,-24,-11,-11,40,-20,-19,-19,-30,-19,40,80,-10,-13,-16,-16,40,80,-18,-27,-23,-27
1802,-20,-20,20,-20,-20,-20,20,0,20,-80,-80,-80,40,80,2,22,-11,23,40,80,20,22,14,38,40,80,2,22,-4,25,40,80,2,22,-4,25
1803,-20,-20,-40,-40,-40,-40,20,0,-76,20,-80,-80,63,80,-20,-20,-20,-20,20,80,-8,61,4,2,20,80,39,62,-8,-38,20,80,39,62,73,73
1804,-40,-40,-40,-40,-40,-20,40,3,20,-80,-80,-80,20,80,20,12,-26,-29,40,80,20,-64,-68,-68,40,80,20,22,-59,-59,40,80,20,22,-63,-63
1805,20,-40,-80,-40,-40,-40,40,0,20,20,-80,-80,40,80,25,64,13,74,20,-20,-12,67,13,72,20,80,12,-5,7,3,20,80,2,8,7,3
1806,-40,-40,-40,-40,-40,-40,40,0,20,-80,20,-80,40,-20,80,80,80,80,20,80,80,80,80,80,20,80,80,80,80,80,20,80,80,80,80,80
1807,-40,-40,-40,20,20,-40,40,0,20,-80,-80,20,40,80,20,22,20,-9,40,80,20,61,35,24,40,80,20,33,-2,26,40,80,20,33,35,26
1808,40,-40,-20,-40,-43,-40,40,0,-80,-80,-80,-80,40,80,-20,-20,-20,-20,20,80,20,20,20,20,20,80,20,20,20,20,20,80,20,20,20,20
1809,20,-40,20,-40,20,20,40,0,-80,-79,-80,-80,40,-20,20,80,80,80,74,80,20,80,80,80,40,80,20,80,80,80,40,80,20,80,80,80
1810,20,-40,20,-40,20,-40,40,0,-80,-80,20,-80,-20,-20,56,-16,-16,-16,40,80,77,-21,-24,-24,40,80,74,-22,80,80,40,80,74,-22,80,80
1811,20,-40,-40,-20,-40,-40,40,0,20,-80,-80,20,40,-20,-20,-20,-20,-20,40,80,-14,11,12,10,80,80,21,29,7,34,80,80,21,29,28,32
1812,-20,-20,20,-20,-40,-40,20,0,-80,-80,-80,-80,-20,-20,-20,-20,-20,-20,-20,80,12,-10,12,-10,-20,80,12,-7,12,-7,-20,80,-15,-15,-15,-15
1813,20,-40,20,-40,-20,-20,40,0,-76,-80,-80,-80,80,-20,-20,-20,-20,-20,40,80,20,-67,37,37,40,80,20,-65,-65,24,40,80,20,18,18,11
1814,20,-40,-20,-40,-40,-20,40,0,20,-80,-80,-80,20,80,-20,-20,-20,-20,20,80,-20,-20,-20,-20,20,-20,-20,-20,-20,-20,20,-20,-20,-20,-20,-20
1815,-40,-40,-20,-40,-40,-40,40,0,20,-80,-80,-80,-20,80,-20,-20,-20,-20,40,80,6,22,12,12,40,80,16,22,12,12,40,80,16,22,12,12
1816,-20,-20,20,20,-40,-40,20,0,-80,-67,-80,-80,64,-20,20,80,80,4,-20,80,20,80,80,15,-20,80,20,-24,-24,15,-20,80,20,80,80,15
1817,40,-40,20,-40,-40,-40,40,0,-80,-80,-80,-80,-20,-20,20,55,58,58,80,80,20,55,58,58,80,80,20,55,58,58,80,80,20,55,58,58
1818,20,-40,-20,20,-40,20,40,0,-80,-80,-80,-80,20,42,-20,-20,-20,-20,40,80,3,46,-20,-20,20,80,26,8,20,11,20,80,26,8,20,11
