init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
41 10 25 3 2 13 10 45 44 40 47 52 39,45 24 0 37 34 7 20 9 33 29 50 39 48,13,0,80,0,1,41 40 39 13 45 44 47 10 52 36 2 3 1,45 24 0 37 34 7 20 9 33 29 50 39 48,2,1,1
1 48 28 24 0 22 3 52 49 6 47 38 45,2 5 41 5 39 12 40 17 46 18 23 16 23,36,0,5,0,4,48 47 46 24 22 52 45 6 32 3 49 5 2,41 39 40 17 18 16 23 20 12 38 23 39 1,1,2,1
51 1 18 27 4 6 42 15 21 10 28 41 5,52 49 20 45 10 45 4 12 33 38 47 43,22,0,30,0,8,4 6 5 51 50 9 15 28 41 21 23 9 48,45 47 46 52 10 12 4 43 17 27 45 20 51,1,2,1
39 14 33 23 5 39 34 48 34 19 13 43 3,21 25 16 4 18 43 8 45 10 52 52 33 35,11,58,0,1,9,14 13 15 39 39 27 3 3 43 17 33 23 34,33 34 35 52 8 10 52 16 18 15 43 4 30,1,2,1
43 24 13 2 42 49 48 29 37 9 36 31 41,23 52 19 14 17 3 35 15 11 25 32 26,26,47,0,1,6,37 36 35 13 49 48 41 2 43 30 18 24 25,14 15 17 16 52 26 23 3 42 29 39 19 32,1,1,2
32 49 25 16 22 10 44 41 52 32 3 0 49,21 26 19 48 51 7 12 39 24 21 28 6 12,6,38,0,1,13,32 52 32 19 0 26 27 40 41 16 3 44 44,21 20 22 19 4 5 7 26 39 13 51 12 25,1,1,2
48 5 24 26 38 51 43 50 0 52 8 28,42 6 46 12 33 15 40 39 16 40 36 43,0,0,6,0,13,17 18 16 26 31 33 34 0 28 2 38 52 27,42 43 44 46 45 39 15 16 4 6 5 40 40,1,2,1
3 44 22 1 13 21 28 43 49 29 38 17 13,10 7 2 50 24 30 32 15 17 10 8 20,0,0,80,0,3,44 43 45 22 13 21 13 4 17 3 29 42 16,10 7 2 50 24 30 32 15 17 10 8 20 49,1,1,2
37 39 52 31 46 42 16 30 21 6 24 9 36,14 5 32 48 45 26 22 9 13 2 23 2 28,33,10,0,1,19,30 31 29 25 13 14 16 42 3 32 52 34 50,28 29 30 46 2 0 12 20 2 4 26 13 39,1,2,1
41 30 17 40 27 45 26 44 5 33 49 35 44,0 42 42 36 20 35 46 43 52 32 34 21 38,21,0,18,0,19,16 17 15 21 5 3 27 28 30 52 26 27 38,36 35 34 33 20 19 52 39 13 40 1 1 42,2,2,0
51 0 39 3 13 20 2 46 39 6 8 16 2,43 28 38 49 22 41 4 9 48 23 38 17 42,48,62,0,1,1,52 0 39 13 39 2 2 3 16 6 20 46 51,41 42 40 28 38 22 9 49 48 23 43 4 17,1,1,2
52 28 26 41 32 29 29 21 2 4 0 23 43,44 32 34 37 34 15 11 47 39 8 46 22,16,51,0,1,23,52 29 26 13 1 40 28 41 15 4 17 31 8,4 5 6 45 42 47 21 22 20 19 44 5 29,2,1,1
23 6 31 0 27 2 21 17 30 4 14 19 1,49 46 10 11 25 45 41 29 38 47 41 36 26,32,2,0,1,14,23 21 22 6 29 31 19 0 1 17 15 16 0,10 11 9 46 47 48 45 32 37 41 39 40 51,3,1,0
45 36 0 27 7 28 32 24 7 22 1 19 39,51 52 34 33 0 30 33 37 2 38 9 34,20,0,45,0,23,0 1 2 32 34 46 27 1 14 4 30 7 20,52 33 33 0 13 40 2 15 42 29 17 30 6,1,1,2
45 1 31 9 46 8 28 19 12 18 50 24 50,29 20 6 43 32 34 3 27 44 13 4 38 4,35,36,0,1,17,45 46 44 47 18 9 16 12 38 13 13 1 8,32 34 31 33 43 44 45 22 19 20 3 4 2,3,1,0
42 3 14 45 28 12 24 49 10 41 24 41 31,44 6 4 26 0 10 5 2 23 49 51 20,16,80,0,1,28,30 0 41 41 45 20 49 49 10 10 8 11 1,6 4 5 24 42 25 29 2 28 48 22 35 16,1,1,2
41 17 39 6 19 27 31 40 2 24 32 2 48,32 34 52 39 52 48 29 16 45 22 11 35,12,0,58,0,13,41 40 42 38 34 36 37 32 6 19 39 51 0,52 52 12 39 13 29 16 31 44 18 5 32 45,1,1,2
33 51 5 46 47 41 6 19 7 34 21 11 52,10 14 8 5 23 43 27 45 48 15 47 52 51,45,0,47,0,9,6 5 4 19 14 16 20 33 7 46 21 32 34,26 27 28 52 10 8 15 41 43 17 44 23 48,1,1,2
45 1 6 2 33 14 19 27 36 51 31 24,3 7 29 44 23 28 31 39 49 50 39 16 49,29,20,0,1,12,32 33 31 52 39 51 1 14 27 2 28 28 45,6 7 5 3 49 50 29 16 36 52 9 48 16,1,2,1
