init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
18 46 25 29 52 23 44 0 32 6 45 2 0,32 27 1 28 25 4 16 51 38 13 45 41 8,42,0,71,0,2,46 44 45 25 29 23 52 32 6 0 2 1 52,16 13 27 1 28 41 4 4 18 32 45 25 51,2,1,1
52 43 7 41 19 35 8 37 41 27 23 15 4,6 51 9 22 20 18 10 48 45 22 33 14,40,0,80,0,5,35 37 36 19 20 18 52 43 4 27 41 15 27,6 51 9 22 10 45 22 33 14 23 25 7 48,2,0,2
19 27 10 37 5 15 24 45 15 46 51 51,26 52 0 38 8 4 49 4 37 21 5 14,36,80,0,1,11,19 27 5 15 24 46 51 45 38 21 5 32 42,7 8 9 52 13 14 49 10 38 2 4 3 23,2,2,0
21 10 34 49 51 13 31 16 35 46 46 52 5,22 3 23 49 13 41 26 8 22 28 24 50 25,1,0,28,0,11,34 35 36 47 52 49 14 31 5 45 52 44 27,22 23 24 25 21 26 0 0 28 41 2 29 3,1,2,1
7 0 6 24 25 12 27 48 2 38 4 5,30 46 26 46 30 10 37 32 23 48 44 22 44,20,51,0,1,12,6 5 7 52 38 27 2 2 17 44 25 12 25,46 48 47 46 42 44 30 17 4 32 6 19 52,1,1,2
45 16 48 49 9 31 40 28 34 35 5 37 4,46 9 1 17 21 27 15 13 19 19 11 32,35,37,0,1,14,48 35 52 52 22 1 27 28 2 16 42 4 31,17 19 18 9 13 15 9 51 50 19 32 45 6,1,2,1
47 29 13 18 48 42 11 36 25 44 12 11,26 40 19 4 24 9 47 29 39 6 16 4,8,32,0,1,16,25 24 23 47 13 15 25 26 2 29 42 18 20,4 6 5 47 39 41 52 24 11 29 30 34 32,1,2,1
51 39 46 9 11 31 22 6 15 2 35 28,4 52 0 26 46 27 18 47 12 48 37 30 16,7,0,19,0,16,39 40 51 46 36 37 41 15 2 28 20 31 5,8 11 9 10 46 52 18 19 22 0 26 5 45,1,1,2
17 32 51 34 33 29 34 47 32 50 28 45 38,27 21 4 1 24 3 25 12 46 49 42 33 2,22,50,0,1,18,32 34 33 14 41 28 41 42 3 29 17 4 45,4 1 3 2 27 38 26 46 33 7 28 35 15,2,0,2
39 30 18 40 30 5 32 10 31 29 44 17 38,51 0 33 13 49 45 9 11 4 6 35 27,8,0,80,0,17,30 32 31 29 18 16 52 5 44 18 15 13 34,0 33 49 45 6 27 6 25 22 50 40 17 11,1,2,1
1 16 43 52 20 27 20 49 23 6 31 4 11,45 50 2 24 26 17 40 32 30 48 35 8,36,0,80,0,4,6 4 5 52 20 22 49 1 27 11 23 10 8,45 50 2 24 26 17 40 32 30 48 35 47 43,1,2,1
39 52 5 9 26 22 49 15 16 8 44 40 0,12 43 11 41 6 2 30 32 32 33 30 3,15,0,43,0,8,39 40 41 52 15 9 12 5 44 31 16 29 52,12 11 10 2 30 32 33 3 43 30 6 32 21,1,1,2
10 33 6 40 18 32 20 39 23 16 41 28 47,37 42 38 7 5 1 23 9 48 13 47 26,22,6,0,1,11,32 33 34 16 17 15 14 22 40 41 28 2 17,5 7 6 9 1 12 42 16 3 18 31 5 48,1,1,2
36 6 42 0 37 43 26 46 9 22 25 13 29,8 40 41 49 6 30 14 2 20 21 7 38,46,2,0,1,24,36 37 38 4 2 3 28 2 41 46 30 17 13,14 15 16 20 29 31 33 40 27 8 9 11 10,2,1,1
35 26 45 45 11 25 35 34 8 21 14 14,42 15 13 22 31 43 48 23 52 25 19 7,39,0,10,0,25,35 34 36 37 26 45 46 6 19 45 42 29 3,0 1 2 13 40 51 31 52 0 28 27 15 4,1,1,2
19 3 24 25 18 36 49 20 8 46 17 14,41 52 17 12 1 30 42 23 35 13 9 44,43,27,0,1,6,19 18 20 24 25 17 36 49 23 14 5 32 46,39 40 51 52 13 15 41 17 42 44 30 1 12,1,3,0
3 25 24 39 29 31 34 48 2 19 30 50 16,32 28 25 44 1 7 13 26 19 37 34 8,5,0,80,0,7,22 21 20 31 25 24 29 3 16 18 26 38 52,28 25 44 1 7 26 19 37 34 50 48 34 2,1,2,1
17 1 39 52 18 29 2 27 26 13 0 3 31,23 30 28 15 49 19 41 52 51 24 6 47 13,17,0,0,1,8,17 1 39 52 18 29 2 27 26 13 0 3 31,32 33 34 30 13 15 28 41 15 19 6 45 52,1,1,2
6 29 11 41 34 28 42 37 34 40 15 44 36,27 29 20 23 35 16 18 0 40 51 49 5,3,26,0,1,11,41 42 40 29 49 37 11 24 1 27 15 17 22,0 1 2 29 27 28 38 18 5 44 16 23 36,1,1,2
49 44 44 40 22 10 15 43 45 52 20 38,30 2 0 18 42 16 48 2 24 41 36 32 48,18,0,20,0,6,49 50 48 44 45 44 48 52 10 36 22 20 21,41 42 40 18 0 2 30 4 43 27 2 16 32,2,1,1
24 23 21 27 22 28 42 7 25 16 0 46 33,37 19 28 35 39 17 1 3 52 3 8 33,12,51,0,1,22,51 0 39 13 27 1 28 41 42 3 4 44 6,19 17 18 26 28 27 52 31 5 33 35 52 32,2,1,1
28 42 1 45 7 35 50 30 38 8 44 12 5,15 16 40 21 29 33 5 16 27 0 3 43,51,0,78,0,6,5 7 6 12 42 44 45 38 52 8 0 26 13,25 40 27 16 29 16 3 43 5 33 21 50 35,1,2,1
50 25 35 13 36 42 2 1 13 18 5 6,43 19 34 27 9 18 47 24 45 7 12 4,28,0,8,0,25,15 13 14 2 41 1 28 16 18 2 30 29 15,24 25 23 44 45 43 18 19 52 21 0 27 1,1,3,0
10 23 47 25 15 16 44 7 14 36 15 39 48,16 11 32 35 49 28 22 52 48 33 51 34 36,18,0,28,0,3,47 48 46 45 15 16 44 10 23 36 25 14 52,32 33 34 49 51 35 22 48 31 28 16 7 11,1,2,1
29 18 43 29 21 9 17 16 7 5 44 38 50,20 17 30 31 8 22 24 3 42 49 25 2,34,0,80,0,8,9 7 8 21 3 5 18 44 5 31 26 0 39,20 17 30 31 8 24 3 42 49 25 2 50 43,1,1,2
37 11 10 18 47 48 29 17 51 28 1 20 44,11 32 0 39 25 43 41 39 33 35 8 36 22,9,6,0,1,41,22 20 21 48 17 18 20 16 13 0 39 13 28,39 40 41 35 26 27 22 14 15 52 0 2 3,1,3,0
32 31 9 36 3 12 48 6 33 1 16 0 36,44 30 26 31 39 22 17 29 33 24 19 47 14,50,0,29,0,18,12 1 0 40 41 42 39 26 13 11 16 17 14,30 31 29 38 27 39 26 24 36 34 6 7 12,2,1,1
48 18 10 8 37 48 49 40 13 35 9 17,6 25 15 11 4 39 32 40 35 22 31 29,51,0,8,0,15,10 8 9 48 49 50 43 40 41 42 12 17 15,27 29 28 25 4 6 7 12 45 19 39 1 40,3,1,0
2 20 27 32 27 5 0 44 25 6 15 23 30,10 50 14 33 18 9 21 45 7 34 16 8 52,39,74,0,1,9,13 27 27 2 15 42 30 5 44 32 6 20 21,10 9 7 8 11 52 16 18 19 33 34 0 31,1,2,0
35 11 36 48 23 42 29 13 46 4 18 40 9,33 21 37 8 0 31 25 45 27 43 12 34 7,20,0,20,0,16,29 30 31 46 52 13 16 7 40 27 33 42 44,37 36 35 34 33 0 1 32 6 19 43 31 18,1,2,1
23 48 34 48 11 43 44 29 9 29 27 26 49,1 25 28 22 3 8 36 33 38 50 37 4 39,30,0,5,0,7,11 10 12 48 43 49 43 44 31 26 27 29 28,36 38 37 4 33 34 36 3 16 17 52 39 1,2,1,1
