init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
9 13 7 3 34 24 24 46 40 19 17 5,50 3 48 51 4 52 5 37 10 52 51 40 38,49,0,0,0,33,7 5 6 8 17 18 19 29 42 23 28 15 49,50 3 48 51 4 52 5 37 10 52 51 40 38,2,0,2
10 10 34 34 14 48 47 51 33 1 52 25,7 8 21 52 29 27 3 15 23 4 48 41 45,2,80,0,1,3,10 10 34 34 14 48 47 51 33 1 52 25 41,7 8 6 52 27 29 15 1 3 4 41 21 23,1,3,0
16 1 43 4 6 25 3 50 9 51 52 24 33,29 35 44 47 45 31 41 13 44 23 48 49,25,0,64,0,4,25 24 23 51 52 33 36 4 43 17 1 3 38,47 48 49 13 41 29 4 44 31 44 45 6 35,1,2,1
20 24 28 27 14 41 30 2 51 29 13 5 20,25 1 52 21 5 24 26 23 27 11 50 32 30,0,28,0,1,5,28 30 29 27 13 45 47 27 14 41 2 5 5,25 24 23 52 32 30 11 50 24 26 1 3 39,1,2,1
45 16 24 5 50 39 46 38 3 21 6 51,47 49 23 50 26 29 17 15 22 30 36 34 13,39,43,0,1,3,45 46 47 44 5 39 3 6 16 19 24 50 38,36 34 35 26 23 22 13 15 17 49 50 51 48,2,2,0
14 9 2 13 48 51 31 52 29 35 18 43 43,44 3 24 32 33 28 39 21 47 16 38 23,5,0,80,0,6,14 13 15 51 31 52 48 18 2 0 9 35 48,44 3 24 32 33 28 21 47 38 38 43 29 8,1,2,1
18 10 3 40 19 48 44 28 16 30 26 4 24,42 5 13 0 44 27 12 9 8 37 47 21 23,42,79,0,1,9,18 19 38 37 16 30 4 26 40 14 28 51 23,9 8 10 7 42 0 12 5 44 52 27 28 3,1,2,1
18 5 10 10 14 44 35 42 48 0 7 22 50,47 39 37 21 0 18 52 28 41 49 41 19,44,80,0,1,13,18 44 0 14 1 7 10 10 35 37 38 50 21,18 19 17 52 41 42 39 0 13 5 27 28 38,1,2,1
7 41 29 37 11 39 25 23 11 16 10 31 22,35 13 12 32 2 52 45 36 43 29 28 33 22,48,44,0,1,15,11 10 12 25 23 24 14 25 40 41 31 45 7,29 28 27 52 32 34 22 4 43 31 5 44 22,1,1,2
26 40 1 31 28 15 42 8 1 42 44 11 30,14 47 3 32 17 36 17 39 23 29 49 36,33,0,66,0,12,44 43 42 30 31 32 27 40 1 20 28 15 46,23 24 25 39 14 3 29 17 31 32 47 36 24,2,0,2
39 48 21 21 27 11 27 17 32 45 33 46,37 47 44 24 28 4 6 20 50 15 30 13,25,80,0,1,13,48 21 21 27 27 32 45 33 46 24 37 42 19,4 6 5 19 20 25 13 15 14 28 30 38 31,2,2,0
2 14 23 14 41 50 5 11 3 48 9 25 45,48 21 22 27 8 30 18 49 4 23 40 32 4,24,0,3,0,20,40 41 42 43 50 45 43 11 2 41 13 14 24,21 22 23 44 45 46 18 31 44 3 42 29 27,1,2,1
38 26 51 5 50 9 39 30 33 27 20 52,49 11 43 35 13 11 31 18 41 17 8 34,19,0,71,0,20,39 51 40 13 15 14 19 18 31 20 22 21 6,11 10 12 26 41 29 43 17 33 33 38 34 8,3,0,1
52 13 25 26 28 8 32 19 35 19 41 47,6 33 27 4 18 50 17 33 32 1 8 23,16,67,0,1,23,52 14 40 14 15 28 41 4 18 44 19 32 8,33 32 31 42 2 1 28 15 2 17 18 19 52,2,1,1
46 51 47 49 32 44 5 8 40 50 8 31 40,11 24 50 48 3 26 28 37 5 21 15 16,6,0,80,0,5,51 49 50 46 47 48 44 5 31 32 22 23 45,24 50 3 26 28 37 5 21 15 16 8 36 28,2,1,1
46 44 51 1 52 32 3 11 1 45 2 8 29,49 43 22 39 34 7 2 27 9 22 13 50,12,0,51,0,19,44 45 46 51 47 49 1 27 40 4 52 30 12,7 9 8 39 28 2 41 29 3 43 17 18 32,1,1,2
32 25 18 2 28 4 20 21 45 35 39 18,45 11 3 14 31 51 38 6 46 39 42 43 8,6,59,0,1,5,32 45 39 14 40 2 28 15 4 18 18 20 25,45 43 46 44 6 29 31 39 26 13 42 3 29,1,1,2
33 35 1 4 23 6 25 0 11 19 41 9,16 13 39 26 14 44 45 35 20 48 26 27 16,27,23,0,1,18,4 6 5 1 19 21 35 9 52 41 16 43 19,27 26 38 14 29 30 13 39 26 40 0 12 40,1,2,1
43 17 30 10 16 9 12 2 46 27 18 6,51 16 45 25 7 5 17 0 21 39 15 11 33,38,14,0,1,5,17 16 18 10 9 11 12 46 33 27 14 2 2,16 17 15 7 5 6 51 21 34 25 45 43 52,2,1,1
48 34 9 35 19 28 33 43 6 41 11 1 23,45 17 37 26 36 49 20 43 49 51 22 8,48,60,0,1,23,48 9 26 26 0 14 41 43 30 44 6 11 47,36 34 35 23 24 25 22 1 27 43 17 4 35,2,0,2
24 32 18 33 1 29 44 45 34 2 44 3 4,41 36 42 7 27 26 8 5 30 52 27 6 1,33,0,23,0,5,1 2 3 4 33 34 36 7 27 29 18 44 5,7 8 6 41 42 52 20 45 26 27 1 30 48,1,2,1
