Winner,Player1,Player2,Init.Score1,Init.Score2,Final.Score1,Final.Score2
1,MindistScore,Mindist,63,74,62,0
0,MindistScore,Mindist,80,70,0,15
1,MindistScore,Mindist,74,73,69,0
0,MindistScore,Mindist,31,80,0,80
1,MindistScore,Mindist,80,66,17,0
1,MindistScore,Mindist,66,31,33,0
0,MindistScore,Mindist,69,70,0,73
0,MindistScore,Mindist,71,80,0,80
1,MindistScore,Mindist,80,74,80,0
1,MindistScore,Mindist,30,26,23,0
1,MindistScore,Mindist,77,25,53,0
0,MindistScore,Mindist,33,80,0,33
0,MindistScore,Mindist,80,29,0,21
0,MindistScore,Mindist,57,65,0,7
0,MindistScore,Mindist,27,80,0,61
0,MindistScore,Mindist,57,53,0,30
0,MindistScore,Mindist,80,72,0,54
1,MindistScore,Mindist,80,80,69,0
1,MindistScore,Mindist,68,80,22,0
0,MindistScore,Mindist,25,23,0,23
0,MindistScore,Mindist,73,80,0,80
1,MindistScore,Mindist,80,30,80,0
0,MindistScore,Mindist,80,66,0,2
0,MindistScore,Mindist,72,80,0,72
1,MindistScore,Mindist,80,63,80,0
1,MindistScore,Mindist,78,16,80,0
1,MindistScore,Mindist,70,80,7,0
1,MindistScore,Mindist,80,80,80,0
1,MindistScore,Mindist,80,80,31,0
0,MindistScore,Mindist,41,23,0,17
0,MindistScore,Mindist,72,80,0,80
0,MindistScore,Mindist,38,80,0,80
1,MindistScore,Mindist,76,14,3,0
1,MindistScore,Mindist,72,43,11,0
0,MindistScore,Mindist,43,77,0,80
0,MindistScore,Mindist,65,80,0,80
0,MindistScore,Mindist,76,80,0,79
0,MindistScore,Mindist,80,80,0,20
0,MindistScore,Mindist,79,57,0,57
0,MindistScore,Mindist,40,22,0,12
0,MindistScore,Mindist,69,70,0,37
1,MindistScore,Mindist,37,41,10,0
0,MindistScore,Mindist,75,22,0,22
1,MindistScore,Mindist,80,71,80,0
0,MindistScore,Mindist,70,62,0,38
1,MindistScore,Mindist,80,80,21,0
0,MindistScore,Mindist,24,80,0,9
0,MindistScore,Mindist,80,34,0,19
0,MindistScore,Mindist,80,80,0,80
1,MindistScore,Mindist,52,6,49,0
0,MindistScore,Mindist,54,53,0,23
0,MindistScore,Mindist,80,71,0,58
0,MindistScore,Mindist,10,49,0,49
1,MindistScore,Mindist,80,52,4,0
0,MindistScore,Mindist,13,31,0,31
1,MindistScore,Mindist,80,80,77,0
1,MindistScore,Mindist,80,80,3,0
0,MindistScore,Mindist,39,56,0,20
1,MindistScore,Mindist,73,80,61,0
0,MindistScore,Mindist,46,80,0,22
1,MindistScore,Mindist,78,52,67,0
0,MindistScore,Mindist,78,26,0,11
0,MindistScore,Mindist,80,80,0,29
0,MindistScore,Mindist,17,80,0,46
1,MindistScore,Mindist,61,49,40,0
0,MindistScore,Mindist,32,69,0,21
0,MindistScore,Mindist,80,80,0,43
0,MindistScore,Mindist,77,76,0,69
0,MindistScore,Mindist,80,80,0,77
0,MindistScore,Mindist,64,54,0,35
0,MindistScore,Mindist,36,49,0,31
0,MindistScore,Mindist,80,76,0,69
0,MindistScore,Mindist,80,49,0,26
0,MindistScore,Mindist,52,80,0,80
1,MindistScore,Mindist,78,29,71,0
0,MindistScore,Mindist,61,45,0,21
0,MindistScore,Mindist,24,80,0,80
0,MindistScore,Mindist,59,65,0,63
0,MindistScore,Mindist,58,42,0,14
1,MindistScore,Mindist,80,46,15,0
1,MindistScore,Mindist,80,80,65,0
0,MindistScore,Mindist,54,42,0,27
0,MindistScore,Mindist,61,80,0,8
1,MindistScore,Mindist,28,74,5,0
0,MindistScore,Mindist,59,30,0,15
1,MindistScore,Mindist,18,5,10,0
0,MindistScore,Mindist,77,80,0,80
0,MindistScore,Mindist,80,80,0,2
0,MindistScore,Mindist,50,80,0,80
1,MindistScore,Mindist,41,80,57,0
1,MindistScore,Mindist,74,64,72,0
1,MindistScore,Mindist,72,29,60,0
0,MindistScore,Mindist,80,80,0,80
0,MindistScore,Mindist,11,80,0,80
0,MindistScore,Mindist,71,76,0,70
1,MindistScore,Mindist,47,53,28,0
1,MindistScore,Mindist,80,42,76,0
0,MindistScore,Mindist,80,50,0,22
1,MindistScore,Mindist,75,75,13,0
1,MindistScore,Mindist,74,42,12,0
0,MindistScore,Mindist,17,26,0,9
1,MindistScore,Mindist,80,80,80,0
1,MindistScore,Mindist,54,80,24,0
1,MindistScore,Mindist,80,80,79,0
0,MindistScore,Mindist,27,21,0,11
1,MindistScore,Mindist,80,77,10,0
1,MindistScore,Mindist,65,80,61,0
0,MindistScore,Mindist,80,44,0,18
1,MindistScore,Mindist,80,72,80,0
0,MindistScore,Mindist,20,80,0,80
0,MindistScore,Mindist,80,41,0,40
0,MindistScore,Mindist,19,80,0,80
1,MindistScore,Mindist,80,80,9,0
0,MindistScore,Mindist,80,70,0,11
1,MindistScore,Mindist,44,47,16,0
0,MindistScore,Mindist,48,71,0,8
1,MindistScore,Mindist,80,80,64,0
1,MindistScore,Mindist,79,75,3,0
0,MindistScore,Mindist,77,80,0,80
1,MindistScore,Mindist,80,80,80,0
0,MindistScore,Mindist,80,80,0,15
1,MindistScore,Mindist,80,65,42,0
0,MindistScore,Mindist,80,80,0,18
0,MindistScore,Mindist,47,24,0,2
0,MindistScore,Mindist,80,73,0,19
0,MindistScore,Mindist,59,80,0,17
0,MindistScore,Mindist,80,80,0,52
1,MindistScore,Mindist,80,62,24,0
0,MindistScore,Mindist,72,72,0,62
0,MindistScore,Mindist,80,53,0,46
0,MindistScore,Mindist,80,75,0,75
0,MindistScore,Mindist,80,80,0,74
1,MindistScore,Mindist,80,80,22,0
0,MindistScore,Mindist,80,80,0,22
0,MindistScore,Mindist,55,14,0,7
0,MindistScore,Mindist,25,58,0,58
0,MindistScore,Mindist,10,80,0,80
0,MindistScore,Mindist,7,80,0,80
0,MindistScore,Mindist,80,59,0,44
0,MindistScore,Mindist,9,58,0,58
1,MindistScore,Mindist,77,56,69,0
0,MindistScore,Mindist,67,67,0,25
1,MindistScore,Mindist,43,80,8,0
0,MindistScore,Mindist,43,35,0,29
1,MindistScore,Mindist,47,80,8,0
0,MindistScore,Mindist,80,70,0,46
0,MindistScore,Mindist,77,36,0,13
1,MindistScore,Mindist,19,74,5,0
1,MindistScore,Mindist,62,80,10,0
0,MindistScore,Mindist,75,63,0,56
0,MindistScore,Mindist,25,80,0,22
0,MindistScore,Mindist,66,79,0,79
1,MindistScore,Mindist,61,80,51,0
0,MindistScore,Mindist,58,80,0,26
0,MindistScore,Mindist,80,80,0,80
0,MindistScore,Mindist,80,78,0,78
1,MindistScore,Mindist,80,80,7,0
0,MindistScore,Mindist,39,80,0,12
0,MindistScore,Mindist,39,34,0,19
0,MindistScore,Mindist,80,49,0,12
1,MindistScore,Mindist,80,62,24,0
0,MindistScore,Mindist,73,80,0,80
0,MindistScore,Mindist,80,74,0,22
0,MindistScore,Mindist,80,26,0,31
0,MindistScore,Mindist,17,80,0,80
0,MindistScore,Mindist,80,79,0,79
0,MindistScore,Mindist,23,73,0,12
0,MindistScore,Mindist,80,80,0,28
1,MindistScore,Mindist,33,67,10,0
0,MindistScore,Mindist,80,80,0,75
1,MindistScore,Mindist,80,53,21,0
0,MindistScore,Mindist,80,76,0,76
0,MindistScore,Mindist,36,44,0,22
1,MindistScore,Mindist,78,66,65,0
0,MindistScore,Mindist,80,70,0,8
0,MindistScore,Mindist,19,41,0,12
0,MindistScore,Mindist,80,80,0,72
0,MindistScore,Mindist,38,33,0,7
1,MindistScore,Mindist,70,80,23,0
0,MindistScore,Mindist,40,29,0,29
1,MindistScore,Mindist,80,80,80,0
0,MindistScore,Mindist,39,48,0,18
0,MindistScore,Mindist,49,68,0,63
0,MindistScore,Mindist,21,80,0,62
0,MindistScore,Mindist,73,80,0,22
1,MindistScore,Mindist,78,80,26,0
0,MindistScore,Mindist,63,80,0,24
0,MindistScore,Mindist,22,69,0,11
1,MindistScore,Mindist,80,10,80,0
0,MindistScore,Mindist,80,80,0,80
0,MindistScore,Mindist,80,67,0,62
1,MindistScore,Mindist,58,72,16,0
1,MindistScore,Mindist,80,29,23,0
1,MindistScore,Mindist,80,29,80,0
0,MindistScore,Mindist,79,39,0,27
1,MindistScore,Mindist,80,80,10,0
1,MindistScore,Mindist,80,80,13,0
0,MindistScore,Mindist,45,80,0,25
0,MindistScore,Mindist,29,80,0,31
0,MindistScore,Mindist,76,80,0,80
0,MindistScore,Mindist,26,80,0,74
0,MindistScore,Mindist,50,80,0,76
0,MindistScore,Mindist,20,30,0,27
1,MindistScore,Mindist,64,74,7,0
0,MindistScore,Mindist,80,80,0,79
1,MindistScore,Mindist,50,71,5,0
0,MindistScore,Mindist,65,56,0,16
0,MindistScore,Mindist,80,69,0,47
1,MindistScore,Mindist,72,80,59,0
0,MindistScore,Mindist,68,80,0,70
0,MindistScore,Mindist,80,70,0,16
1,MindistScore,Mindist,80,80,30,0
0,MindistScore,Mindist,80,80,0,80
0,MindistScore,Mindist,71,80,0,75
1,MindistScore,Mindist,64,80,4,0
1,MindistScore,Mindist,80,71,62,0
1,MindistScore,Mindist,70,45,80,0
0,MindistScore,Mindist,38,65,0,35
0,MindistScore,Mindist,69,42,0,42
0,MindistScore,Mindist,80,80,0,78
0,MindistScore,Mindist,55,80,0,7
0,MindistScore,Mindist,60,80,0,80
1,MindistScore,Mindist,72,80,22,0
1,MindistScore,Mindist,80,74,17,0
1,MindistScore,Mindist,80,20,80,0
0,MindistScore,Mindist,73,80,0,24
1,MindistScore,Mindist,80,80,2,0
0,MindistScore,Mindist,46,80,0,80
1,MindistScore,Mindist,80,26,80,0
1,MindistScore,Mindist,79,60,19,0
0,MindistScore,Mindist,80,73,0,11
1,MindistScore,Mindist,80,80,22,0
1,MindistScore,Mindist,80,75,80,0
0,MindistScore,Mindist,14,17,0,17
1,MindistScore,Mindist,80,47,63,0
0,MindistScore,Mindist,80,80,0,8
1,MindistScore,Mindist,80,20,80,0
0,MindistScore,Mindist,69,40,0,2
0,MindistScore,Mindist,31,36,0,18
0,MindistScore,Mindist,80,80,0,68
0,MindistScore,Mindist,68,67,0,61
0,MindistScore,Mindist,64,41,0,80
0,MindistScore,Mindist,73,46,0,45
0,MindistScore,Mindist,80,80,0,62
1,MindistScore,Mindist,78,6,80,0
0,MindistScore,Mindist,74,47,0,40
0,MindistScore,Mindist,80,67,0,57
0,MindistScore,Mindist,30,33,0,33
0,MindistScore,Mindist,77,80,0,22
0,MindistScore,Mindist,59,80,0,80
0,MindistScore,Mindist,49,80,0,80
0,MindistScore,Mindist,80,69,0,63
1,MindistScore,Mindist,80,80,12,0
0,MindistScore,Mindist,80,48,0,20
0,MindistScore,Mindist,80,80,0,17
1,MindistScore,Mindist,78,23,76,0
0,MindistScore,Mindist,47,80,0,5
1,MindistScore,Mindist,80,15,18,0
0,MindistScore,Mindist,80,66,0,64
1,MindistScore,Mindist,80,48,12,0
1,MindistScore,Mindist,80,80,80,0
0,MindistScore,Mindist,44,77,0,69
1,MindistScore,Mindist,64,75,44,0
0,MindistScore,Mindist,80,80,0,79
0,MindistScore,Mindist,76,47,0,10
1,MindistScore,Mindist,80,80,63,0
1,MindistScore,Mindist,80,80,80,0
0,MindistScore,Mindist,10,80,0,18
0,MindistScore,Mindist,53,20,0,2
0,MindistScore,Mindist,71,39,0,5
1,MindistScore,Mindist,80,68,36,0
0,MindistScore,Mindist,77,80,0,8
0,MindistScore,Mindist,73,80,0,79
0,MindistScore,Mindist,68,80,0,17
1,MindistScore,Mindist,80,49,80,0
1,MindistScore,Mindist,80,74,3,0
1,MindistScore,Mindist,48,63,30,0
1,MindistScore,Mindist,80,46,24,0
1,MindistScore,Mindist,47,67,18,0
1,MindistScore,Mindist,75,41,2,0
0,MindistScore,Mindist,12,79,0,79
1,MindistScore,Mindist,80,22,80,0
1,MindistScore,Mindist,80,75,80,0
1,MindistScore,Mindist,68,80,2,0
1,MindistScore,Mindist,41,37,18,0
1,MindistScore,Mindist,80,80,25,0
0,MindistScore,Mindist,80,61,0,5
1,MindistScore,Mindist,46,19,30,0
1,MindistScore,Mindist,80,68,71,0
1,MindistScore,Mindist,72,51,63,0
0,MindistScore,Mindist,45,80,0,10
0,MindistScore,Mindist,46,78,0,26
1,MindistScore,Mindist,80,80,36,0
1,MindistScore,Mindist,68,40,17,0
1,MindistScore,Mindist,80,80,10,0
0,MindistScore,Mindist,18,80,0,48
0,MindistScore,Mindist,53,72,0,59
0,MindistScore,Mindist,53,80,0,17
0,MindistScore,Mindist,23,80,0,80
1,MindistScore,Mindist,70,80,35,0
0,MindistScore,Mindist,80,19,0,12
1,MindistScore,Mindist,80,65,80,0
0,MindistScore,Mindist,33,52,0,32
0,MindistScore,Mindist,80,80,0,24
0,MindistScore,Mindist,3,80,0,75
0,MindistScore,Mindist,10,21,0,21
0,MindistScore,Mindist,74,80,0,80
0,MindistScore,Mindist,80,80,0,31
1,MindistScore,Mindist,79,80,79,0
0,MindistScore,Mindist,80,34,0,15
0,MindistScore,Mindist,54,75,0,70
1,MindistScore,Mindist,80,25,40,0
1,MindistScore,Mindist,51,73,18,0
1,MindistScore,Mindist,80,74,80,0
1,MindistScore,Mindist,76,16,74,0
0,MindistScore,Mindist,79,80,0,16
1,MindistScore,Mindist,38,61,8,0
0,MindistScore,Mindist,80,80,0,24
0,MindistScore,Mindist,67,80,0,64
0,MindistScore,Mindist,20,44,0,44
0,MindistScore,Mindist,30,75,0,72
0,MindistScore,Mindist,75,30,0,20
1,MindistScore,Mindist,80,33,58,0
0,MindistScore,Mindist,80,80,0,80
1,MindistScore,Mindist,80,80,37,0
1,MindistScore,Mindist,38,76,39,0
0,MindistScore,Mindist,80,48,0,14
0,MindistScore,Mindist,42,55,0,25
0,MindistScore,Mindist,78,59,0,14
0,MindistScore,Mindist,72,80,0,80
1,MindistScore,Mindist,80,58,23,0
1,MindistScore,Mindist,80,44,16,0
1,MindistScore,Mindist,79,21,11,0
1,MindistScore,Mindist,80,58,73,0
0,MindistScore,Mindist,26,75,0,73
1,MindistScore,Mindist,80,80,25,0
1,MindistScore,Mindist,80,21,54,0
0,MindistScore,Mindist,76,80,0,22
1,MindistScore,Mindist,68,39,64,0
0,MindistScore,Mindist,28,80,0,56
0,MindistScore,Mindist,23,79,0,79
1,MindistScore,Mindist,47,80,41,0
1,MindistScore,Mindist,80,80,21,0
0,MindistScore,Mindist,52,42,0,11
0,MindistScore,Mindist,74,80,0,12
0,MindistScore,Mindist,22,80,0,80
0,MindistScore,Mindist,80,73,0,14
0,MindistScore,Mindist,80,30,0,30
1,MindistScore,Mindist,69,74,17,0
0,MindistScore,Mindist,80,22,0,25
0,MindistScore,Mindist,55,80,0,80
1,MindistScore,Mindist,80,60,30,0
0,MindistScore,Mindist,70,80,0,80
0,MindistScore,Mindist,18,80,0,80
0,MindistScore,Mindist,71,30,0,14
0,MindistScore,Mindist,36,58,0,10
0,MindistScore,Mindist,27,80,0,80
0,MindistScore,Mindist,38,66,0,23
0,MindistScore,Mindist,17,79,0,39
1,MindistScore,Mindist,78,80,80,0
1,MindistScore,Mindist,80,27,80,0
1,MindistScore,Mindist,41,71,16,0
1,MindistScore,Mindist,80,68,75,0
1,MindistScore,Mindist,65,79,16,0
0,MindistScore,Mindist,80,80,0,15
0,MindistScore,Mindist,80,80,0,79
0,MindistScore,Mindist,56,66,0,73
1,MindistScore,Mindist,64,26,37,0
0,MindistScore,Mindist,28,73,0,77
1,MindistScore,Mindist,80,80,67,0
0,MindistScore,Mindist,80,17,0,17
0,MindistScore,Mindist,80,80,0,80
1,MindistScore,Mindist,51,22,19,0
0,MindistScore,Mindist,58,76,0,4
0,MindistScore,Mindist,18,80,0,69
0,MindistScore,Mindist,77,78,0,65
1,MindistScore,Mindist,80,67,3,0
1,MindistScore,Mindist,80,80,3,0
1,MindistScore,Mindist,54,35,49,0
1,MindistScore,Mindist,80,59,80,0
0,MindistScore,Mindist,80,80,0,80
0,MindistScore,Mindist,30,75,0,12
1,MindistScore,Mindist,72,76,21,0
0,MindistScore,Mindist,80,56,0,25
0,MindistScore,Mindist,40,80,0,80
0,MindistScore,Mindist,80,10,0,10
0,MindistScore,Mindist,79,80,0,12
1,MindistScore,Mindist,75,17,30,0
0,MindistScore,Mindist,66,62,0,62
0,MindistScore,Mindist,73,80,0,66
0,MindistScore,Mindist,73,43,0,24
1,MindistScore,Mindist,80,63,77,0
0,MindistScore,Mindist,32,78,0,78
0,MindistScore,Mindist,59,30,0,20
0,MindistScore,Mindist,21,77,0,55
0,MindistScore,Mindist,80,51,0,31
0,MindistScore,Mindist,80,80,0,60
0,MindistScore,Mindist,80,80,0,80
1,MindistScore,Mindist,80,38,80,0
0,MindistScore,Mindist,39,77,0,77
1,MindistScore,Mindist,80,18,49,0
0,MindistScore,Mindist,35,51,0,31
1,MindistScore,Mindist,80,80,80,0
0,MindistScore,Mindist,23,41,0,22
1,MindistScore,Mindist,77,80,49,0
0,MindistScore,Mindist,80,55,0,55
1,MindistScore,Mindist,48,80,34,0
0,MindistScore,Mindist,74,80,0,14
1,MindistScore,Mindist,80,78,10,0
0,MindistScore,Mindist,66,72,0,72
1,MindistScore,Mindist,47,80,7,0
0,MindistScore,Mindist,80,80,0,77
0,MindistScore,Mindist,80,80,0,80
1,MindistScore,Mindist,80,71,80,0
0,MindistScore,Mindist,21,73,0,55
0,MindistScore,Mindist,78,47,0,38
0,MindistScore,Mindist,56,80,0,25
1,MindistScore,Mindist,50,77,42,0
1,MindistScore,Mindist,72,80,57,0
0,MindistScore,Mindist,13,75,0,75
1,MindistScore,Mindist,80,80,7,0
0,MindistScore,Mindist,80,39,0,19
1,MindistScore,Mindist,80,69,68,0
0,MindistScore,Mindist,80,80,0,61
1,MindistScore,Mindist,80,38,26,0
1,MindistScore,Mindist,52,17,6,0
0,MindistScore,Mindist,80,80,0,80
0,MindistScore,Mindist,29,80,0,80
1,MindistScore,Mindist,69,74,40,0
0,MindistScore,Mindist,76,80,0,80
1,MindistScore,Mindist,74,76,64,0
1,MindistScore,Mindist,75,25,59,0
0,MindistScore,Mindist,19,74,0,21
0,MindistScore,Mindist,80,79,0,79
1,MindistScore,Mindist,75,55,10,0
0,MindistScore,Mindist,18,80,0,80
0,MindistScore,Mindist,80,80,0,9
1,MindistScore,Mindist,29,80,4,0
0,MindistScore,Mindist,80,73,0,11
1,MindistScore,Mindist,76,80,16,0
1,MindistScore,Mindist,80,11,63,0
0,MindistScore,Mindist,66,44,0,27
0,MindistScore,Mindist,59,80,0,38
0,MindistScore,Mindist,60,41,0,39
0,MindistScore,Mindist,80,23,0,11
1,MindistScore,Mindist,37,73,14,0
1,MindistScore,Mindist,27,80,4,0
1,MindistScore,Mindist,64,67,59,0
1,MindistScore,Mindist,67,36,70,0
1,MindistScore,Mindist,80,80,80,0
1,MindistScore,Mindist,72,75,27,0
0,MindistScore,Mindist,74,80,0,80
0,MindistScore,Mindist,50,51,0,21
1,MindistScore,Mindist,80,80,17,0
0,MindistScore,Mindist,80,77,0,69
0,MindistScore,Mindist,80,78,0,78
1,MindistScore,Mindist,57,75,7,0
0,MindistScore,Mindist,80,80,0,80
0,MindistScore,Mindist,80,68,0,62
0,MindistScore,Mindist,80,80,0,5
0,MindistScore,Mindist,72,80,0,39
1,MindistScore,Mindist,80,22,37,0
1,MindistScore,Mindist,80,80,15,0
0,MindistScore,Mindist,80,73,0,80
0,MindistScore,Mindist,26,25,0,15
0,MindistScore,Mindist,72,80,0,80
0,MindistScore,Mindist,30,80,0,23
1,MindistScore,Mindist,80,80,2,0
1,MindistScore,Mindist,80,18,39,0
1,MindistScore,Mindist,63,80,15,0
0,MindistScore,Mindist,77,80,0,38
1,MindistScore,Mindist,80,61,27,0
0,MindistScore,Mindist,80,80,0,25
0,MindistScore,Mindist,34,49,0,17
0,MindistScore,Mindist,53,76,0,80
1,MindistScore,Mindist,78,16,31,0
1,MindistScore,Mindist,80,80,36,0
0,MindistScore,Mindist,48,80,0,59
0,MindistScore,Mindist,79,80,0,79
1,MindistScore,Mindist,80,80,20,0
0,MindistScore,Mindist,27,47,0,17
1,MindistScore,Mindist,80,80,80,0
1,MindistScore,Mindist,80,68,2,0
1,MindistScore,Mindist,80,80,14,0
0,MindistScore,Mindist,80,80,0,80
0,MindistScore,Mindist,80,80,0,53
0,MindistScore,Mindist,80,61,0,62
1,MindistScore,Mindist,26,76,8,0
0,MindistScore,Mindist,26,80,0,34
1,MindistScore,Mindist,41,80,23,0
1,MindistScore,Mindist,64,54,54,0
1,MindistScore,Mindist,45,72,14,0
0,MindistScore,Mindist,80,80,0,77
0,MindistScore,Mindist,80,71,0,32
0,MindistScore,Mindist,25,80,0,35
0,MindistScore,Mindist,80,34,0,20
1,MindistScore,Mindist,30,77,8,0
1,MindistScore,Mindist,79,62,63,0
1,MindistScore,Mindist,80,80,80,0
0,MindistScore,Mindist,74,75,0,18
1,MindistScore,Mindist,80,69,80,0
1,MindistScore,Mindist,53,78,14,0
1,MindistScore,Mindist,10,45,2,0
0,MindistScore,Mindist,80,39,0,11
0,MindistScore,Mindist,80,80,0,17
1,MindistScore,Mindist,80,52,76,0
1,MindistScore,Mindist,76,80,13,0
1,MindistScore,Mindist,74,67,78,0
0,MindistScore,Mindist,35,27,0,6
1,MindistScore,Mindist,33,40,3,0
0,MindistScore,Mindist,80,79,0,79
1,MindistScore,Mindist,80,76,80,0
0,MindistScore,Mindist,80,80,0,79
1,MindistScore,Mindist,71,80,15,0
0,MindistScore,Mindist,47,80,0,13
0,MindistScore,Mindist,19,80,0,18
0,MindistScore,Mindist,80,79,0,67
0,MindistScore,Mindist,77,80,0,20
1,MindistScore,Mindist,80,24,52,0
1,MindistScore,Mindist,80,80,52,0
1,MindistScore,Mindist,70,29,24,0
1,MindistScore,Mindist,80,63,80,0
1,MindistScore,Mindist,80,16,22,0
0,MindistScore,Mindist,25,80,0,80
0,MindistScore,Mindist,74,72,0,64
0,MindistScore,Mindist,24,41,0,41
0,MindistScore,Mindist,80,80,0,80
0,MindistScore,Mindist,80,80,0,79
1,MindistScore,Mindist,80,80,77,0
1,MindistScore,Mindist,80,50,80,0
0,MindistScore,Mindist,23,80,0,80
1,MindistScore,Mindist,75,10,79,0
1,MindistScore,Mindist,80,11,80,0
0,MindistScore,Mindist,16,80,0,80
1,MindistScore,Mindist,74,28,25,0
1,MindistScore,Mindist,68,50,9,0
1,MindistScore,Mindist,52,36,16,0
0,MindistScore,Mindist,80,80,0,14
1,MindistScore,Mindist,80,80,21,0
0,MindistScore,Mindist,68,63,0,42
1,MindistScore,Mindist,49,68,5,0
1,MindistScore,Mindist,79,80,72,0
0,MindistScore,Mindist,80,80,0,80
1,MindistScore,Mindist,45,23,30,0
1,MindistScore,Mindist,70,21,18,0
1,MindistScore,Mindist,80,80,24,0
1,MindistScore,Mindist,49,77,24,0
0,MindistScore,Mindist,80,80,0,80
0,MindistScore,Mindist,27,80,0,22
1,MindistScore,Mindist,46,20,13,0
0,MindistScore,Mindist,43,80,0,16
0,MindistScore,Mindist,72,80,0,80
0,MindistScore,Mindist,74,80,0,78
0,MindistScore,Mindist,24,58,0,54
1,MindistScore,Mindist,75,80,63,0
0,MindistScore,Mindist,23,79,0,74
1,MindistScore,Mindist,80,13,80,0
0,MindistScore,Mindist,44,50,0,14
0,MindistScore,Mindist,34,80,0,76
1,MindistScore,Mindist,80,44,18,0
0,MindistScore,Mindist,27,76,0,76
0,MindistScore,Mindist,80,80,0,69
0,MindistScore,Mindist,68,80,0,80
0,MindistScore,Mindist,7,64,0,64
1,MindistScore,Mindist,65,71,60,0
1,MindistScore,Mindist,80,77,80,0
0,MindistScore,Mindist,80,80,0,13
1,MindistScore,Mindist,80,79,26,0
1,MindistScore,Mindist,75,79,55,0
1,MindistScore,Mindist,80,62,80,0
1,MindistScore,Mindist,80,58,49,0
1,MindistScore,Mindist,80,80,24,0
0,MindistScore,Mindist,61,79,0,80
0,MindistScore,Mindist,80,80,0,76
0,MindistScore,Mindist,75,59,0,27
1,MindistScore,Mindist,20,29,4,0
0,MindistScore,Mindist,80,80,0,3
1,MindistScore,Mindist,47,6,34,0
1,MindistScore,Mindist,80,76,39,0
1,MindistScore,Mindist,80,80,80,0
0,MindistScore,Mindist,80,73,0,41
1,MindistScore,Mindist,80,80,69,0
0,MindistScore,Mindist,72,80,0,80
0,MindistScore,Mindist,80,70,0,60
1,MindistScore,Mindist,80,46,8,0
0,MindistScore,Mindist,22,59,0,26
1,MindistScore,Mindist,78,68,19,0
1,MindistScore,Mindist,80,53,80,0
0,MindistScore,Mindist,80,80,0,16
1,MindistScore,Mindist,46,66,15,0
0,MindistScore,Mindist,80,55,0,17
0,MindistScore,Mindist,80,80,0,72
0,MindistScore,Mindist,56,80,0,22
0,MindistScore,Mindist,76,80,0,22
0,MindistScore,Mindist,80,78,0,16
0,MindistScore,Mindist,26,69,0,61
1,MindistScore,Mindist,57,80,40,0
0,MindistScore,Mindist,28,80,0,80
0,MindistScore,Mindist,80,62,0,55
0,MindistScore,Mindist,80,80,0,80
0,MindistScore,Mindist,80,43,0,11
0,MindistScore,Mindist,80,80,0,18
0,MindistScore,Mindist,76,80,0,80
0,MindistScore,Mindist,61,76,0,69
0,MindistScore,Mindist,80,80,0,80
1,MindistScore,Mindist,51,31,33,0
0,MindistScore,Mindist,80,80,0,80
1,MindistScore,Mindist,80,23,16,0
0,MindistScore,Mindist,70,80,0,80
1,MindistScore,Mindist,80,67,80,0
1,MindistScore,Mindist,46,26,43,0
0,MindistScore,Mindist,68,80,0,80
0,MindistScore,Mindist,4,80,0,80
1,MindistScore,Mindist,80,58,79,0
1,MindistScore,Mindist,80,24,80,0
0,MindistScore,Mindist,80,80,0,34
1,MindistScore,Mindist,44,80,37,0
1,MindistScore,Mindist,80,80,54,0
1,MindistScore,Mindist,80,77,80,0
0,MindistScore,Mindist,58,76,0,72
1,MindistScore,Mindist,42,80,13,0
1,MindistScore,Mindist,79,29,22,0
0,MindistScore,Mindist,15,57,0,57
1,MindistScore,Mindist,63,35,42,0
1,MindistScore,Mindist,80,80,71,0
0,MindistScore,Mindist,80,80,0,80
0,MindistScore,Mindist,80,80,0,80
1,MindistScore,Mindist,80,80,80,0
0,MindistScore,Mindist,43,72,0,70
0,MindistScore,Mindist,72,74,0,75
1,MindistScore,Mindist,80,32,80,0
1,MindistScore,Mindist,70,47,77,0
1,MindistScore,Mindist,20,80,20,0
0,MindistScore,Mindist,24,80,0,23
0,MindistScore,Mindist,75,80,0,80
0,MindistScore,Mindist,80,80,0,31
1,MindistScore,Mindist,80,30,80,0
0,MindistScore,Mindist,80,74,0,32
0,MindistScore,Mindist,76,80,0,18
0,MindistScore,Mindist,43,56,0,24
1,MindistScore,Mindist,80,23,8,0
0,MindistScore,Mindist,30,80,0,80
1,MindistScore,Mindist,80,66,28,0
0,MindistScore,Mindist,66,80,0,24
1,MindistScore,Mindist,80,71,59,0
1,MindistScore,Mindist,65,77,40,0
0,MindistScore,Mindist,38,31,0,8
0,MindistScore,Mindist,69,80,0,17
1,MindistScore,Mindist,80,30,11,0
1,MindistScore,Mindist,40,55,32,0
0,MindistScore,Mindist,51,74,0,33
0,MindistScore,Mindist,64,67,0,67
0,MindistScore,Mindist,80,51,0,24
0,MindistScore,Mindist,80,60,0,52
0,MindistScore,Mindist,62,80,0,18
0,MindistScore,Mindist,37,80,0,24
1,MindistScore,Mindist,80,65,51,0
0,MindistScore,Mindist,56,77,0,67
0,MindistScore,Mindist,52,50,0,20
1,MindistScore,Mindist,80,51,80,0
1,MindistScore,Mindist,80,76,21,0
0,MindistScore,Mindist,80,80,0,80
1,MindistScore,Mindist,28,22,33,0
1,MindistScore,Mindist,80,69,6,0
