init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
20 39 45 48 41 36 32 31 2 46 8 14 4,43 40 18 12 30 44 41 49 4 31 5 25 27,27,10,0,1,6,45 48 46 47 32 31 14 1 20 46 39 2 28,4 5 6 40 25 23 18 44 31 43 30 4 27,1,1,2
30 48 43 22 25 50 45 40 6 4 31 40,48 42 34 33 39 4 35 32 12 11 12 26 52,18,35,0,1,7,43 45 44 48 50 31 40 40 27 30 4 4 6,34 33 32 12 11 52 9 39 26 13 42 16 44,1,1,2
28 10 2 1 36 27 13 12 36 43 7 44,4 40 41 21 49 9 30 15 33 31 24 20,25,0,80,0,7,36 34 35 37 12 43 44 28 2 38 1 27 52,4 40 21 9 30 15 33 31 24 20 36 7 11,1,1,2
16 20 23 27 49 15 33 34 17 36 30 22 35,22 28 5 51 19 48 14 52 41 42 10 11 37,35,0,67,0,1,16 15 17 34 22 36 37 23 49 35 33 20 46,22 48 52 14 28 41 42 30 5 19 51 10 11,1,1,2
25 28 43 11 18 18 24 34 48 36 19 21 44,32 7 31 14 50 38 24 6 45 36 13 50 8,47,4,0,1,9,34 36 35 18 19 20 21 22 24 52 3 16 28,13 14 25 8 41 43 6 32 45 44 31 18 8,1,1,2
6 48 3 13 42 49 32 35 30 19 52 33,35 2 41 27 25 43 0 33 21 32 38 41 11,34,0,67,0,9,42 43 41 13 14 25 6 32 19 48 22 35 52,21 21 0 27 2 41 42 17 32 45 33 33 7,2,0,2
1 39 27 4 33 23 28 3 43 12 49 38,33 20 47 17 21 5 26 0 27 30 11 20,13,11,0,1,11,27 28 26 12 11 13 9 33 7 20 1 40 3,17 18 16 26 4 5 0 30 32 52 20 33 39,1,2,1
37 1 33 45 1 24 5 14 8 3 43 18 20,26 16 0 39 48 15 3 25 47 11 35 34 36,21,3,0,1,13,41 43 42 8 1 3 33 7 46 21 1 3 14,35 36 37 34 45 44 47 16 15 18 26 0 39,1,2,1
47 38 35 20 51 26 25 30 41 21 10 27,40 15 45 39 31 51 5 8 13 11 23 43 9,24,55,0,1,6,38 26 27 20 21 23 50 30 46 47 35 51 25,40 39 51 41 11 13 15 31 5 52 8 9 10,2,1,1
46 31 27 15 29 23 22 5 13 40 47 42 4,47 44 20 22 3 51 38 40 43 10 8 25,5,0,80,0,15,26 27 38 31 13 15 5 0 2 29 16 42 52,44 3 51 38 10 8 25 11 23 4 40 6 32,1,2,1
5 25 32 19 27 29 48 34 9 22 2 45 14,43 5 26 47 48 14 43 37 45 50 52 52,19,17,0,1,10,27 29 28 45 32 5 8 19 25 51 2 43 44,47 48 49 50 45 52 14 22 52 9 38 37 36,2,1,1
31 3 9 10 49 35 11 36 38 18 34 17 4,25 41 35 4 29 44 45 19 42 48 13 23,27,0,18,0,16,9 10 11 40 35 34 14 48 22 18 17 16 19,25 23 24 44 43 45 42 29 3 41 28 41 4,2,1,1
11 48 34 8 40 10 33 44 4 9 21 40 41,24 51 46 5 3 16 7 39 22 1 28 25,16,0,80,0,17,8 10 9 7 3 4 2 41 15 28 13 0 52,39 51 3 24 25 22 21 16 46 7 33 1 49,2,0,2
20 33 50 19 25 31 12 39 0 2 4 52 14,21 43 5 25 32 49 20 10 33 51 29 1,11,0,80,0,8,31 33 32 50 52 44 47 50 0 2 19 20 21,33 31 1 29 43 5 20 7 21 25 49 10 47,2,2,0
21 24 12 49 33 30 31 17 37 29 27 40 1,32 23 9 35 26 32 51 11 52 7 30 4 41,22,0,51,0,9,31 33 32 48 21 24 23 40 1 27 48 45 47,9 35 52 26 26 41 28 30 4 30 17 18 32,1,2,1
35 28 45 31 22 9 25 46 11 42 47 21 19,23 31 9 32 23 51 52 36 49 22 35 30 16,28,22,0,1,3,45 46 47 28 9 11 22 21 23 15 42 31 35,31 32 30 52 16 14 17 23 36 49 9 22 35,1,1,2
34 14 15 9 42 13 18 35 31 41 2 5 8,21 41 47 52 25 52 17 48 22 9 23 51 25,32,0,4,0,4,14 15 13 34 35 33 18 31 5 44 41 42 40,21 22 20 23 52 47 48 50 51 52 17 30 41,3,0,1
0 9 50 6 11 45 18 25 5 31 46 7 22,33 48 17 11 14 36 29 19 45 38 34 52,50,0,80,0,9,5 6 4 50 31 33 45 46 11 48 0 1 11,48 17 36 29 45 38 34 52 25 38 18 42 15,1,3,0
26 16 12 35 19 52 3 6 33 14 52 8 20,13 4 0 34 36 29 31 15 46 34 13 47 3,10,0,32,0,28,18 19 20 52 6 4 26 13 39 14 27 40 49,49 52 10 36 36 0 13 15 28 29 3 42 29,1,1,2
29 18 1 34 44 24 41 39 22 17 27 31 42,2 50 11 32 48 19 49 4 47 22 26 0 12,36,64,0,1,18,41 42 40 39 34 35 32 18 44 31 0 1 11,48 49 47 2 4 3 50 11 24 25 52 14 15,2,1,1
48 32 50 33 31 14 47 51 19 12 13 30,31 28 21 1 13 42 30 19 9 37 25 35 21,45,60,0,1,6,32 33 31 30 50 47 51 13 26 14 1 21 21,13 25 14 19 28 30 31 6 19 42 9 35 48,1,2,1
19 0 37 15 33 28 41 19 49 27 26 34,4 0 44 48 39 5 23 16 30 16 18 42 25,32,0,35,0,13,7 8 5 6 28 27 19 19 34 33 37 52 38,44 46 45 0 39 0 26 1 28 15 16 16 4,1,3,0
13 33 5 27 49 20 22 1 5 14 38 32,15 35 7 3 44 46 32 31 13 36 15 17 45,47,48,0,1,14,13 14 15 39 26 1 1 40 3 5 5 44 33,44 46 45 17 34 18 32 31 33 30 15 28 34,2,1,1
25 47 13 16 39 17 12 17 49 6 13 52 5,23 3 14 40 29 29 50 48 47 46 38 11,4,0,25,0,24,5 6 7 17 11 9 13 14 15 31 33 32 52,48 47 46 3 5 43 26 13 26 41 29 29 16,3,1,0
24 8 5 11 39 40 42 47 30 20 25 3 4,15 48 30 9 0 50 49 22 6 12 23 49 34,9,80,0,1,6,5 39 40 42 30 20 33 24 11 12 33 18 15,48 50 49 9 28 30 22 23 49 6 5 35 8,1,2,1
15 47 40 3 17 36 12 51 15 27 48 47,4 42 34 12 6 34 36 17 37 14 0 42,2,52,0,1,22,28 15 52 39 40 3 29 42 3 17 43 31 45,34 36 35 12 10 9 11 14 40 27 37 15 38,2,1,1
13 30 49 42 52 40 29 28 2 18 44 48,7 5 15 10 25 34 20 20 9 26 43 11 12,7,30,0,1,3,30 29 28 49 52 48 13 0 40 2 42 18 44,10 9 11 7 20 43 34 8 21 12 25 38 20,1,1,2
23 36 40 8 25 49 22 47 6 31 15 38,42 39 2 13 7 34 7 8 40 35 29 52 3,17,0,61,0,16,23 25 22 24 6 8 7 38 52 36 15 2 28,4 39 13 0 40 14 3 42 29 19 32 45 11,2,1,1
45 47 11 40 33 28 1 21 20 27 26 44 44,10 17 24 29 52 50 16 34 6 37 20 2,11,0,55,0,14,45 44 43 11 26 38 28 15 41 0 1 12 24,52 50 37 14 27 2 29 16 17 30 4 44 47,2,1,1
