init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
14 45 6 10 19 24 11 34 31 27 25 6 9,43 21 43 8 10 40 17 21 1 48 14 13 44,32,0,0,1,22,14 45 6 10 19 24 11 34 31 27 25 6 9,0 1 12 32 42 43 14 40 27 13 26 0 52,1,1,2
52 38 47 34 23 20 36 2 12 32 3 49 19,14 18 39 6 15 33 11 43 30 44 0 16 29,1,0,57,0,4,20 19 21 52 34 32 23 36 49 10 2 3 40,14 15 16 39 0 0 29 43 30 44 6 33 47,1,2,1
6 32 23 44 7 3 3 13 29 14 20 15 48,45 48 49 46 27 7 47 22 31 10 33 6 41,23,14,0,1,5,13 14 15 25 6 23 7 3 29 16 13 3 44,48 46 47 49 31 33 34 22 10 48 45 6 32,1,1,2
44 29 20 6 22 28 23 7 11 2 21 9 47,17 10 21 6 14 3 40 12 49 8 51 15 5,34,42,0,1,7,28 29 27 21 6 9 10 13 13 20 22 23 37,5 6 7 21 1 3 8 14 15 17 52 47 32,1,3,0
46 52 33 4 52 34 12 5 36 36 38 0,43 12 45 44 40 39 21 18 17 51 3 38 25,37,0,50,0,8,4 5 3 52 34 36 38 12 25 46 33 20 52,43 45 44 40 39 51 15 2 3 32 20 38 36,1,1,2
31 9 45 48 39 50 44 27 21 0 12 12 2,41 3 34 34 46 21 1 27 5 26 43 52,25,0,35,0,9,44 45 43 12 0 2 3 12 31 18 27 14 52,40 41 39 3 5 51 46 20 26 1 27 43 47,1,1,2
10 6 50 20 48 34 47 11 16 50 13 49 24,10 35 30 14 9 44 28 48 39 7 33 27,45,0,80,0,10,50 48 49 10 6 11 47 45 8 16 29 42 3,10 35 9 28 48 7 33 27 38 22 5 2 5,1,1,2
44 26 24 38 49 11 4 5 47 16 0 29 42,8 13 44 48 46 50 19 32 37 49 25 45,29,0,37,0,10,42 41 40 16 26 28 44 5 18 29 2 0 12,44 46 45 48 50 49 51 13 0 5 32 33 20,1,2,1
49 12 22 50 2 42 0 24 39 38 36 46,0 6 31 34 24 3 31 16 4 52 32 18 7,5,0,53,0,12,12 2 0 1 49 50 48 46 7 20 3 42 31,31 52 18 44 0 27 15 16 4 4 32 46 23,2,0,2
9 29 46 44 45 46 0 4 15 41 29 0 11,51 2 28 48 3 31 24 10 32 37 35 34,21,49,0,1,13,46 44 45 0 0 14 15 29 29 42 31 32 19,10 11 9 12 37 35 34 2 28 15 4 5 8,1,2,1
0 29 21 38 20 6 15 26 8 10 46 16 49,38 50 26 4 44 27 15 24 19 43 41 7 18,32,0,80,0,14,6 8 7 52 26 38 6 46 33 15 16 19 19,52 26 27 15 43 43 20 24 23 8 9 11 30,1,2,1
45 19 44 1 40 15 7 37 34 51 31 27 51,4 39 15 27 2 14 12 49 38 30 5 29,38,51,0,1,17,51 51 1 40 27 14 2 28 42 30 4 44 31,38 27 26 12 18 17 4 5 25 2 39 0 13,1,2,1
12 41 14 26 52 13 46 52 50 43 14 25 48,19 44 51 10 7 20 35 32 46 1 0 33,0,0,80,0,4,14 13 25 26 50 48 52 46 33 43 52 4 39,19 44 51 10 7 20 35 32 46 1 0 33 41,1,1,2
44 4 38 52 49 9 44 25 3 36 13 39 40,33 42 31 20 5 31 33 40 47 51 51 18,29,0,80,0,5,25 13 14 38 52 36 4 17 30 39 40 41 3,33 42 31 20 5 31 33 47 51 51 18 9 44,2,1,1
7 12 33 25 2 23 37 36 26 17 38 27 12,32 51 30 6 49 23 4 20 42 40 33 47,39,0,77,0,14,37 36 38 25 23 24 7 33 20 26 13 23 13,30 33 31 29 2 42 4 18 6 20 46 51 47,2,1,1
32 11 2 38 17 29 30 3 10 13 51 0 19,49 44 39 1 38 10 9 47 45 33 24 36 51,31,0,9,0,10,17 16 15 18 0 2 3 5 29 32 19 6 45,10 9 11 49 44 47 45 19 52 44 39 1 15,1,1,2
48 16 35 38 24 16 7 22 49 31 42 10 15,20 42 37 38 7 12 34 52 9 17 15 6,21,0,78,0,17,24 22 23 21 48 46 16 42 8 15 17 16 14,34 52 15 41 28 2 42 6 7 12 9 24 38,2,1,1
