init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
1 41 19 38 22 34 50 35 15 28 31 16 38,42 39 6 9 17 33 20 6 0 24 29 1 47,13,51,0,1,15,34 35 36 33 1 41 15 28 16 31 44 19 7,5 6 7 39 0 17 1 27 14 42 29 16 3,1,1,2
18 52 22 32 39 19 11 26 29 3 4 28 5,42 46 45 17 48 36 37 2 40 1 10 25 50,2,0,24,0,12,3 4 5 18 52 19 29 28 42 39 26 0 15,46 45 44 36 37 2 40 1 27 42 3 17 32,1,1,2
45 22 2 42 7 14 8 28 0 48 29 51 39,4 3 6 3 9 17 42 34 34 27 22 4 19,27,0,8,0,24,5 7 6 14 28 29 31 0 52 39 4 2 3,17 19 18 4 3 6 27 20 21 22 26 0 28,2,1,1
52 41 30 2 15 38 38 42 44 5 19 47 36,29 2 41 9 7 43 26 50 26 45 20 11 6,46,0,18,0,10,38 36 37 52 42 44 45 41 2 15 19 52 21,7 6 5 9 8 20 29 30 26 26 2 41 43,1,2,1
40 46 20 40 38 14 36 13 8 20 28 23 21,32 11 5 14 10 6 4 44 34 12 30 47 17,50,5,0,1,9,20 23 21 22 44 46 45 40 14 1 37 13 40,5 6 4 11 10 12 34 47 8 30 17 43 24,2,0,2
52 31 50 27 43 35 29 43 5 0 8 32 6,48 8 14 20 9 44 45 50 5 10 12 17 14,47,0,36,0,4,5 6 4 52 31 32 29 8 26 27 35 22 48,8 9 10 44 45 43 0 14 14 17 43 5 20,1,2,1
33 29 1 45 5 0 32 45 42 8 19 43 35,7 8 2 44 23 37 19 11 50 26 39 23 48,17,0,80,0,5,1 0 12 33 35 34 43 29 42 45 32 19 6,7 8 2 44 23 37 19 11 50 26 39 23 48,2,0,2
20 3 33 40 32 34 36 17 39 45 18 4 14,2 38 50 30 18 11 9 3 6 19 43 25 47,47,14,0,1,13,39 40 51 34 17 18 20 3 4 2 14 27 32,11 9 10 47 19 18 30 43 4 6 32 19 45,1,1,2
41 48 52 5 50 40 2 15 25 6 47 18 39,16 17 3 10 26 49 36 11 36 45 1 14 48,2,0,80,0,4,41 40 39 52 5 6 48 50 2 47 15 43 42,16 17 3 10 26 49 36 11 36 45 1 14 48,1,3,0
29 40 48 36 46 19 10 14 11 41 10 39 30,31 6 13 37 23 46 44 35 34 43 4 27 51,11,29,0,1,21,40 41 39 36 11 34 39 14 40 15 29 30 30,13 14 16 15 37 3 4 43 17 4 52 31 44,1,1,2
