init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
2 4 35 41 39 20 47 11 18 45 17 52 13,32 33 42 30 45 3 37 22 35 11 7 19 1,26,0,80,0,1,45 47 46 39 2 4 52 17 18 20 13 39 35,32 33 42 30 45 3 37 22 35 11 7 19 1,1,3,0
31 47 14 7 13 15 4 23 37 38 45 25 48,19 33 36 51 3 29 0 35 41 0 46 51 14,25,0,58,0,2,14 13 15 38 25 4 7 3 47 48 49 45 52,51 51 0 0 13 14 41 3 29 19 33 46 20,1,2,0
17 39 23 31 22 37 44 8 18 28 30 26 52,36 0 24 1 12 14 16 1 31 47 38 19 40,34,0,22,0,3,23 22 24 25 8 28 26 31 44 18 17 30 52,0 1 12 36 47 38 14 1 40 0 16 31 19,1,1,2
41 32 17 13 33 11 12 52 51 10 35 31 8,7 43 3 30 6 26 36 27 25 18 1 38 39,18,0,20,0,3,11 12 10 32 33 52 35 31 13 26 51 38 25,26 27 38 7 6 18 43 30 44 39 1 3 36,1,1,2
15 43 48 3 31 13 3 33 15 25 10 34 29,52 41 23 22 1 21 35 19 51 30 9 25 49,45,80,0,1,4,15 43 48 3 31 13 3 33 15 25 10 34 29,23 22 21 52 51 49 19 40 41 35 9 48 6,1,2,1
18 33 37 11 7 51 15 24 11 1 35 22 41,36 10 27 27 12 51 26 52 38 25 30 21 24,19,72,0,1,7,37 35 36 1 15 41 30 18 33 7 11 51 24,51 39 40 27 26 52 29 38 12 25 10 9 11,2,1,1
6 50 36 29 51 45 17 14 10 22 20 48 31,52 11 25 8 40 29 52 23 35 32 4 49 26,38,10,0,1,7,50 48 49 51 22 20 23 17 43 4 26 14 29,31 32 33 52 25 11 8 52 42 40 29 27 28,2,2,0
46 8 40 44 5 6 18 39 0 46 42 47 48,30 13 15 9 17 52 10 3 28 50 24 11 7,31,0,46,0,0,46 47 48 8 44 6 40 5 39 42 18 46 45,30 13 15 9 17 52 10 3 28 50 24 11 7,1,3,0
19 52 18 13 3 17 5 17 40 21 48 33 24,3 1 4 22 2 32 24 9 25 49 33 45 20,36,0,28,0,7,3 5 4 52 48 47 19 18 17 20 40 41 36,3 1 4 2 22 24 25 49 26 2 17 32 45,2,2,0
45 32 33 16 37 18 10 25 38 28 39 36 30,32 26 6 19 18 9 1 29 4 44 34 14 11,47,9,0,1,8,37 38 36 30 32 33 31 16 18 52 39 14 28,19 18 20 9 11 10 12 1 14 40 34 15 41,2,0,2
16 45 30 40 12 2 43 8 1 17 10 35 21,39 14 4 8 15 13 51 24 25 31 51 22 17,39,80,0,1,9,16 45 30 40 12 2 43 8 1 17 10 35 21,24 22 23 25 39 4 3 14 13 27 15 41 28,1,1,2
