init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
44 40 24 3 18 51 32 31 21 48,52 38 30 41 25 42 34 50 13 20,6,0,41,0,1,44 40 24 18 51 32 31 21 23 19,52 38 25 13 41 42 3 30 20 34,0,2,1
3 14 13 8 21 15 35 34 12 52,23 9 51 44 24 10 41 11 38 27,7,0,46,0,1,14 13 8 21 15 34 12 52 46 38,9 10 11 39 27 41 44 23 51 24,1,0,2
39 5 4 38 44 28 24 21 51 31,48 9 36 7 22 20 50 33 45 37,42,24,0,1,2,5 38 44 28 24 21 51 31 16 25,48 9 22 7 20 33 36 37 52 3,0,1,2
9 29 13 34 33 31 51 32 21 50,19 0 39 52 3 27 43 37 40,49,0,59,0,2,13 34 33 31 51 32 50 14 52 52,19 0 39 3 27 43 37 40 9 9,1,2,0
5 38 10 36 6 30 39 1 49 15,52 11 9 21 19 20 52 26 34 4,24,46,0,1,3,5 38 10 36 6 1 49 15 12 28,52 11 9 21 19 20 52 4 30 50,1,1,1
15 29 40 39 23 43 6 19 36 1,52 37 3 38 26 8 17 25 34 42,4,0,13,0,3,40 39 23 43 6 19 36 49 32 42,52 37 38 8 17 34 26 0 41 3,0,1,2
52 10 33 35 39 0 50 34 15 51,27 21 49 36 19 3 47 17 20 4,24,0,25,0,3,52 33 35 39 0 50 34 15 14 26,21 19 20 49 36 10 3 17 4 45,1,1,1
52 41 28 51 8 13 48 43 7 40,25 17 46 6 45 22 30 34 16 18,47,0,13,0,3,52 41 51 8 48 40 35 22 32 6,46 45 34 17 16 18 19 13 42 30,0,1,2
52 31 20 41 35 15 11 3 22 48,9 16 33 47 12 26 49 42 7 45,51,0,17,0,4,52 20 41 35 15 22 48 21 9 2,16 42 3 12 31 33 30 26 5 45,0,1,2
23 37 8 45 36 1 50 2 20 34,22 3 49 11 25 43 44 40 33 17,18,10,0,1,5,23 37 36 1 50 2 34 49 0 24,43 17 30 44 23 22 20 25 31 51,0,1,2
47 3 8 48 42 28 45 50 11 4,33 7 32 27 9 14 22 24 26 23,36,0,8,0,4,47 3 48 45 50 11 4 24 2 46,9 22 23 26 27 28 14 15 13 32,2,0,1
39 27 50 43 47 25 20 45 1 22,44 9 26 32 7 8 38 6 31 52,48,0,26,0,3,27 43 47 45 1 22 41 44 52 9,7 8 6 32 31 38 52 25 26 20,0,2,1
43 48 52 39 0 42 13 27 46 34,15 14 2 17 25 5 7 9 16 4,18,8,0,1,3,43 48 52 39 0 42 13 46 47 6,15 17 16 5 7 9 10 14 40 44,1,1,1
