init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
22 12 22 43 29 51 35 3 42 33 9 48 41,7 40 9 17 23 36 18 23 46 34 47 37 7,31,0,80,0,2,12 22 43 29 35 3 42 9 48 41 0 1 16,7 40 9 17 23 36 18 23 46 34 47 37 7,2,0,2
34 15 9 27 7 28 12 47 10 35 32 29 14,38 20 32 48 41 39 19 40 42 44 20 50 26,31,0,14,0,3,34 15 9 27 7 28 10 35 29 14 33 13 8,41 39 40 42 48 44 50 19 20 21 26 41 32,4,0,0
37 31 6 36 4 21 9 31 37 19 30 1 32,20 33 21 25 39 18 35 18 49 4 22 11,6,0,47,0,5,6 36 9 31 37 19 30 1 32 8 10 14 11,20 21 22 33 35 34 39 42 4 18 18 25 49,2,1,1
2 33 45 27 52 44 41 2 23 30 12 46 29,1 4 29 20 13 24 14 18 48 38 50 0 21,32,0,48,0,6,33 45 27 52 44 41 2 30 46 29 31 52 19,1 0 2 13 14 15 26 29 4 18 20 7 48,1,2,1
52 32 20 25 40 1 48 42 16 3 12 5 43,17 50 2 33 17 10 48 11 41 43 51 44 32,9,0,36,0,5,52 20 25 40 48 42 3 43 13 35 7 1 14,33 32 34 10 48 11 1 2 41 17 17 43 44,1,2,1
23 49 5 32 47 29 34 46 38 45 36 44 33,51 10 31 39 13 12 13 51 40 20 11 28 14,28,0,32,0,8,23 49 32 47 34 46 45 36 44 33 19 20 28,10 12 11 51 49 39 13 0 13 40 14 14 37,2,1,1
16 47 2 20 47 17 35 25 49 6 45 14 31,21 4 52 31 1 22 26 1 44 5 3 18 12,30,80,0,1,1,16 47 20 47 17 35 25 49 6 45 14 31 7,1 3 2 21 4 22 31 44 5 18 52 1 12,1,2,1
44 22 26 21 43 37 47 11 14 12 6 5 0,33 30 1 46 46 41 51 49 42 36 24 38,43,0,80,0,8,44 43 37 11 6 5 22 24 24 42 4 21 52,33 30 46 46 41 51 49 42 22 44 44 0 3,2,1,1
40 24 15 33 41 37 31 13 2 11 52 40 16,20 28 27 17 2 21 1 7 16 48 11 7 25,45,0,2,0,9,24 15 33 41 31 13 11 52 40 16 6 37 14,28 27 26 38 20 21 6 17 18 29 16 42 39,1,2,1
49 9 41 23 24 20 7 27 2 19 30 26 36,8 50 27 10 47 22 4 8 11 21 32 44 43,21,21,0,1,10,49 23 20 7 2 19 30 36 6 29 31 5 32,15 16 17 8 27 28 47 39 13 8 21 4 52,1,2,1
24 0 32 16 18 20 3 30 40 7 19 51 41,15 37 17 25 5 48 9 19 21 52 4 29 24,37,0,64,0,3,24 16 18 20 3 30 40 19 51 41 39 17 43,37 52 24 0 15 29 17 4 5 44 19 7 25,2,0,2
35 0 15 49 46 38 41 39 26 42 3 0 30,27 52 13 50 5 19 36 12 51 48 42 34 41,1,0,18,0,6,35 49 39 26 42 3 0 16 34 48 29 14 50,19 20 18 27 41 42 39 52 36 10 13 5 46,1,1,2
0 21 31 16 45 24 48 21 46 39 29 25 44,23 46 13 32 6 29 49 47 15 15 3 4,1,0,58,0,9,0 31 45 24 46 39 29 25 44 32 30 40 23,46 47 48 13 15 15 29 3 4 18 32 6 7,3,0,1
19 8 11 12 46 17 1 32 24 30 12 13 11,6 20 32 47 9 10 31 6 27 39 22 36,28,0,80,0,10,19 8 11 17 32 24 30 11 18 9 28 37 31,20 32 47 9 10 6 39 36 44 46 12 12 7,2,1,1
22 0 39 20 10 42 45 13 7 47 9 3 48,8 41 5 42 27 4 17 8 46 25 1 23,29,0,42,0,3,22 0 39 10 42 45 13 7 47 9 3 20 8,5 4 6 42 25 23 27 1 41 17 31 46 8,1,2,1
39 42 47 15 32 28 23 36 49 17 29 35 22,1 37 52 41 31 43 48 0 5 2 46 16,11,10,0,1,5,39 42 15 28 23 36 49 17 29 40 50 30 43,1 0 2 37 41 43 52 31 5 48 46 47 45,2,1,1
41 49 13 5 12 24 37 24 7 45 33 10 44,20 20 41 29 25 30 40 48 30 27 46 51 32,25,0,69,0,4,41 49 5 12 37 24 7 10 44 6 43 50 42,25 51 40 27 41 2 29 30 32 20 20 46 7,2,0,2
40 13 16 7 3 11 4 37 3 30 51 52 25,23 9 14 14 26 4 44 47 33 31 28 49,39,0,20,0,6,40 13 16 3 11 4 37 3 51 52 0 5 13,33 31 32 47 49 48 26 7 20 14 28 4 44,1,1,2
21 14 34 35 9 31 50 20 49 12 17 47 48,16 27 38 31 43 21 28 40 46 30 20 2,7,0,78,0,3,21 14 34 35 9 50 20 49 17 47 48 22 46,16 27 38 31 43 21 28 40 30 20 2 12 24,1,1,2
10 45 19 37 3 18 15 40 18 26 14 0 11,13 48 24 45 35 50 42 15 16 48 43 40,33,0,35,0,11,10 19 3 15 18 14 0 2 9 11 46 13 52,42 40 41 43 13 15 16 14 40 28 45 48 24,2,2,0
27 31 48 48 45 4 4 20 42 21 9 46 18,41 13 35 16 36 8 39 6 46 12 23 10,21,0,60,0,8,31 48 48 45 21 9 46 18 34 32 16 35 17,8 13 39 27 1 41 16 16 4 43 43 6 25,1,2,1
8 39 32 37 40 6 42 4 16 12 28 1 52,26 44 1 9 20 51 2 3 12 41 34 11 43,32,0,46,0,9,8 39 32 37 40 6 1 52 47 50 11 4 51,43 44 45 26 39 1 14 2 41 4 43 18 20,1,1,2
20 5 12 12 25 33 43 34 26 20 44 23 50,16 32 9 5 30 47 41 48 23 6 26 17 38,6,0,62,0,19,5 12 25 33 44 38 34 18 6 40 51 39 19,32 45 40 40 1 41 30 17 43 43 5 7 20,1,1,2
36 35 27 6 29 41 47 23 51 32 48 31 36,40 43 46 47 45 17 49 3 2 17 5 7 26,30,0,7,0,10,35 29 41 47 32 48 36 34 39 40 43 31 43,46 47 45 44 17 49 51 2 5 17 3 14 15,2,2,0
52 12 44 38 3 44 40 9 5 19 51 14 12,7 14 45 32 2 20 22 21 16 41 27 35 49,43,0,5,0,10,52 12 38 3 40 9 5 51 12 39 30 4 41,20 22 21 19 13 14 16 4 2 41 28 39 27,2,1,1
