,mscore
16209,80
16210,51
16211,55
16212,22
16213,14
16214,46
16215,33
16216,16
16217,66
16218,69
16219,72
16220,71
16221,50
16222,77
16223,54
16224,48
16225,31
16226,44
16227,75
16228,21
16229,29
16230,35
16231,72
16232,56
16233,62
16234,28
16235,50
16236,30
16237,80
16238,53
16239,27
16240,64
16241,45
16242,49
16243,43
16244,27
16245,52
16246,56
16247,21
16248,49
16249,80
16250,41
16251,78
16252,26
16253,77
16254,76
16255,32
16256,25
16257,77
16258,46
16259,29
16260,56
16261,78
16262,26
16263,75
16264,22
16265,35
16266,43
16267,32
16268,46
16269,46
16270,27
16271,17
16272,23
16273,43
16274,33
16275,39
16276,44
16277,34
16278,44
16279,23
16280,30
16281,3
16282,57
16283,43
16284,46
16285,39
16286,33
16287,45
16288,44
16289,42
16290,68
16291,50
16292,79
16293,37
16294,78
16295,30
16296,50
16297,64
16298,52
16299,58
16300,76
16301,15
16302,30
16303,20
16304,32
16305,79
16306,23
16307,35
16308,26
16309,80
16310,5
16311,76
16312,56
16313,24
16314,27
16315,27
16316,51
16317,32
16318,71
16319,76
16320,66
16321,52
16322,47
16323,29
16324,59
16325,40
16326,80
16327,46
16328,38
16329,30
16330,26
16331,50
16332,34
16333,41
16334,76
16335,48
16336,50
16337,15
16338,56
16339,57
16340,74
16341,27
16342,24
16343,44
16344,24
16345,76
16346,31
16347,10
16348,11
16349,55
16350,27
16351,32
16352,69
16353,52
16354,26
16355,43
16356,44
16357,10
16358,42
16359,45
16360,57
16361,24
16362,29
16363,78
16364,38
16365,44
16366,36
16367,70
16368,7
16369,17
16370,71
16371,47
16372,80
16373,58
16374,42
16375,28
16376,80
16377,45
16378,45
16379,19
16380,72
16381,58
16382,31
16383,22
16384,26
16385,48
16386,48
16387,39
16388,77
16389,10
16390,24
16391,52
16392,44
16393,40
16394,32
16395,34
16396,22
16397,28
16398,78
16399,66
16400,10
16401,44
16402,54
16403,37
16404,16
16405,77
16406,18
16407,10
16408,38
16409,39
16410,32
16411,35
16412,53
16413,21
16414,20
16415,28
16416,44
16417,22
16418,37
16419,46
16420,28
16421,49
16422,13
16423,47
16424,19
16425,38
16426,29
16427,51
16428,29
16429,5
16430,67
16431,77
16432,61
16433,52
16434,70
16435,27
16436,50
16437,44
16438,50
16439,80
16440,53
16441,56
16442,66
16443,23
16444,38
16445,44
16446,26
16447,25
16448,27
16449,80
16450,40
16451,68
16452,22
16453,17
16454,16
16455,39
16456,55
16457,44
16458,49
16459,48
16460,38
16461,59
16462,31
16463,80
16464,23
16465,74
16466,24
16467,40
16468,80
16469,41
16470,27
16471,39
16472,42
16473,54
16474,80
16475,78
16476,19
16477,70
16478,52
16479,26
16480,65
16481,65
16482,49
16483,23
16484,27
16485,22
16486,32
16487,78
16488,14
16489,54
16490,22
16491,56
16492,10
16493,55
16494,42
16495,25
16496,74
16497,51
16498,80
16499,30
16500,28
16501,39
16502,43
16503,28
16504,21
16505,71
16506,26
16507,17
16508,48
16509,80
16510,49
16511,37
16512,55
16513,28
16514,56
16515,45
16516,58
16517,50
16518,74
16519,76
16520,25
16521,72
16522,44
16523,26
16524,31
16525,52
16526,46
16527,43
16528,28
16529,26
16530,36
16531,50
16532,18
16533,29
16534,51
16535,39
16536,19
16537,48
16538,56
16539,70
16540,46
16541,79
16542,34
16543,16
16544,43
16545,10
16546,21
16547,21
16548,15
16549,54
16550,27
16551,54
16552,25
16553,35
16554,21
16555,34
16556,47
16557,75
16558,40
16559,28
16560,50
16561,47
16562,41
16563,21
16564,58
16565,16
16566,57
16567,70
16568,80
16569,17
16570,80
16571,27
16572,21
16573,22
16574,38
16575,39
16576,50
16577,53
16578,53
16579,17
16580,34
16581,75
16582,80
16583,20
16584,34
16585,59
16586,30
16587,25
16588,62
16589,80
16590,27
16591,49
16592,50
16593,27
16594,21
16595,37
16596,2
16597,28
16598,41
16599,79
16600,55
16601,30
16602,44
16603,51
16604,28
16605,11
16606,69
16607,78
16608,24
16609,12
16610,34
16611,50
16612,50
16613,55
16614,50
16615,51
16616,29
16617,22
16618,20
16619,21
16620,51
16621,32
16622,47
16623,64
16624,73
16625,28
16626,41
16627,27
16628,52
16629,17
16630,70
16631,42
16632,33
16633,50
16634,80
16635,10
16636,35
16637,62
16638,65
16639,58
16640,42
16641,52
16642,63
16643,5
16644,58
16645,37
16646,56
16647,57
16648,46
16649,46
16650,57
16651,21
16652,31
16653,37
16654,47
16655,38
16656,77
16657,47
16658,76
16659,38
16660,57
16661,80
16662,80
16663,36
16664,52
16665,47
16666,14
16667,54
16668,47
16669,46
16670,60
16671,26
16672,40
16673,53
16674,48
16675,75
16676,49
16677,77
16678,42
16679,33
16680,15
16681,46
16682,25
16683,48
16684,39
16685,67
16686,56
16687,55
16688,70
16689,41
16690,26
16691,47
16692,47
16693,37
16694,32
16695,66
16696,18
16697,73
16698,76
16699,34
16700,10
16701,45
16702,54
16703,16
16704,21
16705,76
16706,47
16707,36
16708,46
16709,50
16710,28
16711,35
16712,14
16713,17
16714,73
16715,64
16716,47
16717,52
16718,33
16719,77
16720,59
16721,26
16722,60
16723,48
16724,46
16725,17
16726,56
16727,15
16728,30
16729,13
16730,77
16731,37
16732,24
16733,30
16734,60
16735,40
16736,14
16737,13
16738,61
16739,44
16740,42
16741,24
16742,44
16743,32
16744,38
16745,71
16746,38
16747,49
16748,52
16749,58
16750,80
16751,64
16752,21
16753,37
16754,33
16755,34
16756,16
16757,72
16758,29
16759,31
16760,22
16761,39
16762,39
16763,50
16764,37
16765,25
16766,32
16767,48
16768,17
16769,44
16770,41
16771,29
16772,77
16773,77
16774,42
16775,18
16776,39
16777,26
16778,31
16779,50
16780,24
16781,57
16782,55
16783,44
16784,48
16785,41
16786,21
16787,79
16788,48
16789,39
16790,45
16791,49
16792,32
16793,36
16794,19
16795,35
16796,73
16797,29
16798,32
16799,73
16800,69
16801,38
16802,42
16803,74
16804,68
16805,19
16806,15
16807,49
16808,48
16809,43
16810,49
16811,79
16812,52
16813,48
16814,16
16815,40
16816,21
16817,21
16818,0
16819,44
16820,45
16821,43
16822,62
16823,21
16824,50
16825,58
16826,48
16827,22
16828,45
16829,30
16830,40
16831,40
16832,50
16833,73
16834,80
16835,21
16836,33
16837,51
16838,54
16839,69
16840,77
16841,37
16842,20
16843,20
16844,65
16845,52
16846,25
16847,39
16848,72
16849,23
16850,38
16851,74
16852,80
16853,20
16854,49
16855,21
16856,28
16857,27
16858,29
16859,76
16860,78
16861,15
16862,45
16863,79
16864,80
16865,64
16866,79
16867,67
16868,71
16869,61
16870,30
16871,33
16872,37
16873,38
16874,40
16875,32
16876,64
16877,80
16878,67
16879,19
16880,67
16881,65
16882,60
16883,68
16884,24
16885,54
16886,41
16887,41
16888,33
16889,55
16890,43
16891,28
16892,63
16893,31
16894,25
16895,51
16896,14
16897,22
16898,34
16899,31
16900,54
16901,27
16902,59
16903,72
16904,32
16905,46
16906,65
16907,69
16908,80
16909,17
16910,46
16911,32
16912,47
16913,47
16914,31
16915,33
16916,25
16917,31
16918,28
16919,27
16920,64
16921,26
16922,40
16923,53
16924,75
16925,22
16926,38
16927,59
16928,19
16929,69
16930,71
16931,22
16932,39
16933,80
16934,31
16935,68
16936,33
16937,11
16938,18
16939,29
16940,21
16941,50
16942,49
16943,45
16944,72
16945,30
16946,61
16947,75
16948,26
16949,48
16950,24
16951,47
16952,49
16953,40
16954,46
16955,72
16956,10
16957,67
16958,64
16959,22
16960,21
16961,29
16962,27
16963,17
16964,64
16965,22
16966,80
16967,22
16968,46
16969,37
16970,10
16971,41
16972,52
16973,31
16974,46
16975,65
16976,34
16977,57
16978,56
16979,48
16980,35
16981,32
16982,48
16983,37
16984,4
16985,50
16986,73
16987,25
16988,44
16989,40
16990,42
16991,25
16992,80
16993,45
16994,45
16995,24
16996,30
16997,38
16998,66
16999,66
17000,67
17001,23
17002,39
17003,22
17004,23
17005,38
17006,66
17007,71
17008,77
17009,29
17010,47
17011,31
17012,40
17013,40
17014,27
17015,47
17016,25
17017,80
17018,20
17019,21
17020,33
17021,45
17022,76
17023,37
17024,38
17025,16
17026,42
17027,80
17028,38
17029,13
17030,22
17031,17
17032,39
17033,58
17034,20
17035,69
17036,24
17037,37
17038,46
17039,51
17040,23
17041,59
17042,26
17043,46
17044,55
17045,50
17046,52
17047,37
17048,27
17049,29
17050,10
17051,31
17052,69
17053,55
17054,23
17055,57
17056,17
17057,73
17058,42
17059,60
17060,29
17061,29
17062,64
17063,19
17064,43
17065,63
17066,77
17067,48
17068,29
17069,77
17070,45
17071,46
17072,46
17073,67
17074,56
17075,50
17076,67
17077,47
17078,48
17079,43
17080,49
17081,61
17082,68
17083,13
17084,60
17085,50
17086,28
17087,72
17088,43
17089,20
17090,40
17091,29
17092,45
17093,37
17094,19
17095,47
17096,52
17097,54
17098,70
17099,35
17100,11
17101,74
17102,41
17103,47
17104,70
17105,40
17106,30
17107,80
17108,47
17109,20
17110,58
17111,32
17112,43
17113,29
17114,54
17115,71
17116,41
17117,65
17118,71
17119,28
17120,27
17121,45
17122,38
17123,21
17124,69
17125,52
17126,30
17127,77
17128,44
17129,63
17130,33
17131,40
17132,11
17133,26
17134,67
17135,50
17136,46
17137,30
17138,18
17139,42
17140,66
17141,58
17142,59
17143,27
17144,27
17145,4
17146,45
17147,20
17148,80
17149,27
17150,44
17151,19
17152,45
17153,54
17154,44
17155,38
17156,80
17157,16
17158,42
17159,25
17160,39
17161,51
17162,34
17163,45
17164,64
17165,80
17166,64
17167,10
17168,77
17169,36
17170,80
17171,7
17172,22
17173,43
17174,26
17175,20
17176,70
17177,57
17178,75
17179,67
17180,17
17181,71
17182,44
17183,28
17184,28
17185,67
17186,72
17187,51
17188,72
17189,51
17190,20
17191,59
17192,80
17193,43
17194,49
17195,39
17196,26
17197,58
17198,66
17199,49
17200,55
17201,54
17202,45
17203,31
17204,51
17205,34
17206,40
17207,54
17208,27
17209,49
17210,65
17211,48
17212,27
17213,77
17214,37
17215,42
17216,26
17217,43
17218,22
17219,79
17220,56
17221,67
17222,22
17223,30
17224,33
17225,77
17226,40
17227,23
17228,36
17229,19
17230,53
17231,46
17232,36
17233,74
17234,47
17235,80
17236,73
17237,22
17238,39
17239,77
17240,31
17241,43
17242,68
17243,80
17244,71
17245,48
17246,47
17247,51
17248,51
17249,37
17250,68
17251,76
17252,22
17253,68
17254,54
17255,59
17256,74
17257,60
17258,26
17259,45
17260,64
17261,28
17262,70
17263,45
17264,10
17265,26
17266,27
17267,42
17268,38
17269,65
17270,20
17271,27
17272,51
17273,59
17274,57
17275,33
17276,69
17277,41
17278,39
17279,46
17280,68
17281,32
17282,34
17283,80
17284,50
17285,40
17286,33
17287,20
17288,22
17289,65
17290,45
17291,48
17292,30
17293,21
17294,73
17295,29
17296,49
17297,43
17298,56
17299,47
17300,10
17301,71
17302,38
17303,22
17304,43
17305,67
17306,29
17307,73
17308,13
17309,67
17310,72
17311,33
17312,45
17313,59
17314,14
17315,59
17316,39
17317,53
17318,15
17319,79
17320,27
17321,38
17322,40
17323,28
17324,29
17325,62
17326,77
17327,29
17328,29
17329,50
17330,22
17331,25
17332,79
17333,28
17334,21
17335,66
17336,52
17337,41
17338,24
17339,37
17340,70
17341,44
17342,58
17343,69
17344,49
17345,56
17346,61
17347,32
17348,18
17349,41
17350,41
17351,68
17352,80
17353,30
17354,24
17355,9
17356,17
17357,51
17358,26
17359,16
17360,75
17361,78
17362,69
17363,31
17364,41
17365,44
17366,17
17367,48
17368,66
17369,61
17370,24
17371,35
17372,25
17373,33
17374,46
17375,23
17376,10
17377,49
17378,38
17379,18
17380,44
17381,45
17382,22
17383,22
17384,16
17385,45
17386,41
17387,40
17388,19
17389,51
17390,38
17391,43
17392,35
17393,50
17394,6
17395,63
17396,29
17397,46
17398,72
17399,72
17400,54
17401,77
17402,42
17403,49
17404,47
17405,42
17406,76
17407,80
17408,22
17409,57
17410,65
17411,58
17412,25
17413,46
17414,80
17415,52
17416,32
17417,46
17418,61
17419,54
17420,33
17421,47
17422,28
17423,58
17424,41
17425,78
17426,45
17427,54
17428,23
17429,30
17430,50
17431,16
17432,79
17433,41
17434,59
17435,29
17436,50
17437,46
17438,44
17439,58
17440,72
17441,22
17442,57
17443,32
17444,80
17445,46
17446,25
17447,19
17448,63
17449,48
17450,62
17451,43
17452,41
17453,44
17454,47
17455,50
17456,56
17457,45
17458,29
17459,80
17460,78
17461,47
17462,79
17463,74
17464,79
17465,41
17466,48
17467,41
17468,13
17469,53
17470,39
17471,24
17472,67
17473,18
17474,43
17475,47
17476,38
17477,20
17478,80
17479,32
17480,42
17481,51
17482,39
17483,47
17484,26
17485,37
17486,36
17487,49
17488,72
17489,39
17490,40
17491,44
17492,65
17493,75
17494,71
17495,33
17496,28
17497,64
17498,56
17499,41
17500,29
17501,31
17502,42
17503,23
17504,25
17505,37
17506,49
17507,37
17508,70
17509,39
17510,72
17511,80
17512,22
17513,11
17514,20
17515,20
17516,62
17517,43
17518,32
17519,26
17520,48
17521,40
17522,36
17523,37
17524,68
17525,48
17526,65
17527,57
17528,18
17529,77
17530,49
17531,20
17532,37
17533,80
17534,42
17535,77
17536,26
17537,19
17538,51
17539,7
17540,54
17541,47
17542,69
17543,17
17544,79
17545,24
17546,38
17547,37
17548,44
17549,69
17550,67
17551,22
17552,64
17553,41
17554,51
17555,40
17556,28
17557,30
17558,46
17559,40
17560,16
17561,53
17562,33
17563,62
17564,39
17565,18
17566,68
17567,69
17568,56
17569,24
17570,57
17571,77
17572,65
17573,44
17574,22
17575,72
17576,65
17577,40
17578,66
17579,42
17580,25
17581,28
17582,65
17583,58
17584,28
17585,76
17586,26
17587,63
17588,46
17589,39
17590,39
17591,23
17592,25
17593,47
17594,32
17595,40
17596,46
17597,41
17598,43
17599,75
17600,51
17601,74
17602,42
17603,54
17604,25
17605,42
17606,51
17607,38
17608,61
17609,57
17610,27
17611,46
17612,74
17613,32
17614,80
17615,43
17616,20
17617,23
17618,59
17619,59
17620,37
17621,55
17622,69
17623,51
17624,53
17625,59
17626,51
17627,70
17628,45
17629,26
17630,24
17631,67
17632,68
17633,35
17634,67
17635,57
17636,34
17637,54
17638,21
17639,47
17640,17
17641,80
17642,34
17643,35
17644,48
17645,26
17646,31
17647,47
17648,69
17649,80
17650,39
17651,67
17652,19
17653,17
17654,9
17655,54
17656,59
17657,42
17658,72
17659,56
17660,45
17661,79
17662,72
17663,33
17664,23
17665,56
17666,38
17667,69
17668,80
17669,73
17670,29
17671,35
17672,25
17673,50
17674,20
17675,49
17676,38
17677,55
17678,52
17679,60
17680,48
17681,51
17682,50
17683,55
17684,26
17685,39
17686,54
17687,64
17688,24
17689,51
17690,53
17691,52
17692,48
17693,54
17694,30
17695,55
17696,43
17697,43
17698,54
17699,44
17700,46
17701,30
17702,23
17703,37
17704,72
17705,41
17706,30
17707,51
17708,26
17709,47
17710,71
17711,49
17712,76
17713,32
17714,71
17715,51
17716,22
17717,34
17718,69
17719,47
17720,72
17721,71
17722,28
17723,18
17724,75
17725,17
17726,45
17727,67
17728,80
17729,32
17730,24
17731,42
17732,32
17733,45
17734,0
17735,23
17736,71
17737,33
17738,13
17739,53
17740,59
17741,64
17742,28
17743,39
17744,42
17745,73
17746,8
17747,22
17748,42
17749,29
17750,26
17751,14
17752,53
17753,75
17754,41
17755,44
17756,36
17757,44
17758,7
17759,75
17760,26
17761,52
17762,80
17763,66
17764,48
17765,38
17766,43
17767,57
17768,37
17769,39
17770,13
17771,75
17772,43
17773,67
17774,43
17775,19
17776,37
17777,52
17778,34
17779,78
17780,22
17781,47
17782,45
17783,75
17784,37
17785,28
17786,37
17787,10
17788,24
17789,72
17790,29
17791,43
17792,70
17793,50
17794,78
17795,16
17796,57
17797,64
17798,73
17799,31
17800,79
17801,66
17802,52
17803,55
17804,38
17805,10
17806,70
17807,75
17808,51
17809,68
17810,28
17811,29
17812,80
17813,46
17814,36
17815,30
17816,53
17817,37
17818,55
17819,70
17820,42
17821,40
17822,22
17823,41
17824,34
17825,33
17826,69
17827,10
17828,37
17829,45
17830,35
17831,15
17832,72
17833,40
17834,25
17835,26
17836,33
17837,73
17838,26
17839,46
17840,43
17841,29
17842,16
17843,25
17844,52
17845,45
17846,73
17847,80
17848,78
17849,80
17850,23
17851,10
17852,46
17853,36
17854,80
17855,25
17856,67
17857,46
17858,24
17859,41
17860,49
17861,59
17862,44
17863,49
17864,77
17865,15
17866,52
17867,31
17868,71
17869,70
17870,39
17871,52
17872,28
17873,66
17874,75
17875,31
17876,59
17877,51
17878,37
17879,50
17880,24
17881,65
17882,56
17883,47
17884,80
17885,18
17886,44
17887,44
17888,27
17889,20
17890,36
17891,48
17892,22
17893,17
17894,43
17895,59
17896,57
17897,31
17898,35
17899,66
17900,41
17901,48
17902,45
17903,27
17904,40
17905,26
17906,80
17907,29
17908,19
17909,29
17910,42
17911,75
17912,54
17913,34
17914,59
17915,72
17916,17
17917,30
17918,46
17919,18
17920,18
17921,39
17922,37
17923,31
17924,77
17925,64
17926,41
17927,33
17928,36
17929,25
17930,34
17931,80
17932,64
17933,74
17934,19
17935,74
17936,62
17937,70
17938,23
17939,72
17940,80
17941,78
17942,66
17943,58
17944,73
17945,44
17946,64
17947,45
17948,71
17949,31
17950,50
17951,17
17952,66
17953,30
17954,62
17955,65
17956,40
17957,25
17958,25
17959,32
17960,43
17961,28
17962,19
17963,80
17964,56
17965,56
17966,50
17967,20
17968,19
17969,24
17970,72
17971,40
17972,26
17973,38
17974,32
17975,35
17976,25
17977,23
17978,53
17979,80
17980,75
17981,66
17982,40
17983,45
17984,69
17985,72
17986,72
17987,32
17988,39
17989,38
17990,22
17991,46
17992,52
17993,30
17994,49
17995,45
17996,31
17997,44
17998,79
17999,15
18000,57
18001,49
18002,22
18003,51
18004,27
18005,47
18006,80
18007,16
18008,22
18009,16
18010,48
18011,40
18012,45
18013,74
18014,80
18015,47
18016,28
18017,74
18018,80
18019,63
18020,19
18021,53
18022,46
18023,72
18024,36
18025,49
18026,76
18027,55
18028,52
18029,19
18030,51
18031,47
18032,24
18033,19
18034,48
18035,36
18036,79
18037,51
18038,68
18039,49
18040,75
18041,74
18042,72
18043,50
18044,10
18045,30
18046,46
18047,31
18048,40
18049,23
18050,76
18051,25
18052,57
18053,41
18054,45
18055,80
18056,80
18057,61
18058,20
18059,67
18060,72
18061,80
18062,44
18063,20
18064,77
18065,65
18066,59
18067,46
18068,51
18069,35
18070,47
18071,80
18072,19
18073,45
18074,43
18075,29
18076,17
18077,40
18078,30
18079,44
18080,70
18081,36
18082,35
18083,52
18084,43
18085,57
18086,35
18087,16
18088,28
18089,56
18090,42
18091,31
18092,38
18093,19
18094,67
18095,22
18096,29
18097,27
18098,68
18099,51
18100,22
18101,67
18102,76
18103,16
18104,44
18105,23
18106,44
18107,16
18108,29
18109,18
18110,67
18111,34
18112,50
18113,48
18114,25
18115,70
18116,47
18117,75
18118,66
18119,27
18120,56
18121,70
18122,39
18123,30
18124,12
18125,41
18126,54
18127,39
18128,71
18129,41
18130,26
18131,43
18132,29
18133,37
18134,46
18135,51
18136,14
18137,35
18138,73
18139,71
18140,24
18141,27
18142,25
18143,16
18144,68
18145,52
18146,65
18147,35
18148,43
18149,59
18150,2
18151,60
18152,36
18153,55
18154,19
18155,20
18156,47
18157,20
18158,75
18159,46
18160,80
18161,46
18162,26
18163,59
18164,77
18165,25
18166,38
18167,29
18168,46
18169,32
18170,73
18171,52
18172,28
18173,10
18174,75
18175,66
18176,33
18177,24
18178,28
18179,41
18180,26
18181,27
18182,30
18183,44
18184,40
18185,43
18186,47
18187,36
18188,33
18189,39
18190,40
18191,38
18192,30
18193,44
18194,69
18195,44
18196,77
18197,45
18198,54
18199,69
18200,43
18201,40
18202,53
18203,47
18204,43
18205,21
18206,20
18207,56
18208,46
18209,75
18210,33
18211,40
18212,44
18213,63
18214,68
18215,22
18216,60
18217,36
18218,20
18219,68
18220,40
18221,45
18222,31
18223,64
18224,76
18225,57
18226,22
18227,21
18228,72
18229,47
18230,53
18231,38
18232,59
18233,54
18234,41
18235,56
18236,39
18237,21
18238,31
18239,77
18240,56
18241,55
18242,47
18243,54
18244,50
18245,46
18246,34
18247,38
18248,42
18249,30
18250,39
18251,51
18252,12
18253,35
18254,50
18255,27
18256,21
18257,45
18258,70
18259,38
18260,56
18261,36
18262,65
18263,40
18264,43
18265,42
18266,22
18267,46
18268,22
18269,45
18270,67
18271,74
18272,27
18273,49
18274,64
18275,56
18276,25
18277,53
18278,43
18279,0
18280,18
18281,55
18282,80
18283,49
18284,4
18285,37
18286,47
18287,72
18288,26
18289,28
18290,44
18291,68
18292,39
18293,38
18294,78
18295,46
18296,46
18297,28
18298,44
18299,80
18300,31
18301,33
18302,36
18303,18
18304,72
18305,45
18306,38
18307,54
18308,79
18309,20
18310,22
18311,80
18312,56
18313,69
18314,53
18315,48
18316,21
18317,80
18318,57
18319,18
18320,23
18321,78
18322,64
18323,44
18324,11
18325,2
18326,39
18327,28
18328,70
18329,80
18330,52
18331,76
18332,43
18333,24
18334,37
18335,43
18336,44
18337,48
18338,67
18339,48
18340,80
18341,75
18342,26
18343,26
18344,55
18345,65
18346,41
18347,54
18348,64
18349,51
18350,25
18351,22
18352,41
18353,33
18354,39
18355,28
18356,44
18357,42
18358,53
18359,71
18360,27
18361,59
18362,40
18363,50
18364,35
18365,76
18366,80
18367,42
18368,27
18369,69
18370,64
18371,61
18372,58
18373,67
18374,80
18375,52
18376,19
18377,63
18378,38
18379,42
18380,20
18381,46
18382,70
18383,70
18384,7
18385,23
18386,29
18387,65
18388,42
18389,57
18390,69
18391,80
18392,41
18393,44
18394,78
18395,43
18396,69
18397,43
18398,37
18399,48
18400,20
18401,19
18402,40
18403,50
18404,35
18405,5
18406,28
18407,25
18408,63
18409,37
18410,45
18411,49
18412,49
18413,65
18414,26
18415,79
18416,51
18417,55
18418,44
18419,72
18420,52
18421,33
18422,35
18423,75
18424,48
18425,22
18426,75
18427,34
18428,34
18429,26
18430,29
18431,33
18432,26
18433,51
18434,62
18435,64
18436,32
18437,19
18438,21
18439,73
18440,39
18441,57
18442,48
18443,38
18444,21
18445,70
18446,58
18447,51
18448,55
18449,44
18450,40
18451,31
18452,69
18453,40
18454,39
18455,28
18456,43
18457,49
18458,74
18459,21
18460,17
18461,69
18462,46
18463,48
18464,26
18465,27
18466,57
18467,78
18468,58
18469,56
18470,24
18471,38
18472,24
18473,22
18474,67
18475,57
18476,51
18477,47
18478,42
18479,79
18480,19
18481,71
18482,13
18483,71
18484,26
18485,73
18486,10
18487,45
18488,43
18489,50
18490,74
18491,15
18492,36
18493,44
18494,39
18495,44
18496,23
18497,72
18498,53
18499,15
18500,49
18501,24
18502,25
18503,20
18504,39
18505,62
18506,32
18507,38
18508,41
18509,54
18510,36
18511,23
18512,53
18513,40
18514,41
18515,28
18516,48
18517,66
18518,31
18519,17
18520,34
18521,40
18522,54
18523,31
18524,76
18525,74
18526,46
18527,54
18528,40
18529,43
18530,46
18531,70
18532,51
18533,56
18534,22
18535,31
18536,49
18537,23
18538,49
18539,43
18540,44
18541,50
18542,27
18543,50
18544,36
18545,38
18546,45
18547,67
18548,71
18549,59
18550,27
18551,45
18552,9
18553,42
18554,38
18555,19
18556,14
18557,78
18558,54
18559,55
18560,24
18561,67
18562,51
18563,49
18564,75
18565,31
18566,80
18567,19
18568,41
18569,35
18570,33
18571,10
18572,66
18573,37
18574,78
18575,39
18576,65
18577,22
18578,63
18579,47
18580,48
18581,43
18582,17
18583,80
18584,75
18585,44
18586,25
18587,30
18588,41
18589,40
18590,65
18591,80
18592,70
18593,42
18594,58
18595,70
18596,72
18597,75
18598,57
18599,48
18600,24
18601,31
18602,39
18603,37
18604,45
18605,45
18606,32
18607,30
18608,15
18609,29
18610,19
18611,53
18612,46
18613,80
18614,63
18615,55
18616,33
18617,17
18618,23
18619,23
18620,25
18621,26
18622,42
18623,44
18624,80
18625,20
18626,30
18627,39
18628,80
18629,43
18630,20
18631,36
18632,76
18633,19
18634,68
18635,21
18636,44
18637,13
18638,71
18639,77
18640,57
18641,79
18642,22
18643,42
18644,76
18645,25
18646,42
18647,47
18648,67
18649,68
18650,65
18651,63
18652,33
18653,54
18654,70
18655,48
18656,25
18657,80
18658,60
18659,53
18660,26
18661,51
18662,46
18663,53
18664,55
18665,12
18666,34
18667,33
18668,32
18669,21
18670,68
18671,27
18672,44
18673,52
18674,34
18675,28
18676,62
18677,27
18678,75
18679,29
18680,46
18681,76
18682,50
18683,5
18684,38
18685,60
18686,78
18687,61
18688,43
18689,32
18690,61
18691,78
18692,53
18693,51
18694,51
18695,54
18696,79
18697,55
18698,52
18699,23
18700,46
18701,58
18702,32
18703,75
18704,2
18705,46
18706,80
18707,77
18708,60
18709,24
18710,40
18711,63
18712,68
18713,62
18714,40
18715,18
18716,44
18717,48
18718,33
18719,58
18720,60
18721,52
18722,43
18723,49
18724,43
18725,33
18726,72
18727,38
18728,52
18729,56
18730,30
18731,57
18732,42
18733,40
18734,23
18735,20
18736,80
18737,50
18738,50
18739,57
18740,39
18741,72
18742,29
18743,74
18744,68
18745,62
18746,21
18747,30
18748,65
18749,43
18750,48
18751,29
18752,43
18753,80
18754,44
18755,61
18756,29
18757,51
18758,24
18759,21
18760,42
18761,44
18762,68
18763,43
18764,38
18765,46
18766,55
18767,52
18768,47
18769,41
18770,61
18771,56
18772,44
18773,30
18774,57
18775,43
18776,49
18777,70
18778,24
18779,59
18780,55
18781,43
18782,40
18783,45
18784,25
18785,34
18786,45
18787,45
18788,70
18789,52
18790,68
18791,34
18792,18
18793,24
18794,72
18795,20
18796,34
18797,49
18798,72
18799,74
18800,48
18801,71
18802,41
18803,42
18804,49
18805,51
18806,44
18807,40
18808,52
18809,74
18810,43
18811,49
18812,60
18813,44
18814,38
18815,51
18816,24
18817,28
18818,28
18819,38
18820,75
18821,57
18822,24
18823,80
18824,75
18825,57
18826,51
18827,65
18828,56
18829,62
18830,44
18831,49
18832,16
18833,53
18834,39
18835,50
18836,24
18837,9
18838,49
18839,28
18840,6
18841,57
18842,63
18843,77
18844,61
18845,75
18846,27
18847,49
18848,73
18849,80
18850,35
18851,41
18852,56
18853,69
18854,59
18855,34
18856,48
18857,58
18858,38
18859,45
18860,72
18861,33
18862,74
18863,38
18864,57
18865,9
18866,32
18867,40
18868,21
18869,34
18870,29
18871,46
18872,47
18873,41
18874,42
18875,51
18876,25
18877,43
18878,47
18879,65
18880,10
18881,55
18882,46
18883,73
18884,27
18885,27
18886,47
18887,42
18888,42
18889,43
18890,68
18891,37
18892,62
18893,29
18894,80
18895,64
18896,37
18897,34
18898,58
18899,39
18900,20
18901,53
18902,33
18903,76
18904,44
18905,48
18906,73
18907,48
18908,25
18909,40
18910,80
18911,38
18912,42
18913,43
18914,41
18915,63
18916,31
18917,50
18918,79
18919,63
18920,16
18921,80
18922,26
18923,26
18924,37
18925,21
18926,76
18927,24
18928,47
18929,80
18930,51
18931,59
18932,62
18933,75
18934,54
18935,65
18936,51
18937,80
18938,26
18939,58
18940,75
18941,74
18942,30
18943,25
18944,55
18945,44
18946,56
18947,30
18948,61
18949,75
18950,55
18951,50
18952,18
18953,61
18954,25
18955,31
18956,33
18957,56
18958,69
18959,74
18960,41
18961,80
18962,31
18963,16
18964,37
18965,44
18966,39
18967,70
18968,41
18969,37
18970,37
18971,80
18972,42
18973,9
18974,29
18975,75
18976,51
18977,47
18978,45
18979,55
18980,28
18981,27
18982,25
18983,52
18984,33
18985,52
18986,39
18987,29
18988,51
18989,63
18990,56
18991,67
18992,54
18993,80
18994,19
18995,75
18996,52
18997,27
18998,51
18999,41
19000,49
19001,18
19002,51
19003,32
19004,52
19005,42
19006,36
19007,54
