,mscore
28745,24
28746,21
28747,33
28748,34
28749,30
28750,58
28751,60
28752,30
28753,11
28754,27
28755,28
28756,18
28757,19
28758,45
28759,13
28760,44
28761,25
28762,80
28763,67
28764,11
28765,45
28766,52
28767,37
28768,39
28769,39
28770,40
28771,32
28772,80
28773,19
28774,51
28775,69
28776,29
28777,36
28778,29
28779,23
28780,29
28781,52
28782,24
28783,51
28784,48
28785,42
28786,67
28787,32
28788,34
28789,41
28790,20
28791,61
28792,37
28793,49
28794,44
28795,33
28796,67
28797,24
28798,77
28799,79
28800,45
28801,43
28802,27
28803,32
28804,56
28805,80
28806,20
28807,70
28808,30
28809,41
28810,22
28811,32
28812,56
28813,55
28814,47
28815,78
28816,43
28817,30
28818,6
28819,44
28820,10
28821,25
28822,22
28823,48
28824,28
28825,44
28826,70
28827,23
28828,37
28829,76
28830,44
28831,52
28832,51
28833,31
28834,41
28835,36
28836,48
28837,39
28838,69
28839,29
28840,44
28841,36
28842,27
28843,18
28844,24
28845,35
28846,28
28847,3
28848,27
28849,23
28850,53
28851,47
28852,77
28853,79
28854,51
28855,54
28856,22
28857,76
28858,29
28859,6
28860,42
28861,42
28862,10
28863,22
28864,51
28865,50
28866,51
28867,49
28868,19
28869,75
28870,43
28871,41
28872,37
28873,45
28874,36
28875,62
28876,32
28877,37
28878,25
28879,31
28880,41
28881,20
28882,20
28883,51
28884,70
28885,51
28886,9
28887,46
28888,51
28889,79
28890,61
28891,30
28892,52
28893,65
28894,62
28895,34
28896,27
28897,29
28898,20
28899,38
28900,39
28901,20
28902,30
28903,40
28904,63
28905,6
28906,50
28907,47
28908,58
28909,57
28910,26
28911,33
28912,46
28913,34
28914,42
28915,26
28916,45
28917,49
28918,39
28919,30
28920,16
28921,41
28922,19
28923,76
28924,42
28925,40
28926,46
28927,23
28928,42
28929,48
28930,31
28931,36
28932,17
28933,22
28934,30
28935,45
28936,64
28937,14
28938,38
28939,22
28940,18
28941,75
28942,15
28943,8
28944,46
28945,28
28946,10
28947,23
28948,57
28949,14
28950,80
28951,10
28952,50
28953,32
28954,44
28955,45
28956,33
28957,20
28958,28
28959,24
28960,35
28961,38
28962,53
28963,43
28964,68
28965,42
28966,48
28967,52
28968,21
28969,36
28970,80
28971,41
28972,39
28973,32
28974,78
28975,49
28976,43
28977,42
28978,51
28979,22
28980,28
28981,24
28982,21
28983,50
28984,67
28985,44
28986,26
28987,28
28988,23
28989,70
28990,44
28991,18
28992,50
28993,51
28994,28
28995,53
28996,35
28997,21
28998,55
28999,25
29000,76
29001,36
29002,41
29003,34
29004,49
29005,9
29006,50
29007,55
29008,32
29009,70
29010,10
29011,32
29012,27
29013,45
29014,48
29015,45
29016,51
29017,36
29018,17
29019,21
29020,31
29021,36
29022,55
29023,50
29024,18
29025,36
29026,69
29027,69
29028,48
29029,20
29030,27
29031,50
29032,45
29033,38
29034,29
29035,34
29036,28
29037,63
29038,48
29039,38
29040,24
29041,47
29042,50
29043,80
29044,26
29045,31
29046,67
29047,22
29048,76
29049,24
29050,38
29051,44
29052,80
29053,50
29054,51
29055,3
29056,48
29057,47
29058,64
29059,80
29060,53
29061,25
29062,80
29063,29
29064,4
29065,27
29066,46
29067,25
29068,47
29069,60
29070,59
29071,2
29072,77
29073,30
29074,40
29075,73
29076,39
29077,43
29078,28
29079,46
29080,52
29081,52
29082,39
29083,44
29084,20
29085,28
29086,28
29087,42
29088,80
29089,39
29090,41
29091,18
29092,27
29093,29
29094,13
29095,43
29096,35
29097,51
29098,31
29099,32
29100,54
29101,15
29102,18
29103,67
29104,32
29105,55
29106,49
29107,68
29108,21
29109,75
29110,32
29111,48
29112,80
29113,32
29114,43
29115,44
29116,46
29117,39
29118,73
29119,75
29120,25
29121,21
29122,22
29123,48
29124,70
29125,19
29126,49
29127,60
29128,28
29129,78
29130,20
29131,63
29132,22
29133,54
29134,59
29135,4
29136,80
29137,76
29138,8
29139,65
29140,31
29141,22
29142,49
29143,24
29144,80
29145,43
29146,47
29147,50
29148,10
29149,78
29150,53
29151,55
29152,41
29153,23
29154,19
29155,44
29156,50
29157,32
29158,27
29159,49
29160,70
29161,36
29162,39
29163,35
29164,47
29165,57
29166,68
29167,80
29168,17
29169,34
29170,23
29171,80
29172,32
29173,80
29174,19
29175,80
29176,50
29177,51
29178,50
29179,30
29180,66
29181,69
29182,45
29183,7
29184,40
29185,3
29186,14
29187,54
29188,54
29189,31
29190,72
29191,50
29192,25
29193,55
29194,47
29195,29
29196,15
29197,54
29198,58
29199,21
29200,39
29201,42
29202,27
29203,19
29204,27
29205,16
29206,29
29207,13
29208,78
29209,63
29210,73
29211,57
29212,47
29213,29
29214,25
29215,49
29216,79
29217,51
29218,23
29219,59
29220,28
29221,21
29222,42
29223,35
29224,30
29225,41
29226,74
29227,45
29228,46
29229,44
29230,15
29231,17
29232,5
29233,72
29234,30
29235,28
29236,19
29237,14
29238,31
29239,35
29240,41
29241,80
29242,16
29243,29
29244,57
29245,38
29246,56
29247,23
29248,41
29249,50
29250,47
29251,72
29252,31
29253,53
29254,34
29255,80
29256,56
29257,72
29258,40
29259,80
29260,60
29261,50
29262,43
29263,22
29264,34
29265,47
29266,67
29267,9
29268,38
29269,68
29270,53
29271,38
29272,22
29273,57
29274,58
29275,20
29276,34
29277,32
29278,25
29279,29
29280,54
29281,34
29282,27
29283,28
29284,32
29285,22
29286,25
29287,46
29288,62
29289,54
29290,59
29291,73
29292,63
29293,58
29294,37
29295,49
29296,76
29297,23
29298,45
29299,75
29300,35
29301,61
29302,36
29303,51
29304,74
29305,19
29306,34
29307,27
29308,26
29309,46
29310,54
29311,58
29312,37
29313,25
29314,44
29315,49
29316,23
29317,52
29318,25
29319,49
29320,74
29321,36
29322,29
29323,54
29324,21
29325,24
29326,56
29327,45
29328,40
29329,38
29330,51
29331,70
29332,18
29333,71
29334,22
29335,42
29336,21
29337,46
29338,42
29339,18
29340,62
29341,38
29342,78
29343,20
29344,52
29345,43
29346,42
29347,54
29348,80
29349,22
29350,28
29351,63
29352,64
29353,80
29354,34
29355,24
29356,53
29357,49
29358,76
29359,16
29360,37
29361,41
29362,2
29363,77
29364,12
29365,28
29366,63
29367,49
29368,49
29369,21
29370,39
29371,30
29372,48
29373,59
29374,17
29375,53
29376,66
29377,20
29378,50
29379,33
29380,29
29381,52
29382,45
29383,80
29384,25
29385,45
29386,80
29387,75
29388,75
29389,49
29390,19
29391,43
29392,43
29393,71
29394,36
29395,67
29396,13
29397,21
29398,74
29399,68
29400,23
29401,44
29402,53
29403,7
29404,57
29405,45
29406,45
29407,80
29408,0
29409,55
29410,15
29411,10
29412,36
29413,65
29414,30
29415,77
29416,45
29417,44
29418,56
29419,61
29420,48
29421,41
29422,54
29423,72
29424,30
29425,26
29426,43
29427,36
29428,71
29429,42
29430,24
29431,4
29432,20
29433,41
29434,42
29435,76
29436,56
29437,45
29438,80
29439,44
29440,28
29441,19
29442,34
29443,34
29444,18
29445,14
29446,4
29447,20
29448,4
29449,20
29450,21
29451,32
29452,58
29453,68
29454,41
29455,19
29456,31
29457,30
29458,23
29459,25
29460,45
29461,24
29462,76
29463,74
29464,40
29465,34
29466,44
29467,63
29468,42
29469,42
29470,24
29471,20
29472,50
29473,23
29474,70
29475,19
29476,59
29477,38
29478,25
29479,31
29480,27
29481,23
29482,72
29483,27
29484,42
29485,22
29486,50
29487,47
29488,21
29489,5
29490,59
29491,47
29492,52
29493,45
29494,80
29495,26
29496,52
29497,77
29498,46
29499,28
29500,14
29501,56
29502,34
29503,60
29504,78
29505,41
29506,58
29507,29
29508,5
29509,31
29510,52
29511,25
29512,29
29513,30
29514,40
29515,24
29516,13
29517,68
29518,75
29519,63
29520,50
29521,48
29522,22
29523,77
29524,56
29525,80
29526,10
29527,18
29528,20
29529,50
29530,14
29531,45
29532,43
29533,78
29534,29
29535,47
29536,36
29537,46
29538,44
29539,32
29540,60
29541,45
29542,23
29543,29
29544,19
29545,39
29546,76
29547,35
29548,59
29549,29
29550,70
29551,35
29552,35
29553,40
29554,22
29555,30
29556,51
29557,35
29558,80
29559,24
29560,80
29561,66
29562,52
29563,48
29564,41
29565,25
29566,41
29567,25
29568,57
29569,73
29570,21
29571,49
29572,52
29573,4
29574,46
29575,22
29576,27
29577,44
29578,40
29579,42
29580,23
29581,66
29582,44
29583,64
29584,44
29585,66
29586,58
29587,46
29588,15
29589,52
29590,24
29591,30
29592,33
29593,56
29594,26
29595,27
29596,52
29597,10
29598,67
29599,45
29600,10
29601,69
29602,55
29603,2
29604,55
29605,80
29606,60
29607,69
29608,50
29609,19
29610,62
29611,33
29612,71
29613,51
29614,25
29615,38
29616,22
29617,31
29618,22
29619,46
29620,58
29621,25
29622,15
29623,75
29624,53
29625,32
29626,34
29627,25
29628,37
29629,18
29630,12
29631,49
29632,17
29633,35
29634,27
29635,32
29636,47
29637,50
29638,8
29639,30
29640,29
29641,14
29642,12
29643,79
29644,33
29645,48
29646,23
29647,24
29648,21
29649,44
29650,20
29651,58
29652,19
29653,21
29654,80
29655,66
29656,22
29657,31
29658,23
29659,69
29660,57
29661,35
29662,22
29663,70
29664,34
29665,75
29666,47
29667,17
29668,45
29669,48
29670,12
29671,43
29672,49
29673,21
29674,51
29675,45
29676,15
29677,54
29678,24
29679,36
29680,46
29681,48
29682,34
29683,60
29684,52
29685,24
29686,56
29687,21
29688,36
29689,44
29690,32
29691,64
29692,76
29693,20
29694,57
29695,64
29696,42
29697,38
29698,33
29699,42
29700,72
29701,62
29702,26
29703,20
29704,77
29705,26
29706,33
29707,70
29708,38
29709,33
29710,49
29711,25
29712,30
29713,23
29714,37
29715,67
29716,80
29717,53
29718,55
29719,9
29720,46
29721,10
29722,13
29723,0
29724,77
29725,9
29726,32
29727,46
29728,55
29729,33
29730,40
29731,68
29732,76
29733,51
29734,3
29735,51
29736,30
29737,31
29738,45
29739,19
29740,35
29741,41
29742,23
29743,41
29744,52
29745,58
29746,23
29747,68
29748,23
29749,33
29750,52
29751,36
29752,6
29753,23
29754,69
29755,42
29756,42
29757,53
29758,48
29759,18
29760,17
29761,2
29762,30
29763,58
29764,42
29765,26
29766,35
29767,53
29768,25
29769,65
29770,66
29771,24
29772,51
29773,27
29774,25
29775,35
29776,40
29777,76
29778,42
29779,33
29780,36
29781,38
29782,65
29783,28
29784,3
29785,50
29786,72
29787,34
29788,75
29789,16
29790,18
29791,64
29792,14
29793,24
29794,39
29795,46
29796,39
29797,51
29798,31
29799,27
29800,59
29801,74
29802,7
29803,23
29804,57
29805,40
29806,48
29807,53
29808,41
29809,62
29810,25
29811,80
29812,51
29813,12
29814,15
29815,49
29816,11
29817,33
29818,8
29819,27
29820,59
29821,44
29822,74
29823,26
29824,79
29825,71
29826,53
29827,50
29828,78
29829,53
29830,47
29831,43
29832,24
29833,25
29834,38
29835,32
29836,17
29837,46
29838,45
29839,28
29840,67
29841,33
29842,45
29843,41
29844,16
29845,80
29846,40
29847,16
29848,27
29849,75
29850,55
29851,42
29852,41
29853,80
29854,20
29855,43
29856,32
29857,20
29858,36
29859,8
29860,24
29861,56
29862,70
29863,80
29864,40
29865,31
29866,50
29867,41
29868,30
29869,40
29870,25
29871,38
29872,70
29873,22
29874,42
29875,18
29876,68
29877,34
29878,43
29879,50
29880,39
29881,71
29882,56
29883,80
29884,32
29885,50
29886,45
29887,37
29888,44
29889,2
29890,41
29891,22
29892,45
29893,38
29894,63
29895,64
29896,29
29897,35
29898,48
29899,33
29900,41
29901,35
29902,23
29903,49
29904,25
29905,71
29906,80
29907,49
29908,18
29909,21
29910,29
29911,71
29912,14
29913,29
29914,0
29915,21
29916,29
29917,40
29918,49
29919,48
29920,64
29921,49
29922,46
29923,63
29924,66
29925,33
29926,14
29927,40
29928,56
29929,35
29930,10
29931,43
29932,65
29933,42
29934,66
29935,71
29936,30
29937,48
29938,38
29939,27
29940,38
29941,29
29942,52
29943,21
29944,80
29945,43
29946,66
29947,76
29948,28
29949,71
29950,35
29951,80
29952,38
29953,39
29954,25
29955,41
29956,24
29957,58
29958,35
29959,30
29960,34
29961,47
29962,21
29963,65
29964,68
29965,34
29966,58
29967,20
29968,36
29969,28
29970,44
29971,54
29972,31
29973,43
29974,73
29975,30
29976,75
29977,51
29978,20
29979,46
29980,36
29981,25
29982,43
29983,6
29984,59
29985,29
29986,18
29987,72
29988,68
29989,69
29990,51
29991,55
29992,34
29993,69
29994,63
29995,51
29996,32
29997,45
29998,73
29999,71
30000,71
30001,40
30002,52
30003,14
30004,28
30005,53
30006,68
30007,37
30008,75
30009,48
30010,44
30011,42
30012,80
30013,44
30014,5
30015,41
30016,7
30017,22
30018,71
30019,22
30020,35
30021,79
30022,26
30023,43
30024,53
30025,52
30026,60
30027,16
30028,43
30029,28
30030,17
30031,22
30032,64
30033,57
30034,57
30035,45
30036,18
30037,24
30038,72
30039,47
30040,40
30041,76
30042,58
30043,68
30044,50
30045,28
30046,39
30047,21
30048,78
30049,45
30050,36
30051,15
30052,5
30053,78
30054,64
30055,54
30056,48
30057,45
30058,70
30059,14
30060,38
30061,65
30062,17
30063,69
30064,76
30065,49
30066,79
30067,42
30068,25
30069,10
30070,78
30071,39
30072,80
30073,28
30074,46
30075,45
30076,22
30077,18
30078,34
30079,50
30080,74
30081,28
30082,25
30083,57
30084,69
30085,48
30086,45
30087,48
30088,47
30089,31
30090,41
30091,48
30092,26
30093,42
30094,51
30095,34
30096,70
30097,44
30098,25
30099,70
30100,49
30101,42
30102,40
30103,49
30104,41
30105,47
30106,54
30107,32
30108,45
30109,75
30110,64
30111,61
30112,62
30113,23
30114,50
30115,45
30116,35
30117,59
30118,29
30119,47
30120,30
30121,25
30122,45
30123,28
30124,26
30125,70
30126,75
30127,47
30128,38
30129,19
30130,54
30131,26
30132,45
30133,2
30134,26
30135,29
30136,46
30137,36
30138,65
30139,25
30140,31
30141,51
30142,19
30143,32
30144,46
30145,43
30146,9
30147,55
30148,79
30149,65
30150,80
30151,0
30152,43
30153,24
30154,33
30155,39
30156,18
30157,50
30158,13
30159,39
30160,39
30161,51
30162,30
30163,69
30164,28
30165,51
30166,40
30167,28
30168,72
30169,15
30170,16
30171,23
30172,36
30173,63
30174,23
30175,46
30176,48
30177,34
30178,28
30179,75
30180,47
30181,24
30182,73
30183,33
30184,22
30185,19
30186,14
30187,68
30188,41
30189,26
30190,10
30191,42
30192,51
30193,31
30194,80
30195,77
30196,48
30197,26
30198,64
30199,23
30200,26
30201,80
30202,33
30203,46
30204,19
30205,53
30206,32
30207,68
30208,18
30209,7
30210,80
30211,28
30212,45
30213,63
30214,48
30215,36
30216,49
30217,45
30218,33
30219,32
30220,45
30221,62
30222,61
30223,15
30224,2
30225,45
30226,20
30227,32
30228,55
30229,32
30230,17
30231,37
30232,43
30233,58
30234,58
30235,49
30236,27
30237,26
30238,73
30239,20
30240,77
30241,28
30242,42
30243,21
30244,22
30245,49
30246,35
30247,30
30248,80
30249,43
30250,46
30251,3
30252,36
30253,62
30254,54
30255,30
30256,26
30257,74
30258,80
30259,27
30260,35
30261,50
30262,30
30263,48
30264,78
30265,25
30266,43
30267,49
30268,70
30269,31
30270,43
30271,80
30272,31
30273,19
30274,21
30275,9
30276,10
30277,26
30278,40
30279,26
30280,41
30281,29
30282,73
30283,57
30284,20
30285,69
30286,45
30287,18
30288,46
30289,37
30290,18
30291,38
30292,61
30293,45
30294,18
30295,36
30296,14
30297,43
30298,67
30299,57
30300,46
30301,36
30302,30
30303,25
30304,80
30305,7
30306,33
30307,26
30308,16
30309,31
30310,30
30311,62
30312,27
30313,44
30314,16
30315,27
30316,64
30317,46
30318,56
30319,16
30320,27
30321,32
30322,26
30323,21
30324,31
30325,22
30326,25
30327,25
30328,22
30329,54
30330,38
30331,29
30332,32
30333,27
30334,20
30335,66
30336,46
30337,57
30338,69
30339,74
30340,45
30341,42
30342,34
30343,43
30344,45
30345,71
30346,74
30347,19
30348,33
30349,75
30350,52
30351,30
30352,23
30353,43
30354,15
30355,22
30356,20
30357,45
30358,67
30359,44
30360,35
30361,19
30362,58
30363,34
30364,55
30365,42
30366,44
30367,46
30368,27
30369,53
30370,64
30371,21
30372,34
30373,48
30374,42
30375,41
30376,22
30377,69
30378,50
30379,23
30380,49
30381,40
30382,50
30383,74
30384,23
30385,74
30386,30
30387,75
30388,23
30389,15
30390,32
30391,51
30392,30
30393,45
30394,37
30395,59
30396,29
30397,52
30398,18
30399,27
30400,24
30401,35
30402,51
30403,32
30404,55
30405,36
30406,18
30407,58
30408,20
30409,65
30410,9
30411,26
30412,76
30413,24
30414,44
30415,35
30416,22
30417,46
30418,35
30419,25
30420,53
30421,39
30422,25
30423,47
30424,20
30425,57
30426,72
30427,25
30428,25
30429,57
30430,23
30431,28
30432,74
30433,60
30434,40
30435,45
30436,52
30437,21
30438,42
30439,75
30440,52
30441,31
30442,38
30443,41
30444,48
30445,73
30446,51
30447,15
30448,51
30449,22
30450,47
30451,78
30452,13
30453,29
30454,21
30455,52
30456,21
30457,23
30458,39
30459,5
30460,53
30461,80
30462,2
30463,33
30464,46
30465,37
30466,59
30467,77
30468,43
30469,63
30470,54
30471,44
30472,18
30473,59
30474,41
30475,75
30476,78
30477,61
30478,21
30479,42
30480,61
30481,42
30482,64
30483,24
30484,48
30485,43
30486,46
30487,46
30488,27
30489,23
30490,41
30491,40
30492,26
30493,34
30494,26
30495,38
30496,49
30497,32
30498,36
30499,60
30500,55
30501,40
30502,74
30503,2
30504,61
30505,73
30506,80
30507,69
30508,39
30509,45
30510,2
30511,47
30512,26
30513,74
30514,48
30515,80
30516,40
30517,19
30518,49
30519,44
30520,62
30521,80
30522,47
30523,21
30524,48
30525,7
30526,46
30527,57
30528,52
30529,40
30530,60
30531,21
30532,4
30533,61
30534,27
30535,48
30536,45
30537,19
30538,35
30539,50
30540,19
30541,25
30542,30
30543,54
30544,39
30545,73
30546,27
30547,72
30548,51
30549,11
30550,19
30551,9
30552,39
30553,22
30554,45
30555,28
30556,51
30557,30
30558,21
30559,80
30560,52
30561,45
30562,47
30563,10
30564,80
30565,8
30566,44
30567,49
30568,80
30569,54
30570,60
30571,70
30572,40
30573,52
30574,25
30575,65
30576,20
30577,80
30578,22
30579,28
30580,38
30581,34
30582,76
30583,47
30584,23
30585,43
30586,51
30587,48
30588,46
30589,47
30590,33
30591,43
30592,40
30593,28
30594,19
30595,48
30596,29
30597,23
30598,80
30599,55
30600,41
30601,20
30602,44
30603,39
30604,40
30605,44
30606,73
30607,15
30608,48
30609,10
30610,30
30611,19
30612,53
30613,30
30614,39
30615,43
30616,61
30617,75
30618,24
30619,32
30620,21
30621,29
30622,49
30623,16
30624,75
30625,73
30626,43
30627,23
30628,50
30629,51
30630,65
30631,48
30632,46
30633,26
30634,75
30635,22
30636,48
30637,11
30638,10
30639,19
30640,42
30641,44
30642,27
30643,32
30644,5
30645,10
30646,18
30647,57
30648,30
30649,75
30650,22
30651,17
30652,21
30653,74
30654,33
30655,18
30656,42
30657,65
30658,41
30659,28
30660,41
30661,35
30662,65
30663,53
30664,53
30665,28
30666,45
30667,45
30668,74
30669,55
30670,80
30671,40
30672,66
30673,21
30674,30
30675,67
30676,21
30677,22
30678,45
30679,37
30680,50
30681,32
30682,27
30683,58
30684,48
30685,28
30686,65
30687,36
30688,35
30689,80
30690,71
30691,33
30692,24
30693,43
30694,42
30695,28
30696,73
30697,66
30698,56
30699,40
30700,77
30701,29
30702,48
30703,77
30704,19
30705,72
30706,57
30707,35
30708,24
30709,17
30710,28
30711,34
30712,59
30713,14
30714,64
30715,37
30716,54
30717,26
30718,10
30719,39
30720,44
30721,21
30722,26
30723,57
30724,42
30725,59
30726,15
30727,40
30728,25
30729,50
30730,47
30731,64
30732,25
30733,50
30734,62
30735,42
30736,33
30737,18
30738,61
30739,29
30740,32
30741,32
30742,51
30743,43
30744,39
30745,38
30746,77
30747,20
30748,24
30749,17
30750,46
30751,24
30752,43
30753,30
30754,63
30755,25
30756,74
30757,10
30758,30
30759,35
30760,29
30761,27
30762,48
30763,19
30764,53
30765,40
30766,22
30767,41
30768,14
30769,48
30770,42
30771,33
30772,68
30773,28
30774,25
30775,25
30776,6
30777,28
30778,80
30779,46
30780,42
30781,35
30782,45
30783,60
30784,26
30785,50
30786,26
30787,32
30788,73
30789,21
30790,42
30791,20
30792,73
30793,36
30794,70
30795,41
30796,41
30797,51
30798,39
30799,42
30800,80
30801,42
30802,49
30803,66
30804,59
30805,48
30806,0
30807,42
30808,46
30809,22
30810,29
30811,36
30812,73
30813,80
30814,22
30815,46
30816,11
30817,49
30818,29
30819,19
30820,77
30821,24
30822,43
30823,55
30824,35
30825,30
30826,49
30827,67
30828,35
30829,23
30830,24
30831,55
30832,49
30833,77
30834,31
30835,63
30836,21
30837,42
30838,14
30839,25
30840,34
30841,3
30842,56
30843,26
30844,51
30845,41
30846,42
30847,80
30848,29
30849,19
30850,77
30851,18
30852,80
30853,20
30854,20
30855,33
30856,33
30857,42
30858,3
30859,22
30860,29
30861,23
30862,50
30863,10
30864,47
30865,45
30866,46
30867,39
30868,74
30869,44
30870,35
30871,18
30872,46
30873,50
30874,40
30875,43
30876,32
30877,26
30878,42
30879,29
30880,40
30881,69
30882,40
30883,36
30884,46
30885,48
30886,42
30887,49
30888,46
30889,26
30890,72
30891,74
30892,12
30893,26
30894,38
30895,67
30896,78
30897,43
30898,70
30899,80
30900,70
30901,22
30902,39
30903,44
30904,53
30905,17
30906,45
30907,51
30908,43
30909,30
30910,41
30911,47
30912,44
30913,41
30914,65
30915,69
30916,20
30917,34
30918,70
30919,27
30920,24
30921,23
30922,50
30923,54
30924,74
30925,80
30926,75
30927,35
30928,21
30929,30
30930,27
30931,50
30932,37
30933,27
30934,31
30935,41
30936,53
30937,44
30938,27
30939,44
30940,27
30941,41
30942,24
30943,22
30944,51
30945,62
30946,21
30947,47
30948,45
30949,49
30950,79
30951,34
30952,44
30953,38
30954,47
30955,51
30956,55
30957,45
30958,29
30959,68
30960,30
30961,48
30962,48
30963,21
30964,80
30965,27
30966,75
30967,29
30968,43
30969,21
30970,21
30971,48
30972,44
30973,42
30974,57
30975,45
30976,32
30977,39
30978,71
30979,70
30980,54
30981,51
30982,54
30983,41
30984,42
30985,5
30986,26
30987,73
30988,39
30989,77
30990,31
30991,32
30992,70
30993,26
30994,55
30995,49
30996,18
30997,30
30998,44
30999,45
31000,46
31001,27
31002,64
31003,50
31004,55
31005,30
31006,45
31007,64
31008,54
31009,23
31010,26
31011,41
31012,67
31013,67
31014,50
31015,57
31016,35
31017,20
31018,53
31019,33
31020,27
31021,17
31022,39
31023,71
31024,54
31025,76
31026,14
31027,26
31028,61
31029,26
31030,33
31031,44
31032,36
31033,28
31034,31
31035,64
31036,53
31037,21
31038,54
31039,30
31040,78
31041,49
31042,50
31043,40
31044,42
31045,53
31046,44
31047,27
31048,75
31049,30
31050,43
31051,64
31052,18
31053,10
31054,76
31055,22
31056,45
31057,27
31058,34
31059,69
31060,12
31061,12
31062,53
31063,74
31064,26
31065,42
31066,70
31067,50
31068,71
31069,56
31070,35
31071,43
31072,25
31073,39
31074,80
31075,45
31076,42
31077,16
31078,50
31079,47
31080,56
31081,50
31082,25
31083,67
31084,47
31085,38
31086,22
31087,80
31088,30
31089,21
31090,36
31091,53
31092,26
31093,71
31094,34
31095,55
31096,41
31097,31
31098,66
31099,35
31100,39
31101,26
31102,42
31103,0
31104,73
31105,18
31106,70
31107,24
31108,10
31109,39
31110,27
31111,58
31112,25
31113,46
31114,52
31115,72
31116,57
31117,37
31118,42
31119,57
31120,38
31121,80
31122,35
31123,38
31124,22
31125,18
31126,34
31127,48
31128,50
31129,40
31130,23
31131,77
31132,44
31133,65
31134,19
31135,48
31136,41
31137,57
31138,44
31139,55
31140,18
31141,22
31142,51
31143,22
31144,34
31145,64
31146,33
31147,24
31148,45
31149,80
31150,39
31151,30
31152,32
31153,74
31154,38
31155,14
31156,80
31157,47
31158,54
31159,10
31160,41
31161,34
31162,25
31163,25
31164,52
31165,67
31166,28
31167,34
31168,40
31169,42
31170,45
31171,27
31172,48
31173,17
31174,43
31175,20
31176,72
31177,28
31178,28
31179,8
31180,48
31181,42
31182,26
31183,22
31184,39
31185,36
31186,37
31187,61
31188,40
31189,45
31190,22
31191,28
31192,15
31193,24
31194,21
31195,22
31196,37
31197,51
31198,29
31199,62
31200,80
31201,63
31202,59
31203,49
31204,56
31205,36
31206,31
31207,46
31208,49
31209,36
31210,5
31211,23
31212,34
31213,70
31214,56
31215,23
31216,21
31217,72
31218,26
31219,28
31220,15
31221,31
31222,37
31223,37
31224,48
31225,51
31226,15
31227,48
31228,16
31229,44
31230,24
31231,43
31232,45
31233,11
31234,76
31235,46
31236,19
31237,48
31238,71
31239,80
31240,19
31241,72
31242,74
31243,43
31244,46
31245,29
31246,5
31247,17
31248,69
31249,51
31250,59
31251,74
31252,44
31253,49
31254,33
31255,14
31256,74
31257,57
31258,52
31259,24
31260,48
31261,80
31262,46
31263,27
31264,40
31265,27
31266,52
31267,40
31268,28
31269,73
31270,32
31271,54
31272,40
31273,44
31274,27
31275,44
31276,22
31277,74
31278,55
31279,46
31280,3
31281,35
31282,26
31283,63
31284,51
31285,71
31286,36
31287,12
31288,25
31289,42
31290,35
31291,46
31292,54
31293,21
31294,49
31295,60
31296,78
31297,31
31298,4
31299,29
31300,28
31301,42
31302,33
31303,33
31304,75
31305,77
31306,65
31307,41
31308,44
31309,19
31310,23
31311,46
31312,27
31313,50
31314,43
31315,41
31316,51
31317,33
31318,22
31319,49
31320,50
31321,55
31322,70
31323,50
31324,45
31325,69
31326,30
31327,78
31328,0
31329,72
31330,20
31331,49
31332,8
31333,76
31334,48
31335,23
31336,32
31337,39
31338,24
31339,31
31340,54
31341,44
31342,79
31343,78
31344,21
31345,45
31346,21
31347,38
31348,31
31349,57
31350,56
31351,27
31352,27
31353,39
31354,71
31355,9
31356,52
31357,19
31358,24
31359,24
31360,72
31361,19
31362,40
31363,79
31364,45
31365,33
31366,22
31367,68
31368,44
31369,79
31370,38
31371,19
31372,40
31373,20
31374,44
31375,16
31376,57
31377,20
31378,80
31379,17
31380,46
31381,80
31382,41
31383,40
31384,30
31385,40
31386,29
31387,10
31388,32
31389,11
31390,70
31391,19
31392,44
31393,76
31394,43
31395,43
31396,50
31397,24
31398,59
31399,32
31400,43
31401,50
31402,41
31403,37
31404,23
31405,18
31406,42
31407,18
31408,41
31409,56
31410,21
31411,26
31412,17
31413,42
31414,32
31415,46
31416,60
31417,24
31418,40
31419,28
31420,43
31421,42
31422,10
31423,46
31424,65
31425,25
31426,32
31427,43
31428,59
31429,34
31430,49
31431,80
31432,51
31433,42
31434,77
31435,71
31436,35
31437,29
31438,27
31439,49
31440,29
31441,45
31442,80
31443,48
31444,18
31445,25
31446,48
31447,36
31448,21
31449,46
31450,21
31451,25
31452,45
31453,19
31454,23
31455,74
31456,31
31457,78
31458,24
31459,46
31460,72
31461,46
31462,46
31463,44
31464,23
31465,45
31466,12
31467,76
31468,29
31469,46
31470,45
31471,50
31472,26
31473,5
31474,31
31475,78
31476,49
31477,34
31478,18
31479,17
31480,12
31481,46
31482,22
31483,46
31484,20
31485,45
31486,80
31487,80
31488,71
31489,15
31490,43
31491,51
31492,45
31493,49
31494,31
31495,62
31496,44
31497,80
31498,29
31499,50
31500,46
31501,29
31502,48
31503,51
31504,27
31505,22
31506,10
31507,34
31508,50
31509,72
31510,56
31511,45
31512,48
31513,41
31514,54
31515,51
31516,22
31517,48
31518,52
31519,37
31520,48
31521,20
31522,58
31523,30
31524,33
31525,42
31526,67
31527,67
31528,36
31529,69
31530,38
31531,21
31532,51
31533,30
31534,54
31535,64
31536,28
31537,20
31538,27
31539,37
31540,44
31541,27
31542,48
31543,39
