"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_1_Final4","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_2_Final4","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_1_Initial4","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player_2_Initial4","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,6,1,7,1,14,1,1,1,1,1,1,1,1,1,1,1,6,6,3,6,3,0,6,6,3,1,11,13
"2",2,6,1,7,4,14,4,1,1,6,1,7,1,14,1,1,1,3,0,0,2,3,2,3,3,4,2,14,16
"3",3,8,1,7,4,16,4,1,1,6,1,7,4,14,4,1,1,2,2,0,2,0,0,2,2,1,1,16,18
"4",4,8,1,10,4,19,4,1,1,8,1,7,4,16,4,1,1,3,3,4,3,4,0,3,3,3,1,19,21
"5",5,8,1,14,4,19,4,5,1,8,1,10,4,19,4,1,1,4,0,0,2,4,2,4,4,3,3,23,25
"6",6,10,1,14,4,19,4,5,3,8,1,14,4,19,4,5,1,2,2,0,2,0,0,2,2,1,4,25,27
"7",7,16,5,14,4,19,4,5,8,10,1,14,4,19,4,5,3,5,6,1,5,1,0,6,5,1,4,35,32
"8",8,16,6,14,4,19,9,5,8,16,5,14,4,19,4,5,8,1,0,0,4,2,5,1,5,2,2,36,37
"9",9,16,6,18,4,19,9,7,8,16,6,14,4,19,9,5,8,4,2,0,2,0,0,4,2,3,3,40,39
"10",10,16,9,18,10,19,12,7,8,16,6,18,4,19,9,7,8,2,6,3,2,3,0,6,3,4,2,49,42
"11",11,16,9,20,10,19,12,11,8,16,9,18,10,19,12,7,8,2,0,0,2,3,4,2,4,3,3,51,46
"12",12,19,9,20,10,19,12,11,10,16,9,20,10,19,12,11,8,2,3,0,2,0,0,3,2,1,4,54,48
"13",13,19,9,24,10,19,12,13,10,19,9,20,10,19,12,11,10,4,2,2,2,2,0,4,2,3,3,58,50
"14",14,19,9,26,10,19,12,18,10,19,9,24,10,19,12,13,10,2,0,0,5,4,3,2,5,3,3,60,55
"15",15,19,9,34,10,19,1,18,13,19,9,26,10,19,12,18,10,4,3,0,3,0,0,4,3,3,4,68,47
"16",16,19,9,37,10,26,1,18,13,19,9,34,10,19,1,18,13,4,3,3,4,3,0,3,3,3,1,71,54
"17",17,19,9,37,1,38,6,18,13,19,9,37,10,26,1,18,13,4,0,0,2,6,6,4,6,4,1,62,71
"18",18,19,9,37,3,38,11,18,19,19,9,37,1,38,6,18,13,2,6,0,6,0,0,2,6,4,4,64,82
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,6,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,4,1,5,4,1,0,5,4,1,1,5,4
"21",2,6,1,2,1,5,9,1,1,6,1,1,1,5,1,1,1,1,0,0,4,4,6,1,6,3,2,6,12
