"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,4,1,1,1,5,1,1,1,1,1,1,3,4,3,4,3,0,3,4,2,3,3,4
"2",2,1,7,1,1,1,10,1,4,1,1,1,5,3,0,0,4,5,6,3,5,2,3,6,9
"3",3,1,7,5,1,1,20,1,7,1,1,1,10,4,6,0,6,0,0,4,6,3,3,10,19
"4",4,3,7,5,1,4,20,1,7,5,1,1,20,2,2,3,2,3,0,2,3,1,2,12,22
"5",5,3,7,7,7,9,20,3,7,5,1,4,20,2,0,0,3,2,6,2,6,3,1,14,33
"6",6,6,7,7,7,9,22,3,7,7,7,9,20,3,2,0,2,0,0,3,2,1,3,17,35
"7",7,6,7,12,11,9,22,6,7,7,7,9,22,5,4,2,4,2,0,5,4,3,1,22,39
"8",8,8,7,12,14,9,22,6,7,12,11,9,22,2,0,0,1,1,3,2,3,1,1,24,42
"9",9,8,8,12,15,9,22,8,7,12,14,9,22,1,1,0,1,0,0,1,1,2,1,25,43
"10",10,12,8,12,22,9,22,8,8,12,15,9,22,1,6,4,1,6,0,4,6,1,1,29,50
"11",11,13,8,12,26,9,22,12,8,12,22,9,22,1,0,0,4,1,4,1,4,1,1,30,54
"12",12,13,8,12,26,9,22,13,8,12,26,9,22,1,4,0,NA,0,0,0,0,0,0,30,54
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,3,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,0,2,1,1,3,2,1
"15",2,5,1,1,1,2,14,3,1,1,1,1,2,2,0,0,3,2,6,2,6,1,3,4,14
"16",3,7,1,1,1,5,14,5,1,1,1,2,14,3,2,0,3,0,0,2,3,1,2,6,17
"17",4,7,1,4,1,5,17,7,1,1,1,5,14,3,3,5,3,5,0,3,3,3,3,9,20
"18",5,12,1,4,1,6,17,7,1,4,1,5,17,5,0,0,1,4,2,5,1,1,2,14,21
"19",6,12,5,4,3,6,17,12,1,4,1,6,17,4,2,0,2,0,0,4,2,2,1,18,23
"20",7,12,5,8,3,6,22,12,5,4,3,6,17,4,4,5,4,5,0,4,5,3,3,22,28
"21",8,12,9,8,3,6,27,12,5,8,3,6,22,4,0,0,5,3,1,4,5,2,3,26,33
"22",9,15,9,8,3,7,27,12,9,8,3,6,27,3,1,0,1,0,0,3,1,1,2,29,34
"23",10,19,9,8,8,7,27,15,9,8,3,7,27,2,5,4,2,5,0,4,5,1,1,33,39
"24",11,21,9,8,11,7,27,19,9,8,8,7,27,2,0,0,3,4,3,2,3,1,1,35,42
"25",12,21,9,8,11,7,27,21,9,8,11,7,27,4,3,0,NA,0,0,0,0,0,0,35,42
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1,1,1,5,1,1,6,1,1,1,1,1,1,1,5,4,1,5,0,4,5,3,3,4,5
"28",2,2,1,5,4,1,6,1,1,5,1,1,6,1,0,0,2,3,3,1,3,1,1,5,8
"29",3,4,1,5,4,1,9,2,1,5,4,1,6,2,3,0,3,0,0,2,3,1,3,7,11
"30",4,4,1,10,4,5,9,4,1,5,4,1,9,2,4,5,2,4,0,5,4,3,2,12,15
"31",5,4,1,12,10,5,12,4,1,10,4,5,9,2,0,0,5,6,3,2,6,3,1,14,24
"32",6,4,1,15,15,5,12,4,1,12,10,5,12,5,3,0,5,0,0,3,5,3,1,17,29
"33",7,7,1,15,16,5,12,4,1,15,15,5,12,3,2,1,2,1,0,3,1,1,1,20,30
"34",8,9,1,15,22,8,18,7,1,15,16,5,12,2,0,0,3,3,6,2,6,1,3,22,45
"35",9,9,1,18,22,11,18,9,1,15,22,8,18,3,3,0,3,0,0,3,3,3,2,25,48
"36",10,13,1,18,24,11,18,9,1,18,22,11,18,4,2,3,2,3,0,4,2,1,1,29,50
"37",11,16,1,18,24,16,18,13,1,18,24,11,18,3,0,0,5,5,2,3,5,1,2,32,55
"38",12,16,1,18,24,16,18,16,1,18,24,16,18,5,2,0,NA,0,0,0,0,0,0,32,55
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",1,5,1,1,1,7,6,1,1,1,1,1,1,6,4,2,6,2,0,4,6,1,2,4,11
"41",2,5,1,3,5,7,6,5,1,1,1,7,6,2,0,0,6,4,4,2,4,3,1,6,15
"42",3,15,1,3,5,11,6,5,1,3,5,7,6,6,4,0,4,0,0,6,4,1,2,16,19
"43",4,21,4,3,9,11,6,15,1,3,5,11,6,4,3,6,4,3,0,6,4,1,1,25,23
"44",5,21,7,3,9,16,6,21,4,3,9,11,6,3,0,0,5,3,3,3,5,2,2,28,28
"45",6,21,7,6,9,16,9,21,7,3,9,16,6,3,3,0,3,0,0,3,3,3,3,31,31
"46",7,21,9,6,13,16,9,21,7,6,9,16,9,2,4,2,4,2,0,2,4,2,1,33,35
"47",8,21,9,8,17,16,15,21,9,6,13,16,9,2,0,0,3,6,1,2,6,3,3,35,45
"48",9,21,12,8,17,16,16,21,9,8,17,16,15,3,1,0,1,0,0,3,1,2,3,38,46
"49",10,26,12,8,17,19,16,21,12,8,17,16,16,5,1,3,1,3,0,5,3,1,2,43,49
"50",11,26,13,8,17,24,16,26,12,8,17,19,16,1,0,0,5,6,4,1,5,2,2,44,54
"51",12,26,13,8,17,24,16,26,13,8,17,24,16,6,4,0,NA,0,0,0,0,0,0,44,54
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",1,6,1,1,4,1,1,1,1,1,1,1,1,5,3,3,3,3,0,5,3,1,1,5,3
"54",2,9,1,1,9,1,1,6,1,1,4,1,1,3,0,0,3,5,5,3,5,1,1,8,8
"55",3,14,1,1,9,1,4,9,1,1,9,1,1,3,5,0,3,0,0,5,3,1,3,13,11
"56",4,14,6,1,9,4,4,14,1,1,9,1,4,5,2,3,2,3,0,5,3,2,2,18,14
"57",5,16,6,1,9,9,4,14,6,1,9,4,4,2,0,0,3,2,5,2,5,1,2,20,19
"58",6,16,6,4,11,9,4,16,6,1,9,9,4,3,2,0,2,0,0,3,2,3,1,23,21
"59",7,25,6,10,11,9,9,16,6,4,11,9,4,5,6,3,5,3,0,6,5,3,3,38,26
"60",8,28,6,10,16,9,9,25,6,10,11,9,9,3,0,0,5,3,3,3,5,1,1,41,31
"61",9,31,6,10,16,12,9,28,6,10,16,9,9,3,3,0,3,0,0,3,3,1,2,44,34
"62",10,33,12,10,21,12,9,31,6,10,16,12,9,6,5,1,5,1,0,6,5,2,1,52,39
"63",11,34,12,10,25,12,9,33,12,10,21,12,9,1,0,0,4,2,1,1,4,1,1,53,43
"64",12,34,12,10,25,12,9,34,12,10,25,12,9,2,1,0,NA,0,0,0,0,0,0,53,43
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",1,3,1,1,1,5,1,1,1,1,1,1,1,2,4,1,4,1,0,2,4,1,2,2,4
"67",2,4,1,1,1,9,1,3,1,1,1,5,1,1,0,0,1,3,4,1,4,1,2,3,8
"68",3,4,1,4,1,9,2,4,1,1,1,9,1,1,3,0,1,0,0,3,1,3,3,6,9
"69",4,10,1,10,1,9,4,4,1,4,1,9,2,2,1,6,2,1,0,6,2,1,3,18,11
"70",5,11,1,10,7,11,10,10,1,10,1,9,4,1,0,0,6,3,2,1,6,1,1,19,25
