"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,5,1,1,5,1,1,1,1,1,1,1,1,4,4,2,4,2,0,4,4,1,1,4,4
"2",2,5,3,1,10,1,1,5,1,1,5,1,1,2,0,0,4,5,4,2,5,2,1,6,9
"3",3,9,3,1,14,1,1,5,3,1,10,1,1,4,4,0,4,0,0,4,4,1,1,10,13
"4",4,15,8,1,14,4,1,9,3,1,14,1,1,1,3,6,1,3,0,6,3,1,2,21,16
"5",5,15,8,2,14,5,1,15,8,1,14,4,1,1,0,0,6,1,1,1,1,3,2,22,17
"6",6,21,9,2,15,5,1,15,8,2,14,5,1,6,1,0,1,0,0,6,1,1,1,29,18
"7",7,1,9,5,15,5,6,21,9,2,15,5,1,3,3,2,3,2,0,3,2,3,3,12,23
"8",8,1,12,5,16,5,6,1,9,5,15,5,6,3,0,0,3,1,1,3,1,2,1,15,24
"9",9,2,12,5,16,8,6,1,12,5,16,5,6,3,1,0,3,0,0,1,3,1,2,16,27
"10",10,8,13,11,22,10,6,2,12,5,16,8,6,6,6,2,6,2,0,6,6,1,1,29,35
"11",11,8,13,13,22,13,12,8,13,11,22,10,6,2,0,0,5,6,2,2,6,3,3,31,44
"12",12,8,13,18,24,13,12,8,13,13,22,13,12,5,2,0,2,0,0,5,2,3,1,36,46
"13",13,8,13,28,24,13,23,8,13,18,24,13,12,6,3,6,3,6,0,6,6,3,3,46,57
"14",14,13,13,31,30,1,28,8,13,28,24,13,23,3,0,0,6,5,6,3,6,3,1,54,56
"15",15,13,13,38,35,1,28,13,13,31,30,1,28,5,6,0,5,0,0,6,5,3,1,61,61
"16",16,13,22,38,39,5,34,13,13,38,35,1,28,2,6,6,2,6,0,6,6,2,3,70,113
"17",17,15,22,38,39,8,34,13,22,38,39,5,34,2,0,0,3,3,3,2,3,1,2,72,116
"18",18,15,22,38,39,8,34,15,22,38,39,8,34,3,3,0,NA,0,0,0,0,0,0,72,116
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,1,1,5,1,8,1,1,1,1,1,1,1,4,6,4,6,4,0,4,6,3,2,4,7
"21",2,1,1,9,1,8,5,1,1,5,1,8,1,4,0,0,4,2,6,4,4,3,3,8,11
"22",3,1,10,9,3,8,5,1,1,9,1,8,5,2,6,0,2,0,0,6,2,2,1,17,13
"23",4,1,10,14,3,8,10,1,10,9,3,8,5,3,5,5,3,5,0,5,5,3,3,22,18
"24",5,1,13,14,3,12,10,1,10,14,3,8,10,3,0,0,4,5,2,3,4,2,2,25,22
"25",6,6,13,14,3,14,10,1,13,14,3,12,10,5,2,0,2,0,0,5,2,1,2,30,24
"26",7,6,13,17,3,19,10,6,13,14,3,14,10,3,1,5,1,5,0,3,5,3,2,33,29
"27",8,7,13,17,3,23,10,6,13,17,3,19,10,1,0,0,6,4,6,1,4,1,2,34,33
"28",9,12,19,17,9,33,10,7,13,17,3,23,10,6,6,0,6,0,0,6,6,2,2,45,49
"29",10,12,24,17,9,33,14,12,19,17,9,33,10,4,4,5,4,4,0,5,4,2,3,50,53
"30",11,12,24,21,9,33,18,12,24,17,9,33,14,4,0,0,1,4,4,4,4,3,3,54,57
"31",12,12,24,25,10,33,18,12,24,21,9,33,18,1,4,0,1,0,0,4,1,3,1,58,58
"32",13,17,24,31,19,1,18,12,24,25,10,33,18,6,1,3,6,1,0,3,6,1,1,69,35
"33",14,17,25,31,24,1,18,17,24,31,19,1,18,1,0,0,5,1,3,1,5,2,1,70,40
"34",15,17,28,31,24,2,18,17,25,31,24,1,18,1,3,0,1,0,0,3,1,2,2,73,41
"35",16,17,30,31,24,5,18,17,28,31,24,2,18,5,2,3,5,3,0,2,3,2,2,75,44
"36",17,22,30,31,29,5,18,17,30,31,24,5,18,5,0,0,6,5,2,5,5,1,1,80,49
"37",18,22,30,31,29,5,18,22,30,31,29,5,18,6,2,0,NA,0,0,0,0,0,0,80,49
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",1,4,1,1,6,1,1,1,1,1,1,1,1,5,3,5,5,5,0,3,5,1,1,3,5
"40",2,4,6,1,6,4,1,4,1,1,6,1,1,5,0,0,2,3,1,5,3,2,2,8,8
"41",3,5,6,1,6,4,3,4,6,1,6,4,1,2,1,0,2,0,0,1,2,1,3,9,10
"42",4,7,6,1,6,4,4,5,6,1,6,4,3,2,1,1,1,1,0,2,1,1,3,11,11
"43",5,8,6,1,12,7,4,7,6,1,6,4,4,1,0,0,6,3,6,1,6,1,1,12,20
"44",6,8,6,11,15,7,4,8,6,1,12,7,4,3,6,0,3,0,0,6,3,3,1,22,23
"45",7,8,16,11,15,9,4,8,6,11,15,7,4,2,6,3,2,3,0,6,2,2,2,32,25
"46",8,11,16,11,17,9,4,8,16,11,15,9,4,3,0,0,2,5,1,3,2,1,1,35,27
"47",9,11,16,16,17,9,5,11,16,11,17,9,4,5,1,0,1,0,0,5,1,3,3,40,28
"48",10,15,22,16,21,9,5,11,16,16,17,9,5,6,4,6,4,6,0,6,4,2,1,50,32
"49",11,15,1,22,24,9,6,15,22,16,21,9,5,6,0,0,5,1,3,6,1,3,3,35,36
"50",12,15,7,22,1,12,6,15,1,22,24,9,6,5,3,0,3,0,0,5,3,2,2,41,16
"51",13,15,11,22,1,16,6,15,7,22,1,12,6,4,6,4,6,4,0,4,4,2,2,45,20
"52",14,16,17,22,1,28,11,15,11,22,1,16,6,6,0,0,6,3,6,6,6,2,2,52,37
"53",15,22,22,22,1,31,11,16,17,22,1,28,11,3,6,0,3,0,0,6,3,1,2,63,40
"54",16,27,22,22,1,33,11,22,22,22,1,31,11,5,5,2,5,2,0,5,2,1,2,68,42
"55",17,27,22,27,1,38,11,27,22,22,1,33,11,5,0,0,5,2,1,5,5,3,2,73,47
"56",18,27,22,27,1,38,11,27,22,27,1,38,11,2,1,0,NA,0,0,0,0,0,0,73,47
"57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",1,7,4,1,6,1,1,1,1,1,1,1,1,5,6,2,5,2,0,6,5,1,1,9,5
"59",2,9,4,1,6,1,4,7,4,1,6,1,1,2,0,0,3,5,2,2,3,1,3,11,8
"60",3,9,9,1,6,1,6,9,4,1,6,1,4,5,2,0,2,0,0,5,2,2,3,16,10
"61",4,9,9,6,6,1,10,9,9,1,6,1,6,4,5,2,4,2,0,5,4,3,3,21,14
"62",5,9,9,8,6,1,11,9,9,6,6,1,10,2,0,0,1,6,2,2,1,3,3,23,15
"63",6,15,10,8,8,1,11,9,9,8,6,1,11,6,2,0,2,0,0,6,2,1,1,30,17
"64",7,15,10,13,11,1,11,15,10,8,8,1,11,5,3,2,3,2,0,5,3,3,1,35,20
"65",8,15,12,13,22,1,11,15,10,13,11,1,11,2,0,0,6,1,4,2,6,2,1,37,31
"66",9,15,16,13,22,2,11,15,12,13,22,1,11,1,4,0,1,0,0,4,1,2,2,41,32
"67",10,15,1,13,22,5,14,15,16,13,22,2,11,6,3,5,3,5,0,6,3,2,2,26,38
"68",11,20,1,13,27,5,14,15,1,13,22,5,14,5,0,0,5,1,5,5,5,1,1,31,43
"69",12,20,1,18,27,5,15,20,1,13,27,5,14,1,5,0,1,0,0,5,1,3,3,36,44
"70",13,23,5,18,30,1,15,20,1,18,27,5,15,3,3,1,3,1,0,3,3,1,1,43,43
