"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,6,1,1,1,1,3,1,1,1,1,1,1,1,2,5,1,2,0,5,2,1,3,5,2
"2",2,7,1,1,7,1,6,6,1,1,1,1,3,1,0,0,2,6,1,1,6,1,1,6,11
"3",3,7,1,2,9,1,6,7,1,1,7,1,6,2,1,0,2,0,0,1,2,3,1,7,13
"4",4,12,1,2,9,2,6,7,1,2,9,1,6,1,1,5,1,1,0,5,1,1,2,12,14
"5",5,13,1,2,9,2,9,12,1,2,9,2,6,1,0,0,3,1,6,1,3,1,3,13,17
"6",6,23,1,2,9,2,10,13,1,2,9,2,9,1,6,0,1,0,0,6,1,1,3,23,18
"7",7,23,1,6,9,4,10,23,1,2,9,2,10,3,2,4,3,2,0,4,2,3,2,27,20
"8",8,23,4,6,13,4,10,23,1,6,9,4,10,3,0,0,2,4,5,3,4,2,1,30,24
"9",9,23,9,6,13,4,12,23,4,6,13,4,10,2,5,0,2,0,0,5,2,2,3,35,26
"10",10,23,14,6,13,4,14,23,9,6,13,4,12,5,2,2,2,2,0,5,2,2,3,40,28
"11",11,23,14,8,13,4,18,23,14,6,13,4,14,2,0,0,1,4,4,2,4,3,3,42,32
"12",12,23,14,9,17,4,18,23,14,8,13,4,18,1,4,0,4,0,0,1,4,3,1,43,36
"13",13,23,20,13,21,4,18,23,14,9,17,4,18,5,4,6,5,4,0,6,4,2,1,53,40
"14",14,23,20,18,21,8,24,23,20,13,21,4,18,5,0,0,5,6,6,5,6,3,3,58,50
"15",15,24,20,24,26,8,24,23,20,18,21,8,24,5,6,0,5,0,0,6,5,3,1,65,55
"16",16,29,20,24,26,8,29,24,20,24,26,8,24,3,5,5,3,5,0,5,5,1,3,70,60
"17",17,29,23,24,26,8,32,29,20,24,26,8,29,3,0,0,6,3,3,3,3,2,3,73,63
"18",18,33,29,24,26,8,32,29,23,24,26,8,32,6,3,0,3,0,0,6,0,2,0,83,63
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,5,1,1,1,1,5,1,1,1,1,1,1,4,4,3,4,3,0,4,4,1,3,4,4
"21",2,8,1,1,1,1,10,5,1,1,1,1,5,3,0,0,3,2,5,3,5,1,3,7,9
"22",3,8,4,1,3,1,10,8,1,1,1,1,10,3,2,0,2,0,0,3,2,2,1,10,11
"23",4,8,11,7,3,4,10,8,4,1,3,1,10,6,3,6,3,6,0,6,3,3,2,23,14
"24",5,14,16,7,3,6,10,8,11,7,3,4,10,6,0,0,2,2,6,6,2,1,2,34,16
"25",6,20,16,8,5,6,10,14,16,7,3,6,10,2,6,0,2,0,0,6,2,1,1,41,18
