"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,11,1,1,1,6,1,1,1,1,1,1,1,2,6,5,2,5,0,6,5,1,2,10,5
"2",2,13,1,1,5,6,1,11,1,1,1,6,1,2,0,0,5,4,4,2,4,1,1,12,9
"3",3,18,1,1,9,6,1,13,1,1,5,6,1,5,4,0,4,0,0,5,4,1,1,17,13
"4",4,23,1,1,13,6,1,18,1,1,9,6,1,1,5,4,1,4,0,5,4,1,1,22,17
"5",5,24,1,1,18,6,1,23,1,1,13,6,1,1,0,0,6,1,5,1,5,1,1,23,22
"6",6,31,1,1,18,6,2,24,1,1,18,6,1,6,1,0,1,0,0,6,1,1,3,30,23
"7",7,1,1,1,18,10,7,31,1,1,18,6,2,5,4,5,4,5,0,5,4,1,2,0,32
"8",8,6,1,1,18,11,7,1,1,1,18,10,7,5,0,0,1,1,3,5,1,1,2,5,33
"9",9,9,1,1,18,12,7,6,1,1,18,11,7,1,3,0,1,0,0,3,1,1,2,8,34
"10",10,16,1,1,18,12,12,9,1,1,18,12,7,5,6,1,5,1,0,6,5,1,3,15,39
"11",11,17,1,1,18,12,16,16,1,1,18,12,12,1,0,0,1,3,4,1,4,1,3,16,43
"12",12,20,1,1,18,12,17,17,1,1,18,12,16,1,3,0,1,0,0,3,1,1,3,19,44
"13",13,24,1,1,18,15,17,20,1,1,18,12,17,4,3,2,3,2,0,4,3,1,2,23,47
"14",14,26,1,1,18,15,20,24,1,1,18,15,17,2,0,0,3,4,1,2,3,1,3,25,50
"15",15,30,1,1,18,15,21,26,1,1,18,15,20,4,1,0,1,0,0,4,1,1,3,29,51
"16",16,40,1,1,18,17,21,30,1,1,18,15,21,6,2,5,2,5,0,6,2,1,2,39,53
"17",17,45,1,1,18,21,21,40,1,1,18,17,21,5,0,0,4,3,3,5,4,1,2,44,57
"18",18,48,1,1,18,24,21,45,1,1,18,21,21,3,3,0,3,0,0,3,3,1,2,47,60
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,11,1,1,1,1,5,1,1,1,1,1,1,4,6,3,4,3,0,6,4,1,3,10,4
"21",2,14,1,1,6,1,5,11,1,1,1,1,5,3,0,0,3,5,5,3,5,1,1,13,9
"22",3,19,1,1,6,4,5,14,1,1,6,1,5,3,5,0,3,0,0,5,3,1,2,18,12
"23",4,22,1,1,8,4,5,19,1,1,6,4,5,3,2,1,2,1,0,3,2,1,1,21,14
"24",5,23,1,1,8,8,5,22,1,1,8,4,5,1,0,0,4,2,3,1,4,1,2,22,18
"25",6,26,1,1,10,8,5,23,1,1,8,8,5,2,3,0,2,0,0,3,2,1,1,25,20
