"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,1,6,4,1,1,1,1,1,1,1,1,3,5,1,3,1,0,5,3,3,1,5,3
"2",2,2,1,6,4,6,1,1,1,6,4,1,1,1,0,0,5,3,5,1,5,1,2,6,8
"3",3,2,1,11,7,6,1,2,1,6,4,6,1,3,5,0,3,0,0,5,3,3,1,11,11
"4",4,2,1,15,7,9,1,2,1,11,7,6,1,3,3,4,3,3,0,4,3,3,2,15,14
"5",5,5,1,15,12,9,1,2,1,15,7,9,1,3,0,0,2,5,4,3,5,1,1,18,19
"6",6,9,1,15,12,11,1,5,1,15,12,9,1,2,4,0,2,0,0,4,2,1,2,22,21
"7",7,9,6,15,13,11,1,9,1,15,12,11,1,1,5,1,1,1,0,5,1,2,1,27,22
"8",8,9,6,16,13,19,1,9,6,15,13,11,1,1,0,0,2,1,6,1,6,3,2,28,30
"9",9,11,6,16,14,19,1,9,6,16,13,19,1,2,1,0,1,0,0,2,1,1,1,30,31
"10",10,11,6,23,14,22,1,11,6,16,14,19,1,6,1,3,1,3,0,6,3,3,2,37,34
"11",11,11,7,23,14,23,1,11,6,23,14,22,1,1,0,0,5,5,1,1,1,2,2,38,35
"12",12,16,7,23,19,23,1,11,7,23,14,23,1,5,5,0,5,0,0,5,5,1,1,43,40
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,6,1,1,6,1,1,1,1,1,1,1,1,5,5,1,5,1,0,5,5,1,1,5,5
"15",2,6,1,2,6,3,1,6,1,1,6,1,1,1,0,0,1,2,1,1,2,3,2,6,7
"16",3,7,1,2,7,3,1,6,1,2,6,3,1,1,1,0,1,0,0,1,1,1,1,7,8
"17",4,8,7,2,7,8,1,7,1,2,7,3,1,5,6,1,5,1,0,6,5,2,2,14,13
"18",5,9,7,2,11,8,1,8,7,2,7,8,1,1,0,0,4,3,2,1,4,1,1,15,17
"19",6,12,7,2,11,10,1,9,7,2,11,8,1,3,2,0,2,0,0,3,2,1,2,18,19
"20",7,12,10,2,15,10,1,12,7,2,11,10,1,3,1,4,1,4,0,3,4,2,1,21,23
"21",8,12,11,2,15,14,1,12,10,2,15,10,1,1,0,0,3,4,3,1,4,2,2,22,27
"22",9,15,11,2,18,14,1,12,11,2,15,14,1,3,3,0,3,0,0,3,3,1,1,25,30
"23",10,15,16,2,23,14,1,15,11,2,18,14,1,2,5,5,2,5,0,5,5,2,1,30,35
"24",11,15,18,2,23,14,6,15,16,2,23,14,1,2,0,0,5,4,1,2,5,2,3,32,40
"25",12,15,18,3,23,18,6,15,18,2,23,14,6,4,1,0,4,0,0,1,4,3,2,33,44
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1,1,1,5,4,1,1,1,1,1,1,1,1,2,4,3,2,3,0,4,3,3,1,4,3
"28",2,3,1,5,4,12,1,1,1,5,4,1,1,2,0,0,3,3,6,2,6,1,2,6,14
"29",3,6,1,5,7,12,1,3,1,5,4,12,1,3,3,0,3,0,0,3,3,1,1,9,17
"30",4,8,1,5,7,16,1,6,1,5,7,12,1,1,2,4,1,4,0,2,4,1,2,11,21
"31",5,8,1,6,17,16,1,8,1,5,7,16,1,1,0,0,4,6,1,1,6,3,1,12,31
"32",6,8,2,6,17,20,1,8,1,6,17,16,1,4,1,0,4,0,0,1,4,2,2,13,35
"33",7,8,2,7,17,23,1,8,2,6,17,20,1,1,3,3,3,3,0,1,3,3,2,14,38
"34",8,11,2,7,23,23,4,8,2,7,17,23,1,3,0,0,2,5,6,3,6,1,1,17,47
"35",9,11,4,7,23,23,9,11,2,7,23,23,4,2,5,0,5,0,0,2,5,2,3,19,52
"36",10,15,4,7,23,23,13,11,4,7,23,23,9,4,4,4,4,4,0,4,4,1,3,23,56
"37",11,19,4,7,23,23,18,15,4,7,23,23,13,4,0,0,5,5,4,4,5,1,3,27,61
"38",12,23,4,7,23,23,23,19,4,7,23,23,18,5,4,0,5,0,0,4,5,1,3,31,66
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",1,7,1,6,6,1,1,1,1,1,1,1,1,6,5,1,5,1,0,6,5,1,1,11,5
"41",2,7,1,7,6,9,1,7,1,6,6,1,1,1,0,0,2,2,6,1,6,3,2,12,13
"42",3,9,1,7,8,9,1,7,1,7,6,9,1,2,2,0,2,0,0,2,2,1,1,14,15
"43",4,9,3,7,8,14,1,9,1,7,8,9,1,2,2,5,2,5,0,2,5,2,2,16,20
"44",5,9,5,7,19,14,1,9,3,7,8,14,1,2,0,0,1,4,6,2,6,2,1,18,31
"45",6,9,9,7,19,15,1,9,5,7,19,14,1,1,4,0,1,0,0,4,1,2,2,22,32
"46",7,14,9,7,23,15,1,9,9,7,19,15,1,3,4,5,3,4,0,5,4,1,1,27,36
"47",8,17,9,7,23,21,12,14,9,7,23,15,1,3,0,0,6,5,5,3,6,1,3,30,53
"48",9,22,9,7,23,21,17,17,9,7,23,21,12,5,5,0,5,0,0,5,5,1,3,35,58
"49",10,27,9,7,23,26,23,22,9,7,23,21,17,5,6,1,6,1,0,5,6,1,3,40,69
"50",11,28,1,7,34,31,23,27,9,7,23,26,23,1,0,0,5,6,3,1,5,1,2,33,85
"51",12,31,1,7,34,41,23,28,1,7,34,31,23,6,3,0,6,0,0,3,6,1,2,36,95
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",1,4,1,7,6,1,1,1,1,1,1,1,1,5,3,6,5,3,0,6,5,3,1,9,5
"54",2,7,1,7,6,6,1,4,1,7,6,1,1,3,0,0,5,4,5,3,5,1,2,12,10
"55",3,12,1,7,10,6,1,7,1,7,6,6,1,4,5,0,4,0,0,5,4,1,1,17,14
"56",4,12,1,9,10,10,1,12,1,7,10,6,1,3,2,4,3,4,0,2,4,3,2,19,18
"57",5,12,4,9,22,10,6,12,1,9,10,10,1,3,0,0,3,6,4,3,6,2,1,22,35
"58",6,15,4,9,22,14,6,12,4,9,22,10,6,3,4,0,4,0,0,3,4,1,2,25,39
"59",7,21,9,9,22,14,15,15,4,9,22,14,6,5,6,6,5,6,0,6,6,1,3,36,48
"60",8,26,9,9,23,20,15,21,9,9,22,14,15,5,0,0,4,6,2,5,6,1,2,41,55
"61",9,30,9,9,23,20,17,26,9,9,23,20,15,4,2,0,2,0,0,4,2,1,3,45,57
"62",10,33,9,9,23,23,23,30,9,9,23,20,17,3,6,1,6,1,0,3,6,1,3,48,66
"63",11,34,9,9,33,23,23,33,9,9,23,23,23,1,0,0,1,6,1,1,6,1,1,49,76
"64",12,34,9,10,33,24,23,34,9,9,33,23,23,1,1,0,1,0,0,1,1,3,2,50,77
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",1,5,1,1,4,1,1,1,1,1,1,1,1,1,4,3,1,3,0,4,3,1,1,4,3
"67",2,6,1,1,4,4,1,5,1,1,4,1,1,1,0,0,3,3,3,1,3,1,2,5,6
"68",3,6,4,1,7,4,1,6,1,1,4,4,1,3,3,0,3,0,0,3,3,2,1,8,9
"69",4,6,5,7,7,8,1,6,4,1,7,4,1,6,3,4,3,4,0,6,4,3,2,15,13
"70",5,9,5,7,18,8,1,6,5,7,7,8,1,3,0,0,3,6,3,3,6,1,1,18,24
"71",6,9,8,7,18,11,1,9,5,7,18,8,1,3,3,0,3,0,0,3,3,2,2,21,27
"72",7,9,12,7,23,11,1,9,8,7,18,11,1,4,1,5,1,5,0,4,5,2,1,25,32
"73",8,9,13,7,23,18,1,9,12,7,23,11,1,1,0,0,2,5,6,1,6,2,2,26,39
"74",9,9,13,12,23,18,3,9,13,7,23,18,1,2,5,0,2,0,0,5,2,3,3,31,41
"75",10,9,13,16,23,21,3,9,13,12,23,18,3,4,2,3,2,3,0,4,3,3,2,35,44
"76",11,11,13,16,23,21,13,9,13,16,23,21,3,2,0,0,6,1,5,2,6,1,3,37,54
"77",12,11,13,21,23,22,13,11,13,16,23,21,13,1,5,0,1,0,0,5,1,3,2,42,55
"78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",1,4,1,1,3,1,1,1,1,1,1,1,1,1,3,2,1,2,0,3,2,1,1,3,2
"80",2,5,1,1,3,6,1,4,1,1,3,1,1,1,0,0,1,5,2,1,5,1,2,4,7
"81",3,5,1,2,5,6,1,5,1,1,3,6,1,1,2,0,2,0,0,1,2,3,1,5,9
"82",4,5,1,12,5,11,1,5,1,2,5,6,1,5,6,4,5,4,0,6,5,3,2,15,14
"83",5,5,1,16,9,11,1,5,1,12,5,11,1,4,0,0,2,3,4,4,4,3,1,19,18
"84",6,5,4,16,9,13,1,5,1,16,9,11,1,2,3,0,2,0,0,3,2,2,2,22,20
"85",7,13,4,16,11,13,1,5,4,16,9,13,1,6,2,2,2,2,0,6,2,1,1,30,22
"86",8,15,4,16,11,18,1,13,4,16,11,13,1,2,0,0,5,1,1,2,5,1,2,32,27
"87",9,15,5,16,12,18,1,15,4,16,11,18,1,1,1,0,1,0,0,1,1,2,1,33,28
"88",10,21,10,16,12,18,3,15,5,16,12,18,1,2,2,6,2,2,0,6,2,1,3,44,30
"89",11,23,10,16,19,18,3,21,10,16,12,18,3,2,0,0,1,6,4,2,6,1,1,46,37
"90",12,23,11,16,23,18,3,23,10,16,19,18,3,1,4,0,4,0,0,1,4,2,1,47,41
"91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",1,5,1,7,6,1,1,1,1,1,1,1,1,5,6,4,5,4,0,6,5,3,1,10,5
"93",2,5,5,7,6,6,1,5,1,7,6,1,1,4,0,0,2,2,5,4,5,2,2,14,10
"94",3,7,5,7,8,6,1,5,5,7,6,6,1,2,2,0,2,0,0,2,2,1,1,16,12
"95",4,7,9,7,8,9,1,7,5,7,8,6,1,4,3,2,3,2,0,4,3,2,2,20,15
"96",5,7,11,7,18,9,1,7,9,7,8,9,1,2,0,0,6,5,6,2,6,2,1,22,25
"97",6,7,11,18,23,9,1,7,11,7,18,9,1,5,6,0,5,0,0,6,5,3,1,33,30
"98",7,19,16,18,23,9,6,7,11,18,23,9,1,2,5,6,2,5,0,6,5,1,3,50,35
"99",8,19,16,20,23,14,6,19,16,18,23,9,6,2,0,0,2,5,2,2,5,3,2,52,40
"100",9,19,18,20,23,14,8,19,16,20,23,14,6,2,2,0,2,0,0,2,2,2,3,54,42
"101",10,25,23,20,23,14,10,19,18,20,23,14,8,2,2,6,2,2,0,6,2,1,3,65,44
"102",11,27,23,20,23,17,22,25,23,20,23,14,10,2,0,0,6,4,5,2,6,1,3,67,59
"103",12,27,23,24,23,22,22,27,23,20,23,17,22,4,5,0,5,0,0,4,5,3,2,71,64
"104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",1,3,1,1,5,1,1,1,1,1,1,1,1,2,2,4,2,4,0,2,4,1,1,2,4
"106",2,3,1,3,5,16,1,3,1,1,5,1,1,2,0,0,6,2,1,2,6,3,2,4,19
"107",3,3,1,5,6,16,1,3,1,3,5,16,1,2,1,0,1,0,0,2,1,3,1,6,20
"108",4,3,4,5,6,19,1,3,1,5,6,16,1,3,3,2,3,2,0,3,3,2,2,9,23
"109",5,5,4,5,6,23,1,3,4,5,6,19,1,2,0,0,5,3,4,2,4,1,2,11,27
"110",6,5,7,5,11,23,1,5,4,5,6,23,1,5,3,0,5,0,0,3,5,2,1,14,32
"111",7,5,9,5,21,23,1,5,7,5,11,23,1,6,2,4,6,4,0,2,6,2,1,16,42
"112",8,5,13,5,21,23,6,5,9,5,21,23,1,4,0,0,3,5,1,4,5,2,3,20,47
"113",9,5,16,5,22,23,6,5,13,5,21,23,6,3,1,0,1,0,0,3,1,2,1,23,48
"114",10,8,16,5,22,23,11,5,16,5,22,23,6,3,5,4,5,4,0,3,5,1,3,26,53
"115",11,12,16,5,22,23,16,8,16,5,22,23,11,4,0,0,2,5,4,4,5,1,3,30,58
"116",12,16,16,5,22,23,18,12,16,5,22,23,16,2,4,0,2,0,0,4,2,1,3,34,60
"117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",1,1,7,3,6,1,1,1,1,1,1,1,1,5,6,1,5,1,0,6,5,2,1,8,5
