"","Move","Player_1_Final1","Player_1_Final2","Player_2_Final1","Player_2_Final2","Player_1_Initial1","Player_1_Initial2","Player_2_Initial1","Player_2_Initial2","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,2,1,3,1,1,1,1,1,1,2,1,2,1,0,1,2,1,1,1,2
"2",2,3,1,7,1,2,1,3,1,1,0,0,3,4,1,1,4,1,1,2,6
"3",3,6,1,7,2,3,1,7,1,3,1,0,1,0,0,3,1,1,2,5,7
"4",4,10,1,12,2,6,1,7,2,4,2,5,2,5,0,4,5,1,1,9,12
"5",5,12,1,15,2,10,1,12,2,2,0,0,1,3,6,2,3,1,1,11,15
"6",6,20,1,16,2,12,1,15,2,1,6,0,1,0,0,6,1,1,1,19,16
"7",7,20,2,27,2,20,1,16,2,1,3,6,3,6,0,1,6,2,1,20,27
"8",8,23,2,33,8,20,2,27,2,3,0,0,6,4,5,3,6,1,2,23,39
"9",9,23,6,38,8,23,2,33,8,4,5,0,5,0,0,4,5,2,1,27,44
"10",10,26,6,38,15,23,6,38,8,6,3,2,6,2,0,3,6,1,2,30,51
"11",11,26,8,45,15,26,6,38,15,2,0,0,6,3,1,2,6,2,1,32,58
"12",12,29,8,45,16,26,8,45,15,3,1,0,1,0,0,3,1,1,2,35,59
"13",13,29,9,45,23,29,8,45,16,1,6,2,6,2,0,1,6,2,2,36,66
"14",14,29,11,45,28,29,9,45,23,2,0,0,1,5,6,2,5,2,2,38,71
"15",15,32,17,45,29,29,11,45,28,1,6,0,1,0,0,6,1,2,2,47,72
"16",16,32,18,45,39,32,17,45,29,6,1,6,6,6,0,1,6,2,2,48,82
"17",17,46,18,47,39,32,18,45,39,6,0,0,3,2,5,6,2,1,1,62,84
"18",18,46,18,47,39,46,18,47,39,3,5,0,NA,0,0,0,0,0,0,62,84
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,1,2,1,3,1,1,1,1,1,2,1,2,1,0,1,2,2,2,1,2
"21",2,2,2,5,3,1,2,1,3,1,0,0,1,4,1,1,4,1,1,2,6
"22",3,2,3,5,4,2,2,5,3,1,1,0,1,0,0,1,1,2,2,3,7
"23",4,6,3,8,4,2,3,5,4,3,4,4,3,4,0,4,3,1,1,7,10
"24",5,10,3,12,4,6,3,8,4,4,0,0,4,4,5,4,4,1,1,11,14
"25",6,14,3,17,4,10,3,12,4,4,5,0,5,0,0,4,5,1,1,15,19
