"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,2,1,6,1,1,1,1,1,1,1,1,3,1,5,3,5,0,1,5,2,1,1,5
"2",2,1,5,1,12,1,5,1,2,1,6,1,1,3,0,0,6,4,6,3,6,2,1,4,15
"3",3,7,10,1,16,1,5,1,5,1,12,1,5,4,6,0,4,0,0,6,4,1,1,15,19
"4",4,7,19,1,16,6,5,7,10,1,16,1,5,5,6,2,5,2,0,6,5,2,2,24,24
"5",5,9,19,1,16,12,7,7,19,1,16,6,5,2,0,0,6,2,1,2,6,1,2,26,32
"6",6,9,20,1,16,12,9,9,19,1,16,12,7,2,1,0,2,0,0,1,2,2,3,27,34
"7",7,9,26,5,16,16,9,9,20,1,16,12,9,3,6,4,3,4,0,6,4,2,2,37,38
"8",8,9,29,5,16,21,9,9,26,5,16,16,9,3,0,0,5,3,5,3,5,2,2,40,43
"9",9,14,29,5,19,21,9,9,29,5,16,21,9,3,5,0,3,0,0,5,3,1,1,45,46
"10",10,15,35,5,19,26,9,14,29,5,19,21,9,5,6,1,5,1,0,6,5,2,2,52,51
"11",11,16,1,1,19,32,13,15,35,5,19,26,9,1,0,0,4,1,4,1,4,1,3,15,61
"12",12,16,1,1,19,32,13,16,1,1,19,32,13,1,4,0,NA,0,0,0,0,0,0,15,61
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,1,1,2,12,1,7,1,1,1,1,1,1,6,1,2,6,2,0,1,6,3,1,1,17
