"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_1_Final4","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_2_Final4","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_1_Initial4","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player_2_Initial4","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,11,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4,6,4,4,4,0,6,4,1,3,10,4
"2",2,11,5,1,1,7,1,14,1,11,1,1,1,1,1,5,1,4,0,0,6,5,6,4,6,2,3,14,19
"3",3,20,5,1,1,7,1,14,6,11,5,1,1,7,1,14,1,5,6,0,5,0,0,6,5,1,4,23,24
"4",4,20,8,1,1,7,4,14,6,20,5,1,1,7,1,14,6,3,1,3,1,3,0,3,3,2,2,26,27
"5",5,21,8,1,1,7,10,14,12,20,8,1,1,7,4,14,6,1,0,0,1,6,4,1,6,1,2,27,39
"6",6,21,12,1,1,7,11,14,12,21,8,1,1,7,10,14,12,1,4,0,1,0,0,4,1,2,2,31,40
"7",7,26,12,1,1,7,11,18,12,21,12,1,1,7,11,14,12,5,4,1,4,1,0,5,4,1,3,36,44
"8",8,27,12,1,1,12,11,18,12,26,12,1,1,7,11,18,12,1,0,0,5,3,6,1,5,1,1,37,49
"9",9,27,12,8,1,15,11,18,12,27,12,1,1,12,11,18,12,3,6,0,3,0,0,6,3,3,1,44,52
"10",10,27,17,8,1,15,13,18,12,27,12,8,1,15,11,18,12,2,5,1,2,1,0,5,2,2,2,49,54
"11",11,27,17,9,1,15,19,18,18,27,17,8,1,15,13,18,12,1,0,0,6,1,6,1,6,3,4,50,66
"12",12,27,27,9,1,15,20,18,18,27,17,9,1,15,19,18,18,1,6,0,1,0,0,6,1,2,2,60,67
"13",13,27,27,11,1,15,22,18,18,27,27,9,1,15,20,18,18,2,2,1,2,1,0,2,2,3,2,62,69
"14",14,27,27,11,2,19,22,24,18,27,27,11,1,15,22,18,18,1,0,0,6,1,3,1,6,4,3,63,79
"15",15,27,27,11,5,19,23,24,18,27,27,11,2,19,22,24,18,1,3,0,1,0,0,3,1,4,2,66,80
"16",16,27,27,11,15,19,23,28,18,27,27,11,5,19,23,24,18,6,4,4,4,4,0,6,4,4,3,76,84
"17",17,27,27,15,15,28,23,28,18,27,27,11,15,19,23,28,18,4,0,0,4,1,6,4,6,3,1,80,93
"18",18,27,27,15,19,28,23,29,18,27,27,15,15,28,23,28,18,4,1,0,1,0,0,4,1,4,3,84,94
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4,3,4,3,4,0,4,4,1,3,4,4
"21",2,5,4,1,1,1,4,5,1,5,1,1,1,1,1,5,1,3,0,0,3,5,6,3,3,2,2,7,7
"22",3,15,4,1,1,1,4,10,1,5,4,1,1,1,4,5,1,5,6,0,5,0,0,6,5,1,3,17,12
"23",4,15,9,1,1,1,5,10,1,15,4,1,1,1,4,10,1,5,1,1,1,1,0,5,1,2,2,22,13
"24",5,16,9,1,1,5,5,16,1,15,9,1,1,1,5,10,1,1,0,0,6,4,3,1,6,1,3,23,23
"25",6,16,13,1,1,5,5,16,4,16,9,1,1,5,5,16,1,4,3,0,3,0,0,4,3,2,4,27,26
"26",7,26,13,1,1,9,5,16,4,16,13,1,1,5,5,16,4,6,4,2,4,2,0,6,4,1,1,37,30
"27",8,26,15,1,1,9,5,21,4,26,13,1,1,9,5,16,4,2,0,0,3,5,5,2,5,2,3,39,35
"28",9,26,15,6,1,12,5,21,4,26,15,1,1,9,5,21,4,3,5,0,3,0,0,5,3,3,1,44,38
"29",10,27,15,6,1,15,5,21,4,26,15,6,1,12,5,21,4,3,3,1,3,3,0,1,3,1,1,45,41
"30",11,27,15,6,4,15,5,24,4,27,15,6,1,15,5,21,4,3,0,0,5,1,3,3,3,4,3,48,44
"31",12,27,15,6,9,15,5,25,4,27,15,6,4,15,5,24,4,5,1,0,1,0,0,5,1,4,3,53,45
"32",13,27,15,14,1,15,8,35,4,27,15,6,9,15,5,25,4,6,6,5,6,5,0,6,6,3,3,53,58
"33",14,27,15,19,1,15,8,38,4,27,15,14,1,15,8,35,4,5,0,0,1,3,2,5,3,3,3,58,61
"34",15,27,15,21,1,16,8,38,4,27,15,19,1,15,8,38,4,1,2,0,1,0,0,2,1,3,1,60,62
"35",16,27,18,27,1,18,8,38,4,27,15,21,1,16,8,38,4,2,6,1,2,1,0,6,2,3,1,69,64
"36",17,27,19,27,1,18,10,38,4,27,18,27,1,18,8,38,4,1,0,0,4,2,1,1,2,2,2,70,66
"37",18,27,23,27,1,18,10,39,4,27,19,27,1,18,10,38,4,4,1,0,1,0,0,4,1,2,3,74,67
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",1,6,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,0,5,1,1,3,5,1
"40",2,6,2,1,1,1,1,6,1,6,1,1,1,1,1,2,1,1,0,0,4,5,2,1,4,2,3,6,5
"41",3,11,2,1,1,1,3,6,1,6,2,1,1,1,1,6,1,5,2,0,2,0,0,5,2,1,2,11,7
"42",4,11,12,1,1,1,3,6,6,11,2,1,1,1,3,6,1,4,5,6,4,5,0,6,5,2,4,21,12
"43",5,15,12,1,1,6,3,6,6,11,12,1,1,1,3,6,6,4,0,0,3,5,5,4,5,1,1,25,17
"44",6,15,17,1,1,9,3,6,6,15,12,1,1,6,3,6,6,3,5,0,3,0,0,5,3,2,1,30,20
"45",7,27,17,6,1,9,3,6,8,15,17,1,1,9,3,6,6,6,2,3,2,3,0,6,2,1,4,47,22
"46",8,27,20,6,1,9,3,10,8,27,17,6,1,9,3,6,8,3,0,0,6,6,4,3,4,2,3,50,26
"47",9,27,20,17,1,11,9,10,8,27,20,6,1,9,3,10,8,6,6,0,6,0,0,6,6,3,2,61,34
"48",10,27,27,17,1,13,9,10,8,27,20,17,1,11,9,10,8,1,6,2,1,2,0,6,2,2,1,68,36
"49",11,27,27,18,1,13,9,10,9,27,27,17,1,13,9,10,8,1,0,0,3,4,1,1,1,3,4,69,37
"50",12,27,27,18,5,16,9,10,9,27,27,18,1,13,9,10,9,3,4,0,3,0,0,4,3,4,1,73,40
"51",13,27,27,23,5,19,9,10,9,27,27,18,5,16,9,10,9,5,2,3,2,3,0,5,3,3,1,78,43
"52",14,27,27,23,7,19,9,10,11,27,27,23,5,19,9,10,9,2,0,0,5,2,6,2,2,4,4,80,45
"53",15,27,27,27,13,24,9,10,11,27,27,23,7,19,9,10,11,5,6,0,5,0,0,6,5,4,1,90,50
"54",16,27,27,27,24,28,9,10,11,27,27,27,13,24,9,10,11,4,6,2,4,2,0,6,4,4,1,101,54
"55",17,27,27,27,26,28,12,10,11,27,27,27,24,28,9,10,11,2,0,0,5,6,3,2,3,4,2,103,57
"56",18,27,33,27,27,28,12,15,11,27,27,27,26,28,12,10,11,5,6,0,5,0,0,6,5,2,3,110,62
"57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,2,5,5,2,5,0,5,5,1,1,5,5
"59",2,6,3,1,1,6,1,8,1,6,1,1,1,6,1,1,1,2,0,0,6,6,3,2,6,2,3,7,12
"60",3,15,3,1,1,6,1,8,4,6,3,1,1,6,1,8,1,6,3,0,3,0,0,6,3,1,4,16,15
"61",4,15,8,1,1,10,1,8,4,15,3,1,1,6,1,8,4,4,5,4,4,4,0,5,4,2,1,21,19
"62",5,19,8,1,1,14,1,8,4,15,8,1,1,10,1,8,4,4,0,0,4,1,4,4,4,1,1,25,23
"63",6,19,12,1,1,15,1,8,4,19,8,1,1,14,1,8,4,1,4,0,1,0,0,4,1,2,1,29,24
"64",7,24,12,1,1,15,1,8,9,19,12,1,1,15,1,8,4,5,1,5,1,5,0,5,5,1,4,34,29
"65",8,24,13,1,1,20,1,8,9,24,12,1,1,15,1,8,9,1,0,0,1,5,2,1,5,2,1,35,34
"66",9,26,13,1,1,20,1,9,9,24,13,1,1,20,1,8,9,1,2,0,1,0,0,2,1,1,3,37,35
"67",10,26,18,1,1,24,1,9,9,26,13,1,1,20,1,9,9,5,4,4,4,4,0,5,4,2,1,42,39
"68",11,26,18,5,1,27,1,9,15,26,18,1,1,24,1,9,9,4,0,0,6,2,3,4,6,3,4,46,48
"69",12,26,21,5,1,27,1,11,15,26,18,5,1,27,1,9,15,2,3,0,2,0,0,3,2,2,3,49,50
"70",13,26,27,13,1,27,1,11,20,26,21,5,1,27,1,11,15,5,6,4,5,4,0,6,5,2,4,63,55
"71",14,26,27,13,1,35,1,11,20,26,27,13,1,27,1,11,20,4,0,0,2,5,4,4,4,4,1,63,63
"72",15,26,27,18,1,37,1,11,20,26,27,13,1,35,1,11,20,2,5,0,2,0,0,5,2,3,1,68,65
"73",16,26,27,18,9,40,1,11,20,26,27,18,1,37,1,11,20,3,2,6,3,2,0,6,3,4,1,76,68
"74",17,26,27,1,9,51,1,11,20,26,27,18,9,40,1,11,20,2,0,0,4,3,6,2,6,3,1,59,79
"75",18,26,27,1,13,51,1,14,20,26,27,1,9,51,1,11,20,4,3,0,3,0,0,4,3,4,3,63,82
"76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",1,6,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,5,1,2,0,5,2,1,4,5,2
