"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,7,1,2,1,1,6,1,1,1,1,1,1,2,5,6,2,5,0,6,5,1,3,7,5
"2",2,9,1,2,1,1,10,7,1,2,1,1,6,2,0,0,2,1,4,2,4,1,3,9,9
"3",3,9,3,2,2,1,10,9,1,2,1,1,10,2,1,0,1,0,0,2,1,2,1,11,10
"4",4,9,7,2,3,1,10,9,3,2,2,1,10,4,1,1,1,1,0,4,1,2,1,15,11
"5",5,10,7,2,3,4,10,9,7,2,3,1,10,1,0,0,1,3,4,1,3,1,2,16,14
"6",6,10,11,2,4,4,10,10,7,2,3,4,10,1,4,0,1,0,0,4,1,2,1,20,15
"7",7,10,16,8,4,7,10,10,11,2,4,4,10,3,3,6,3,3,0,6,3,3,2,31,18
"8",8,13,16,8,5,7,10,10,16,8,4,7,10,3,0,0,1,3,5,3,1,1,1,34,19
"9",9,13,19,8,10,7,10,13,16,8,5,7,10,3,5,0,5,0,0,3,5,2,1,37,24
"10",10,13,24,8,10,7,14,13,19,8,10,7,10,5,4,1,4,1,0,5,4,2,3,42,28
"11",11,14,24,8,10,11,14,13,24,8,10,7,14,1,0,0,6,4,4,1,4,1,2,43,32
"12",12,14,24,8,10,11,14,14,24,8,10,11,14,6,4,0,NA,0,0,0,0,0,0,43,32
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,5,1,1,1,5,1,1,1,1,1,1,1,4,4,2,4,2,0,4,4,1,2,4,4
"15",2,5,1,3,8,5,1,5,1,1,1,5,1,2,0,0,4,1,6,2,6,3,1,6,11
