"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_1_Final4","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_2_Final4","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_1_Initial4","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player_2_Initial4","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,8,1,1,1,2,7,1,1,1,1,1,1,1,1,1,1,6,4,6,4,6,0,6,6,1,2,7,7
"2",2,8,5,1,1,7,7,1,7,8,1,1,1,2,7,1,1,4,0,0,3,6,3,4,6,2,4,11,18
"3",3,11,5,1,1,7,10,1,7,8,5,1,1,7,7,1,7,3,3,0,3,0,0,3,3,1,2,14,21
"4",4,11,10,1,1,12,10,1,7,11,5,1,1,7,10,1,7,4,5,5,4,5,0,5,5,2,1,19,26
"5",5,15,10,1,1,12,13,1,7,11,10,1,1,12,10,1,7,4,0,0,1,3,3,4,3,1,2,23,29
"6",6,15,10,4,1,12,13,1,8,15,10,1,1,12,13,1,7,1,3,0,1,0,0,3,1,3,4,26,30
"7",7,19,10,4,1,12,13,1,11,15,10,4,1,12,13,1,8,3,4,3,3,3,0,4,3,1,4,30,33
"8",8,19,10,4,4,12,13,1,16,19,10,4,1,12,13,1,11,3,0,0,5,1,5,3,5,4,4,33,38
"9",9,19,10,9,4,12,13,1,17,19,10,4,4,12,13,1,16,1,5,0,1,0,0,5,1,3,4,38,39
"10",10,19,14,9,10,12,13,1,20,19,10,9,4,12,13,1,17,2,6,3,2,3,0,6,3,4,4,48,42
"11",11,19,14,11,10,12,13,1,24,19,14,9,10,12,13,1,20,2,0,0,2,4,5,2,4,3,4,50,46
"12",12,19,19,11,10,14,13,1,24,19,14,11,10,12,13,1,24,2,5,0,2,0,0,5,2,2,1,55,48
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,10,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,3,4,6,3,4,0,6,4,1,4,9,4
"15",2,10,4,1,1,1,1,1,10,10,1,1,1,1,1,1,5,3,0,0,6,1,5,3,5,2,4,12,9
"16",3,17,4,7,1,2,1,1,10,10,4,1,1,1,1,1,10,6,1,0,1,0,0,6,1,1,1,25,10
"17",4,19,4,7,1,2,1,1,18,17,4,7,1,2,1,1,10,1,2,6,1,6,0,2,6,1,4,27,18
"18",5,19,4,7,2,2,1,5,18,19,4,7,1,2,1,1,18,1,0,0,6,4,3,1,4,4,3,28,22
