"","Move","Player_1_Final1","Player_1_Final2","Player_2_Final1","Player_2_Final2","Player_1_Initial1","Player_1_Initial2","Player_2_Initial1","Player_2_Initial2","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,5,1,4,7,1,1,1,1,4,4,6,4,6,0,4,6,1,2,4,9
"2",2,9,1,4,12,5,1,4,7,4,0,0,1,5,6,4,5,1,2,8,14
"3",3,9,2,11,12,9,1,4,12,1,6,0,6,0,0,1,6,2,1,9,21
"4",4,15,13,11,14,9,2,11,12,2,6,1,2,1,0,6,2,1,2,26,23
"5",5,16,13,11,19,15,13,11,14,1,0,0,4,5,2,1,5,1,2,27,28
"6",6,16,17,11,21,16,13,11,19,4,2,0,2,0,0,4,2,2,2,31,30
"7",7,17,23,11,29,16,17,11,21,6,1,6,1,6,0,6,6,2,2,38,38
"8",8,18,23,11,32,17,23,11,29,1,0,0,2,3,1,1,3,1,2,39,41
"9",9,18,24,11,34,18,23,11,32,2,1,0,2,0,0,1,2,2,2,40,43
"10",10,18,32,12,34,18,24,11,34,1,1,6,1,1,0,6,1,2,1,48,44
"11",11,18,33,12,38,18,32,12,34,1,0,0,4,4,2,1,4,2,2,49,48
"12",12,22,33,12,40,18,33,12,38,4,2,0,2,0,0,4,2,1,2,53,50
"13",13,22,38,3,48,22,33,12,40,6,1,1,6,1,0,1,6,2,2,58,96
"14",14,23,38,7,48,22,38,3,48,1,0,0,1,3,4,1,4,1,1,59,100
"15",15,26,38,8,48,23,38,7,48,1,3,0,1,0,0,3,1,1,1,62,101
"16",16,1,43,14,48,26,38,8,48,6,3,2,3,2,0,6,2,1,1,42,107
"17",17,4,43,18,48,1,43,14,48,3,0,0,4,2,5,3,4,1,1,45,111
"18",18,4,43,18,48,4,43,18,48,2,5,0,NA,0,0,0,0,0,0,45,111
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,5,1,6,1,1,1,1,1,4,3,5,3,5,0,4,5,1,1,4,5
"21",2,5,4,7,1,5,1,6,1,3,0,0,1,1,2,3,1,2,1,7,6
"22",3,6,4,7,3,5,4,7,1,1,2,0,2,0,0,1,2,1,2,8,8
"23",4,9,4,9,3,6,4,7,3,2,1,3,2,1,0,3,2,1,1,11,10
"24",5,9,5,14,3,9,4,9,3,1,0,0,5,3,1,1,5,2,1,12,15
"25",6,9,6,17,3,9,5,14,3,3,1,0,3,0,0,1,3,2,1,13,18
"26",7,19,6,22,3,9,6,17,3,2,6,5,2,5,0,6,5,1,1,23,23
"27",8,21,6,27,3,19,6,22,3,2,0,0,4,1,5,2,5,1,1,25,28
"28",9,21,10,28,3,21,6,27,3,4,1,0,1,0,0,4,1,2,1,29,29
"29",10,21,13,37,3,21,10,28,3,2,6,3,2,6,0,3,6,2,1,32,38
"30",11,22,21,5,3,21,13,37,3,2,0,0,6,4,4,2,4,2,1,41,6
"31",12,26,21,8,9,22,21,5,3,6,4,0,6,0,0,4,6,1,2,45,15
"32",13,26,25,8,20,26,21,8,9,6,4,2,6,2,0,4,6,2,2,49,26
"33",14,28,25,8,21,26,25,8,20,2,0,0,1,2,1,2,1,1,2,51,27
"34",15,30,27,1,22,28,25,8,21,2,1,0,1,0,0,2,1,1,2,55,21
"35",16,31,27,7,27,30,27,1,22,1,1,6,1,6,0,1,6,1,1,56,32
"36",17,1,27,13,39,31,27,7,27,1,0,0,4,3,3,1,3,1,1,26,50
"37",18,1,27,13,39,1,27,13,39,4,3,0,NA,0,0,0,0,0,0,26,50
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",1,6,7,6,1,1,1,1,1,6,2,5,2,5,0,6,5,2,1,11,5
"40",2,6,9,6,4,6,7,6,1,2,0,0,1,1,3,2,3,2,2,13,8
"41",3,7,9,6,5,6,9,6,4,1,1,0,1,0,0,1,1,1,2,14,9
"42",4,7,13,6,10,7,9,6,5,3,4,5,3,5,0,4,5,2,2,18,14
"43",5,7,16,8,16,7,13,6,10,3,0,0,6,6,6,3,6,2,2,21,22
"44",6,9,22,8,23,7,16,8,16,6,6,0,6,0,0,6,6,2,2,29,29
"45",7,9,25,10,23,9,22,8,23,3,1,2,1,2,0,3,2,2,1,32,31
"46",8,10,25,17,29,9,25,10,23,1,0,0,6,5,3,1,6,1,1,33,44
"47",9,1,30,17,35,10,25,17,29,5,3,0,3,0,0,5,3,2,2,29,50
"48",10,2,30,21,35,1,30,17,35,1,4,1,4,1,0,1,4,1,1,30,54
"49",11,2,31,21,43,2,30,21,35,1,0,0,3,6,4,1,6,2,2,31,62
"50",12,5,31,21,47,2,31,21,43,3,4,0,4,0,0,3,4,1,2,34,66
"51",13,5,36,25,47,5,31,21,47,5,4,3,4,3,0,5,4,2,1,39,70
"52",14,5,39,28,47,5,36,25,47,3,0,0,2,3,6,3,3,2,1,42,73
"53",15,10,45,30,47,5,39,28,47,2,6,0,2,0,0,6,2,2,1,53,75
"54",16,10,46,35,47,10,45,30,47,1,5,6,5,6,0,1,5,2,1,54,80
"55",17,21,46,45,47,10,46,35,47,6,0,0,6,6,4,6,6,1,1,65,90
"56",18,21,46,45,47,21,46,45,47,6,4,0,NA,0,0,0,0,0,0,65,90
"57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",1,1,2,1,12,1,1,1,1,4,1,6,4,6,0,1,6,2,2,1,11
"59",2,1,6,6,12,1,2,1,12,4,0,0,2,5,3,4,5,2,1,5,16
"60",3,1,9,8,12,1,6,6,12,2,3,0,2,0,0,3,2,2,1,8,18
"61",4,3,9,8,17,1,9,8,12,2,1,5,1,5,0,2,5,1,2,10,23
"62",5,4,9,12,17,3,9,8,17,1,0,0,4,1,4,1,4,1,1,11,27
"63",6,8,9,13,17,4,9,12,17,1,4,0,1,0,0,4,1,1,1,15,28
"64",7,9,9,13,21,8,9,13,17,4,5,1,4,5,0,1,4,1,2,16,32
"65",8,9,14,16,21,9,9,13,21,5,0,0,3,2,2,5,3,2,1,21,35
"66",9,11,14,16,23,9,14,16,21,2,2,0,2,0,0,2,2,1,2,23,37
"67",10,11,15,19,23,11,14,16,23,1,3,2,3,2,0,1,3,2,1,24,40
"68",11,11,17,19,27,11,15,19,23,2,0,0,3,4,5,2,4,2,2,26,44
"69",12,14,17,24,27,11,17,19,27,3,5,0,5,0,0,3,5,1,1,29,49
"70",13,19,17,30,30,14,17,24,27,5,6,3,6,3,0,5,6,1,1,34,58
"71",14,22,17,32,30,19,17,30,30,3,0,0,2,4,3,3,2,1,1,37,60
"72",15,26,17,32,33,22,17,32,30,4,3,0,3,0,0,4,3,1,2,41,63
"73",16,31,17,35,33,26,17,32,33,5,3,3,3,3,0,5,3,1,1,46,66
"74",17,34,17,35,37,31,17,35,33,3,0,0,4,6,2,3,4,1,2,49,70
"75",18,34,17,35,37,34,17,35,37,6,2,0,NA,0,0,0,0,0,0,49,70
"76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",1,3,7,1,2,1,1,1,1,1,1,6,1,1,0,6,1,2,2,8,1
"78",2,4,7,1,6,3,7,1,2,1,0,0,4,2,6,1,4,1,2,9,5
"79",3,10,9,1,8,4,7,1,6,2,6,0,2,0,0,6,2,1,2,17,7
"80",4,16,13,1,11,10,9,1,8,3,6,2,3,2,0,6,3,1,2,27,10
"81",5,18,13,1,15,16,13,1,11,2,0,0,4,1,4,2,4,1,2,29,14
"82",6,19,13,1,19,18,13,1,15,1,4,0,4,0,0,1,4,1,2,30,18
"83",7,19,15,1,23,19,13,1,19,2,4,3,4,3,0,2,4,2,2,32,22
"84",8,19,18,1,27,19,15,1,23,3,0,0,4,2,3,3,4,2,2,35,26
"85",9,19,20,1,30,19,18,1,27,2,3,0,3,0,0,2,3,2,2,37,29
"86",10,23,20,1,33,19,20,1,30,4,3,4,3,4,0,4,3,1,2,41,32
"87",11,1,20,5,38,23,20,1,33,4,0,0,1,2,4,4,4,1,1,19,41
"88",12,1,21,5,40,1,20,5,38,1,2,0,2,0,0,1,2,2,2,20,43
"89",13,3,21,5,44,1,21,5,40,2,5,4,5,4,0,2,4,1,2,22,47
"90",14,8,21,9,44,3,21,5,44,5,0,0,1,4,4,5,4,1,1,27,51
"91",15,12,21,10,44,8,21,9,44,1,4,0,1,0,0,4,1,1,1,31,52
"92",16,12,26,15,44,12,21,10,44,5,1,5,1,5,0,5,5,2,1,36,57
