"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_1_Final4","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_2_Final4","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_1_Initial4","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player_2_Initial4","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,3,0,3,3,4,1,3,3
"2",2,3,1,1,4,4,4,1,1,1,1,1,4,4,1,1,1,2,0,0,2,3,3,2,3,1,2,5,6
"3",3,3,1,4,4,6,4,1,1,3,1,1,4,4,4,1,1,2,3,0,2,0,0,3,2,3,1,8,8
"4",4,3,7,4,15,6,9,1,1,3,1,4,4,6,4,1,1,4,5,6,4,5,0,6,5,2,2,25,13
"5",5,3,11,4,15,11,9,1,1,3,7,4,15,6,9,1,1,4,0,0,3,5,4,4,5,2,1,29,18
"6",6,3,11,8,15,11,12,1,1,3,11,4,15,11,9,1,1,3,4,0,3,0,0,4,3,3,2,33,21
"7",7,3,11,8,20,11,12,4,1,3,11,8,15,11,12,1,1,5,1,3,1,3,0,5,3,4,3,38,24
"8",8,3,11,8,21,11,12,10,5,3,11,8,20,11,12,4,1,1,0,0,5,5,6,1,6,4,3,39,34
"9",9,8,11,8,21,11,12,10,10,3,11,8,21,11,12,10,5,5,5,0,5,0,0,5,5,1,4,44,39
"10",10,14,15,14,21,11,15,10,10,8,11,8,21,11,12,10,10,1,3,6,1,3,0,6,3,1,2,60,42
"11",11,15,15,14,21,16,15,10,10,14,15,14,21,11,15,10,10,1,0,0,5,4,5,1,5,1,1,61,47
"12",12,15,15,14,26,16,15,14,10,15,15,14,21,16,15,10,10,4,5,0,4,0,0,5,4,4,3,66,51
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,1,6,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,5,2,2,2,0,5,2,2,1,5,2
"15",2,3,6,1,1,3,9,1,1,1,6,1,1,3,1,1,1,2,0,0,6,4,2,2,6,1,2,7,10
"16",3,3,10,1,1,5,9,1,1,3,6,1,1,3,9,1,1,4,2,0,2,0,0,4,2,2,1,11,12
"17",4,3,15,1,1,5,12,1,1,3,10,1,1,5,9,1,1,1,3,5,1,3,0,5,3,2,2,16,15
"18",5,3,15,1,2,9,12,1,1,3,15,1,1,5,12,1,1,1,0,0,3,4,1,1,4,4,1,17,19
"19",6,3,18,1,2,9,12,2,1,3,15,1,2,9,12,1,1,3,1,0,1,0,0,3,1,2,3,20,20
"20",7,3,18,6,2,9,12,4,1,3,18,1,2,9,12,2,1,2,1,5,2,1,0,5,2,3,3,25,22
"21",8,4,18,6,2,9,13,4,7,3,18,6,2,9,12,4,1,1,0,0,3,5,6,1,6,1,4,26,29
"22",9,4,23,6,2,12,13,4,7,4,18,6,2,9,13,4,7,3,5,0,3,0,0,5,3,2,1,31,32
"23",10,7,34,6,2,1,17,1,1,4,23,6,2,12,13,4,7,4,1,3,4,1,0,3,4,2,2,45,16
"24",11,8,34,6,2,5,23,1,1,7,34,6,2,1,17,1,1,1,0,0,5,6,4,1,6,1,2,46,26
"25",12,8,34,6,7,5,23,1,5,8,34,6,2,5,23,1,1,5,4,0,4,0,0,5,4,4,4,51,30
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,0,1,2,4,1,1,2
"28",2,1,2,1,2,3,4,1,1,1,1,1,2,3,1,1,1,1,0,0,1,3,1,1,3,2,2,2,5
"29",3,2,2,1,2,4,4,1,1,1,2,1,2,3,4,1,1,1,1,0,1,0,0,1,1,1,1,3,6
"30",4,2,7,1,2,4,8,1,1,2,2,1,2,4,4,1,1,5,4,2,4,2,0,5,4,2,2,8,10
"31",5,2,9,1,2,12,8,1,1,2,7,1,2,4,8,1,1,2,0,0,2,6,5,2,6,2,1,10,18
"32",6,2,9,1,7,12,10,1,1,2,9,1,2,12,8,1,1,2,5,0,2,0,0,5,2,4,2,15,20
"33",7,2,9,6,7,16,10,1,1,2,9,1,7,12,10,1,1,5,4,2,4,2,0,5,4,3,1,20,24
"34",8,2,11,6,7,16,20,1,1,2,9,6,7,16,10,1,1,2,0,0,3,6,1,2,6,2,2,22,34
"35",9,2,14,6,7,17,20,1,1,2,11,6,7,16,20,1,1,3,1,0,1,0,0,3,1,2,1,25,35
"36",10,3,14,6,7,23,20,1,6,2,14,6,7,17,20,1,1,1,1,6,1,6,0,1,6,1,1,26,46
"37",11,3,15,6,7,23,23,1,6,3,14,6,7,23,20,1,6,1,0,0,4,2,3,1,3,2,2,27,49
"38",12,3,19,6,7,23,23,3,6,3,15,6,7,23,23,1,6,4,2,0,2,0,0,4,2,2,3,31,51
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,3,0,3,3,4,1,3,3
"41",2,1,3,1,4,4,5,1,1,1,1,1,4,4,1,1,1,2,0,0,4,3,4,2,4,2,2,5,7
"42",3,5,3,1,4,7,5,1,1,1,3,1,4,4,5,1,1,3,4,0,3,0,0,4,3,1,1,9,10
"43",4,5,3,6,4,7,9,1,1,5,3,1,4,7,5,1,1,4,2,5,4,2,0,5,4,3,2,14,14
"44",5,5,3,8,4,11,9,1,1,5,3,6,4,7,9,1,1,2,0,0,4,1,1,2,4,3,1,16,18
"45",6,5,3,8,5,11,10,1,1,5,3,8,4,11,9,1,1,1,1,0,1,0,0,1,1,4,2,17,19
"46",7,5,3,8,8,14,10,1,1,5,3,8,5,11,10,1,1,3,2,3,2,3,0,3,3,4,1,20,22
"47",8,7,3,8,8,14,13,1,1,5,3,8,8,14,10,1,1,2,0,0,1,1,3,2,3,1,2,22,25
