"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_1_Final4","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_2_Final4","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_1_Initial4","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player_2_Initial4","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,1,1,3,1,1,1,6,1,1,1,1,1,1,1,1,3,5,2,3,5,0,2,5,4,4,2,5
"2",2,1,1,4,3,7,3,1,6,1,1,1,3,1,1,1,6,3,0,0,6,6,6,3,6,3,1,5,13
"3",3,1,1,4,10,13,4,1,6,1,1,4,3,7,3,1,6,6,6,0,6,0,0,6,6,4,1,12,20
"4",4,4,1,4,10,13,4,6,6,1,1,4,10,13,4,1,6,1,3,5,1,5,0,3,5,1,3,15,25
"5",5,5,1,4,10,13,4,11,6,4,1,4,10,13,4,6,6,1,0,0,2,5,2,1,5,1,3,16,30
"6",6,7,1,4,10,13,6,11,6,5,1,4,10,13,4,11,6,2,2,0,2,0,0,2,2,1,2,18,32
"7",7,7,7,9,16,13,11,11,12,7,1,4,10,13,6,11,6,1,6,6,1,6,0,6,6,2,4,35,43
"8",8,7,7,9,17,13,11,11,16,7,7,9,16,13,11,11,12,1,0,0,4,2,1,1,4,4,4,36,47
"9",9,7,7,9,19,13,11,12,16,7,7,9,17,13,11,11,16,2,1,0,1,0,0,2,1,4,3,38,48
"10",10,7,7,10,19,13,11,13,16,7,7,9,19,13,11,12,16,1,1,2,1,2,0,1,1,3,3,39,49
"11",11,9,7,10,19,23,11,13,16,7,7,10,19,13,11,13,16,2,0,0,2,3,6,2,6,1,1,41,59
"12",12,9,7,10,19,23,11,13,16,9,7,10,19,23,11,13,16,2,3,0,NA,0,0,0,0,0,0,41,59
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,1,1,4,1,1,1,1,5,1,1,1,1,1,1,1,1,2,3,4,2,4,0,3,4,3,4,3,4
"15",2,3,1,4,1,1,1,6,5,1,1,4,1,1,1,1,5,2,0,0,5,5,1,2,5,1,3,5,9
"16",3,3,1,4,6,1,1,6,6,3,1,4,1,1,1,6,5,5,1,0,1,0,0,5,1,4,4,10,10
"17",4,8,1,4,6,1,1,6,11,3,1,4,6,1,1,6,6,5,3,5,3,5,0,5,5,1,4,15,15
"18",5,8,1,7,6,2,1,6,11,8,1,4,6,1,1,6,11,3,0,0,1,1,1,3,1,3,1,18,16
"19",6,8,1,7,7,3,1,6,11,8,1,7,6,2,1,6,11,1,1,0,1,0,0,1,1,4,1,19,17
"20",7,8,1,18,7,3,5,6,11,8,1,7,7,3,1,6,11,6,3,4,3,4,0,6,4,3,2,30,21
"21",8,8,1,21,7,3,9,6,11,8,1,18,7,3,5,6,11,3,0,0,4,4,1,3,4,3,2,33,25
"22",9,8,1,25,7,3,9,6,12,8,1,21,7,3,9,6,11,4,1,0,1,0,0,4,1,3,4,37,26
"23",10,16,1,25,7,3,13,6,12,8,1,25,7,3,9,6,12,6,4,1,4,1,0,6,4,1,2,45,30
"24",11,17,1,25,7,6,13,6,12,16,1,25,7,3,13,6,12,1,0,0,3,5,5,1,3,1,1,46,33
"25",12,17,1,25,7,6,13,6,12,17,1,25,7,6,13,6,12,5,5,0,NA,0,0,0,0,0,0,46,33
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1,4,1,1,1,1,13,4,1,1,1,1,1,1,1,1,1,6,2,3,6,2,0,3,6,1,2,3,15
"28",2,4,3,1,1,1,13,4,6,4,1,1,1,1,13,4,1,2,0,0,5,3,4,2,5,2,4,5,20
"29",3,8,3,1,1,1,13,7,6,4,3,1,1,1,13,4,6,3,4,0,3,0,0,4,3,1,3,9,23
"30",4,8,8,1,1,1,16,7,6,8,3,1,1,1,13,7,6,3,5,1,3,1,0,5,3,2,2,14,26
"31",5,8,9,1,1,1,16,7,10,8,8,1,1,1,16,7,6,1,0,0,2,1,4,1,4,2,4,15,30
"32",6,10,9,1,1,1,17,7,10,8,9,1,1,1,16,7,10,2,1,0,1,0,0,2,1,1,2,17,31
"33",7,10,9,1,4,7,19,7,10,10,9,1,1,1,17,7,10,3,2,6,2,6,0,3,6,4,1,20,39
"34",8,10,9,1,6,7,23,7,10,10,9,1,4,7,19,7,10,2,0,0,4,4,4,2,4,4,2,22,43
"35",9,10,9,5,6,11,23,7,10,10,9,1,6,7,23,7,10,4,4,0,4,0,0,4,4,3,1,26,47
"36",10,10,12,5,6,21,23,7,10,10,9,5,6,11,23,7,10,3,6,3,6,3,0,3,6,2,1,29,57
"37",11,13,12,5,6,22,23,7,10,10,12,5,6,21,23,7,10,3,0,0,1,2,1,3,1,1,1,32,58
"38",12,13,12,5,6,22,23,7,10,13,12,5,6,22,23,7,10,2,1,0,NA,0,0,0,0,0,0,32,58
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,2,0,4,2,3,1,4,2
"41",2,1,3,5,1,3,6,1,7,1,1,5,1,3,1,1,1,2,0,0,2,6,6,2,6,2,4,6,13
