"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,9,1,4,1,1,1,1,1,1,1,1,3,1,6,3,1,0,6,3,2,1,8,3
"2",2,2,9,1,9,1,1,1,9,1,4,1,1,1,0,0,2,5,5,1,5,1,1,9,8
"3",3,2,14,1,11,1,1,2,9,1,9,1,1,2,5,0,2,0,0,5,2,2,1,14,10
"4",4,2,14,4,19,1,1,2,14,1,11,1,1,2,3,6,2,6,0,3,6,3,1,17,18
"5",5,1,16,4,39,1,1,2,14,4,19,1,1,2,0,0,2,6,2,2,6,2,1,18,38
"6",6,3,16,4,41,1,1,1,16,4,39,1,1,2,2,0,2,0,0,2,2,1,1,20,40
"7",7,3,1,10,49,1,1,3,16,4,41,1,1,4,6,3,4,3,0,6,4,3,1,11,48
"8",8,3,1,13,53,1,1,3,1,10,49,1,1,3,0,0,4,3,1,3,4,3,1,14,52
"9",9,6,1,13,54,1,1,3,1,13,53,1,1,3,1,0,1,0,0,3,1,1,1,17,53
"10",10,6,1,15,54,6,1,6,1,13,54,1,1,2,5,1,5,1,0,2,5,3,2,19,58
"11",11,7,1,15,56,12,1,6,1,15,54,6,1,1,0,0,6,4,5,1,6,1,2,20,66
"12",12,11,1,15,56,17,1,7,1,15,56,12,1,4,5,0,5,0,0,4,5,1,2,24,71
"13",13,12,1,15,57,26,1,11,1,15,56,17,1,1,6,3,6,3,0,1,6,1,2,25,137
"14",14,15,1,15,57,31,1,12,1,15,57,26,1,3,0,0,2,3,5,3,5,1,2,28,142
"15",15,17,1,15,57,34,1,15,1,15,57,31,1,2,3,0,3,0,0,2,3,1,2,30,145
"16",16,21,1,15,57,36,1,17,1,15,57,34,1,4,2,2,2,2,0,4,2,1,2,34,147
"17",17,23,1,15,57,39,1,21,1,15,57,36,1,2,0,0,3,2,3,2,3,1,2,36,150
"18",18,23,1,18,57,41,1,23,1,15,57,39,1,2,3,0,2,0,0,3,2,3,2,39,152
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,1,1,5,5,1,1,1,1,1,1,1,1,4,1,4,1,4,0,4,4,3,1,4,4
"21",2,1,1,6,9,1,1,1,1,5,5,1,1,1,0,0,4,4,3,1,4,3,1,5,8
"22",3,1,1,9,13,1,1,1,1,6,9,1,1,4,3,0,4,0,0,3,4,3,1,8,12
"23",4,6,1,9,16,1,1,1,1,9,13,1,1,1,5,3,1,3,0,5,3,1,1,13,15
"24",5,7,1,9,20,1,1,6,1,9,16,1,1,1,0,0,3,4,4,1,4,1,1,14,19
"25",6,11,1,9,23,1,1,7,1,9,20,1,1,3,4,0,3,0,0,4,3,1,1,18,22
"26",7,11,1,13,30,1,1,11,1,9,23,1,1,4,5,6,5,6,0,4,6,3,1,22,29
"27",8,11,1,18,33,1,1,11,1,13,30,1,1,5,0,0,3,3,2,5,3,3,1,27,32
"28",9,14,1,18,35,1,1,11,1,18,33,1,1,3,2,0,2,0,0,3,2,1,1,30,34
"29",10,14,5,18,39,1,1,14,1,18,35,1,1,4,3,4,3,4,0,4,4,2,1,34,38
"30",11,14,8,18,42,1,1,14,5,18,39,1,1,3,0,0,2,3,2,3,3,2,1,37,41
"31",12,16,8,20,3,1,1,14,8,18,42,1,1,2,2,0,2,0,0,2,2,1,1,41,2
"32",13,16,11,20,6,1,1,16,8,20,3,1,1,1,3,3,1,3,0,3,3,2,1,44,5
"33",14,16,12,20,14,1,1,16,11,20,6,1,1,1,0,0,3,6,1,1,6,2,1,45,13
"34",15,16,15,20,15,1,1,16,12,20,14,1,1,3,1,0,1,0,0,3,1,2,1,48,14
"35",16,20,15,20,18,1,1,16,15,20,15,1,1,4,3,1,3,1,0,4,3,1,1,52,17
"36",17,21,15,20,23,1,1,20,15,20,18,1,1,1,0,0,3,2,5,1,5,1,1,53,22
"37",18,21,15,23,25,1,1,21,15,20,23,1,1,3,2,0,2,0,0,3,2,3,1,56,24
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",1,5,1,1,6,1,1,1,1,1,1,1,1,4,2,5,2,5,0,4,5,1,1,4,5
"40",2,5,1,3,11,1,1,5,1,1,6,1,1,2,0,0,5,5,2,2,5,3,1,6,10
"41",3,10,1,3,13,1,1,5,1,3,11,1,1,5,2,0,2,0,0,5,2,1,1,11,12
"42",4,15,13,3,18,1,1,10,1,3,13,1,1,6,3,5,3,5,0,6,5,2,1,28,17
"43",5,15,13,6,22,1,1,15,13,3,18,1,1,3,0,0,4,4,4,3,4,3,1,31,21
"44",6,15,17,6,26,1,1,15,13,6,22,1,1,4,4,0,4,0,0,4,4,2,1,35,25
"45",7,15,20,6,28,1,1,15,17,6,26,1,1,2,2,3,2,2,0,3,2,2,1,38,27
"46",8,17,20,6,33,1,1,15,20,6,28,1,1,2,0,0,3,2,5,2,5,1,1,40,32
"47",9,20,20,6,35,1,1,17,20,6,33,1,1,3,2,0,2,0,0,3,2,1,1,43,34
"48",10,23,26,12,40,1,1,20,20,6,35,1,1,6,5,5,5,5,0,6,5,2,1,58,39
"49",11,23,26,17,45,1,1,23,26,12,40,1,1,5,0,0,5,4,4,5,5,3,1,63,44
"50",12,27,26,17,49,1,1,23,26,17,45,1,1,4,4,0,4,0,0,4,4,1,1,67,48
"51",13,33,26,23,5,1,1,27,26,17,49,1,1,6,3,4,3,4,0,6,4,3,1,79,4
"52",14,1,26,23,13,1,1,33,26,23,5,1,1,3,0,0,2,5,6,3,5,1,1,47,12
"53",15,11,26,23,15,1,1,1,26,23,13,1,1,2,6,0,2,0,0,6,2,1,1,57,14
"54",16,16,26,23,22,1,1,11,26,23,15,1,1,5,6,6,6,6,0,5,6,1,1,62,21
"55",17,26,26,23,25,1,1,16,26,23,22,1,1,6,0,0,2,3,1,6,3,1,1,72,24
"56",18,26,26,25,26,1,1,26,26,23,25,1,1,2,1,0,1,0,0,2,1,3,1,74,25
"57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",1,1,5,1,3,1,1,1,1,1,1,1,1,4,2,2,2,2,0,4,2,2,1,4,2
"59",2,1,7,1,7,1,1,1,5,1,3,1,1,2,0,0,2,4,4,2,4,2,1,6,6
"60",3,1,7,5,9,1,1,1,7,1,7,1,1,2,4,0,2,0,0,4,2,3,1,10,8
"61",4,1,12,5,10,1,1,1,7,5,9,1,1,5,1,1,1,1,0,5,1,2,1,15,9
"62",5,1,13,5,15,1,1,1,12,5,10,1,1,1,0,0,1,4,5,1,5,2,1,16,14
"63",6,1,13,9,16,1,1,1,13,5,15,1,1,1,4,0,1,0,0,4,1,3,1,20,15
"64",7,1,19,13,21,1,1,1,13,9,16,1,1,1,5,6,1,5,0,6,5,2,1,30,20
"65",8,1,20,13,23,1,1,1,19,13,21,1,1,1,0,0,1,2,2,1,2,2,1,31,22
"66",9,1,21,13,25,1,1,1,20,13,23,1,1,1,2,0,2,0,0,1,2,2,1,32,24
"67",10,6,21,19,39,1,1,1,21,13,25,1,1,3,6,6,3,6,0,6,6,3,1,43,38
"68",11,9,1,1,48,1,1,6,21,19,39,1,1,3,0,0,4,6,3,3,6,1,1,8,47
"69",12,12,1,1,52,1,1,9,1,1,48,1,1,4,3,0,4,0,0,3,4,1,1,11,51
"70",13,15,1,1,55,7,1,12,1,1,52,1,1,3,2,6,2,6,0,3,6,1,2,14,60
"71",14,17,1,1,57,9,1,15,1,1,55,7,1,2,0,0,3,4,2,2,2,1,1,16,120
"72",15,20,1,1,57,13,1,17,1,1,57,9,1,3,4,0,4,0,0,3,4,1,2,19,124
"73",16,23,1,1,57,16,1,20,1,1,57,13,1,3,3,3,3,3,0,3,3,1,2,22,127
"74",17,26,1,1,57,23,1,23,1,1,57,16,1,3,0,0,2,3,6,3,6,1,2,25,134
"75",18,26,1,3,57,26,1,26,1,1,57,23,1,2,3,0,3,0,0,2,3,3,2,27,137
