"","Move","Player_1_Final1","Player_1_Final2","Player_2_Final1","Player_2_Final2","Player_1_Initial1","Player_1_Initial2","Player_2_Initial1","Player_2_Initial2","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,6,1,4,1,1,1,1,1,1,3,5,1,3,0,5,3,1,1,5,3
"2",2,6,2,8,1,6,1,4,1,1,0,0,4,4,2,1,4,2,1,6,7
"3",3,10,2,8,3,6,2,8,1,4,2,0,2,0,0,4,2,1,2,10,9
"4",4,10,7,8,5,10,2,8,3,3,5,2,3,2,0,5,2,2,2,15,11
"5",5,13,7,8,18,10,7,8,5,3,0,0,6,6,5,3,6,1,2,18,24
"6",6,22,7,13,18,13,7,8,18,6,5,0,5,0,0,6,5,1,1,27,29
"7",7,34,11,15,18,22,7,13,18,5,2,6,5,2,0,6,2,1,1,43,31
"8",8,1,11,21,18,34,11,15,18,5,0,0,2,3,5,5,2,1,1,10,37
"9",9,1,16,21,21,1,11,21,18,3,5,0,3,0,0,5,3,2,2,15,40
"10",10,2,16,21,22,1,16,21,21,4,1,1,4,1,0,1,1,1,2,16,41
"11",11,2,20,22,22,2,16,21,22,4,0,0,5,6,1,4,1,2,1,20,42
"12",12,2,25,28,23,2,20,22,22,5,6,0,6,0,0,5,6,2,1,25,49
"13",13,8,31,6,23,2,25,28,23,5,4,6,5,6,0,4,5,1,1,37,27
"14",14,18,1,10,23,8,31,6,23,6,0,0,3,1,6,6,3,1,1,17,31
"15",15,26,1,11,23,18,1,10,23,1,6,0,1,0,0,6,1,1,1,25,32
"16",16,29,1,11,30,26,1,11,23,6,2,3,6,2,0,3,6,1,2,28,39
"17",17,29,3,17,32,29,1,11,30,2,0,0,4,6,2,2,6,2,1,30,47
"18",18,31,3,17,32,29,3,17,32,4,2,0,4,0,0,2,0,1,0,32,47
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,1,5,1,6,1,1,1,1,4,4,5,4,5,0,4,5,2,2,4,5
"21",2,5,5,1,11,1,5,1,6,4,0,0,5,5,6,4,5,1,2,8,10
"22",3,11,8,1,16,5,5,1,11,5,6,0,5,0,0,6,5,1,2,17,15
"23",4,12,8,5,16,11,8,1,16,1,2,4,2,4,0,1,4,1,1,18,19
"24",5,12,10,5,21,12,8,5,16,2,0,0,5,3,2,2,5,2,2,20,24
"25",6,12,12,5,24,12,10,5,21,3,2,0,3,0,0,2,3,2,2,22,27
"26",7,12,17,6,24,12,12,5,24,5,1,4,1,4,0,5,1,2,1,27,28
"27",8,12,21,6,33,12,17,6,24,4,0,0,6,4,1,4,6,2,2,31,37
"28",9,1,25,9,34,12,21,6,33,4,1,0,1,0,0,4,1,2,2,24,41
"29",10,1,34,5,34,1,25,9,34,6,1,4,1,4,0,6,4,2,1,33,37
"30",11,1,35,5,38,1,34,5,34,1,0,0,4,4,2,1,4,2,2,34,41
"31",12,5,35,7,38,1,35,5,38,4,2,0,2,0,0,4,2,1,1,38,43
"32",13,5,40,7,41,5,35,7,38,3,5,3,3,3,0,5,3,2,2,43,46
"33",14,5,43,7,42,5,40,7,41,3,0,0,2,1,3,3,1,2,2,46,47
"34",15,5,46,9,42,5,43,7,42,2,3,0,2,0,0,3,2,2,1,49,49
"35",16,22,48,11,42,5,46,9,42,2,2,3,2,3,0,2,2,2,1,115,51
"36",17,25,48,13,42,22,48,11,42,3,0,0,6,2,2,3,2,1,1,118,53
"37",18,36,48,1,42,25,48,13,42,6,2,0,2,0,0,6,0,1,0,129,41
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",1,1,6,12,7,1,1,1,1,5,1,6,1,6,0,5,6,2,1,5,17
"40",2,2,6,14,7,1,6,12,7,1,0,0,2,3,6,1,2,1,1,6,19
"41",3,2,14,17,7,2,6,14,7,3,6,0,3,0,0,6,3,2,1,14,22
"42",4,2,17,17,9,2,14,17,7,2,3,3,2,3,0,3,2,2,2,17,24
"43",5,2,20,21,9,2,17,17,9,3,0,0,6,4,3,3,4,2,1,20,28
"44",6,2,28,21,12,2,20,21,9,6,3,0,3,0,0,6,3,2,2,28,31
"45",7,2,39,21,3,2,28,21,12,4,2,6,4,2,0,6,2,2,2,39,22
"46",8,7,48,6,3,2,39,21,3,4,0,0,5,2,2,4,5,2,1,100,7
"47",9,9,48,8,3,7,48,6,3,2,2,0,2,0,0,2,2,1,1,102,9
"48",10,13,48,9,3,9,48,8,3,4,1,6,1,6,0,4,1,1,1,106,10
"49",11,23,48,20,3,13,48,9,3,6,0,0,6,2,3,6,6,1,1,116,21
"50",12,34,48,23,1,23,48,20,3,2,3,0,3,0,0,2,3,1,1,127,22
"51",13,37,48,24,1,34,48,23,1,3,1,5,1,5,0,3,1,1,1,130,23
"52",14,42,48,32,1,37,48,24,1,5,0,0,6,6,2,5,6,1,1,135,31
