,Random,Random,Random,Random,Random,Random,Defeat,Defeat,Defeat,Defeat,Defeat,Defeat,Minscore,Minscore,Minscore,Minscore,Minscore,Minscore,Mindist,Mindist,Mindist,Mindist,Mindist,Mindist,Mindistscore,Mindistscore,Mindistscore,Mindistscore,Mindistscore,Mindistscore,MindistOpp,MindistOpp,MindistOpp,MindistOpp,MindistOpp,MindistOpp
13,-7,5,-60,-60,-42,-29,-28,0,-60,-60,-60,-60,60,50,-3,-3,-19,-3,29,60,4,-45,-45,-45,60,60,-32,-26,-10,-10,9,60,12,-3,-16,-16
14,-30,32,-37,-60,-60,-60,-11,0,-60,-60,-60,-60,29,60,-35,-14,-35,-32,60,60,22,18,-51,-51,60,60,-50,36,-46,-46,60,60,6,34,-57,-57
15,6,13,-49,-48,-60,-60,-6,0,-60,-60,-60,-60,47,60,-45,-35,-60,-60,46,60,-13,-41,-13,-13,60,60,-13,-44,-60,-60,41,60,-13,-44,-60,-60
16,22,50,-54,-48,-47,-60,0,0,-60,-60,-60,-60,60,60,4,34,35,35,44,60,27,33,35,35,51,60,46,50,54,37,60,60,46,50,54,37
17,-34,0,-60,-58,-53,-24,-15,0,-60,-60,-60,-60,60,60,-10,26,-20,60,23,60,4,-23,-13,-23,39,60,17,26,-15,28,60,60,3,-29,-29,-29
18,19,0,-48,-46,-25,-60,-36,0,-60,-60,-60,-60,50,60,60,59,60,60,44,60,60,60,60,60,49,60,60,22,60,22,43,60,60,60,60,60
19,-35,0,-32,-41,-60,-25,0,0,-60,-60,-60,-60,23,60,7,37,32,32,60,60,37,37,20,20,60,60,35,37,43,45,60,60,35,37,43,45
20,-33,30,-60,-28,-47,-26,0,0,-60,-60,-60,-60,34,60,-3,30,-3,-2,52,60,28,28,10,6,43,60,14,52,-3,18,48,60,21,-21,10,6
21,-3,16,-60,-47,-60,-60,-29,0,-60,-60,-60,-60,60,60,-2,-2,-16,-16,43,60,-21,-21,-21,-21,52,60,-21,-21,-19,-19,60,60,-51,-51,-16,-16
22,21,10,-18,-48,-60,-50,-27,-8,-60,-60,-60,-60,60,60,2,20,44,51,60,60,-17,-17,-17,-17,45,60,4,43,50,51,60,60,-14,43,50,51
23,-31,0,-33,-58,-60,-20,-10,0,-60,-60,-60,-60,44,60,-32,3,-24,-24,45,60,3,3,-24,-24,34,60,3,3,-27,-27,46,60,3,3,-27,-27
24,15,0,-35,-58,-51,-60,0,0,-60,-60,-60,-60,39,60,-2,16,-4,-4,60,60,2,16,-12,-12,60,60,2,17,4,19,52,60,2,17,4,19
25,38,28,-44,-36,-25,-49,-26,0,-60,-60,-60,-60,51,60,20,18,22,22,56,60,36,60,43,40,54,60,23,47,6,6,60,60,36,47,43,21
26,-37,22,-60,-36,-60,-29,-8,0,-60,-60,-60,-60,23,56,3,-2,-2,-2,29,60,26,25,24,60,60,60,30,-23,16,58,60,60,21,25,-17,58
27,-7,52,-47,-59,-26,-53,-21,0,-60,-60,-60,-60,27,60,25,23,25,30,60,60,25,32,25,30,57,60,21,32,25,30,60,60,21,32,25,30
28,-15,29,-49,-60,-45,-58,0,0,-60,-60,-60,-60,25,60,-9,-34,-9,-9,52,60,-50,-50,-50,-50,52,60,-20,-48,-48,-48,40,60,-51,-54,-54,-54
29,60,19,-27,-25,-10,-60,-43,0,-60,-60,-60,-60,55,60,37,40,50,26,28,60,3,-25,-25,44,50,60,17,-11,-3,-3,48,60,3,30,30,29
30,-40,32,-45,-60,-44,-60,-29,0,-60,-60,-60,-60,59,60,-51,-51,-51,-51,59,60,8,22,13,17,60,60,-56,-14,-28,-13,57,60,-24,17,-28,18
31,4,22,-48,-60,-60,-60,-60,0,-60,-60,-60,-60,60,52,2,-10,24,24,42,60,-12,-12,-12,-12,42,60,12,-10,24,24,51,60,12,2,24,24
32,-11,30,-55,-18,-50,-36,0,4,-60,-60,-60,-60,60,60,-5,-2,-5,-5,26,60,19,34,16,-7,35,60,16,15,-8,-8,52,60,40,17,16,17
33,13,0,-60,-45,-60,-60,-10,0,-60,-60,-60,-60,53,60,21,46,11,11,39,60,19,46,11,11,38,60,7,46,11,11,60,60,7,46,11,11
34,-3,8,-60,-45,-55,-28,-13,0,-60,-60,-60,-60,60,60,5,4,-3,-3,52,60,20,24,8,9,48,60,4,19,-11,-11,55,60,16,19,5,5
35,1,15,-32,-54,-60,-60,-17,0,-60,-60,-60,-60,33,60,18,-15,38,33,55,60,23,29,60,60,55,60,43,20,59,59,60,60,43,20,59,59
36,-8,0,-43,-60,-60,-52,-8,0,-60,-60,-60,-60,20,60,-3,18,21,26,55,60,19,18,21,19,60,60,46,18,21,19,60,60,46,18,21,19
37,-12,21,-60,-60,-60,-50,-6,0,-60,-60,-60,-60,60,60,2,15,-2,21,60,60,-5,42,20,52,31,60,-5,-5,21,21,53,60,-7,-7,3,3
38,3,19,-51,-60,-53,-31,-21,0,-58,-58,-38,-60,60,60,19,56,6,30,52,60,20,56,38,34,34,60,23,28,32,30,25,60,56,60,60,60
39,-1,29,-60,-60,-60,-23,-3,0,-60,-60,-60,-60,48,60,14,-2,14,14,35,60,22,-29,-23,-23,-7,60,2,-36,5,-6,60,60,4,-30,10,-30
40,-7,25,-36,-60,-26,-51,-14,0,-60,-60,-60,-60,45,60,19,21,7,20,10,60,6,21,19,20,57,60,-2,21,6,19,60,60,37,21,19,20
41,-24,13,-52,-60,-42,-60,-11,0,-60,-60,-60,-60,9,60,20,-26,-60,-52,60,60,-52,-52,-60,-60,60,60,-6,-6,-23,-23,55,60,2,-53,35,35
42,-29,1,-35,-60,-14,-58,-19,0,-60,-60,-60,-60,60,60,-12,19,-15,-14,60,60,-34,-29,-17,-29,52,60,-14,-25,-21,-25,60,60,-33,-25,-24,-25
43,-6,15,-22,-31,-53,-60,-19,0,-60,-60,-60,-60,3,60,-35,-35,-35,-35,60,60,-19,5,-16,2,30,60,-34,-34,-34,-34,31,60,-5,5,-5,-5
44,0,33,-53,-60,-60,-60,0,0,-60,-60,-60,-60,46,60,-26,19,-14,13,48,60,-31,-31,-28,-31,26,60,-28,-20,-28,13,27,60,-25,-42,-7,-11
45,31,0,-45,-60,-27,-34,-12,0,-60,-60,-60,-60,51,60,-4,6,-41,-41,60,60,-13,29,-36,-36,60,60,20,-24,-24,-24,51,60,-16,-46,-10,-46
46,-4,6,-60,-24,-60,-38,0,0,-60,-60,-60,-60,25,60,-30,-14,-11,-16,60,60,12,-16,-21,13,60,60,-9,-20,-26,-26,44,60,2,-21,-26,-26
47,-32,16,-60,-60,-26,-47,0,0,-60,-60,-60,-60,37,60,7,-10,40,5,60,60,60,60,60,53,60,60,60,60,60,53,28,60,60,60,60,53
48,11,14,-39,-48,-47,-45,-45,0,-60,-60,-60,-60,60,60,-7,51,45,42,60,60,2,51,15,45,51,60,-9,60,45,60,60,60,3,51,15,45
49,-12,17,-60,-47,-19,-60,-13,0,-60,-60,-60,-60,60,60,32,10,32,32,-15,60,12,14,22,22,60,60,5,36,33,33,36,60,5,36,33,33
50,-20,38,-43,-47,-52,-60,0,0,-49,-60,-60,-60,60,60,2,24,5,5,60,60,2,-16,-16,46,38,60,2,46,7,-2,33,60,2,46,18,22
51,4,28,-36,-21,-42,-60,-31,0,-60,-60,-60,-60,26,53,20,13,18,18,60,53,20,13,18,18,57,50,3,3,10,10,48,50,3,3,10,10
52,-3,0,-57,-31,-53,-60,-18,0,-60,-60,-60,-60,56,60,-5,46,-2,-10,52,60,13,16,-2,30,28,60,-21,41,37,-3,60,60,33,18,6,26
53,0,0,-29,-51,-30,-20,-10,0,-60,-60,-60,-60,53,60,3,3,34,34,55,60,3,3,34,34,60,60,3,22,25,25,60,60,3,22,25,25
54,12,29,-47,-38,-60,-43,-22,0,-60,-60,-60,-60,39,60,2,-37,-16,-2,12,60,-60,-60,-60,-60,54,60,-25,16,-3,-5,33,60,-26,-23,12,-22
55,-32,4,-60,-58,-21,-60,0,0,-60,-60,-60,-60,60,60,33,41,33,33,54,60,-18,-18,-18,-18,60,60,33,-7,-7,-7,60,60,35,31,30,30
56,8,14,-27,-60,-41,-42,-17,0,-60,-60,-60,-60,60,60,9,-2,18,-2,57,60,34,17,18,18,53,60,14,17,18,18,60,60,14,17,18,18
57,-15,15,-60,-32,-60,-59,0,0,-60,-60,-60,-60,60,60,17,22,25,25,60,60,17,22,25,25,58,60,15,22,25,25,46,60,15,22,25,25
58,-60,29,-53,-50,-41,-57,0,0,-60,-60,-60,-60,45,60,3,34,16,16,33,60,12,12,16,16,60,60,3,34,8,16,60,60,28,34,8,16
59,33,14,-50,-60,-60,-49,-8,0,-60,-60,-60,-60,60,60,-31,-31,-3,-31,26,60,-40,-40,-26,-40,60,60,-17,-42,3,-42,60,60,-17,-42,3,-42
60,0,0,-47,-44,-49,-60,0,0,-60,-60,-60,-60,59,60,-11,-10,-2,-2,18,60,-22,-22,-22,-22,37,60,-14,-3,-3,-3,42,60,-23,-18,-25,-25
61,24,13,-28,-45,-60,-60,0,0,-60,-60,-60,-60,38,60,10,-15,-13,-13,60,60,-9,-25,-25,-25,60,60,-21,-16,-3,-3,60,60,-21,-16,-9,-9
62,-23,33,-42,-28,-24,-60,-18,0,-60,-60,-60,-60,60,60,14,60,24,21,60,60,7,-3,8,-3,47,60,22,60,30,33,42,60,22,33,30,33
63,-20,8,-60,-55,-60,-50,-26,0,-38,-38,-38,-38,43,32,32,32,32,32,60,32,32,32,32,32,49,32,32,32,32,32,56,32,32,32,32,32
64,-4,0,-34,-50,-60,-60,0,0,-60,-60,-60,-60,30,60,-2,-2,-10,24,30,60,-18,24,38,38,60,60,2,-4,24,24,60,60,12,-10,24,24
65,8,60,-60,-53,-31,-43,-35,0,-60,-60,-60,-60,60,60,-10,-8,-10,-10,57,60,3,-24,6,6,45,60,16,19,16,16,60,60,16,19,16,16
66,0,20,-60,-60,-8,-51,0,0,-60,-60,-60,-60,26,60,-10,30,-8,28,25,60,9,-44,-60,-60,44,60,6,-51,-41,-28,50,60,-32,-32,-23,-32
67,-37,0,-33,-60,-60,-42,-4,0,-60,-60,-60,-60,60,60,-8,7,22,22,44,58,-20,7,-20,-20,60,58,-2,-2,-13,-13,32,58,2,7,-13,-13
68,18,11,-38,-46,-60,-45,-20,0,-60,-60,-60,-60,60,60,14,12,-2,-2,47,60,-8,-8,-8,-8,43,60,9,-2,-2,-2,60,60,-5,41,-10,-10
69,-1,8,-60,-48,-46,-60,-21,0,-60,-60,-60,-60,43,60,30,46,17,46,38,60,20,-13,-39,-13,60,60,20,-2,-26,-2,60,60,20,-2,-26,-11
70,25,19,-29,-60,-41,-42,-39,0,-60,-60,-60,-60,43,60,14,-23,18,18,60,60,12,25,-60,-60,60,60,13,25,-60,-60,55,60,13,25,-58,-58
71,-21,0,-60,-28,-60,-30,0,0,-60,-60,-60,-60,60,60,-2,23,30,30,-60,60,9,23,41,41,60,60,18,23,27,27,30,60,18,23,27,27
72,30,36,-25,-60,-21,-39,-35,0,-60,-60,-60,-60,33,60,-13,44,10,16,58,60,19,14,28,16,44,60,15,44,48,48,53,60,15,44,48,48
73,-14,2,-34,-47,-60,-60,0,0,-60,-60,-60,-60,60,60,-3,12,-5,-5,60,60,-6,12,-6,-6,43,60,-5,12,-4,-5,47,60,-5,12,-4,-5
74,-2,41,-60,-58,-28,-53,0,0,-60,-60,-60,-60,37,60,-9,16,60,60,30,60,12,16,60,60,38,60,10,16,60,60,45,60,10,16,60,60
75,-60,8,-52,-60,-40,-55,0,0,-60,-60,-60,-60,33,60,27,38,27,34,45,60,16,38,27,34,23,60,-5,16,4,16,40,60,27,38,27,34
76,-20,11,-21,-42,-44,-46,17,0,-60,-60,-60,-60,43,60,39,43,54,54,49,60,-15,29,4,48,50,60,2,-15,-15,-5,51,60,-10,29,41,48
77,2,27,-44,-15,-42,-58,-30,0,-60,-60,-60,-60,58,60,2,25,48,48,60,60,2,3,29,33,60,60,15,25,48,48,54,60,15,25,29,33
78,-15,0,-60,-29,-42,-60,-22,0,-60,-60,-60,-60,53,60,5,12,-3,-3,30,60,5,12,-5,-5,33,60,2,-23,-23,-23,60,60,5,-23,-23,-23
79,32,16,-48,-60,-21,-60,0,0,-60,-60,-60,-60,60,60,17,-11,9,9,27,60,16,-16,55,57,38,60,40,-14,47,49,41,60,40,-14,47,49
80,-9,0,-60,-48,-60,-38,-3,0,-60,-60,-60,-60,28,60,38,45,49,60,-20,60,11,23,-19,25,49,60,60,60,60,26,45,60,14,45,36,26
81,3,24,-52,-47,-60,-60,-32,0,-60,-60,-60,-60,26,60,2,-2,-4,-4,10,46,-24,-37,-37,-37,60,52,-23,-23,-10,-10,60,52,-20,-35,-35,-35
82,0,5,-60,-60,-60,-47,0,0,-60,-60,-54,-60,24,60,-4,-2,-3,9,14,60,10,-18,-4,17,60,60,16,-6,-17,-17,23,60,16,-10,-17,-17
83,16,22,-60,-58,-30,-43,0,0,-60,-60,-60,-60,36,60,7,-2,-2,-12,51,60,31,39,44,43,24,60,3,-9,14,24,45,60,-15,49,15,-15
84,-30,1,-23,-60,-47,-60,-36,0,-60,-60,-60,-60,60,60,7,12,-2,-2,53,60,2,-13,5,23,18,60,13,15,-2,-2,46,60,4,-7,5,23
85,12,30,-60,-53,-45,-58,-16,0,-60,-60,-60,-60,53,60,-15,-5,-17,-17,52,60,-48,-48,2,2,60,60,-23,-18,-21,-21,60,60,-22,-22,-29,-29
86,-23,0,-51,-42,-47,-60,-12,0,-60,-60,-60,-60,55,60,-10,-14,-14,-48,32,60,2,-14,-14,-14,51,60,2,-18,-18,-18,60,60,2,-18,-18,-18
87,-29,36,-49,-21,-34,-54,-2,0,-60,-60,-60,-60,60,60,44,24,28,14,56,60,44,21,21,10,60,60,49,50,28,58,60,60,49,50,28,34
88,13,21,-60,-45,-60,-42,0,0,-60,-60,-60,-60,52,60,-29,-15,-19,-15,33,48,-50,-50,-50,-50,60,48,-47,-57,-57,-57,60,48,-48,-48,2,-48
89,16,0,-60,-60,-60,-40,0,0,-60,-60,-60,-60,23,60,-31,-42,-18,-18,60,58,44,18,18,18,60,60,-47,18,18,18,38,60,-47,18,18,18
90,4,50,-60,-40,-52,-42,0,0,-60,-60,-60,-60,60,42,3,17,-17,-17,50,60,20,-26,-26,-26,60,60,20,-24,-24,-24,33,60,20,-30,-30,-30
91,29,40,-48,-20,-49,-60,-42,0,-60,-60,-60,-60,60,60,17,-40,16,16,60,60,10,15,34,20,60,60,49,30,28,28,16,60,49,30,28,28
92,-16,29,-43,-60,-60,-60,0,0,-60,-60,-60,-60,59,60,-17,-15,-21,-21,59,60,-9,-22,-22,-22,52,60,13,32,15,33,50,60,13,32,15,33
93,13,27,-60,-46,-49,-53,0,0,-60,-60,-60,-60,50,60,60,60,60,14,60,60,44,44,52,10,53,60,44,44,52,52,56,60,44,44,52,52
94,25,0,-60,-25,-42,-51,0,0,-60,-60,-60,-60,59,60,29,34,9,32,60,60,10,-22,-22,-22,32,60,13,35,10,10,31,60,-15,9,7,11
95,-18,41,-30,-60,-54,-33,0,-4,-60,-60,-60,-60,60,60,-2,23,20,30,43,60,16,23,10,10,56,60,60,33,37,37,43,60,26,49,40,40
96,-7,17,-47,-49,-44,-56,-13,0,-60,-60,-60,-60,50,60,-2,-2,-36,-36,42,60,-18,-18,-18,-18,28,60,11,14,11,-10,55,60,7,14,11,-16
97,-38,11,-60,-23,-60,-60,-9,0,-60,-60,-60,-60,60,60,5,-4,15,35,60,60,25,-37,-11,-37,46,60,-2,-6,2,8,26,60,25,10,-15,8
98,24,32,-48,-60,-47,-23,0,0,-60,-60,-60,-60,52,60,31,46,17,-14,60,60,35,46,46,43,60,60,-35,46,51,29,28,60,-38,46,51,52
99,-23,28,-21,-26,-45,-51,-18,0,-60,-60,-60,-60,45,60,60,60,60,-11,48,60,11,19,10,22,51,60,3,13,-11,-11,48,60,16,19,10,10
100,1,10,-30,-17,-60,-39,0,0,-60,-60,-60,-60,25,60,2,-14,-16,-32,21,60,2,-50,-50,-50,32,60,2,-35,-35,-35,12,60,2,-41,2,-41
101,11,28,-60,-46,-21,-55,-27,0,-60,-60,-60,-60,29,60,8,-2,54,25,52,60,38,46,-2,-2,22,60,38,18,13,16,18,60,38,18,13,16
102,-8,13,-49,-54,-44,-44,-24,0,-60,-60,-60,-60,60,60,-9,23,-9,15,50,60,-27,-27,10,-27,58,60,-22,-5,-3,-3,60,60,-23,-25,-23,-23
103,-32,21,-60,-60,-40,55,-36,0,-60,-60,-60,-60,32,60,13,29,-5,-3,52,60,-9,29,16,-9,38,60,-21,29,24,39,48,60,-4,53,-9,7
104,-15,17,-27,-16,-48,-58,-6,0,-60,-60,-60,-60,23,60,16,17,-5,-5,16,45,17,17,23,24,40,60,40,-3,-3,-3,18,60,40,-3,-3,-3
105,-22,25,-60,-60,-60,-60,-9,10,-60,-60,-60,-60,60,57,-5,-4,-5,12,42,60,-15,-15,11,-15,29,57,4,-10,-2,-5,3,57,-10,-18,5,-14
106,25,39,-20,-60,-42,-60,-16,0,-60,-60,-60,-60,51,45,3,3,10,10,27,40,6,6,4,8,60,45,3,3,10,10,41,45,3,3,10,10
107,21,27,-55,-32,-59,-39,0,0,-60,-60,-60,-60,60,60,8,18,25,25,60,60,12,18,25,25,60,60,13,18,26,15,49,60,13,18,26,15
108,5,12,-51,-60,-57,-60,0,0,-60,-60,-60,-60,51,60,-8,22,7,-2,60,60,-16,-16,-26,-16,44,60,14,49,17,40,17,60,8,33,17,34
109,46,34,-27,-36,-28,-24,-33,0,-60,-60,-60,-60,59,60,2,-10,-2,-14,36,60,-25,-52,-52,-34,40,60,-17,-18,-18,-10,60,60,-33,-50,-10,-10
110,0,22,-54,-60,-40,-60,-1,0,-60,-60,-60,-60,50,60,11,-5,27,-36,21,60,2,-10,13,-15,20,60,33,-3,9,-25,60,60,41,-23,-33,-29
111,0,34,-32,-25,-39,-60,0,0,-60,-60,-60,-60,42,60,2,2,-11,-11,60,60,-28,-28,2,10,29,60,2,2,2,2,25,60,2,2,2,2
112,-12,9,-60,-60,-38,-60,-13,0,-60,-60,-60,-60,60,60,44,27,44,22,52,60,2,47,23,26,48,60,44,-15,44,-15,24,60,44,47,44,33
113,1,18,-25,-44,-39,-56,-8,0,-60,-60,-60,-60,60,60,12,-2,-2,-2,60,60,8,-7,-7,-7,60,60,33,41,34,34,48,60,33,41,34,34
114,-13,0,-43,-34,-31,-43,-38,0,-60,-60,-60,-60,60,60,16,-4,-4,-4,60,60,40,-20,17,-20,43,60,33,-7,50,-7,60,60,9,-4,50,-4
115,34,60,-22,-35,-32,-45,0,0,-60,-60,-60,-60,46,60,3,3,-4,-4,60,60,18,-25,-25,-25,48,60,3,3,-22,-22,57,60,18,-25,10,10
116,-24,0,-60,-48,-60,-47,-5,0,-60,-60,-60,-60,25,60,10,10,32,32,60,60,10,10,32,32,60,60,46,46,52,52,54,60,46,46,52,52
117,15,3,-60,-31,-60,-60,-18,0,-60,-60,-60,-60,60,60,4,17,-4,-4,45,57,-14,-14,-14,-14,60,60,8,-19,-18,-18,31,60,8,-21,-13,-13
118,-35,28,-60,-60,-60,-47,-45,0,-60,-60,-60,-60,47,60,-3,-3,-4,10,60,60,20,19,59,19,60,60,6,-10,59,-10,60,60,-18,19,59,-9
119,-15,16,-60,-49,-37,-52,-28,0,-60,-60,-60,-60,60,53,4,-10,28,28,19,53,4,18,8,8,28,51,2,-9,-9,20,40,51,2,4,-12,20
120,-52,20,-60,-35,-60,-60,-34,0,-60,-60,-60,-60,35,58,4,14,-19,-18,60,60,-22,-22,-22,-22,44,60,-37,-28,-30,-11,55,60,10,39,-14,-43
121,-13,29,-40,-60,-22,-47,-24,0,-60,-60,-60,-60,20,51,51,51,51,51,60,51,51,51,51,51,27,51,51,51,51,51,60,51,51,51,51,51
122,-5,0,-44,-27,-37,-14,-15,0,-60,-60,-60,-60,42,60,2,19,-4,-7,60,60,-17,-17,-17,-17,57,60,10,19,14,-12,37,60,4,19,-44,8
123,5,60,-37,-48,-31,-60,-27,0,-60,-60,-60,-60,52,60,-3,-23,-26,-26,28,60,-26,-31,8,15,58,60,-21,-33,-26,15,30,60,8,-34,-17,15
124,4,0,-25,-15,-17,-47,-35,0,-60,-60,-60,-60,59,60,-55,-55,-33,-33,60,60,2,-6,17,-6,28,60,-25,-25,-25,-25,37,60,-25,-25,-25,-25
125,19,14,-20,-60,-60,-24,-16,0,-60,-60,-60,-60,60,60,2,-2,2,8,60,60,9,12,17,-13,60,60,2,9,9,-21,35,60,2,9,9,-17
126,2,0,-47,-60,-60,-37,0,0,-60,-60,-46,-60,52,60,-13,-7,13,-14,58,60,9,-19,-19,-19,47,60,8,-16,-51,-56,46,60,-41,-18,-45,-45
127,-26,30,-60,-26,-48,-48,0,0,-46,-46,-60,-46,54,60,-3,3,-6,-6,53,57,-23,-23,-23,-23,-40,32,3,3,-7,9,60,32,-27,-27,-27,-27
128,-21,10,-60,-24,-60,-60,-27,-7,-60,-60,-60,-60,29,60,3,22,-9,-19,55,60,-13,22,3,18,36,60,-16,20,-12,-2,60,60,-21,47,-14,-13
129,4,22,-60,-36,-33,-49,-1,0,-60,-60,-60,-60,49,60,10,15,14,14,60,60,2,-24,-8,-8,57,60,7,15,14,14,25,60,2,15,15,22
130,12,12,-49,-41,-27,-56,-1,0,-60,-60,-60,-60,60,60,18,14,20,19,43,60,18,40,34,41,47,60,25,37,37,38,53,60,3,13,-10,16
131,0,38,-53,-22,-60,-45,-50,0,-60,-60,-60,-60,48,60,36,18,-14,-18,43,60,9,14,12,13,24,60,44,18,17,17,26,60,14,18,-22,-22
132,10,23,-15,-60,-43,-60,-24,0,-60,-60,-60,-60,25,60,31,46,-3,-4,60,60,30,17,22,-32,36,60,30,-40,-15,-40,37,60,10,-39,27,-39
133,20,18,-33,-60,-35,-60,-6,0,-60,-60,-60,-60,47,60,2,-3,-14,-7,53,60,13,-7,7,-7,22,60,-14,-14,18,24,60,60,-14,-14,18,24
134,-19,32,-60,-60,-39,-20,-60,0,-60,-60,-60,-60,60,60,4,12,15,37,50,60,30,30,16,16,47,60,28,28,-6,-6,47,60,28,28,13,13
135,59,50,-60,-21,-60,-30,-60,0,-60,-60,-60,-60,38,60,2,-2,23,23,60,60,35,42,35,37,54,60,29,42,34,34,60,60,31,42,41,41
136,21,0,-60,-60,-43,-60,-18,4,-60,-60,-60,-60,60,60,2,7,-3,4,60,60,2,-12,-12,-12,60,60,4,-3,-3,-3,36,60,2,-20,-39,-38
137,5,13,-43,-60,-60,-60,-5,0,-60,-60,-60,-60,60,60,-8,-8,-19,-19,29,60,-18,-18,-28,-28,37,60,-12,-12,-23,-12,49,60,-12,-12,-37,-37
138,18,10,-42,-60,-50,-22,-9,0,-60,-60,-60,-60,35,60,-2,-35,-33,-33,55,60,7,11,21,21,55,60,7,11,21,21,55,60,10,8,-7,-7
139,-5,0,-47,-42,-48,-44,0,0,-60,-60,-60,-60,44,60,-27,-11,-6,6,60,60,-48,-48,-48,5,53,60,-54,-53,-56,-33,45,60,-54,-20,-56,-52
140,19,0,-60,-60,-52,-39,-6,0,-60,-60,-60,-60,60,60,-14,-25,-13,2,57,60,-4,-15,-15,-15,60,60,-15,-15,-15,-15,60,60,-37,-37,-37,-37
141,11,14,-45,-60,-58,-49,-41,0,-60,-60,-60,-60,45,60,-11,-11,-29,-29,56,60,-35,-35,-35,-35,41,60,-19,-19,-35,-35,38,60,-38,-38,-38,-38
142,-16,31,-55,-41,-60,-45,-15,0,-60,-60,-60,-60,60,60,60,60,40,60,18,60,60,60,40,60,60,60,60,60,40,60,56,60,60,60,40,60
143,6,12,-60,-59,-20,-44,0,0,-60,-60,-60,-60,25,60,-2,39,-2,9,47,60,-22,39,18,16,56,60,7,39,9,9,59,60,24,39,12,12
144,-10,0,-50,-48,-40,-60,0,0,-60,-60,-60,-60,60,60,46,46,54,54,41,60,46,46,54,54,35,60,41,46,45,47,55,60,41,46,45,47
145,-19,36,-30,-60,-24,-48,-11,0,-60,-60,-60,-60,53,60,-19,-19,-27,-27,43,60,26,-6,26,16,35,60,-3,11,-3,-6,56,60,-3,14,-3,-6
146,-29,17,-60,-35,-55,-52,0,0,-60,-60,-60,-60,60,60,3,-18,-8,-18,51,60,3,-8,-8,-8,40,60,13,23,-27,-27,60,60,13,23,-37,-37
147,-32,0,-60,-35,-60,-45,-13,0,-60,-60,-60,-60,23,60,-3,-3,41,-3,60,60,-16,20,14,47,25,60,-5,24,-5,28,60,60,-15,-15,-15,25
148,-16,0,-58,-60,-46,-60,-21,0,-60,-60,-60,-60,34,60,-38,-38,-33,-33,43,60,16,21,5,5,60,60,18,-41,-22,-22,60,60,18,-16,-22,-22
