init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
27 49 10 9 43 29 26 52 15 41,39 12 6 50 1 45 3 48 5 0,2,0,50,0,0,43 41 42 10 9 52 27 29 26 15,39 12 6 50 1 45 3 48 5 0,1,2,0
10 45 11 15 3 8 16 39 40 12,21 52 7 28 31 5 6 33 22 38,44,32,0,1,1,10 11 12 39 40 15 3 16 29 45,7 6 8 21 52 22 28 31 5 38,1,2,0
41 23 38 34 52 36 16 14 27 3,30 21 4 18 31 6 5 24 25 47,10,0,53,0,4,14 16 15 23 52 0 3 36 41 42,4 6 5 1 30 18 31 21 24 25,1,2,0
25 7 33 4 42 12 22 44 41 40,20 52 0 47 23 17 10 13 52 2,35,0,2,0,7,42 41 40 4 22 5 7 48 29 16,18 20 19 52 0 2 52 17 43 13,1,1,1
36 14 43 46 47 0 21 52 30 32,12 20 16 18 41 17 49 25 4 28,27,43,0,1,8,14 52 0 13 28 43 30 5 32 19,16 18 17 52 20 21 4 3 2 40,2,1,0
0 21 43 1 13 41 12 46 42 50,33 23 24 31 27 18 26 11 22 10,28,15,0,1,8,0 1 12 41 32 30 13 39 42 43,23 24 22 27 26 38 31 18 5 15,2,0,1
1 38 9 13 5 36 0 30 14 7,26 40 11 23 21 42 41 32 20 43,10,52,0,1,4,1 38 9 13 5 36 0 30 14 7,40 42 41 43 23 21 20 39 26 52,1,1,1
4 48 17 38 44 7 28 19 41 36,0 35 37 22 9 32 51 12 52 10,18,57,0,1,11,44 31 28 41 4 17 19 7 48 38,9 10 8 11 35 37 52 1 3 5,1,2,0
25 9 16 5 36 10 47 14 30 52,50 12 48 41 15 29 28 26 7 43,4,47,0,1,11,30 52 52 14 40 16 5 7 25 9,26 28 29 27 43 44 45 17 41 15,2,0,1
32 37 14 24 28 11 5 49 50 1,41 10 0 6 47 43 36 16 7 42,38,60,0,1,16,32 37 14 24 28 11 5 49 50 1,41 43 42 44 6 7 12 16 18 52,1,2,0
6 17 37 43 51 28 7 50 38 0,31 13 4 34 49 48 2 23 8 52,47,60,0,1,8,6 17 37 43 51 28 7 50 38 0,2 4 3 34 30 31 8 52 45 52,1,2,0
23 37 13 46 26 5 24 47 52 52,6 16 17 42 14 38 20 45 22 40,41,0,10,0,19,3 4 5 52 26 27 52 0 1 15,16 17 18 20 19 40 42 28 14 31,1,2,0
32 12 15 28 51 43 14 24 1 27,35 29 44 52 16 25 6 21 50 38,17,0,60,0,22,27 28 26 30 14 15 32 31 33 43,35 29 44 52 16 25 6 21 50 38,2,1,0
3 22 44 45 14 52 50 42 16 17,4 47 31 40 43 46 9 32 18 41,19,0,29,0,9,45 44 46 52 14 16 17 3 42 29,31 32 30 33 40 27 41 4 43 18,1,1,1
24 3 46 39 43 38 19 15 23 10,16 37 49 41 27 31 28 30 45 47,50,2,0,1,11,15 16 17 24 43 42 52 3 2 39,31 30 32 37 49 47 46 27 40 1,1,1,1
15 8 52 52 40 24 48 6 11 42,32 37 23 21 46 28 18 45 34 0,33,0,12,0,24,42 44 43 52 30 31 40 27 1 52,46 45 47 20 23 21 0 26 28 2,1,1,1
50 1 35 22 2 42 8 9 47 24,36 37 13 10 12 18 46 21 5 29,30,34,14,1,25,8 9 10 7 1 2 28 42 33 46,36 37 38 35 13 14 52 0 29 18,1,1,0
