init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
6 36 26 10 32 48 33 28 9 39,17 52 14 3 5 19 31 43 50 7,1,39,0,1,7,32 33 34 26 39 28 18 44 6 7,3 5 4 52 31 30 17 19 14 16,1,2,0
13 0 45 29 34 41 22 50 20 27,42 37 8 24 38 36 49 39 43 23,10,20,0,1,7,17 18 20 19 13 0 27 41 15 29,37 38 36 49 8 6 42 43 23 40,1,2,0
4 19 2 28 24 52 13 35 25 37,16 38 18 7 45 41 36 50 21 48,30,0,60,0,9,13 25 14 4 35 37 2 28 52 52,16 38 18 7 45 41 36 50 21 48,1,1,1
38 46 12 39 11 0 43 2 48 23,40 13 27 7 35 15 5 47 18 25,41,0,16,0,9,46 48 47 2 39 51 12 11 10 9,5 7 6 15 27 29 13 40 3 43,2,1,0
38 28 26 27 22 39 46 37 18 35,16 41 21 13 32 43 11 17 23 7,1,0,36,0,9,38 28 26 27 5 52 3 7 40 9,21 23 22 13 41 16 43 17 4 31,1,2,0
1 3 50 6 11 23 12 18 42 52,7 25 26 29 4 33 37 5 20 47,36,0,60,0,10,42 43 44 23 0 1 3 52 14 16,7 25 26 29 4 33 37 5 20 47,1,2,0
25 27 22 1 9 10 26 41 20 37,35 29 16 18 8 33 13 32 34 24,50,20,0,1,4,26 27 38 37 20 22 1 41 4 5,35 33 32 34 16 18 24 52 13 25,1,2,0
25 41 16 17 36 38 22 24 52 7,50 44 47 39 29 49 27 43 46 51,40,15,0,1,13,25 22 24 23 36 38 52 41 16 17,50 49 51 44 27 47 46 43 1 4,1,1,1
27 40 3 41 14 51 2 35 39 46,18 20 15 19 9 45 34 24 10 37,38,0,21,0,4,3 2 4 41 43 42 40 27 14 51,18 20 19 21 9 10 25 15 45 33,2,0,1
40 8 1 22 26 41 19 27 34 33,23 31 35 50 13 39 2 5 15 51,4,0,13,0,16,26 27 28 29 30 19 20 40 41 42,13 15 14 16 5 6 17 39 2 31,2,1,0
40 6 41 23 46 12 51 42 48 8,20 14 10 27 36 50 17 7 44 39,3,0,50,0,17,40 41 42 46 48 16 45 52 6 5,52 39 14 27 15 17 44 18 20 7,1,2,0
15 52 20 47 29 48 41 17 37 36,43 32 33 14 12 16 52 7 4 27,24,0,57,0,5,47 48 46 52 37 17 20 50 15 41,52 14 27 16 43 4 32 6 33 7,1,1,1
29 37 22 25 0 39 32 52 49 51,3 9 44 48 43 10 24 5 18 33,11,25,0,1,22,37 52 50 0 39 14 41 2 29 42,44 43 45 46 9 10 24 5 18 31,1,1,1
23 49 50 10 9 20 15 14 2 51,31 0 3 40 13 38 4 18 12 5,22,0,24,0,7,49 50 51 15 14 16 9 44 42 52,3 4 5 2 0 13 40 27 31 18,2,1,0
50 18 35 19 0 45 46 36 42 16,34 47 13 38 31 3 11 6 30 2,9,0,60,0,10,18 19 20 16 17 35 22 42 45 44,34 47 13 38 31 3 11 6 30 2,1,2,0
47 44 18 17 48 6 24 52 37 4,3 12 27 50 16 19 21 41 13 7,1,0,2,0,24,47 48 46 49 6 4 5 52 28 2,14 13 25 27 41 43 40 3 16 26,2,0,1
44 5 11 6 36 12 45 46 40 1,15 51 22 23 16 42 37 33 30 21,24,2,0,1,10,44 45 46 11 36 35 1 2 3 26,22 23 21 37 15 16 30 31 29 50,2,1,0
43 46 42 31 4 18 3 49 2 45,7 32 52 51 26 33 15 19 20 30,37,6,0,1,6,4 3 2 42 43 45 46 44 39 28,19 20 18 32 52 33 30 21 50 22,1,2,0
0 40 24 28 47 5 48 14 2 36,41 16 22 27 20 10 11 9 37 13,29,40,0,1,15,0 26 40 14 28 2 15 17 30 4,10 11 9 8 16 22 20 41 43 52,1,2,0
28 14 35 42 18 13 49 33 46 9,19 10 52 41 26 21 43 51 50 48,47,60,0,1,12,28 14 35 42 18 13 49 33 46 9,0 1 2 52 21 29 34 40 41 43,1,2,0
9 47 28 20 35 26 3 51 0 8,24 36 19 4 23 46 52 21 29 16,13,0,16,0,8,9 8 10 47 26 45 28 41 2 0,24 23 22 21 52 46 44 29 16 4,1,1,1
20 42 7 51 6 8 13 18 28 48,19 22 3 5 52 49 45 39 35 34,47,0,23,0,22,7 6 8 9 16 18 17 52 13 0,52 34 21 39 26 27 14 41 2 3,2,0,1
41 21 3 5 12 34 18 29 40 2,28 6 20 13 48 23 26 36 44 24,19,0,10,0,14,41 40 42 43 2 3 4 5 18 31,13 14 15 16 17 6 26 28 1 44,2,0,1
24 36 45 47 15 6 27 11 22 4,1 28 46 44 14 13 23 52 3 9,33,45,0,1,20,6 4 5 0 27 15 45 32 24 36,13 14 25 46 26 28 52 1 40 7,1,1,1
30 37 1 11 18 47 24 48 4 42,28 3 9 22 12 44 52 25 7 49,17,0,60,0,22,43 42 41 30 4 1 13 39 26 52,28 3 9 22 12 44 52 25 7 49,1,1,1
51 48 40 2 50 38 11 6 20 7,18 9 19 52 44 32 36 26 41 13,23,33,2,1,25,6 7 8 0 40 14 2 29 31 20,26 28 27 52 36 3 49 41 15 13,1,1,1
52 11 10 1 9 31 51 47 17 8,46 43 23 44 45 32 16 29 22 20,0,0,8,0,9,11 10 9 8 51 49 50 52 17 4,46 43 44 45 29 30 32 52 14 16,2,0,1
43 48 6 52 2 5 39 51 49 14,4 21 9 11 22 41 36 13 8 46,38,0,5,0,18,14 16 15 52 42 43 2 28 41 51,21 22 23 20 24 30 32 52 13 1,1,1,1
1 10 52 48 52 3 37 17 11 27,41 22 23 25 43 19 29 4 0 31,16,23,4,1,25,52 52 3 39 26 1 27 14 15 17,40 41 43 42 44 29 4 5 0 13,1,1,0
6 41 44 1 14 38 31 42 24 22,18 47 33 11 30 46 21 9 0 12,8,0,39,0,15,5 6 7 34 41 42 44 1 14 52,47 21 0 39 40 16 30 43 18 19,1,1,1
21 6 15 33 28 51 44 47 43 38,52 4 35 52 36 40 11 50 26 13,3,60,0,1,9,21 6 15 33 28 51 44 47 43 38,35 36 34 52 11 10 52 40 1 29,1,1,1
39 28 20 2 4 18 43 27 16 5,46 8 17 24 45 42 21 29 32 25,22,0,45,0,10,28 27 26 15 16 18 9 0 2 52,24 25 23 42 29 3 17 45 32 19,1,2,0
8 35 48 22 24 14 16 1 52 49,41 31 51 52 13 38 30 32 5 43,11,5,0,1,7,16 17 15 24 33 35 52 14 1 29,31 30 32 41 52 43 44 5 50 3,1,2,0
35 29 36 34 27 28 21 39 14 44,51 50 52 17 40 15 18 6 10 26,48,0,4,0,17,29 27 28 35 36 34 37 30 31 32,17 18 19 15 16 51 50 52 26 13,3,0,0
43 0 20 17 24 32 30 11 16 47,52 35 33 4 21 6 28 45 34 26,51,6,0,1,9,32 30 31 16 17 15 0 13 39 43,35 33 34 4 3 5 2 52 6 45,2,0,1
13 43 46 52 36 11 52 18 35 47,8 45 25 40 30 12 28 37 15 41,48,17,0,1,24,52 52 35 9 13 0 39 1 14 16,44 45 46 43 22 26 38 28 15 2,1,1,1
21 37 43 46 33 35 36 29 0 44,41 50 7 26 20 8 3 52 19 48,16,0,55,0,2,37 33 35 36 34 43 46 29 44 47,3 52 26 27 41 19 7 20 50 8,1,1,0
43 30 41 23 28 24 29 9 3 49,51 15 48 47 42 52 52 2 22 17,14,0,4,0,12,30 28 29 23 24 22 21 27 0 12,4 5 6 52 15 17 52 31 40 2,2,1,0
8 21 38 44 48 45 30 20 4 41,37 46 23 6 52 0 13 49 5 50,22,4,0,1,11,44 45 46 21 48 20 30 4 17 41,6 5 7 49 50 51 0 13 39 52,2,0,1
25 31 17 46 26 33 3 7 36 43,52 0 6 28 15 4 10 38 21 5,9,60,0,1,13,25 31 17 46 26 33 3 7 36 43,6 4 5 52 38 37 28 15 41 22,1,1,1
23 12 32 0 17 26 1 22 15 5,6 18 28 4 37 2 11 39 46 41,40,16,0,1,24,12 0 1 27 32 33 26 15 42 3,28 29 30 14 2 4 52 41 43 44,1,2,0
46 19 21 34 23 24 29 20 52 51,49 32 33 0 40 6 35 48 50 14,17,0,20,0,9,19 21 20 52 13 15 23 24 25 22,49 48 50 51 0 40 14 2 28 41,2,1,0
46 27 20 52 14 31 6 44 15 39,8 25 28 3 0 13 19 42 49 35,36,0,2,0,19,14 15 13 52 10 29 27 1 40 52,42 44 43 2 3 4 49 28 30 0,1,1,1
39 24 5 48 41 46 33 7 8 52,43 51 26 18 50 49 13 42 19 15,9,0,31,0,2,22 24 23 48 52 5 46 33 7 35,51 50 49 26 13 15 42 16 43 18,1,1,1
25 19 31 37 43 46 24 45 14 18,2 49 32 21 3 26 6 47 44 1,22,0,19,0,12,18 19 20 46 45 47 43 48 30 9,2 3 1 0 26 28 27 16 44 31,2,0,1
18 6 14 21 11 4 1 29 41 10,48 2 42 49 27 8 3 0 17 39,5,42,0,1,10,18 26 14 1 41 29 42 4 30 6,48 49 50 0 2 3 52 51 39 40,2,1,0
22 9 4 48 19 21 10 38 49 44,34 23 40 26 13 47 31 8 39 46,35,0,15,0,16,3 4 5 22 41 42 9 30 17 48,39 40 51 13 15 52 26 0 28 31,1,1,1
30 44 32 41 19 18 12 28 52 25,38 14 1 24 47 23 39 17 9 48,36,0,16,0,7,19 18 20 30 32 31 52 44 45 42,24 23 25 39 40 10 14 1 28 17,2,1,0
34 51 37 44 47 17 5 36 42 45,16 8 18 23 52 28 39 2 0 38,29,6,0,1,14,37 36 38 35 44 47 42 45 48 17,3 2 4 16 39 40 52 28 30 52,1,2,0
0 1 6 12 14 33 46 21 27 24,52 39 23 30 40 19 43 22 36 2,18,20,0,1,14,0 1 12 42 43 31 14 27 30 6,22 21 20 23 52 25 13 39 40 44,1,2,0
19 26 45 27 21 43 52 50 18 17,22 12 41 28 52 31 34 39 7 29,20,2,0,1,8,19 18 17 21 23 22 16 52 3 26,28 29 27 52 39 41 7 31 5 46,1,1,1
41 22 44 11 13 52 24 17 20 7,42 10 0 33 18 40 50 30 37 14,4,0,29,0,12,22 21 23 41 44 52 17 20 19 18,30 43 0 39 40 14 28 42 16 3,2,1,0
9 24 49 29 11 7 50 19 20 27,15 28 18 2 1 38 40 25 44 46,12,5,0,1,17,19 20 18 21 9 11 52 8 13 27,1 2 0 38 25 40 52 15 28 51,1,1,1
45 19 22 31 17 6 4 12 30 0,1 35 20 32 7 14 37 41 39 36,11,60,0,1,6,45 19 22 31 17 6 4 12 30 0,39 41 42 40 35 36 34 37 1 14,2,0,1
23 22 27 30 52 49 42 15 46 39,11 7 24 20 43 26 45 38 52 5,33,32,0,1,12,52 46 39 13 0 27 15 42 30 6,3 5 4 7 43 45 20 29 16 52,1,1,1
5 9 51 0 18 41 17 23 4 36,45 14 22 21 46 38 25 52 20 49,48,46,0,1,5,9 0 13 41 29 17 4 5 18 44,22 21 20 45 46 47 14 40 27 52,2,0,1
12 25 21 27 2 36 16 31 32 42,49 45 47 28 8 3 35 9 51 24,39,60,0,1,19,12 25 21 27 2 36 16 31 32 42,45 47 46 1 3 0 8 9 7 10,2,1,0
36 41 52 19 31 43 40 20 7 12,42 9 11 26 45 35 47 51 39 34,23,0,60,0,4,5 7 6 36 40 41 43 52 19 20,42 9 11 26 45 35 47 51 39 34,1,2,0
50 40 9 27 44 15 42 18 49 5,2 24 28 17 20 52 35 43 46 14,30,14,0,1,18,5 7 6 8 26 13 39 0 40 27,14 16 15 17 1 2 52 28 29 43,1,2,0
44 13 38 23 42 40 15 28 8 43,7 39 9 41 4 17 47 3 48 51,24,0,8,0,15,44 42 43 15 17 37 26 28 52 52,7 9 8 3 4 50 6 39 0 41,1,2,0
37 41 32 34 0 18 48 26 44 7,23 6 27 36 24 2 16 45 40 47,29,3,0,1,17,32 34 33 3 18 52 13 0 26 14,23 24 25 22 45 47 46 16 27 40,2,0,1
5 16 4 47 41 15 32 9 13 1,39 34 23 28 52 22 14 8 50 26,46,0,27,0,19,5 4 6 13 15 52 3 16 42 33,52 7 20 39 26 14 1 28 17 31,1,1,1
36 16 9 19 10 18 41 20 40 38,34 24 33 46 4 6 0 14 30 26,5,0,43,0,8,19 20 21 18 9 10 16 17 15 52,52 0 26 13 14 29 4 30 6 33,2,1,0
0 36 27 40 24 2 21 44 52 5,28 14 35 20 23 18 29 25 7 46,8,0,60,0,7,0 2 1 12 36 21 52 44 5 34,28 14 35 20 23 18 29 25 7 46,1,1,1
8 41 35 34 19 17 43 30 13 11,47 24 40 27 52 32 29 50 37 51,5,0,58,0,23,41 43 42 35 34 33 13 26 0 31,52 44 40 27 29 32 7 47 24 50,2,0,1
31 35 21 23 15 52 51 16 43 27,25 14 37 1 32 12 26 36 19 7,20,12,0,1,20,40 41 39 52 13 15 16 27 28 3,1 2 0 7 52 14 33 42 29 46,1,1,1
45 22 14 52 48 16 18 44 28 27,3 8 11 25 36 5 6 31 46 17,12,0,8,0,21,16 18 17 15 52 27 28 38 4 43,8 6 7 5 25 31 29 39 26 41,1,1,1
16 13 15 42 31 45 49 35 51 33,9 2 6 7 46 52 4 48 11 34,36,0,60,0,14,16 15 17 49 33 31 35 10 37 23,9 2 6 7 46 52 4 48 11 34,1,2,0
52 49 10 47 41 17 40 32 15 43,9 8 34 21 5 52 24 27 16 50,44,12,0,1,6,15 17 16 52 40 41 43 26 0 32,9 8 10 5 24 25 52 21 34 31,1,1,1
17 8 52 46 4 24 49 10 14 15,16 20 47 27 12 50 43 39 1 19,36,0,9,0,24,40 41 42 52 49 14 10 15 28 52,26 27 38 12 1 0 2 39 13 16,1,1,1
49 9 11 52 18 36 21 27 32 45,5 29 52 43 28 44 42 25 20 8,40,60,0,1,3,49 9 11 52 18 36 21 27 32 45,43 42 41 29 52 28 44 31 5 1,1,1,1
22 31 45 50 14 5 16 8 38 7,35 44 1 52 33 26 12 15 19 49,0,25,27,0,25,5 8 7 6 4 14 41 16 43 31,52 26 39 13 1 27 15 42 30 17,1,0,0
40 5 7 35 30 47 27 25 50 15,19 20 45 1 3 39 17 46 49 28,24,0,18,0,14,14 15 16 50 40 41 11 27 29 30,45 46 44 43 39 13 26 1 28 3,1,2,0
50 25 37 44 52 43 36 26 6 7,11 14 41 17 12 2 32 16 23 48,4,0,60,0,2,37 36 35 52 6 7 26 27 28 43,11 14 41 17 12 2 32 16 23 48,2,1,0
22 35 20 14 48 26 34 52 45 18,41 46 10 8 44 28 37 40 29 24,2,60,0,1,9,22 35 20 14 48 26 34 52 45 18,28 29 27 41 44 46 3 5 4 15,2,1,0
1 52 10 33 40 3 48 26 18 51,49 14 32 4 5 52 6 15 24 21,36,2,0,1,3,1 3 2 52 51 40 10 48 9 26,4 5 6 49 52 24 21 14 15 23,1,2,0
40 17 36 34 45 4 37 9 52 3,20 0 28 11 51 21 13 26 19 23,2,53,0,1,8,52 15 40 3 42 17 4 45 36 34,20 21 19 22 28 14 16 13 0 26,1,1,1
44 32 7 52 22 33 19 21 5 28,37 42 40 10 16 0 18 15 47 30,1,0,38,0,8,32 33 34 52 22 19 21 14 28 2,40 0 26 39 15 42 16 3 30 18,1,1,1
37 31 9 25 51 3 20 43 29 39,13 10 36 21 46 15 17 27 48 11,18,0,2,0,15,1 3 2 31 5 29 32 39 26 0,10 11 9 17 52 15 19 6 52 13,1,1,1
25 26 32 36 40 38 41 37 27 52,17 29 43 3 4 7 52 0 1 14,6,0,40,0,1,36 38 37 26 27 28 25 32 23 52,52 0 1 14 41 29 3 17 43 4,2,1,0
21 15 27 22 0 24 48 46 45 30,31 1 50 3 43 39 8 49 17 34,6,0,29,0,14,13 15 16 14 45 52 0 19 27 40,50 49 51 39 26 1 3 42 43 17,1,1,1
