init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
18 19 46 5 3 49 14 52 2 48,27 30 1 4 41 44 36 9 12 16,47,0,54,0,7,18 19 20 46 49 52 48 2 3 34,52 27 1 41 16 30 4 44 36 9,1,2,0
3 8 32 21 22 50 36 41 5 15,12 28 7 37 48 4 46 30 52 27,11,60,0,1,8,3 8 32 21 22 50 36 41 5 15,27 28 26 29 37 52 12 4 30 17,1,1,1
5 45 50 2 10 11 34 17 24 39,14 16 38 41 52 12 35 1 40 3,48,60,0,1,7,5 45 50 2 10 11 34 17 24 39,41 40 42 14 16 15 52 38 12 35,2,0,1
17 26 30 9 25 11 19 35 3 38,21 24 51 31 13 20 22 0 16 36,44,60,0,1,7,17 26 30 9 25 11 19 35 3 38,21 20 22 31 13 16 15 33 46 5,1,1,1
34 35 9 4 13 12 22 31 33 52,45 16 19 48 1 24 27 21 40 11,20,0,60,0,10,34 35 33 52 12 0 52 15 17 7,45 16 19 48 1 24 27 21 40 11,1,2,0
12 14 20 16 19 7 32 34 5 17,21 0 40 6 18 3 24 41 52 48,15,0,38,0,13,32 34 33 16 17 19 28 14 27 52,41 52 0 13 40 3 29 30 18 6,1,1,1
47 51 12 35 40 16 50 14 52 20,11 3 38 23 18 42 13 1 33 41,22,51,0,1,13,35 52 40 14 16 29 18 20 33 47,1 3 2 48 39 41 51 13 15 52,1,2,0
4 30 48 37 10 13 21 28 33 19,5 2 12 8 45 52 22 7 41 15,24,60,0,1,7,4 30 48 37 10 13 21 28 33 19,5 8 7 6 52 12 0 2 41 15,1,1,1
41 48 19 4 2 28 22 47 52 29,8 33 24 0 31 32 39 49 20 13,23,0,3,0,15,28 29 30 52 2 4 36 16 18 52,33 31 32 24 49 22 0 39 13 27,1,2,0
6 36 30 49 16 14 29 17 24 7,3 32 38 23 12 39 52 34 8 52,27,0,53,0,10,30 29 28 14 16 17 7 20 46 40,52 52 39 15 3 43 32 6 38 23,1,1,1
8 22 6 15 31 41 42 45 52 43,7 37 47 51 52 27 35 44 14 4,28,0,28,0,10,41 42 43 8 15 10 6 52 45 2,37 35 36 52 27 14 40 4 17 44,1,1,1
13 52 6 34 47 21 4 7 40 2,48 38 10 32 37 0 51 43 27 50,33,0,26,0,9,39 40 41 52 7 6 2 4 3 52,48 51 50 49 0 27 15 29 43 17,2,1,0
16 40 52 49 9 11 31 23 20 6,7 34 51 22 47 45 52 36 41 48,43,3,0,1,24,9 11 10 52 20 22 14 16 30 40,47 48 49 52 36 37 34 32 33 31,2,1,0
50 37 43 22 11 30 9 5 27 20,1 39 40 42 31 25 26 28 36 19,13,19,0,1,23,11 9 10 52 5 7 27 41 43 30,0 1 2 39 40 42 26 28 29 52,1,2,0
4 20 5 40 3 1 18 19 51 50,22 2 16 39 14 31 9 32 42 11,12,0,32,0,7,20 18 19 4 5 3 7 8 9 51,31 32 30 39 14 27 2 16 42 22,3,0,0
48 13 25 8 10 7 47 45 32 28,43 22 30 36 23 51 14 35 31 0,5,60,0,1,17,48 13 25 8 10 7 47 45 32 28,30 31 29 52 1 0 3 27 14 40,1,1,1
11 33 21 40 26 27 2 50 10 46,4 23 9 32 3 15 7 52 51 20,0,4,16,0,25,26 27 38 42 52 44 40 1 14 2,4 3 5 9 7 52 6 15 41 32,1,1,1
1 23 22 52 32 26 31 46 33 5,43 52 38 34 24 35 36 20 51 41,3,0,15,0,6,23 22 24 52 1 12 32 31 33 30,34 35 36 52 20 21 0 40 41 43,2,1,0
3 29 22 42 19 8 1 40 43 52,2 34 46 21 15 44 45 17 28 30,20,23,0,1,19,52 33 7 13 26 1 40 27 3 29,46 44 45 47 48 49 2 15 28 41,2,0,1
35 20 18 11 47 28 15 30 17 27,22 4 23 5 6 41 10 33 39 9,44,3,0,1,10,27 28 26 18 30 32 14 15 13 40,22 23 24 5 41 43 6 45 19 31,1,1,1
2 47 11 12 20 34 1 29 41 15,45 50 22 32 17 31 7 43 19 4,26,14,0,1,20,1 2 0 52 18 20 14 27 41 15,32 31 33 43 45 44 30 17 4 39,2,0,1
26 13 0 40 14 1 24 6 17 8,42 44 19 47 46 39 30 36 43 28,50,0,2,0,14,0 1 12 24 26 28 29 14 40 11,42 44 43 47 46 45 52 30 4 39,1,1,1
44 14 34 31 45 42 27 12 52 41,22 25 43 19 15 0 36 21 17 8,3,3,0,1,23,42 41 40 52 27 28 52 44 31 14,19 18 20 13 15 25 16 17 43 30,1,1,1
13 4 12 51 46 5 6 21 52 27,1 49 0 20 3 24 26 33 31 15,10,0,2,0,6,4 5 6 21 19 20 22 52 27 40,33 31 32 1 0 12 49 3 16 26,2,0,1
33 21 28 14 12 2 37 7 20 0,8 6 3 38 30 32 1 18 47 29,5,4,3,1,25,21 20 19 44 14 15 26 0 39 28,30 32 31 18 6 8 3 29 16 1,1,1,1
52 24 25 44 11 39 43 14 20 1,47 28 38 40 9 35 50 16 34 45,33,0,60,0,4,43 44 42 52 20 5 7 14 1 46,47 28 38 40 9 35 50 16 34 45,1,1,1
52 29 35 41 5 9 16 26 36 18,23 12 7 3 6 22 27 32 37 31,51,30,0,1,9,52 52 26 1 40 14 41 29 16 3,32 31 30 12 6 7 23 22 24 21,2,1,0
50 38 24 0 42 47 52 52 32 35,28 18 45 49 16 21 22 8 46 29,39,0,16,0,19,0 1 12 32 33 34 52 42 3 52,28 29 30 45 46 44 43 2 16 18,2,0,1
30 42 40 23 43 10 39 3 20 51,32 11 31 50 17 1 37 5 4 0,6,5,0,1,9,42 43 44 51 39 40 52 50 11 3,32 31 33 0 1 2 17 4 30 52,2,0,1
50 6 0 40 39 45 24 35 48 13,31 23 26 25 21 22 7 10 43 49,9,27,0,1,22,35 48 0 39 13 40 2 28 29 42,23 25 24 22 31 30 43 17 4 52,1,1,1
13 39 15 48 17 26 3 18 34 30,22 49 27 51 50 21 14 7 29 9,11,45,0,1,6,13 39 26 15 2 3 17 30 18 31,49 51 50 22 21 23 27 14 1 37,2,0,1
24 17 32 7 20 43 50 30 41 51,12 11 26 39 36 48 1 49 21 33,27,0,16,0,20,43 41 42 32 52 34 30 17 4 52,12 11 10 1 0 2 26 39 16 5,1,1,1
6 38 9 46 41 12 23 22 31 39,14 33 18 19 11 4 5 20 52 52,24,60,0,1,1,6 38 9 46 41 12 23 22 31 39,18 19 20 11 4 5 33 52 34 52,1,2,0
9 51 8 3 5 31 22 2 23 7,14 4 24 45 15 43 12 13 34 30,33,0,18,0,5,9 8 7 22 23 24 3 29 42 52,14 15 13 43 45 52 39 28 4 30,2,0,1
20 47 52 18 42 10 23 19 30 36,28 1 25 48 49 51 50 7 17 33,39,0,9,0,9,20 18 19 52 23 22 13 47 45 26,48 49 51 50 27 28 30 29 1 17,1,2,0
19 6 15 52 34 46 29 35 18 49,21 28 14 32 0 51 30 40 17 43,38,2,0,1,23,34 35 33 52 46 47 44 43 25 39,13 14 16 15 51 12 40 52 28 2,1,1,1
34 9 35 37 18 48 27 52 14 16,13 50 25 47 52 4 20 10 32 38,29,0,60,0,16,16 15 17 34 35 37 52 14 27 40,13 50 25 47 52 4 20 10 32 38,1,1,1
8 33 35 41 52 1 18 20 37 46,11 28 14 6 10 4 17 12 5 47,50,28,0,1,15,52 37 24 0 1 27 41 29 3 43,11 10 12 6 4 5 15 28 2 52,2,0,1
44 11 13 6 9 14 23 19 33 46,25 8 51 49 40 4 38 28 20 10,16,60,0,1,24,44 11 13 6 9 14 23 19 33 46,51 40 39 52 20 18 17 4 42 52,1,1,1
19 35 52 38 9 6 14 32 10 31,1 16 3 33 17 5 13 26 24 44,25,0,8,0,13,31 32 33 52 38 35 51 19 6 12,16 17 18 26 27 29 28 13 1 14,1,1,1
43 16 26 19 30 42 44 22 14 11,32 4 8 9 12 39 51 36 41 10,34,0,2,0,8,43 42 44 14 16 47 13 19 6 32,39 41 40 8 3 4 9 10 11 0,1,1,1
17 24 21 46 31 29 1 0 22 3,15 16 10 26 5 40 42 49 2 41,4,0,8,0,15,24 21 22 23 20 17 31 29 32 28,5 7 6 40 42 41 39 26 1 27,1,1,0
16 17 37 18 23 13 31 26 51 1,40 14 44 50 46 28 33 4 22 20,12,0,60,0,7,16 17 18 51 5 7 8 15 13 52,40 14 44 50 46 28 33 4 22 20,1,2,0
15 33 32 25 31 45 29 5 18 36,30 34 17 35 12 27 9 11 40 22,3,0,2,0,12,33 32 31 29 18 20 13 15 14 42,34 35 36 52 30 28 27 1 40 0,2,1,0
23 6 49 4 12 1 43 29 42 36,5 30 28 41 47 21 44 3 34 22,19,27,0,1,19,6 52 45 26 1 27 14 29 42 4,21 22 23 28 30 32 5 44 18 31,1,1,1
15 8 39 52 22 5 34 6 14 3,12 13 17 19 28 38 33 42 32 23,46,0,43,0,14,39 41 40 7 14 15 5 6 52 3,33 20 13 28 2 42 17 30 19 32,1,2,0
52 12 23 4 41 5 17 43 36 49,24 14 51 7 9 6 16 20 21 27,11,58,0,1,12,52 52 41 4 17 43 5 20 12 23,14 16 15 7 9 6 8 24 27 40,2,0,1
7 18 21 17 30 12 26 33 27 5,50 19 0 45 2 20 6 44 52 52,39,13,0,1,9,26 27 38 28 5 7 13 14 2 17,44 45 46 43 0 52 6 52 19 20,1,2,0
51 4 45 8 25 15 31 28 29 9,40 22 13 37 52 47 5 24 30 36,0,0,41,0,21,28 29 27 44 45 46 15 17 16 18,13 52 26 40 41 30 4 5 31 19,3,0,0
8 4 37 32 25 29 26 1 5 41,35 0 10 46 23 33 24 14 31 34,16,2,0,1,17,4 5 3 29 26 38 28 41 2 13,35 36 37 33 34 31 42 14 27 1,1,1,1
50 46 19 15 30 20 24 31 34 5,38 39 3 41 37 22 36 10 14 6,40,60,0,1,4,50 46 19 15 30 20 24 31 34 5,38 37 36 14 41 43 52 0 3 52,1,2,0
50 49 9 15 43 23 45 44 46 29,52 12 19 42 48 47 32 17 11 13,35,6,21,0,25,43 45 44 46 50 49 9 47 1 40,52 48 52 13 26 39 14 2 28 41,1,1,0
