init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
25 30 22 52 15 47 21 20 17 31,12 44 13 5 50 29 26 33 2 4,28,0,58,0,1,22 21 20 30 31 32 25 52 24 15,12 44 13 5 50 29 26 33 2 4,2,1,0
44 31 43 49 0 2 35 38 40 12,19 6 9 28 41 30 21 46 32 47,27,0,49,0,3,44 43 42 40 0 2 12 49 48 50,19 21 20 28 41 30 6 32 46 9,2,1,0
42 43 9 38 19 17 46 47 37 40,6 41 10 33 4 5 49 25 26 52,29,60,0,1,6,42 43 9 38 19 17 46 47 37 40,6 4 5 52 10 11 28 26 27 16,2,1,0
37 42 43 16 39 27 14 34 12 7,22 21 20 31 17 33 26 6 32 47,36,0,6,0,9,42 43 41 16 14 15 13 40 27 23,22 21 20 31 33 32 26 28 52 17,2,0,1
46 23 16 48 5 37 31 2 14 15,42 28 20 21 29 25 50 26 6 41,17,0,32,0,10,16 14 15 46 48 47 52 5 31 43,28 29 30 26 39 13 41 42 6 20,2,0,1
46 47 12 31 36 30 52 3 52 18,8 5 35 4 17 23 27 40 38 16,19,2,0,1,12,30 31 29 52 46 47 52 3 2 26,40 41 39 4 5 32 17 16 15 14,2,1,0
23 51 25 39 34 52 6 28 22 2,43 4 30 21 33 27 24 35 48 45,0,0,27,0,13,23 25 24 39 52 51 6 19 45 26,33 35 34 36 27 1 14 43 4 30,1,1,1
0 33 8 13 38 6 26 48 43 21,51 27 42 22 1 24 37 41 47 29,35,27,0,1,16,48 52 52 0 13 26 40 3 43 18,29 28 30 27 22 41 42 14 16 9,1,2,0
47 51 45 37 4 8 20 49 52 22,30 13 16 0 9 19 6 29 24 43,5,0,3,0,16,47 45 46 51 49 52 17 15 16 52,40 42 41 26 27 31 39 13 0 1,2,1,0
21 23 3 25 6 40 35 47 5 7,9 45 51 26 32 13 16 24 46 1,48,10,0,1,8,6 5 7 21 23 35 39 0 40 14,45 46 44 1 4 3 2 9 26 13,2,0,1
22 7 35 43 42 37 46 41 36 23,52 5 10 29 32 21 14 2 47 51,28,0,59,0,2,35 37 36 22 23 24 25 7 46 41,52 2 14 29 43 5 32 10 21 47,2,0,1
18 37 28 15 1 36 35 12 16 48,51 17 27 24 42 46 14 23 49 4,32,0,41,0,6,37 36 35 1 12 19 28 15 41 6,51 49 50 27 14 42 17 4 46 7,1,1,1
41 22 3 8 39 52 10 44 31 48,42 0 27 52 25 20 11 30 33 29,35,0,34,0,21,2 3 4 22 39 41 52 15 16 48,52 0 26 13 27 1 42 29 30 17,1,2,0
45 14 37 15 38 42 47 28 16 6,30 24 41 7 4 52 12 9 26 23,46,8,0,1,22,14 15 16 13 42 43 44 39 1 27,20 19 21 7 18 17 3 4 2 52,2,1,0
25 44 29 46 36 26 6 1 37 24,14 4 49 31 8 32 33 2 52 16,9,60,0,1,4,25 44 29 46 36 26 6 1 37 24,31 32 33 4 2 52 16 42 3 48,1,1,1
3 30 37 25 31 22 7 23 36 42,50 48 44 47 39 26 35 27 21 10,11,60,0,1,7,3 30 37 25 31 22 7 23 36 42,48 47 46 26 27 28 38 50 44 18,2,0,1
20 13 11 40 29 42 33 47 1 35,39 30 2 15 41 9 21 52 25 16,4,10,0,1,22,32 33 34 28 29 17 13 0 40 1,15 16 14 30 39 41 52 2 3 43,1,2,0
21 30 5 10 25 51 32 12 9 48,18 36 38 20 6 39 44 42 16 33,8,0,9,0,19,30 32 31 29 21 10 9 25 51 12,36 38 37 39 41 42 52 26 1 15,1,1,1
40 17 44 14 25 20 37 49 0 2,36 47 22 24 10 43 48 45 3 9,39,0,7,0,10,2 1 3 0 40 41 17 4 43 26,47 48 49 22 24 23 25 21 27 15,1,1,1
14 47 18 13 51 2 28 27 17 43,25 5 45 42 12 20 41 37 19 0,29,3,0,1,18,17 18 16 14 13 25 15 2 28 27,20 19 21 42 45 43 12 0 1 52,2,1,0
22 1 45 7 9 10 28 40 15 27,39 43 46 16 4 18 50 41 14 2,0,60,0,1,12,22 1 45 7 9 10 28 40 15 27,16 18 17 39 41 43 44 2 4 3,2,1,0
40 0 39 19 25 7 17 51 38 8,44 36 15 26 4 24 52 2 35 21,50,48,0,1,6,40 39 51 0 14 17 19 7 25 38,43 44 42 45 24 2 4 52 36 35,1,2,0
40 10 42 33 11 17 32 3 35 13,51 4 47 24 21 26 37 5 2 30,41,0,60,0,9,10 11 12 32 33 31 52 42 3 15,51 4 47 24 21 26 37 5 2 30,2,0,1
52 47 10 51 52 21 44 35 0 49,48 14 46 43 22 7 37 36 41 40,4,19,0,1,10,47 49 48 52 10 8 52 0 44 51,41 40 42 37 36 35 34 43 46 7,2,0,1
25 52 28 8 12 4 29 50 16 19,44 45 17 32 52 30 0 37 24 48,18,3,0,1,15,28 29 27 52 25 23 30 17 4 14,0 1 12 44 52 3 39 41 42 40,2,1,0
2 31 40 52 13 16 48 37 49 11,35 15 47 42 0 24 46 33 45 28,44,11,0,1,11,31 32 33 52 6 7 13 39 40 2,47 46 45 48 27 28 29 0 1 5,2,1,0
26 25 36 23 6 32 48 20 18 30,12 17 22 15 37 49 46 42 24 7,29,0,4,0,16,20 18 19 26 27 28 4 30 17 16,24 23 25 22 21 42 31 33 52 15,2,0,1
4 41 12 7 52 38 52 21 48 45,36 24 49 13 18 16 42 25 35 1,44,0,41,0,16,26 28 27 52 2 4 52 41 43 5,18 31 13 1 15 16 42 30 45 19,1,2,0
36 4 8 6 1 0 5 43 31 28,33 12 49 7 34 29 52 11 3 48,15,2,0,1,17,4 6 5 1 0 28 31 18 44 13,33 34 35 12 52 11 29 3 16 2,1,1,1
30 41 16 23 50 36 7 6 2 48,3 9 11 21 17 14 52 13 20 39,40,60,0,1,5,30 41 16 23 50 36 7 6 2 48,21 20 22 9 11 14 52 13 25 1,1,2,0
20 44 8 16 28 15 18 14 31 10,13 2 11 52 27 19 38 26 49 47,5,0,22,0,1,16 15 14 44 8 10 28 18 30 31,27 38 26 52 49 47 13 2 19 6,1,2,0
40 39 28 31 16 42 5 26 10 12,3 6 30 2 8 13 22 29 46 34,21,16,0,1,11,40 39 51 4 5 47 26 28 16 42,29 30 31 8 44 46 2 3 34 0,1,2,0
28 36 50 15 21 49 5 44 7 42,16 39 45 2 4 41 20 10 27 38,12,41,0,1,14,50 49 51 28 15 42 16 5 44 7,2 4 3 38 39 41 27 1 14 52,1,1,1
25 49 24 46 17 26 18 48 42 1,43 27 39 35 47 29 37 36 34 28,16,0,7,0,7,48 49 50 42 25 24 46 47 52 44,35 37 36 34 29 43 45 39 13 27,1,2,0
52 23 12 8 5 6 19 36 4 46,18 41 38 20 2 26 24 17 0 11,31,8,0,1,15,5 6 4 52 36 35 38 39 1 14,18 17 20 19 40 41 44 26 27 28,2,1,0
34 8 27 48 43 37 15 30 42 32,47 24 45 3 44 39 0 33 20 13,51,34,0,1,12,34 32 33 27 15 42 29 16 43 30,3 5 4 52 44 45 39 0 13 25,1,1,1
3 33 50 45 29 18 51 39 2 22,10 31 43 32 48 20 4 17 28 0,35,18,0,1,4,3 2 1 50 51 22 39 41 29 18,31 32 33 48 26 28 43 4 17 9,1,1,1
42 14 37 7 17 48 26 16 39 22,35 4 8 1 46 32 19 18 44 28,27,0,8,0,20,2 3 4 14 52 39 42 40 16 17,18 19 20 1 52 41 44 0 13 28,1,2,0
22 28 43 10 18 52 51 48 29 16,41 15 20 2 47 50 25 35 52 30,39,0,13,0,17,16 18 17 52 28 29 13 43 44 26,2 4 3 52 41 42 0 27 15 30,1,2,0
6 0 38 18 15 42 28 24 47 2,45 52 51 34 16 39 20 48 46 29,26,0,60,0,6,42 43 41 5 6 4 15 28 2 0,45 52 51 34 16 39 20 48 46 29,2,0,1
36 49 21 31 27 13 5 23 25 37,14 6 30 16 46 2 35 19 12 42,17,2,0,1,25,36 37 38 21 23 22 27 1 52 13,2 3 4 5 30 42 44 0 39 43,1,1,1
52 32 9 46 11 24 34 51 31 5,2 16 47 48 37 27 40 8 18 0,49,60,0,1,7,52 32 9 46 11 24 34 51 31 5,26 27 28 29 16 18 17 0 2 52,2,1,0
44 28 23 4 0 35 19 21 20 34,51 17 41 52 8 13 29 48 12 2,5,0,2,0,15,19 21 20 35 34 33 44 28 15 18,2 3 4 52 41 42 1 27 14 13,2,0,1
27 41 38 31 3 0 37 7 4 40,49 39 20 19 21 17 25 42 44 23,45,9,0,1,13,40 41 42 38 37 36 35 0 27 28,20 19 21 5 7 32 1 2 3 52,2,1,0
49 33 44 36 45 51 47 24 14 41,27 46 34 21 31 43 32 6 16 29,11,0,14,0,9,44 45 47 46 49 51 24 41 15 50,27 28 26 29 31 32 52 40 16 43,1,1,1
36 25 37 43 32 23 27 40 13 10,5 6 49 22 45 12 46 3 0 35,2,2,0,1,25,25 13 14 31 32 41 27 40 28 39,5 6 4 45 46 44 47 3 42 15,2,0,1
33 35 34 13 52 45 38 9 7 19,37 5 50 1 46 4 51 10 29 24,30,0,60,0,1,33 35 34 52 9 7 45 19 17 52,37 5 50 1 46 4 51 10 29 24,1,1,1
21 29 7 27 40 10 17 9 12 24,36 8 43 48 15 0 11 52 51 41,38,48,0,1,8,12 52 13 27 40 29 17 7 21 10,43 42 44 8 11 52 51 41 25 15,1,1,1
43 15 12 23 36 13 1 51 37 48,10 8 26 19 32 44 20 33 46 5,11,0,52,0,14,12 1 0 15 13 14 37 6 7 52,19 20 18 26 44 5 32 33 46 10,2,1,0
14 22 13 52 41 23 42 48 33 38,1 40 50 9 47 37 29 21 0 39,3,0,5,0,10,13 14 15 52 27 28 42 16 41 44,39 40 51 29 52 50 47 46 0 1,1,2,0
27 52 34 8 28 49 6 32 19 17,13 26 25 41 50 4 11 7 21 3,30,0,35,0,10,32 34 33 52 27 28 17 6 8 43,4 3 2 13 26 40 41 18 45 7,1,2,0
10 37 39 1 32 48 51 9 16 47,42 30 19 7 50 34 3 35 22 8,21,60,0,1,10,10 37 39 1 32 48 51 9 16 47,14 15 13 34 27 28 30 8 42 3,1,1,1
17 18 45 6 19 29 39 35 31 2,52 50 40 33 32 11 21 52 28 3,27,8,0,1,16,17 18 19 20 1 45 44 39 13 2,14 15 16 52 40 28 31 3 42 29,1,1,1
