init.hand1,init.hand2,wcj,score1,score2,winner,numrounds,finish.hand1,finish.hand2,pure.seq.counts,impure.seq.counts,set.counts
51 8 24 41 1 33 40 35 22 25,2 15 38 34 46 7 49 44 52 18,28,0,56,0,5,33 35 34 24 41 22 25 1 40 14,2 15 52 43 44 18 19 46 7 38,1,1,1
42 36 24 8 28 43 32 49 46 14,15 26 10 21 1 0 41 2 52 20,6,0,6,0,6,42 43 41 44 32 46 47 45 14 13,1 0 2 3 4 21 52 20 26 15,1,2,0
17 29 8 3 46 37 16 2 6 0,42 43 44 14 27 40 50 9 11 10,12,2,0,1,9,2 3 4 52 17 19 16 38 29 0,42 43 44 9 11 10 14 27 40 1,2,0,1
39 11 29 51 33 5 16 43 24 28,41 23 10 52 48 8 9 37 42 45,21,41,0,1,8,29 28 27 39 15 16 43 5 6 33,23 22 24 8 41 42 10 9 11 52,2,1,0
23 46 43 22 7 35 30 44 3 17,33 20 1 29 12 2 34 32 51 10,26,40,0,1,15,23 22 24 40 3 43 30 17 44 5,33 34 32 12 10 11 2 41 15 52,2,0,1
41 9 45 12 36 42 21 43 46 31,16 10 52 32 19 47 15 48 37 2,7,0,38,0,15,43 45 44 46 9 8 6 42 29 52,52 20 26 1 15 2 16 30 4 32,1,1,1
52 45 35 29 8 20 41 13 7 1,31 9 10 24 18 50 25 28 2 17,21,27,0,1,17,52 8 13 39 1 27 14 41 29 42,24 25 23 7 9 34 6 28 2 15,1,1,1
2 27 51 26 37 10 31 39 8 4,43 13 44 23 29 5 1 9 40 21,42,0,2,0,17,26 27 38 3 39 51 52 31 30 52,17 18 16 5 6 4 29 1 40 13,1,2,0
26 52 29 13 42 15 45 38 18 44,4 19 12 37 11 0 28 40 20 50,46,2,0,1,18,13 15 14 52 1 12 29 42 16 26,19 20 21 52 27 28 4 5 7 2,1,2,0
28 23 2 4 29 37 18 9 51 40,8 10 48 34 3 36 22 52 25 20,12,51,0,1,2,51 40 1 28 2 29 4 18 7 23,8 10 9 34 36 52 37 48 22 25,1,1,1
52 43 21 6 20 35 30 12 32 26,24 31 47 8 51 37 44 52 28 34,9,18,60,0,25,52 35 48 22 26 39 40 14 27 42,24 31 47 8 51 37 44 52 28 34,0,0,0
20 0 38 47 11 43 36 29 4 13,19 25 31 39 37 15 30 23 9 12,28,60,60,0,25,20 0 38 47 11 43 36 29 4 13,19 25 31 39 37 15 30 23 9 12,0,0,0
32 11 35 44 3 25 52 1 18 14,31 41 51 12 43 2 0 37 39 27,10,7,0,1,24,44 45 46 52 30 32 29 13 26 1,41 40 43 42 2 3 4 39 36 0,2,0,1
8 1 11 27 29 38 45 21 0 52,47 19 26 36 10 48 24 34 20 41,32,0,60,0,5,1 3 4 2 45 27 29 52 52 44,47 19 26 36 10 48 24 34 20 41,1,2,0
3 34 24 18 52 44 14 5 39 35,27 15 41 33 9 10 46 21 28 36,30,0,37,0,18,17 18 19 52 32 34 52 3 2 4,9 10 11 27 15 41 28 42 45 33,1,2,0
9 34 40 8 36 32 31 10 41 0,19 39 7 49 45 28 14 44 3 21,17,5,0,1,11,9 8 10 11 12 31 32 52 0 40,4 3 5 52 42 44 41 28 30 43,1,1,1
10 25 6 15 32 29 5 41 52 9,27 48 12 17 45 49 44 2 51 0,40,12,0,1,10,5 6 7 52 18 20 39 26 41 15,48 49 51 50 27 12 0 17 30 43,1,1,1
41 27 37 48 46 40 6 10 49 24,33 21 19 17 15 44 13 47 32 1,25,2,0,1,11,48 49 50 46 47 45 27 40 1 26,33 32 31 17 19 18 15 2 52 52,2,0,1
43 0 17 34 20 27 19 52 7 4,24 8 42 41 32 3 39 11 2 40,31,0,4,0,24,5 4 6 52 27 29 26 17 43 30,41 39 40 13 15 52 42 3 16 2,1,1,1
37 2 18 6 10 3 4 28 17 24,14 25 27 22 0 33 48 52 47 40,19,0,55,0,10,2 3 4 37 38 36 6 18 31 52,52 0 14 27 40 44 33 20 7 25,2,0,1
52 36 45 28 30 1 18 7 29 51,43 17 33 10 38 24 49 31 0 4,37,0,26,0,17,28 30 29 31 52 7 9 1 3 52,14 15 13 24 0 40 27 43 17 4,1,2,0
12 22 30 37 15 49 4 28 52 33,32 44 45 29 35 19 6 36 23 17,42,51,0,1,13,52 52 13 15 28 30 4 33 12 22,35 36 34 44 45 29 32 19 6 3,1,1,1
34 10 24 30 46 36 27 44 39 5,8 40 1 2 35 23 17 31 52 21,51,21,0,1,18,34 36 35 32 33 39 27 16 3 30,1 2 0 52 15 17 25 31 5 12,1,1,1
47 10 17 30 39 12 24 4 52 51,40 25 34 5 21 38 49 45 46 22,16,60,0,1,15,47 10 17 30 39 12 24 4 52 51,21 22 23 45 46 44 42 52 25 15,2,1,0
6 8 39 50 42 46 19 38 22 48,11 49 36 30 52 20 10 45 28 16,32,2,0,1,9,46 48 47 6 8 10 19 15 17 39,28 30 29 52 40 42 43 45 16 18,1,2,0
34 52 9 17 0 43 3 38 31 13,24 36 21 23 37 15 44 22 2 26,49,0,2,0,14,15 17 16 52 3 4 6 10 0 13,24 23 22 36 26 27 21 19 20 39,1,1,1
29 22 25 23 52 14 10 48 40 26,18 16 44 49 46 51 41 21 36 0,15,0,60,0,6,22 23 24 25 52 10 52 14 40 28,18 16 44 49 46 51 41 21 36 0,1,1,1
30 21 38 33 7 41 35 13 2 28,1 3 22 24 16 52 14 20 5 40,49,0,2,0,19,28 30 29 32 33 31 36 41 2 23,14 16 15 52 19 20 1 40 27 0,2,0,1
