,Random,Random,Random,Random,Random,Random,Defeat,Defeat,Defeat,Defeat,Defeat,Defeat,Minscore,Minscore,Minscore,Minscore,Minscore,Minscore,Mindist,Mindist,Mindist,Mindist,Mindist,Mindist,Mindistscore,Mindistscore,Mindistscore,Mindistscore,Mindistscore,Mindistscore,MindistOpp,MindistOpp,MindistOpp,MindistOpp,MindistOpp,MindistOpp
,Random,Defeat,Minscore,Mindist,Mindistscore,MindistOpp,Random,Defeat,Minscore,Mindist,Mindistscore,MindistOpp,Random,Defeat,Minscore,Mindist,Mindistscore,MindistOpp,Random,Defeat,Minscore,Mindist,Mindistscore,MindistOpp,Random,Defeat,Minscore,Mindist,Mindistscore,MindistOpp,Random,Defeat,Minscore,Mindist,Mindistscore,MindistOpp
1289,10,0,-60,-40,-60,-60,-38,9,-60,-60,-60,-60,47,60,3,-35,-6,-35,60,60,-29,-36,-50,7,45,60,2,60,12,-5,47,60,-46,37,9,-47
1290,-19,14,-60,-46,-25,-60,-31,3,-60,-60,-60,-60,22,60,14,13,7,-6,53,60,14,-20,14,-15,60,60,10,-10,-26,9,39,60,10,25,-16,9
1291,44,28,-60,-24,-25,-51,-4,0,-60,-60,-60,-60,60,60,36,25,-2,7,21,60,44,-60,7,60,60,60,44,-42,60,15,43,60,44,-48,-26,-16
1292,60,52,-48,-52,-60,-47,0,0,-60,-60,-60,-60,28,60,-47,-47,60,-6,24,60,-49,21,7,-25,40,60,-54,-31,-30,-26,22,60,-54,60,60,-26
1293,-57,60,-49,-24,-24,-59,-14,0,-60,-60,-60,-60,27,60,60,60,-5,60,53,60,60,-51,60,-35,48,60,60,-60,-25,60,19,44,60,-10,-30,60
1294,-27,16,-31,-27,-51,-60,0,0,-60,-60,-60,-60,47,60,6,-5,-51,-5,36,60,6,-13,-25,-36,55,55,-10,17,-5,-30,60,60,-10,-17,2,-30
1295,-24,0,-60,-19,-50,-56,-24,0,-60,-60,-60,-60,60,60,-26,-26,-2,-51,48,60,4,-24,-35,-60,56,60,-8,-58,-24,-33,60,60,-18,22,-15,-33
1296,40,21,-21,-48,-31,-29,-44,0,-60,-60,-60,-60,40,60,15,2,-26,-15,44,60,-20,-52,-23,22,44,28,-11,-17,35,-44,39,59,-16,-60,-55,-37
1297,-34,60,-44,-22,-41,-23,-37,-10,-60,-60,-60,-60,60,60,-33,-60,21,-60,60,58,-30,-24,-49,-51,19,60,-20,-40,-58,-60,15,60,-60,-23,21,-55
1298,-20,25,-60,-21,-47,-32,-25,0,-60,-60,-60,-60,60,60,17,3,-51,21,60,40,17,-16,18,-13,21,43,35,-54,-17,40,36,60,17,-58,-58,21
1299,-15,19,-24,-23,-60,-49,-37,0,-60,-60,-60,-60,54,60,-51,-51,-50,-51,60,60,-51,45,-51,-46,52,60,-58,-8,-59,-58,60,60,-58,-16,-16,-58
1300,-1,11,-53,-46,-21,-60,-10,0,-60,-60,-60,-60,27,60,-9,-3,-20,-50,60,60,-13,36,-13,-30,60,60,-7,23,-54,-17,43,60,-10,-40,-59,-16
1301,60,35,-25,-53,-45,-60,-18,0,-60,-60,-60,-60,38,60,-54,-54,-42,-3,43,60,-24,20,-46,-60,49,51,-23,45,-60,-59,18,60,-23,-54,-54,-59
1302,-54,18,-23,-48,-47,-60,-13,0,-60,-60,-60,-60,60,60,-35,-35,-59,-42,60,60,-52,-55,-30,-16,19,60,-16,10,10,-54,23,60,-16,-25,-2,-54
1303,0,0,-26,-46,-60,-21,-42,0,-60,-60,-60,-60,33,60,-24,-59,10,-59,40,60,-24,-2,-60,15,48,60,-25,20,7,-60,29,60,-57,23,10,-2
1304,8,60,-47,-10,-60,-22,-27,0,-60,-39,-60,-60,55,59,16,21,7,10,60,60,-16,-11,-16,37,60,60,30,-49,2,10,60,60,30,45,7,10
1305,14,1,-39,-20,-30,-50,-17,0,-60,-60,-60,-60,60,60,40,45,14,15,32,60,18,-15,7,23,24,60,39,-19,17,-5,4,60,18,60,6,15
1306,-25,28,-38,-50,-43,-60,0,0,-60,-60,-55,-60,19,43,24,10,27,8,42,35,24,-19,6,-55,50,60,12,-12,-11,16,55,60,24,20,17,36
1307,8,20,-52,-35,-42,-26,-36,0,-60,-60,-60,-60,3,57,41,36,33,37,47,60,2,17,26,-18,39,60,15,-11,32,17,56,60,15,-48,-48,17
1308,15,0,-44,-43,-29,-60,-21,17,-60,-60,-60,-60,47,60,-9,-7,-17,40,60,44,-55,-21,-55,-11,60,60,-19,53,-10,-49,23,60,-48,15,32,-55
1309,0,15,-24,-52,-48,-43,-24,0,-60,-60,-60,-60,55,60,-16,15,-13,-17,60,35,10,-10,-18,10,48,60,9,5,10,10,44,58,-2,-12,-10,10
1310,37,17,-42,-40,-60,-55,-44,0,-60,-60,-60,-60,33,60,-13,-13,10,-13,36,60,-21,10,-11,-19,28,60,-12,-33,40,-10,30,60,-12,-11,10,-10
1311,-5,19,-60,-52,-30,-50,-38,0,-60,-60,-60,-50,22,60,-12,-12,-5,10,31,60,-15,-6,10,17,50,47,-11,40,6,10,52,60,-11,53,40,10
1312,34,15,-47,-21,-23,-47,-36,0,-60,-60,-60,-60,49,60,-8,-5,-5,-5,18,60,-19,23,27,-21,27,60,-6,10,-11,40,60,60,-26,5,6,40
1313,4,35,-49,-26,-32,-54,0,0,-60,-60,-47,-60,29,60,2,5,2,5,40,60,16,27,18,-10,49,60,-6,47,22,7,21,60,-6,-35,2,7
1314,-8,33,-60,-51,-27,-46,-15,0,-60,-60,-60,-60,42,60,-9,-9,-19,-14,36,60,2,-5,-21,4,44,60,2,13,13,-33,31,60,-41,13,8,-35
1315,-25,22,-60,-60,-60,-50,-42,0,-60,-60,-60,-60,57,60,-5,46,13,-19,43,60,2,-9,-10,26,60,60,9,-6,20,22,45,60,9,10,13,14
1316,-60,58,-20,-24,-42,-25,-40,0,-60,-60,-60,-46,52,60,13,10,20,13,22,60,18,5,11,24,38,60,19,49,10,13,38,55,19,-2,20,13
1317,32,0,-49,-52,-23,-60,0,9,-60,-60,-60,-60,41,60,12,-3,49,26,23,60,26,26,20,-27,33,57,7,-28,-29,26,44,60,11,13,10,26
1318,-36,9,-60,-60,-60,-60,0,-3,-60,-60,-60,-60,49,60,-3,23,-14,29,42,60,24,-2,27,-5,60,60,-14,5,49,10,46,28,-14,-6,-29,10
1319,3,24,-41,-60,-29,-60,-18,1,-60,-60,-60,-60,60,60,-19,-19,35,-14,37,60,-27,60,-27,-9,60,60,-6,-4,-9,-29,31,60,-6,19,26,-29
1320,45,18,-39,-25,-55,-49,-44,5,-60,-60,-60,-60,60,60,16,30,-25,35,43,60,2,2,-5,7,47,60,42,-20,2,49,42,41,19,-32,-13,26
1321,37,47,-60,-55,-46,-33,-10,0,-54,-60,-60,-60,24,60,-25,-25,-27,-25,20,60,-16,-20,-29,10,-14,39,-28,-20,3,-9,55,60,-20,5,2,-13
1322,4,8,-30,-28,-47,-35,-13,0,-60,-60,-60,-60,46,60,2,5,-3,-27,42,60,5,-18,7,-16,46,60,5,13,-17,-7,60,60,5,-4,3,-17
1323,-18,16,-60,-60,-46,-46,-60,-2,-60,-60,-60,-60,60,60,-3,-3,-12,-3,41,60,-6,-11,10,43,40,60,3,22,8,3,43,51,3,-20,-17,3
1324,1,13,-31,-55,-40,-35,-51,0,-60,-60,-60,-60,54,60,-2,-2,16,-12,51,54,-2,-43,-16,8,57,60,19,-34,20,-20,59,60,19,-20,8,-20
1325,-28,39,-58,-50,-54,-60,-26,-36,-60,-54,-60,-60,31,60,60,36,31,16,27,60,3,-25,34,-48,33,60,6,15,-29,11,43,60,6,13,20,14
1326,-17,28,-8,-16,-32,-60,-13,0,-60,-60,-60,-60,60,60,18,2,-2,18,34,60,24,12,31,-18,43,60,13,-45,-34,17,41,60,13,22,-29,17
1327,20,19,-60,-23,-60,-49,-3,0,-60,-60,-60,-60,40,60,-20,-20,-8,-9,14,55,-20,5,-48,-41,30,60,-20,-28,18,-29,60,60,-20,-15,-34,-29
1328,28,24,-51,-33,-60,-37,-42,0,-47,-60,-60,-60,49,60,-7,-7,-13,-10,48,60,-18,4,-18,-23,40,36,-18,10,-25,-34,27,60,-19,15,18,-34
1329,38,39,-53,-35,-20,-55,-52,18,-60,-60,-60,-60,10,60,-14,-39,-22,-39,53,60,-41,-12,-41,-25,48,60,6,-3,-28,18,45,60,-48,-45,-25,18
1330,32,17,-25,-50,-45,-60,-10,0,-60,-60,-60,-60,42,60,-42,-42,-22,-22,54,60,-43,-17,-23,-16,60,60,-45,10,-14,-25,20,60,-45,-28,-28,-25
1331,19,45,-25,-59,-27,-60,-18,4,-60,-60,-60,-60,55,60,-24,-22,-11,-22,25,39,-25,23,-25,-2,48,45,-30,15,-3,-28,60,60,-30,10,-14,-28
1332,-31,0,-28,-28,-60,-53,-45,0,-60,-47,-60,-60,60,60,-5,12,-12,-11,48,60,-10,19,-16,-8,60,60,-7,41,7,-14,13,60,-7,-9,-9,-14
1333,-6,57,-34,-37,-42,-47,-20,0,-60,-60,-42,-60,46,60,2,5,-2,-12,37,60,2,-11,-2,-12,49,60,2,23,31,-3,54,60,2,-17,7,-9
1334,2,19,-53,-60,-42,-14,-48,0,-60,-60,-57,-60,48,60,-5,-2,-5,-2,60,60,-18,45,16,-17,49,60,4,21,34,7,46,60,4,15,13,7
1335,15,33,-29,-60,19,-33,-29,-7,-60,-60,-60,-60,20,60,-5,-5,19,-5,24,60,-12,22,-34,-16,-18,60,-11,-16,-6,10,52,60,-15,41,34,10
1336,7,28,3,-46,-31,-60,-14,0,-60,-60,-60,-60,10,36,19,25,23,19,51,60,-17,-60,-17,25,59,60,15,32,22,23,60,60,15,23,-11,-9
1337,-9,16,-23,-55,60,-53,-37,24,-60,-60,-60,-60,50,60,-10,23,-2,-9,46,60,17,47,-42,21,25,60,-13,22,5,-11,41,60,-13,21,22,-11
1338,-42,34,-51,-30,-5,-54,-41,0,-60,-60,-60,-60,48,60,-32,-32,-4,-2,60,60,19,-26,25,52,60,60,21,-60,39,22,9,60,21,-16,-16,22
1339,10,0,-60,-60,-60,-18,0,0,-60,-60,-60,-60,57,45,-2,24,8,-4,33,60,-11,33,21,35,46,60,-17,47,35,-16,48,57,-17,32,39,-16
1340,-27,5,-35,-10,-28,-53,-32,23,-60,-60,-60,-55,60,60,23,16,35,23,19,60,45,29,52,-60,60,60,32,3,-60,39,60,60,32,22,35,39
1341,60,0,-28,-17,-46,-21,-37,0,-60,-60,-58,-60,60,60,31,-4,-60,35,60,45,31,36,35,42,40,54,31,15,42,35,34,60,31,-60,-60,35
1342,3,12,-31,-60,-51,-45,-28,0,-60,-60,-60,-60,15,60,-60,-60,42,-60,44,60,-60,44,-60,-26,33,51,-60,29,2,-60,60,60,-60,26,42,-60
1343,37,0,-46,-55,-56,-29,-39,0,-60,-60,-60,-60,49,60,36,47,-10,42,18,60,39,2,42,45,40,60,16,36,27,41,23,39,10,-3,6,39
1344,-46,7,-60,-30,-28,-60,0,0,-60,-60,-60,-60,43,60,-10,-10,60,-10,41,60,-26,11,-26,27,60,60,2,44,23,6,45,60,-3,15,27,-3
1345,31,55,-47,-36,-31,-21,-13,0,-60,-60,-60,-60,22,60,22,15,23,60,17,60,29,10,45,20,18,60,22,2,10,27,60,60,21,29,23,27
1346,11,28,-50,-23,-37,-41,-14,0,-60,-60,-60,-60,56,60,17,29,7,23,60,60,13,19,23,22,60,60,23,16,19,27,23,60,23,36,-2,27
1347,-20,9,-39,-60,-17,-46,-39,0,-60,-60,-60,-47,22,60,8,27,-9,22,60,60,7,31,-8,-2,27,60,8,-28,-4,27,47,60,-10,44,19,27
1348,-18,33,-40,-35,-45,-2,-29,0,-60,-60,-60,-60,45,60,2,27,-26,-9,33,60,2,45,22,9,42,53,7,39,2,19,28,60,7,2,-7,19
1349,-33,6,-55,-46,-60,-3,-20,0,-59,-60,-60,-60,23,54,-3,-7,8,-26,60,60,-36,-60,-2,7,59,60,-22,-18,-28,-4,60,60,-8,11,9,-7
1350,-36,31,-39,-53,-19,-55,-27,19,-60,-60,-60,-60,39,60,-19,11,-27,14,48,60,9,-5,9,-14,49,60,-39,45,20,14,60,48,-22,-16,-16,9
1351,1,38,-41,-45,-30,-47,-24,0,-60,-60,-60,-60,60,60,-21,-25,-5,-3,60,55,-20,53,2,-12,15,60,-12,-60,-17,-28,59,60,-16,9,20,-16
1352,-15,26,-60,-50,-44,-34,-50,0,-60,-42,-60,-60,55,56,19,19,-12,-9,58,60,10,-15,6,45,46,57,2,-2,45,20,60,60,-19,-20,-17,20
1353,-23,50,-60,-5,-29,-22,-35,0,-60,-60,-60,-60,60,60,-4,31,45,-11,48,60,3,-49,-12,-41,40,60,-15,57,-60,-11,23,45,-17,45,45,-15
1354,29,42,-50,-27,-60,-27,-14,21,-60,-60,-60,-60,60,60,45,45,-60,45,45,24,45,45,45,-5,13,60,45,26,37,45,60,60,45,16,-40,45
1355,-13,0,-55,-60,-26,-17,0,0,-60,-60,-19,-60,20,60,-60,-60,-15,-60,52,60,-60,-23,-60,60,17,44,-60,-53,60,-56,43,60,-39,-2,37,-56
1356,-31,36,-21,-60,-60,-51,-6,0,-56,-60,-60,-60,42,52,13,-2,57,-15,27,60,13,24,-5,-15,15,60,13,45,39,39,60,60,13,60,60,39
1357,0,24,-46,-16,-14,-3,-10,0,-60,-60,-60,-60,60,60,33,50,31,57,56,60,46,32,60,-49,56,60,60,-18,-53,60,46,60,60,-20,-16,60
1358,-12,0,-33,-29,-47,-57,-5,0,-60,-60,-60,-60,53,60,18,26,-49,31,49,53,13,-9,-15,50,22,60,34,24,50,39,41,60,12,-53,-53,-16
1359,-7,9,-58,-30,-14,-43,-38,0,-60,-60,-60,-60,43,60,-24,-49,52,-49,26,60,-28,-9,-49,-13,26,60,-53,32,-18,-53,54,60,-53,45,50,-53
1360,-12,0,-55,-28,-60,-50,-36,0,-60,-58,-59,-60,34,60,40,20,-15,52,50,60,14,-16,50,31,36,43,9,-13,31,52,26,60,9,-30,-20,52
1361,10,37,-44,-60,-29,-26,-50,0,-60,-60,-60,-60,14,60,-3,-16,31,-15,35,60,2,-9,-13,37,45,60,2,-10,37,-18,15,60,2,24,31,-20
1362,-16,3,-60,-60,-36,-47,-41,0,-60,-60,-60,-60,45,60,23,24,-5,31,48,60,46,50,31,-9,31,60,45,-24,19,31,49,60,45,32,37,31
1363,2,25,-50,-48,-25,-35,-17,0,-60,-60,-60,-60,60,60,22,25,-10,-5,19,60,32,15,37,20,47,60,32,-2,-10,37,60,54,32,-15,19,37
1364,4,15,-23,-25,-33,-59,-15,0,-60,-60,-60,-60,32,60,-9,-7,-5,-7,34,60,-9,-24,2,-16,31,60,-3,50,-24,19,49,51,14,-10,-10,19
1365,9,0,-54,-50,-47,-60,-60,0,-60,-60,-60,-60,58,60,-16,-21,-31,-5,34,60,-9,-46,20,-9,44,60,-10,15,-2,-10,52,60,-10,-35,-60,-10
1366,0,0,-60,-19,-60,-24,-38,0,-60,-60,-60,-60,49,60,-16,-31,-2,-31,10,60,-38,21,-16,17,25,24,-39,-23,-17,-24,60,24,-35,-9,-9,-60
1367,-29,24,-51,-55,-60,-41,-37,0,-60,-60,-60,-42,45,60,10,-2,45,-2,46,60,-9,24,-9,-12,51,60,-2,-47,34,-2,50,60,-9,50,7,-9
1368,30,0,-46,-52,-50,-40,-23,0,-60,-60,-60,-57,25,60,-2,50,-18,46,22,60,32,55,-12,-24,30,60,13,21,-23,-17,38,60,13,15,34,16
1369,-33,41,-50,-25,-60,-52,-42,0,-60,-60,-60,-60,10,60,-5,15,-12,-18,37,60,31,35,4,-55,52,60,28,25,-58,15,58,60,28,-23,-23,40
1370,11,60,-60,-41,-60,-52,-14,0,-54,-60,-60,-60,42,60,-12,-12,-56,-12,53,48,-24,18,-24,27,15,60,-23,35,10,-23,20,53,-23,-47,-58,-23
1371,-50,34,-21,-6,-41,-49,-1,-9,-60,-60,-52,-60,39,60,-56,-46,-7,-56,47,60,-55,30,-55,29,43,60,-58,35,32,-58,46,60,-58,27,37,-58
1372,-5,12,-60,-27,-44,-31,0,0,-60,-60,-60,-60,27,60,20,31,17,-7,53,60,13,44,27,55,55,60,13,60,39,35,52,60,13,25,32,37
1373,8,30,-23,-45,-60,-60,-37,-2,-60,-60,-60,-60,44,60,16,25,55,20,45,60,22,-25,27,32,25,60,22,30,32,32,52,60,22,35,39,32
1374,-33,15,-27,-60,-45,-49,-27,-4,-60,-19,-60,-60,57,27,51,55,32,55,23,60,40,-22,55,11,50,47,35,14,48,39,43,57,35,35,32,39
1375,39,4,-44,-33,-60,-24,-26,0,-60,-60,-60,-58,22,60,8,35,60,32,25,60,8,16,32,-35,20,60,24,-17,36,32,52,60,24,60,48,32
1376,4,30,-38,-25,-60,-54,-9,0,-60,-60,-60,-60,60,60,8,60,-28,45,39,27,44,23,11,39,39,60,39,-25,5,50,44,60,39,30,36,50
1377,2,9,-51,-60,-47,-43,-53,0,-60,-60,-60,-60,60,60,-30,-30,39,-28,35,60,-12,-28,-35,-25,46,60,10,16,18,36,39,44,10,14,5,36
1378,33,36,-46,-51,-60,-45,-44,0,-60,-60,-60,-60,40,60,11,14,-23,39,22,60,39,-15,39,-22,23,60,4,28,-25,24,60,60,4,-30,-8,24
1379,23,46,-22,-60,-48,-46,-36,-33,-60,-44,-54,-60,26,60,2,-20,-3,-23,25,60,-25,21,-26,22,26,60,-8,-7,18,18,17,60,12,-5,-5,30
1380,-1,12,-23,-55,-48,-52,-13,0,-60,-60,-60,-60,58,60,-3,19,-2,-7,53,60,-22,-24,-22,17,47,44,-25,-7,22,-25,23,60,-5,16,18,-5
1381,0,22,-46,-28,-53,-51,-21,0,-60,-60,-60,-60,60,60,-2,16,32,43,56,60,-21,-51,47,-28,47,60,6,21,2,17,54,60,4,28,22,17
1382,10,23,-60,-60,-49,-55,-15,0,-60,-60,-60,-60,31,60,-13,-10,-3,-11,47,60,23,-46,17,-15,52,60,28,-12,-7,22,27,43,28,-23,-28,22
1383,3,28,-4,-42,-60,-53,-22,0,-60,-60,-60,-60,37,60,-4,-3,-31,-3,49,60,5,10,-28,26,42,60,-7,-41,23,-7,60,60,-23,-22,7,-23
1384,-9,14,-47,-53,-42,-23,-34,0,-60,-60,-60,-60,47,60,2,-34,6,-31,42,47,2,34,7,-24,39,60,4,-16,3,-7,51,60,2,21,23,-22
1385,-60,55,-60,-13,-22,-22,-24,2,-60,-60,-58,-60,39,60,18,21,3,6,17,60,18,47,23,-51,27,34,18,-13,-36,26,55,60,18,-24,-24,26
1386,18,37,-60,-29,-60,-46,-26,0,-52,-60,-60,-60,42,60,2,3,-29,-4,52,60,-5,18,3,-46,37,38,-4,-2,-16,19,46,60,-24,-51,-30,19
1387,-19,21,-60,-53,-60,-44,-19,0,-60,-60,-60,-60,60,60,-34,-15,2,-29,51,60,-51,-33,-51,2,23,60,2,47,-13,-36,54,60,-51,-10,2,-30
1388,0,35,-60,-25,-40,-55,-22,0,-60,-60,-60,-60,22,44,-10,-10,2,10,60,60,-46,4,-46,27,49,60,-16,-46,-2,-16,26,24,2,-13,-13,7
1389,-8,31,-60,-21,-60,-26,-7,0,-60,-60,-60,-19,20,60,2,10,11,2,34,60,2,19,2,56,60,56,-13,-39,36,-13,23,60,-13,-2,-2,-13
1390,26,28,-45,-30,9,-36,0,0,-60,-52,-60,-60,60,60,12,34,33,11,41,44,3,-44,16,-19,48,60,21,4,-19,-2,29,60,-3,47,36,-2
1391,48,0,-51,-26,-55,-22,0,0,-60,-60,-60,-60,34,60,8,-3,-28,30,23,60,20,-19,-20,-54,57,60,31,50,-59,26,31,60,31,-46,-27,17
1392,16,49,-51,-10,-32,-40,-12,0,-60,-60,-60,-60,22,60,35,18,-26,-28,37,60,6,52,-19,9,54,60,5,-36,9,-23,60,60,15,-38,-54,-23
1393,-18,11,-60,-18,-60,-28,-23,0,-60,-60,-60,-60,44,42,-2,-2,9,-26,56,60,-33,-14,-54,46,43,60,-39,-5,50,-59,48,60,4,4,9,-54
1394,37,29,-30,-31,-18,-24,-50,0,-56,-60,-60,-59,60,45,17,4,46,9,15,60,24,60,9,-44,60,39,20,52,-41,9,51,60,20,50,50,9
1395,56,0,-52,-19,-60,-39,-60,0,-60,-60,-60,-60,60,60,40,19,-38,46,60,38,40,8,46,-25,20,60,50,-15,-18,50,53,60,50,-38,-45,50
1396,45,36,-60,-58,-13,-18,-46,0,-60,-60,-60,-60,60,60,-38,-38,-16,-16,60,45,-44,19,-44,19,23,29,-41,16,38,-17,27,47,-45,-24,-20,-22
1397,24,29,-60,-27,-60,-48,-42,0,-60,-60,-60,-60,25,56,6,-18,8,-16,50,60,-19,44,-25,-14,60,60,6,-34,-10,23,60,60,6,52,38,-20
1398,6,0,2,-48,-60,-34,-32,0,-60,-56,-60,-60,31,58,23,46,-2,29,60,60,-8,13,24,60,60,51,-9,19,39,35,31,60,-14,-15,-10,35
1399,33,12,-60,-49,-18,-51,-20,0,-60,-60,-52,-60,53,60,-2,-2,41,-2,60,35,-14,-12,-14,-50,60,60,-10,44,-34,-10,51,60,-14,16,39,-10
1400,-25,12,-18,-2,-53,-57,-17,0,-60,-60,-60,-60,26,60,15,16,-50,41,60,58,60,60,60,19,42,60,14,37,12,52,35,60,14,-24,-35,52
1401,-8,13,-60,-37,-20,-45,-10,0,-60,-60,-60,-60,55,60,-50,-38,12,-50,18,60,-40,60,-16,44,60,60,-39,39,44,-52,49,60,-47,19,12,21
1402,-3,21,-52,-19,-60,-23,-24,0,-60,-60,-60,-60,56,58,14,19,44,19,36,60,14,-17,12,18,32,60,14,49,18,19,56,44,14,44,44,19
1403,2,29,-25,-60,-19,-60,-29,0,-60,-60,-60,-60,35,60,44,44,-2,44,60,60,44,2,44,-12,10,58,44,60,29,44,53,60,44,13,18,44
1404,6,37,-51,-58,-43,-52,2,2,-60,-60,-60,-60,24,26,-10,13,26,-2,36,47,4,55,18,60,60,41,16,-3,57,17,60,60,3,39,24,18
1405,32,0,-59,-47,-13,-60,-12,-8,-60,-60,-60,-52,30,60,19,23,60,26,19,60,15,-47,-12,60,44,60,-12,-14,60,23,20,60,35,49,57,-12
1406,47,29,45,-49,-23,-27,0,0,-60,-60,-60,-60,50,21,60,60,60,60,42,26,60,-42,60,-17,49,60,49,55,-45,57,44,60,49,60,60,57
1407,-31,0,-55,-60,-60,-60,-60,0,-60,-60,-60,-60,44,60,60,60,-52,60,60,60,60,28,60,10,52,21,60,-24,-10,60,60,34,60,9,-45,60
1408,-11,32,-22,-60,-29,-60,-10,0,-60,-60,-60,-60,60,60,5,9,-4,-52,29,21,-17,-6,-17,47,51,60,-45,-18,56,-45,60,38,-45,-14,-10,-45
1409,60,0,-60,-51,-38,-26,-23,0,-60,-60,-60,-60,52,60,2,2,56,-4,42,60,2,26,10,-47,54,60,-12,58,10,-14,19,60,-12,25,14,-14
1410,22,18,-34,-25,43,-16,-27,7,-60,-60,-60,-60,45,60,13,15,8,16,43,41,12,-10,55,-42,60,60,10,-10,-15,18,21,60,3,-28,10,5
1411,-7,55,-25,-55,-5,-46,-15,0,-60,-60,-60,-60,51,60,-14,-10,-14,14,26,60,-32,-16,10,10,50,60,8,26,55,-24,27,55,-32,-16,-42,-28
1412,0,26,-47,-29,-57,-23,-19,0,-60,-60,-60,-60,60,60,-10,-10,10,-14,4,60,-42,4,-42,-24,16,60,8,-14,-21,-15,57,58,-16,28,-2,-42
1413,35,60,-25,-60,-34,-21,-24,-20,-60,-60,-59,-54,29,60,28,28,-31,10,20,60,28,-3,10,34,46,57,55,12,-28,55,41,60,28,16,-21,-2
1414,-15,0,-50,-60,-58,-23,-16,0,-60,-60,-50,-60,45,60,-10,-2,-28,-6,60,41,-2,18,-31,-10,43,60,-46,-37,-15,-8,43,60,-42,26,26,-30
1415,-27,60,-52,-60,-60,-29,-29,1,-60,-60,-60,-60,34,49,-2,26,-33,-28,27,60,-15,-47,27,-16,60,60,2,-2,-2,-27,23,60,-18,25,24,34
1416,-31,33,-60,-19,-60,-53,-18,0,-60,-60,-60,-60,27,60,-33,-33,3,-33,28,60,-10,50,-10,2,38,60,-13,18,-37,-15,41,39,-23,12,-2,-14
1417,-18,35,-2,-40,-16,-28,-42,0,-60,-60,-60,-60,46,60,-3,-3,8,-3,26,39,-16,-8,-14,-3,16,60,-8,-52,-2,-2,40,60,-8,-39,-39,-2
1418,34,40,-60,-47,-47,-60,-8,0,-60,-52,-60,-60,60,60,-7,13,-3,-2,27,60,-17,-9,-17,17,46,43,-17,50,-7,-37,60,29,-17,-2,-2,-39
1419,9,0,-60,-42,-56,-22,-12,-19,-60,-60,-60,-58,37,60,-3,-3,-2,-3,48,60,-3,50,-3,-47,21,60,-2,-39,-52,-2,19,60,-2,42,-7,-2
1420,30,35,-29,-60,-49,-47,-16,0,-60,-60,-60,-60,59,60,17,18,-47,-2,39,60,2,17,17,54,4,60,13,-13,50,-7,47,51,-2,-52,-52,-7
1421,17,0,-60,-47,-60,-47,-60,0,-60,-60,-60,-60,24,60,-47,-47,16,-47,60,60,-47,31,-47,-24,60,60,-52,47,-35,-52,47,60,-52,50,50,-52
1422,-6,56,-23,-55,-60,-45,-39,0,-60,-60,-60,-60,60,60,21,50,-29,16,40,60,49,-37,54,-23,35,47,51,-10,-16,50,54,60,51,-39,-35,50
1423,-24,30,-60,-60,-18,-50,-20,0,-60,-60,-60,-60,39,60,-29,-24,-12,-29,50,60,-8,16,-24,28,60,60,-16,21,-6,-35,23,60,-16,-13,-16,-35
1424,6,8,-53,-40,-60,-42,-41,-20,-60,-60,-60,-60,49,60,-9,-10,22,-12,60,60,-9,9,-23,20,54,60,-13,-35,24,-16,38,60,-13,50,39,-16
1425,-34,24,-29,-46,-60,-20,-60,0,-60,-60,-60,-60,51,60,-10,51,-20,28,40,60,15,17,25,29,60,60,-19,-28,24,38,25,58,27,3,24,47
1426,6,22,-60,-14,-46,-21,-10,0,-49,-60,-60,-60,27,49,7,-22,20,-20,25,60,7,4,20,-11,57,60,-10,-11,-28,24,52,41,3,21,24,24
1427,-6,8,-30,-55,-23,-40,-8,-10,-60,-60,-60,-60,60,60,17,31,-17,24,45,60,24,-60,24,17,21,60,21,24,15,24,33,60,21,-40,-28,24
1428,-13,6,-46,-45,-60,-33,-47,0,-60,-60,-60,-60,10,60,-14,-37,-3,-11,46,49,-17,-10,-17,-11,44,60,-18,4,7,-18,43,60,-18,11,15,-18
1429,-23,16,-48,56,-27,-50,-16,15,-50,-60,-60,-60,26,60,-3,-12,-9,-3,56,60,11,-16,18,33,53,60,11,-24,53,15,41,21,11,4,-14,15
1430,-18,51,-60,-19,-16,-9,0,0,-60,-49,-60,-60,60,60,-4,-4,30,21,17,60,-11,-9,-11,-13,51,60,-11,13,-30,4,39,60,4,17,50,-14
1431,-6,25,-33,-60,-49,-60,0,0,-60,-60,-60,-60,47,60,13,29,-28,22,29,60,17,-27,50,-60,45,60,14,-22,-24,33,41,60,17,4,-29,33
1432,2,43,-21,-28,-49,-30,-16,0,-60,-60,-60,-60,24,60,-34,-21,-3,-28,22,47,31,10,-22,-10,13,60,3,-14,13,-30,21,60,9,-44,-47,-29
1433,-44,23,-43,-26,-60,-41,-29,14,-60,-50,-60,-52,54,60,-10,-60,-17,-60,59,60,-60,-3,-60,-2,56,60,-24,-10,-22,-24,37,60,-47,13,13,5
1434,9,11,-26,-60,38,-60,-25,0,-60,-60,-60,-60,50,60,-10,-16,-26,-17,40,50,25,2,-10,-9,60,60,5,26,-14,13,53,60,5,-24,-24,13
1435,10,0,-41,-60,-21,-60,-12,27,-60,-60,-60,-60,19,60,-14,-14,-36,-26,32,60,-16,3,-2,-3,60,60,-22,-5,-24,-22,60,57,-24,-14,-14,-24
