,mscore
1429,78
1430,20
1431,64
1432,69
1433,10
1434,2
1435,27
1436,45
1437,19
1438,29
1439,43
1440,2
1441,25
1442,24
1443,39
1444,22
1445,55
1446,22
1447,50
1448,30
1449,51
1450,39
1451,26
1452,26
1453,60
1454,36
1455,66
1456,75
1457,24
1458,30
1459,14
1460,70
1461,61
1462,33
1463,51
1464,36
1465,54
1466,22
1467,55
1468,22
1469,32
1470,75
1471,49
1472,39
1473,71
1474,40
1475,60
1476,76
1477,48
1478,0
1479,67
1480,45
1481,44
1482,54
1483,30
1484,75
1485,44
1486,45
1487,38
1488,30
1489,37
1490,67
1491,44
1492,3
1493,52
1494,33
1495,20
1496,76
1497,37
1498,42
1499,73
1500,51
1501,49
1502,72
1503,20
1504,46
1505,41
1506,30
1507,76
1508,50
1509,57
1510,25
1511,47
1512,80
1513,34
1514,13
1515,50
1516,24
1517,41
1518,72
1519,76
1520,34
1521,24
1522,67
1523,25
1524,78
1525,43
1526,48
1527,31
1528,56
1529,19
1530,57
1531,44
1532,23
1533,70
1534,49
1535,50
1536,34
1537,20
1538,64
1539,79
1540,10
1541,37
1542,30
1543,78
1544,29
1545,45
1546,17
1547,36
1548,29
1549,46
1550,30
1551,9
1552,28
1553,32
1554,23
1555,64
1556,52
1557,29
1558,46
1559,18
1560,14
1561,79
1562,49
1563,44
1564,20
1565,57
1566,22
1567,22
1568,21
1569,20
1570,54
1571,30
1572,18
1573,49
1574,57
1575,44
1576,9
1577,31
1578,26
1579,73
1580,49
1581,21
1582,20
1583,52
1584,47
1585,26
1586,44
1587,45
1588,9
1589,24
1590,76
1591,52
1592,54
1593,67
1594,27
1595,24
1596,41
1597,22
1598,17
1599,56
1600,48
1601,13
1602,41
1603,18
1604,77
1605,71
1606,40
1607,35
1608,49
1609,38
1610,34
1611,56
1612,43
1613,14
1614,80
1615,40
1616,37
1617,43
1618,44
1619,28
1620,23
1621,22
1622,14
1623,39
1624,68
1625,45
1626,49
1627,26
1628,50
1629,46
1630,47
1631,24
1632,32
1633,42
1634,60
1635,67
1636,42
1637,63
1638,59
1639,29
1640,25
1641,63
1642,44
1643,16
1644,74
1645,41
1646,74
1647,28
1648,25
1649,41
1650,46
1651,51
1652,80
1653,53
1654,80
1655,80
1656,20
1657,14
1658,28
1659,44
1660,18
1661,31
1662,42
1663,35
1664,31
1665,22
1666,20
1667,76
1668,79
1669,66
1670,40
1671,76
1672,20
1673,31
1674,21
1675,35
1676,18
1677,47
1678,40
1679,27
1680,47
1681,15
1682,63
1683,18
1684,23
1685,34
1686,78
1687,6
1688,35
1689,66
1690,22
1691,19
1692,21
1693,73
1694,29
1695,25
1696,43
1697,28
1698,70
1699,10
1700,28
1701,30
1702,50
1703,33
1704,39
1705,46
1706,61
1707,35
1708,44
1709,24
1710,49
1711,49
1712,30
1713,26
1714,49
1715,41
1716,68
1717,25
1718,21
1719,78
1720,34
1721,38
1722,17
1723,52
1724,47
1725,33
1726,37
1727,80
1728,28
1729,19
1730,61
1731,33
1732,31
1733,69
1734,80
1735,42
1736,10
1737,56
1738,22
1739,26
1740,36
1741,41
1742,48
1743,39
1744,23
1745,71
1746,29
1747,15
1748,20
1749,80
1750,30
1751,57
1752,23
1753,44
1754,17
1755,41
1756,32
1757,37
1758,27
1759,39
1760,24
1761,70
1762,56
1763,20
1764,74
1765,41
1766,27
1767,9
1768,17
1769,10
1770,29
1771,50
1772,46
1773,68
1774,38
1775,72
1776,24
1777,20
1778,53
1779,26
1780,24
1781,80
1782,14
1783,26
1784,53
1785,58
1786,51
1787,60
1788,18
1789,15
1790,39
1791,68
1792,45
1793,32
1794,49
1795,41
1796,25
1797,35
1798,60
1799,31
1800,27
1801,70
1802,28
1803,2
1804,37
1805,45
1806,72
1807,32
1808,40
1809,54
1810,25
1811,45
1812,49
1813,47
1814,19
1815,49
1816,33
1817,50
1818,56
1819,23
1820,25
1821,31
1822,51
1823,26
1824,24
1825,37
1826,25
1827,45
1828,23
1829,55
1830,14
1831,17
1832,47
1833,39
1834,37
1835,38
1836,19
1837,23
1838,75
1839,52
1840,20
1841,42
1842,45
1843,24
1844,51
1845,17
1846,79
1847,43
1848,47
1849,43
1850,35
1851,36
1852,25
1853,21
1854,17
1855,38
1856,63
1857,58
1858,43
1859,74
1860,23
1861,25
1862,49
1863,28
1864,26
1865,52
1866,40
1867,43
1868,52
1869,50
1870,33
1871,18
1872,31
1873,80
1874,19
1875,44
1876,67
1877,27
1878,26
1879,29
1880,28
1881,17
1882,12
1883,12
1884,53
1885,20
1886,28
1887,8
1888,80
1889,41
1890,68
1891,21
1892,7
1893,48
1894,75
1895,36
1896,32
1897,45
1898,20
1899,44
1900,39
1901,25
1902,27
1903,10
1904,42
1905,33
1906,47
1907,16
1908,62
1909,41
1910,44
1911,52
1912,47
1913,10
1914,75
1915,54
1916,45
1917,53
1918,31
1919,25
1920,42
1921,24
1922,31
1923,26
1924,21
1925,29
1926,78
1927,24
1928,18
1929,43
1930,74
1931,54
1932,30
1933,79
1934,26
1935,44
1936,67
1937,78
1938,10
1939,24
1940,73
1941,28
1942,10
1943,30
1944,30
1945,70
1946,23
1947,48
1948,27
1949,24
1950,0
1951,45
1952,43
1953,19
1954,71
1955,49
1956,19
1957,16
1958,79
1959,43
1960,28
1961,49
1962,0
1963,48
1964,36
1965,80
1966,57
1967,76
1968,51
1969,80
1970,25
1971,29
1972,80
1973,23
1974,48
1975,6
1976,56
1977,80
1978,57
1979,72
1980,64
1981,45
1982,68
1983,21
1984,78
1985,54
1986,21
1987,77
1988,21
1989,25
1990,14
1991,30
1992,28
1993,41
1994,27
1995,25
1996,80
1997,28
1998,33
1999,45
2000,24
2001,22
2002,23
2003,58
2004,13
2005,24
2006,72
2007,32
2008,30
2009,25
2010,42
2011,49
2012,53
2013,25
2014,24
2015,21
2016,31
2017,34
2018,58
2019,20
2020,31
2021,16
2022,67
2023,46
2024,24
2025,21
2026,46
2027,80
2028,20
2029,32
2030,42
2031,28
2032,65
2033,57
2034,11
2035,31
2036,40
2037,27
2038,43
2039,70
2040,35
2041,10
2042,3
2043,36
2044,33
2045,77
2046,71
2047,57
2048,44
2049,43
2050,41
2051,29
2052,29
2053,17
2054,49
2055,38
2056,32
2057,62
2058,80
2059,25
2060,41
2061,69
2062,57
2063,47
2064,45
2065,51
2066,55
2067,29
2068,41
2069,75
2070,16
2071,79
2072,20
2073,27
2074,18
2075,74
2076,70
2077,37
2078,28
2079,13
2080,71
2081,27
2082,8
2083,26
2084,41
2085,28
2086,29
2087,49
2088,55
2089,57
2090,41
2091,52
2092,11
2093,53
2094,59
2095,45
2096,18
2097,46
2098,19
2099,68
2100,48
2101,16
2102,25
2103,46
2104,44
2105,74
2106,3
2107,48
2108,39
2109,36
2110,36
2111,31
2112,59
2113,27
2114,77
2115,52
2116,57
2117,12
2118,68
2119,5
2120,41
2121,78
2122,31
2123,23
2124,72
2125,64
2126,35
2127,24
2128,9
2129,8
2130,52
2131,30
2132,20
2133,22
2134,39
2135,25
2136,27
2137,58
2138,39
2139,80
2140,73
2141,63
2142,33
2143,62
2144,5
2145,33
2146,41
2147,78
2148,26
2149,29
2150,39
2151,44
2152,29
2153,13
2154,80
2155,42
2156,28
2157,52
2158,71
2159,19
2160,73
2161,64
2162,48
2163,39
2164,45
2165,70
2166,5
2167,67
2168,77
2169,45
2170,68
2171,40
2172,30
2173,41
2174,55
2175,34
2176,48
2177,14
2178,36
2179,37
2180,16
2181,50
2182,67
2183,63
2184,27
2185,26
2186,45
2187,49
2188,80
2189,8
2190,49
2191,31
2192,29
2193,19
2194,27
2195,60
2196,30
2197,78
2198,39
2199,49
2200,18
2201,53
2202,53
2203,12
2204,14
2205,22
2206,54
2207,39
2208,24
2209,22
2210,58
2211,47
2212,39
2213,22
2214,38
2215,40
2216,51
2217,23
2218,66
2219,45
2220,22
2221,62
2222,6
2223,29
2224,49
2225,24
2226,32
2227,49
2228,38
2229,40
2230,21
2231,47
2232,21
2233,19
2234,20
2235,23
2236,78
2237,30
2238,28
2239,51
2240,20
2241,30
2242,41
2243,10
2244,43
2245,14
2246,19
2247,45
2248,61
2249,47
2250,49
2251,73
2252,51
2253,44
2254,27
2255,33
2256,70
2257,19
2258,44
2259,24
2260,34
2261,46
2262,77
2263,28
2264,43
2265,77
2266,54
2267,64
2268,72
2269,33
2270,65
2271,27
2272,13
2273,22
2274,72
2275,27
2276,39
2277,52
2278,80
2279,29
2280,31
2281,30
2282,30
2283,51
2284,69
2285,80
2286,25
2287,29
2288,50
2289,26
2290,55
2291,20
2292,42
2293,42
2294,50
2295,33
2296,75
2297,49
2298,76
2299,19
2300,22
2301,22
2302,50
2303,64
2304,42
2305,37
2306,53
2307,50
2308,51
2309,44
2310,56
2311,66
2312,80
2313,55
2314,21
2315,32
2316,49
2317,23
2318,37
2319,24
2320,36
2321,15
2322,71
2323,37
2324,23
2325,71
2326,17
2327,42
2328,43
2329,19
2330,50
2331,44
2332,64
2333,0
2334,37
2335,16
2336,38
2337,35
2338,76
2339,74
2340,23
2341,21
2342,27
2343,37
2344,35
2345,50
2346,46
2347,50
2348,27
2349,49
2350,51
2351,75
2352,40
2353,21
2354,30
2355,12
2356,20
2357,41
2358,67
2359,19
2360,74
2361,69
2362,26
2363,53
2364,45
2365,80
2366,44
2367,26
2368,24
2369,35
2370,26
2371,67
2372,38
2373,34
2374,25
2375,63
2376,57
2377,33
2378,23
2379,49
2380,41
2381,60
2382,14
2383,35
2384,43
2385,21
2386,75
2387,33
2388,43
2389,26
2390,46
2391,56
2392,27
2393,79
2394,9
2395,23
2396,58
2397,31
2398,48
2399,39
2400,25
2401,46
2402,19
2403,31
2404,56
2405,56
2406,46
2407,66
2408,56
2409,51
2410,42
2411,17
2412,61
2413,10
2414,46
2415,24
2416,11
2417,50
2418,48
2419,77
2420,28
2421,30
2422,8
2423,54
2424,71
2425,29
2426,53
2427,29
2428,15
2429,23
2430,37
2431,34
2432,32
2433,51
2434,30
2435,45
2436,35
2437,7
2438,22
2439,61
2440,18
2441,45
2442,17
2443,41
2444,58
2445,48
2446,22
2447,43
2448,49
2449,25
2450,20
2451,41
2452,23
2453,30
2454,31
2455,43
2456,51
2457,51
2458,26
2459,7
2460,37
2461,22
2462,13
2463,75
2464,42
2465,34
2466,26
2467,80
2468,28
2469,69
2470,32
2471,80
2472,43
2473,75
2474,43
2475,35
2476,65
2477,79
2478,25
2479,65
2480,49
2481,42
2482,12
2483,19
2484,34
2485,17
2486,42
2487,47
2488,21
2489,25
2490,20
2491,21
2492,71
2493,45
2494,47
2495,36
2496,22
2497,27
2498,73
2499,19
2500,2
2501,38
2502,44
2503,71
2504,40
2505,16
2506,53
2507,32
2508,39
2509,49
2510,52
2511,25
2512,19
2513,63
2514,55
2515,43
2516,0
2517,19
2518,41
2519,78
2520,40
2521,73
2522,40
2523,45
2524,20
2525,48
2526,25
2527,35
2528,43
2529,16
2530,48
2531,37
2532,63
2533,44
2534,30
2535,19
2536,30
2537,49
2538,80
2539,37
2540,50
2541,44
2542,25
2543,46
2544,20
2545,43
2546,36
2547,22
2548,20
2549,27
2550,42
2551,23
2552,77
2553,23
2554,22
2555,26
2556,47
2557,49
2558,10
2559,34
2560,47
2561,46
2562,11
2563,10
2564,46
2565,70
2566,41
2567,26
2568,29
2569,71
2570,57
2571,31
2572,36
2573,66
2574,15
2575,75
2576,15
2577,27
2578,48
2579,20
2580,44
2581,34
2582,25
2583,19
2584,47
2585,24
2586,47
2587,47
2588,73
2589,49
2590,18
2591,15
2592,26
2593,35
2594,28
2595,48
2596,67
2597,24
2598,30
2599,59
2600,43
2601,27
2602,24
2603,23
2604,65
2605,22
2606,48
2607,24
2608,13
2609,50
2610,68
2611,52
2612,37
2613,42
2614,50
2615,64
2616,26
2617,45
2618,23
2619,22
2620,45
2621,51
2622,32
2623,57
2624,29
2625,21
2626,22
2627,58
2628,25
2629,41
2630,49
2631,25
2632,28
2633,18
2634,31
2635,15
2636,30
2637,29
2638,24
2639,40
2640,42
2641,21
2642,23
2643,29
2644,43
2645,27
2646,38
2647,46
2648,21
2649,25
2650,38
2651,55
2652,24
2653,47
2654,47
2655,41
2656,39
2657,44
2658,29
2659,47
2660,36
2661,30
2662,68
2663,11
2664,45
2665,40
2666,25
2667,66
2668,17
2669,45
2670,70
2671,47
2672,19
2673,21
2674,42
2675,51
2676,16
2677,28
2678,17
2679,48
2680,6
2681,54
2682,44
2683,20
2684,26
2685,44
2686,46
2687,60
2688,48
2689,46
2690,67
2691,47
2692,80
2693,52
2694,13
2695,2
2696,22
2697,44
2698,20
2699,23
2700,40
2701,21
2702,26
2703,45
2704,14
2705,71
2706,30
2707,23
2708,47
2709,23
2710,31
2711,51
2712,69
2713,37
2714,74
2715,9
2716,65
2717,17
2718,8
2719,49
2720,34
2721,20
2722,26
2723,51
2724,27
2725,23
2726,75
2727,10
2728,28
2729,68
2730,28
2731,2
2732,24
2733,25
2734,19
2735,40
2736,26
2737,67
2738,52
2739,60
2740,37
2741,35
2742,79
2743,19
2744,48
2745,24
2746,28
2747,23
2748,43
2749,43
2750,73
2751,62
2752,72
2753,49
2754,54
2755,80
2756,25
2757,25
2758,18
2759,47
2760,48
2761,51
2762,32
2763,79
2764,51
2765,10
2766,24
2767,3
2768,69
2769,52
2770,29
2771,30
2772,23
2773,30
2774,39
2775,30
2776,29
2777,72
2778,78
2779,43
2780,44
2781,57
2782,43
2783,71
2784,50
2785,34
2786,53
2787,19
2788,30
2789,65
2790,26
2791,18
2792,53
2793,48
2794,22
2795,52
2796,2
2797,36
2798,21
2799,56
2800,45
2801,38
2802,46
2803,20
2804,19
2805,27
2806,6
2807,32
2808,43
2809,18
2810,19
2811,29
2812,77
2813,68
2814,50
2815,33
2816,57
2817,61
2818,25
2819,11
2820,37
2821,41
2822,52
2823,48
2824,27
2825,51
2826,9
2827,22
2828,71
2829,10
2830,28
2831,24
2832,19
2833,56
2834,61
2835,80
2836,22
2837,30
2838,24
2839,49
2840,43
2841,27
2842,39
2843,50
2844,50
2845,24
2846,22
2847,20
2848,18
2849,7
2850,22
2851,23
2852,17
2853,56
2854,22
2855,33
2856,23
2857,80
2858,25
2859,31
2860,34
2861,47
2862,39
2863,36
2864,24
2865,7
2866,31
2867,34
2868,22
2869,65
2870,69
2871,25
2872,50
2873,38
2874,62
2875,54
2876,31
2877,31
2878,25
2879,52
2880,23
2881,29
2882,21
2883,72
2884,29
2885,42
2886,21
2887,19
2888,48
2889,74
2890,49
2891,21
2892,16
2893,31
2894,77
2895,36
2896,67
2897,33
2898,42
2899,50
2900,16
2901,50
2902,33
2903,22
2904,63
2905,51
2906,41
2907,48
2908,19
2909,80
2910,27
2911,52
2912,40
2913,61
2914,19
2915,49
2916,64
2917,63
2918,73
2919,73
2920,41
2921,69
2922,49
2923,60
2924,77
2925,27
2926,75
2927,51
2928,76
2929,19
2930,25
2931,78
2932,7
2933,44
2934,20
2935,28
2936,24
2937,50
2938,23
2939,62
2940,49
2941,45
2942,24
2943,45
2944,45
2945,33
2946,32
2947,21
2948,80
2949,34
2950,60
2951,60
2952,39
2953,57
2954,33
2955,27
2956,31
2957,6
2958,41
2959,49
2960,49
2961,34
2962,3
2963,59
2964,25
2965,34
2966,71
2967,53
2968,46
2969,42
2970,27
2971,13
2972,37
2973,77
2974,34
2975,19
2976,56
2977,17
2978,66
2979,19
2980,39
2981,59
2982,32
2983,27
2984,24
2985,45
2986,43
2987,53
2988,80
2989,13
2990,19
2991,20
2992,21
2993,23
