,mscore
29362,41
29363,33
29364,67
29365,43
29366,71
29367,59
29368,28
29369,69
29370,34
29371,4
29372,0
29373,46
29374,28
29375,42
29376,23
29377,80
29378,26
29379,35
29380,80
29381,39
29382,54
29383,19
29384,45
29385,16
29386,71
29387,45
29388,62
29389,80
29390,47
29391,37
29392,57
29393,64
29394,43
29395,52
29396,25
29397,67
29398,47
29399,50
29400,16
29401,53
29402,34
29403,80
29404,28
29405,10
29406,48
29407,10
29408,49
29409,52
29410,25
29411,52
29412,75
29413,24
29414,40
29415,37
29416,50
29417,19
29418,22
29419,6
29420,21
29421,45
29422,26
29423,80
29424,57
29425,7
29426,20
29427,20
29428,41
29429,50
29430,13
29431,37
29432,21
29433,44
29434,79
29435,21
29436,28
29437,74
29438,22
29439,72
29440,68
29441,44
29442,40
29443,30
29444,41
29445,27
29446,26
29447,32
29448,51
29449,0
29450,37
29451,80
29452,21
29453,17
29454,38
29455,25
29456,47
29457,49
29458,58
29459,49
29460,74
29461,15
29462,72
29463,60
29464,54
29465,26
29466,22
29467,47
29468,71
29469,48
29470,40
29471,67
29472,12
29473,47
29474,48
29475,43
29476,39
29477,19
29478,42
29479,25
29480,51
29481,26
29482,34
29483,39
29484,45
29485,54
29486,45
29487,22
29488,42
29489,50
29490,0
29491,33
29492,24
29493,42
29494,19
29495,52
29496,72
29497,32
29498,25
29499,41
29500,20
29501,42
29502,72
29503,44
29504,28
29505,26
29506,52
29507,52
29508,45
29509,28
29510,40
29511,77
29512,47
29513,54
29514,22
29515,33
29516,26
29517,24
29518,23
29519,58
29520,45
29521,29
29522,72
29523,45
29524,19
29525,10
29526,27
29527,50
29528,32
29529,22
29530,30
29531,21
29532,50
29533,28
29534,26
29535,57
29536,50
29537,53
29538,29
29539,47
29540,23
29541,24
29542,39
29543,33
29544,12
29545,0
29546,59
29547,22
29548,18
29549,24
29550,16
29551,45
29552,80
29553,64
29554,19
29555,39
29556,12
29557,21
29558,44
29559,26
29560,45
29561,71
29562,72
29563,46
29564,24
29565,50
29566,10
29567,80
29568,24
29569,49
29570,67
29571,53
29572,24
29573,79
29574,51
29575,19
29576,22
29577,80
29578,22
29579,54
29580,22
29581,24
29582,21
29583,41
29584,40
29585,47
29586,72
29587,70
29588,21
29589,31
29590,51
29591,48
29592,46
29593,30
29594,54
29595,66
29596,30
29597,61
29598,16
29599,78
29600,66
29601,70
29602,39
29603,52
29604,70
29605,24
29606,44
29607,40
29608,22
29609,32
29610,77
29611,23
29612,46
29613,46
29614,50
29615,48
29616,80
29617,18
29618,53
29619,43
29620,80
29621,36
29622,5
29623,23
29624,24
29625,66
29626,74
29627,17
29628,20
29629,18
29630,46
29631,40
29632,45
29633,56
29634,40
29635,47
29636,40
29637,66
29638,33
29639,22
29640,31
29641,47
29642,25
29643,55
29644,48
29645,29
29646,16
29647,41
29648,50
29649,15
29650,49
29651,29
29652,22
29653,28
29654,24
29655,49
29656,79
29657,48
29658,22
29659,4
29660,45
29661,69
29662,40
29663,21
29664,68
29665,47
29666,4
29667,49
29668,54
29669,52
29670,26
29671,15
29672,72
29673,24
29674,29
29675,28
29676,25
29677,63
29678,10
29679,24
29680,25
29681,18
29682,24
29683,40
29684,18
29685,25
29686,75
29687,22
29688,39
29689,30
29690,47
29691,22
29692,51
29693,41
29694,42
29695,45
29696,54
29697,52
29698,65
29699,6
29700,59
29701,47
29702,74
29703,55
29704,73
29705,66
29706,78
29707,23
29708,40
29709,54
29710,16
29711,27
29712,9
29713,18
29714,27
29715,36
29716,44
29717,32
29718,34
29719,39
29720,26
29721,36
29722,13
29723,45
29724,36
29725,62
29726,49
29727,73
29728,9
29729,19
29730,31
29731,33
29732,20
29733,40
29734,59
29735,34
29736,48
29737,65
29738,22
29739,47
29740,64
29741,23
29742,21
29743,26
29744,69
29745,3
29746,49
29747,30
29748,43
29749,44
29750,35
29751,32
29752,50
29753,27
29754,30
29755,23
29756,47
29757,75
29758,23
29759,31
29760,34
29761,45
29762,26
29763,34
29764,18
29765,38
29766,16
29767,50
29768,39
29769,22
29770,42
29771,43
29772,67
29773,49
29774,36
29775,73
29776,7
29777,22
29778,10
29779,10
29780,48
29781,58
29782,66
29783,47
29784,2
29785,28
29786,63
29787,48
29788,30
29789,62
29790,43
29791,32
29792,34
29793,20
29794,43
29795,58
29796,49
29797,53
29798,44
29799,62
29800,39
29801,37
29802,15
29803,33
29804,31
29805,27
29806,80
29807,55
29808,18
29809,73
29810,73
29811,39
29812,49
29813,61
29814,50
29815,22
29816,55
29817,19
29818,28
29819,80
29820,20
29821,28
29822,45
29823,42
29824,55
29825,9
29826,30
29827,56
29828,47
29829,80
29830,20
29831,24
29832,79
29833,54
29834,19
29835,22
29836,62
29837,12
29838,13
29839,42
29840,46
29841,57
29842,46
29843,44
29844,25
29845,50
29846,17
29847,38
29848,42
29849,38
29850,62
29851,46
29852,31
29853,36
29854,32
29855,45
29856,0
29857,22
29858,75
29859,20
29860,30
29861,47
29862,59
29863,57
29864,31
29865,72
29866,23
29867,57
29868,52
29869,43
29870,56
29871,48
29872,71
29873,59
29874,16
29875,44
29876,51
29877,35
29878,47
29879,55
29880,12
29881,31
29882,54
29883,38
29884,15
29885,40
29886,48
29887,51
29888,45
29889,40
29890,36
29891,47
29892,23
29893,37
29894,57
29895,69
29896,44
29897,45
29898,33
29899,32
29900,43
29901,48
29902,41
29903,74
29904,37
29905,50
29906,25
29907,32
29908,78
29909,57
29910,47
29911,74
29912,42
29913,20
29914,34
29915,67
29916,39
29917,35
29918,45
29919,18
29920,44
29921,5
29922,26
29923,49
29924,38
29925,20
29926,8
29927,34
29928,31
29929,79
29930,32
29931,8
29932,14
29933,33
29934,16
29935,26
29936,58
29937,70
29938,61
29939,39
29940,46
29941,25
29942,42
29943,38
29944,26
29945,44
29946,5
29947,3
29948,25
29949,49
29950,73
29951,23
29952,61
29953,80
29954,68
29955,36
29956,70
29957,25
29958,75
29959,19
29960,66
29961,56
29962,52
29963,54
29964,46
29965,15
29966,35
29967,32
29968,39
29969,37
29970,45
29971,80
29972,55
29973,50
29974,29
29975,49
29976,26
29977,17
29978,25
29979,5
29980,31
29981,57
29982,47
29983,42
29984,27
29985,57
29986,23
29987,58
29988,74
29989,70
29990,70
29991,10
29992,24
29993,40
29994,20
29995,27
29996,61
29997,18
29998,38
29999,79
30000,80
30001,31
30002,25
30003,50
30004,43
30005,22
30006,74
30007,45
30008,36
30009,22
30010,32
30011,3
30012,40
30013,13
30014,9
30015,5
30016,16
30017,30
30018,16
30019,15
30020,24
30021,23
30022,56
30023,63
30024,75
30025,54
30026,68
30027,24
30028,54
30029,46
30030,33
30031,31
30032,43
30033,47
30034,18
30035,33
30036,39
30037,68
30038,41
30039,46
30040,31
30041,49
30042,38
30043,17
30044,51
30045,49
30046,70
30047,18
30048,77
30049,47
30050,62
30051,29
30052,43
30053,40
30054,66
30055,68
30056,14
30057,55
30058,78
30059,55
30060,12
30061,25
30062,0
30063,61
30064,23
30065,54
30066,23
30067,23
30068,33
30069,60
30070,74
30071,44
30072,72
30073,49
30074,25
30075,52
30076,27
30077,23
30078,35
30079,80
30080,52
30081,15
30082,29
30083,37
30084,62
30085,11
30086,29
30087,24
30088,73
30089,27
30090,12
30091,45
30092,40
30093,49
30094,50
30095,30
30096,48
30097,30
30098,22
30099,79
30100,43
30101,13
30102,22
30103,34
30104,45
30105,36
30106,28
30107,45
30108,77
30109,69
30110,52
30111,23
30112,21
30113,80
30114,30
30115,15
30116,54
30117,44
30118,22
30119,34
30120,28
30121,2
30122,48
30123,50
30124,48
30125,63
30126,22
30127,43
30128,53
30129,46
30130,53
30131,53
30132,30
30133,26
30134,44
30135,42
30136,54
30137,25
30138,21
30139,14
30140,46
30141,29
30142,32
30143,67
30144,54
30145,36
30146,23
30147,25
30148,39
30149,70
30150,26
30151,38
30152,47
30153,30
30154,51
30155,74
30156,67
30157,47
30158,55
30159,15
30160,27
30161,46
30162,28
30163,42
30164,34
30165,16
30166,50
30167,13
30168,21
30169,44
30170,46
30171,42
30172,21
30173,40
30174,53
30175,71
30176,25
30177,43
30178,59
30179,29
30180,44
30181,0
30182,27
30183,38
30184,30
30185,49
30186,71
30187,37
30188,79
30189,75
30190,26
30191,45
30192,10
30193,46
30194,23
30195,13
30196,18
30197,73
30198,43
30199,53
30200,43
30201,24
30202,18
30203,60
30204,41
30205,38
30206,41
30207,51
30208,33
30209,43
30210,13
30211,42
30212,28
30213,41
30214,22
30215,37
30216,60
30217,25
30218,24
30219,50
30220,24
30221,45
30222,35
30223,21
30224,23
30225,52
30226,43
30227,41
30228,23
30229,28
30230,79
30231,55
30232,18
30233,3
30234,24
30235,28
30236,46
30237,49
30238,44
30239,23
30240,23
30241,47
30242,24
30243,20
30244,75
30245,27
30246,39
30247,61
30248,34
30249,34
30250,45
30251,50
30252,74
30253,33
30254,24
30255,22
30256,36
30257,43
30258,48
30259,38
30260,41
30261,42
30262,35
30263,79
30264,44
30265,40
30266,48
30267,28
30268,21
30269,28
30270,24
30271,18
30272,37
30273,3
30274,80
30275,25
30276,27
30277,64
30278,45
30279,21
30280,21
30281,17
30282,23
30283,72
30284,20
30285,78
30286,36
30287,38
30288,44
30289,51
30290,69
30291,70
30292,10
30293,72
30294,12
30295,42
30296,44
30297,32
30298,46
30299,71
30300,24
30301,19
30302,45
30303,48
30304,73
30305,44
30306,30
30307,28
30308,16
30309,44
30310,13
30311,49
30312,3
30313,39
30314,78
30315,57
30316,80
30317,43
30318,53
30319,35
30320,74
30321,70
30322,47
30323,41
30324,45
30325,26
30326,71
30327,42
30328,71
30329,27
30330,10
30331,45
30332,60
30333,45
30334,24
30335,75
30336,7
30337,73
30338,40
30339,37
30340,18
30341,54
30342,73
30343,33
30344,58
30345,24
30346,45
30347,29
30348,65
30349,24
30350,42
30351,31
30352,61
30353,36
30354,51
30355,36
30356,31
30357,42
30358,36
30359,44
30360,30
30361,69
30362,57
30363,30
30364,23
30365,45
30366,15
30367,32
30368,21
30369,51
30370,40
30371,74
30372,28
30373,41
30374,42
30375,17
30376,48
30377,49
30378,41
30379,10
30380,48
30381,24
30382,5
30383,62
30384,49
30385,54
30386,23
30387,46
30388,70
30389,80
30390,29
30391,59
30392,45
30393,17
30394,0
30395,20
30396,28
30397,43
30398,20
30399,64
30400,43
30401,47
30402,58
30403,20
30404,41
30405,56
30406,45
30407,68
30408,21
30409,47
30410,53
30411,28
30412,24
30413,41
30414,31
30415,23
30416,59
30417,42
30418,40
30419,62
30420,76
30421,36
30422,29
30423,72
30424,46
30425,13
30426,41
30427,19
30428,50
30429,64
30430,42
30431,37
30432,24
30433,51
30434,39
30435,37
30436,49
30437,75
30438,74
30439,20
30440,39
30441,54
30442,24
30443,22
30444,34
30445,33
30446,33
30447,38
30448,30
30449,18
30450,31
30451,80
30452,46
30453,16
30454,13
30455,33
30456,37
30457,7
30458,12
30459,41
30460,37
30461,20
30462,4
30463,51
30464,44
30465,47
30466,44
30467,39
30468,19
30469,76
30470,47
30471,27
30472,4
30473,12
30474,26
30475,69
30476,69
30477,25
30478,55
30479,42
30480,24
30481,75
30482,34
30483,72
30484,43
30485,23
30486,80
30487,16
30488,20
30489,54
30490,31
30491,45
30492,30
30493,76
30494,34
30495,44
30496,42
30497,46
30498,74
30499,80
30500,12
30501,54
30502,17
30503,71
30504,25
30505,26
30506,15
30507,50
30508,38
30509,50
30510,42
30511,56
30512,4
30513,62
30514,46
30515,30
30516,27
30517,80
30518,63
30519,54
30520,73
30521,42
30522,48
30523,0
30524,25
30525,48
30526,32
30527,34
30528,49
30529,25
30530,27
30531,37
30532,10
30533,51
30534,58
30535,69
30536,47
30537,2
30538,48
30539,65
30540,76
30541,44
30542,22
30543,24
30544,24
30545,74
30546,79
30547,32
30548,72
30549,20
30550,19
30551,33
30552,26
30553,17
30554,39
30555,19
30556,16
30557,26
30558,11
30559,29
30560,40
30561,74
30562,29
30563,68
30564,39
30565,31
30566,27
30567,29
30568,78
30569,42
30570,45
30571,18
30572,42
30573,50
30574,45
30575,17
30576,80
30577,21
30578,47
30579,30
30580,61
30581,31
30582,47
30583,73
30584,40
30585,57
30586,21
30587,64
30588,57
30589,52
30590,27
30591,28
30592,52
30593,27
30594,38
30595,29
30596,52
30597,43
30598,46
30599,24
30600,23
30601,48
30602,31
30603,52
30604,56
30605,27
30606,22
30607,31
30608,40
30609,12
30610,80
30611,19
30612,57
30613,15
30614,49
30615,53
30616,68
30617,39
30618,41
30619,47
30620,42
30621,19
30622,51
30623,39
30624,18
30625,36
30626,46
30627,26
30628,28
30629,26
30630,9
30631,37
30632,48
30633,36
30634,51
30635,25
30636,22
30637,47
30638,47
30639,46
30640,0
30641,58
30642,36
30643,34
30644,62
30645,62
30646,17
30647,3
30648,34
30649,80
30650,29
30651,20
30652,46
30653,80
30654,21
30655,43
30656,30
30657,52
30658,76
30659,21
30660,51
30661,32
30662,24
30663,36
30664,27
30665,28
30666,71
30667,31
30668,32
30669,46
30670,15
30671,36
30672,52
30673,60
30674,29
30675,32
30676,7
30677,72
30678,22
30679,50
30680,45
30681,48
30682,70
30683,34
30684,45
30685,75
30686,30
30687,50
30688,31
30689,80
30690,20
30691,64
30692,49
30693,75
30694,15
30695,58
30696,33
30697,80
30698,46
30699,80
30700,21
30701,21
30702,25
30703,46
30704,39
30705,40
30706,16
30707,48
30708,35
30709,23
30710,10
30711,79
30712,25
30713,37
30714,23
30715,64
30716,45
30717,53
30718,46
30719,60
30720,25
30721,43
30722,80
30723,26
30724,27
30725,46
30726,30
30727,43
30728,45
30729,32
30730,70
30731,40
30732,51
30733,33
30734,22
30735,58
30736,7
30737,56
30738,78
30739,27
30740,27
30741,42
30742,48
30743,19
30744,27
30745,25
30746,22
30747,43
30748,16
30749,73
30750,41
30751,44
30752,23
30753,24
30754,80
30755,29
30756,26
30757,42
30758,42
30759,71
30760,22
30761,25
30762,44
30763,21
30764,42
30765,39
30766,18
30767,51
30768,48
30769,38
30770,41
30771,16
30772,74
30773,64
30774,67
30775,13
30776,41
30777,14
30778,19
30779,7
30780,30
30781,30
30782,45
30783,39
30784,60
30785,32
30786,61
30787,33
30788,29
30789,54
30790,37
30791,30
30792,23
30793,26
30794,43
30795,17
30796,32
30797,24
30798,68
30799,49
30800,63
30801,39
30802,67
30803,39
30804,23
30805,42
30806,43
30807,16
30808,34
30809,51
30810,25
30811,49
30812,21
30813,51
30814,28
30815,46
30816,32
30817,30
30818,22
30819,23
30820,27
30821,44
30822,41
30823,75
30824,57
30825,46
30826,22
30827,31
30828,15
30829,13
30830,64
30831,64
30832,42
30833,51
30834,42
30835,34
30836,20
30837,80
30838,58
30839,19
30840,78
30841,43
30842,36
30843,23
30844,75
30845,8
30846,42
30847,12
30848,22
30849,35
30850,57
30851,39
30852,69
30853,19
30854,3
30855,17
30856,45
30857,26
30858,37
30859,38
30860,80
30861,54
30862,52
30863,55
30864,26
30865,38
30866,55
30867,47
30868,51
30869,45
30870,39
30871,32
30872,77
30873,52
30874,40
30875,27
30876,39
30877,20
30878,56
30879,78
30880,44
30881,20
30882,49
30883,14
30884,48
30885,30
30886,51
30887,29
30888,24
30889,80
30890,33
30891,29
30892,51
30893,24
30894,17
30895,43
30896,51
30897,36
30898,50
30899,25
30900,6
30901,22
30902,19
30903,51
30904,31
30905,27
30906,15
30907,48
30908,53
30909,40
30910,51
30911,23
30912,46
30913,69
30914,57
30915,33
30916,23
30917,42
30918,19
30919,21
30920,70
30921,59
30922,19
30923,64
30924,26
30925,31
30926,52
30927,54
30928,50
30929,45
30930,28
30931,52
30932,9
30933,41
30934,51
30935,38
30936,12
30937,13
30938,76
30939,75
30940,80
30941,65
30942,24
30943,32
30944,28
30945,49
30946,26
30947,37
30948,13
30949,52
30950,45
30951,24
30952,44
30953,26
30954,60
30955,39
30956,40
30957,9
30958,69
30959,80
30960,45
30961,27
30962,47
30963,43
30964,48
30965,41
30966,18
30967,18
30968,68
30969,28
30970,48
30971,41
30972,47
30973,41
30974,30
30975,45
30976,80
30977,47
30978,45
30979,71
30980,46
30981,27
30982,30
30983,38
30984,43
30985,21
30986,68
30987,50
30988,43
30989,44
30990,49
30991,46
30992,46
30993,55
30994,72
30995,51
30996,52
30997,35
30998,64
30999,0
31000,53
31001,8
31002,73
31003,18
31004,30
31005,60
31006,29
31007,76
31008,50
31009,54
31010,53
31011,65
31012,30
31013,60
31014,50
31015,28
31016,42
31017,30
31018,17
31019,31
31020,22
31021,28
31022,78
31023,48
31024,37
31025,10
31026,29
31027,78
31028,48
31029,79
31030,53
31031,25
31032,46
31033,12
31034,55
31035,48
31036,45
31037,74
31038,19
31039,39
31040,30
31041,27
31042,2
31043,31
31044,43
31045,13
31046,57
31047,31
31048,26
31049,50
31050,32
31051,30
31052,51
31053,52
31054,43
31055,75
31056,21
31057,49
31058,36
31059,58
31060,37
31061,39
31062,33
31063,17
31064,53
31065,53
31066,27
31067,44
31068,28
31069,9
31070,57
31071,59
31072,26
31073,7
31074,21
31075,28
31076,20
31077,43
31078,29
31079,16
31080,21
31081,55
31082,51
31083,26
31084,11
31085,32
31086,22
31087,40
31088,29
31089,27
31090,41
31091,31
31092,40
31093,76
31094,42
31095,44
31096,26
31097,52
31098,76
31099,25
31100,42
31101,9
31102,68
31103,52
31104,35
31105,35
31106,46
31107,45
31108,48
31109,57
31110,5
31111,54
31112,31
31113,30
31114,19
31115,36
31116,49
31117,19
31118,20
31119,34
31120,74
31121,33
31122,44
31123,5
31124,20
31125,31
31126,24
31127,8
31128,77
31129,42
31130,40
31131,25
31132,25
31133,27
31134,14
31135,62
31136,9
31137,42
31138,23
31139,17
31140,16
31141,32
31142,16
31143,63
31144,78
31145,36
31146,69
31147,21
31148,42
31149,25
31150,46
31151,54
31152,57
31153,26
31154,24
31155,17
31156,43
31157,37
31158,12
31159,53
31160,35
31161,28
31162,50
31163,43
31164,68
31165,21
31166,42
31167,56
31168,5
31169,16
31170,25
31171,25
31172,47
31173,48
31174,72
31175,51
31176,36
31177,34
31178,56
31179,41
31180,78
31181,46
31182,60
31183,19
31184,80
31185,44
31186,23
31187,29
31188,23
31189,39
31190,42
31191,47
31192,39
31193,43
31194,13
31195,41
31196,61
31197,27
31198,44
31199,40
31200,34
31201,48
31202,49
31203,39
31204,80
31205,27
31206,50
31207,31
31208,47
31209,77
31210,72
31211,22
31212,38
31213,22
31214,46
31215,33
31216,16
31217,43
31218,17
31219,39
31220,27
31221,24
31222,28
31223,29
31224,22
31225,17
31226,42
31227,20
31228,40
31229,35
31230,24
31231,27
31232,49
31233,65
31234,39
31235,17
31236,50
31237,29
31238,20
31239,35
31240,46
31241,31
31242,40
31243,49
31244,22
31245,51
31246,51
31247,24
31248,18
31249,29
31250,53
31251,71
31252,45
31253,28
31254,36
31255,39
31256,24
31257,5
31258,66
31259,76
31260,35
31261,46
31262,35
31263,42
31264,44
31265,47
31266,31
31267,47
31268,24
31269,25
31270,22
31271,46
31272,21
31273,20
31274,24
31275,58
31276,54
31277,27
31278,65
31279,35
31280,18
31281,19
31282,25
31283,53
31284,70
31285,25
31286,36
31287,32
31288,47
31289,44
31290,21
31291,43
31292,48
31293,25
31294,24
31295,46
31296,56
31297,80
31298,27
31299,30
31300,0
31301,31
31302,32
31303,28
31304,20
31305,27
31306,26
31307,28
31308,59
31309,80
31310,28
31311,30
31312,26
31313,47
31314,10
31315,20
31316,45
31317,64
31318,23
31319,52
31320,47
31321,78
31322,52
31323,15
31324,33
31325,10
31326,51
31327,10
31328,26
31329,77
31330,43
31331,75
31332,41
31333,19
31334,62
31335,31
31336,56
31337,38
31338,23
31339,18
31340,21
31341,46
31342,27
31343,10
31344,30
31345,44
31346,22
31347,18
31348,20
31349,49
31350,46
31351,68
31352,16
31353,22
31354,49
31355,55
31356,44
31357,40
31358,73
31359,31
31360,30
31361,39
31362,44
31363,49
31364,28
31365,79
31366,33
31367,66
31368,51
31369,2
31370,70
31371,15
31372,47
31373,77
31374,18
31375,53
31376,25
31377,42
31378,38
31379,30
31380,50
31381,24
31382,31
31383,24
31384,52
31385,26
31386,53
31387,31
31388,80
31389,24
31390,18
31391,43
31392,28
31393,24
31394,17
31395,60
31396,26
31397,75
31398,26
31399,29
31400,59
31401,60
31402,34
31403,17
31404,20
31405,41
31406,36
31407,58
31408,35
31409,22
31410,80
31411,56
31412,51
31413,28
31414,49
31415,33
31416,41
31417,25
31418,20
31419,46
31420,53
31421,31
31422,47
31423,36
31424,70
31425,76
31426,27
31427,79
31428,40
31429,25
31430,44
31431,61
31432,51
31433,53
31434,41
31435,39
31436,58
31437,48
31438,27
31439,32
31440,55
31441,75
31442,43
31443,20
31444,22
31445,30
31446,80
31447,19
31448,13
31449,30
31450,39
31451,54
31452,27
31453,22
31454,39
31455,22
31456,19
31457,80
31458,40
31459,35
31460,35
31461,52
31462,23
31463,19
31464,44
31465,38
31466,32
31467,51
31468,40
31469,52
31470,29
31471,24
31472,37
31473,31
31474,56
31475,34
31476,67
31477,47
31478,17
31479,27
31480,39
31481,16
31482,26
31483,47
31484,27
31485,46
31486,25
31487,45
31488,67
31489,2
31490,80
31491,34
31492,72
31493,45
31494,16
31495,46
31496,54
31497,57
31498,47
31499,62
31500,17
31501,24
31502,80
31503,20
31504,10
31505,28
31506,48
31507,41
31508,76
31509,42
31510,46
31511,51
31512,61
31513,6
31514,80
31515,30
31516,21
31517,21
31518,15
31519,57
31520,52
31521,32
31522,41
31523,19
31524,26
31525,24
31526,80
31527,28
31528,63
31529,39
31530,31
31531,50
31532,17
31533,21
31534,50
31535,53
31536,29
31537,50
31538,52
31539,47
31540,36
31541,32
31542,37
31543,46
31544,11
31545,44
31546,17
31547,18
31548,44
31549,68
31550,58
31551,34
31552,80
31553,33
31554,22
31555,17
31556,41
31557,55
31558,48
31559,21
31560,47
31561,46
31562,76
31563,20
31564,64
31565,5
31566,25
31567,53
31568,58
31569,78
31570,17
31571,22
31572,50
31573,27
31574,51
31575,74
31576,50
31577,18
31578,43
31579,23
31580,66
31581,41
31582,21
31583,12
31584,22
31585,22
31586,47
31587,43
31588,40
31589,68
31590,37
31591,4
31592,77
31593,29
31594,49
31595,39
31596,32
31597,46
31598,27
31599,16
31600,72
31601,29
31602,53
31603,74
31604,26
31605,45
31606,72
31607,70
31608,25
31609,23
31610,56
31611,18
31612,29
31613,19
31614,22
31615,54
31616,18
31617,49
31618,42
31619,27
31620,42
31621,62
31622,35
31623,74
31624,19
31625,26
31626,20
31627,3
31628,29
31629,67
31630,51
31631,42
31632,33
31633,8
31634,15
31635,48
31636,71
31637,21
31638,47
31639,26
31640,40
31641,23
31642,68
31643,51
31644,43
31645,24
31646,12
31647,53
31648,24
31649,29
31650,38
31651,24
31652,7
31653,50
31654,49
31655,43
31656,44
31657,43
31658,64
31659,72
31660,22
31661,0
31662,48
31663,48
31664,21
31665,22
31666,72
31667,35
31668,26
31669,30
31670,58
31671,70
31672,48
31673,28
31674,52
31675,70
31676,18
31677,21
31678,51
31679,32
31680,26
31681,64
31682,22
31683,23
31684,29
31685,70
31686,0
31687,42
31688,41
31689,40
31690,22
31691,34
31692,24
31693,31
31694,50
31695,17
31696,54
31697,38
31698,74
31699,48
31700,25
31701,28
31702,43
31703,27
31704,43
31705,18
31706,21
31707,21
31708,46
31709,26
31710,34
31711,66
31712,44
31713,26
31714,28
31715,24
31716,31
31717,47
31718,33
31719,46
31720,38
31721,27
31722,22
31723,57
31724,40
31725,19
31726,21
31727,56
31728,15
31729,56
31730,46
31731,69
31732,24
31733,41
31734,23
31735,27
31736,68
31737,51
31738,25
31739,62
31740,33
31741,47
31742,35
31743,40
31744,37
31745,22
31746,66
31747,71
31748,37
31749,44
31750,61
31751,68
31752,36
31753,13
31754,29
31755,33
31756,13
31757,52
31758,2
31759,28
31760,76
31761,32
31762,49
31763,23
31764,57
31765,40
31766,27
31767,24
31768,26
31769,22
31770,39
31771,61
31772,26
31773,25
31774,45
31775,12
31776,17
31777,45
31778,52
31779,44
31780,50
31781,18
31782,27
31783,38
31784,41
31785,44
31786,80
31787,8
31788,51
31789,17
31790,55
31791,35
31792,80
31793,3
31794,25
31795,30
31796,49
31797,50
31798,27
31799,42
31800,24
31801,43
31802,25
31803,38
31804,35
31805,4
31806,77
31807,61
31808,62
31809,29
31810,35
31811,22
31812,46
31813,71
31814,49
31815,24
31816,51
31817,47
31818,80
31819,15
31820,47
31821,43
31822,25
31823,55
31824,0
31825,21
31826,65
31827,70
31828,47
31829,57
31830,27
31831,7
31832,63
31833,0
31834,19
31835,44
31836,30
31837,43
31838,39
31839,35
31840,41
31841,50
31842,37
31843,19
31844,27
31845,52
31846,24
31847,64
31848,36
31849,37
31850,41
31851,20
31852,67
31853,46
31854,48
31855,32
31856,57
31857,32
31858,41
31859,19
31860,29
31861,14
31862,28
31863,72
31864,17
31865,23
31866,18
31867,50
31868,35
31869,42
31870,23
31871,26
31872,45
31873,27
31874,66
31875,33
31876,22
31877,24
31878,36
31879,19
31880,44
31881,18
31882,34
31883,47
31884,32
31885,35
31886,71
31887,48
31888,45
31889,64
31890,75
31891,40
31892,47
31893,24
31894,45
31895,80
31896,23
31897,21
31898,34
31899,53
31900,52
31901,51
31902,18
31903,21
31904,57
31905,6
31906,18
31907,27
31908,22
31909,51
31910,23
31911,50
31912,45
31913,22
31914,49
31915,33
31916,43
31917,50
31918,18
31919,38
31920,12
31921,7
31922,43
31923,15
31924,36
31925,0
31926,50
31927,78
31928,69
31929,22
31930,46
31931,52
31932,44
31933,78
31934,47
31935,61
31936,9
31937,45
31938,47
31939,44
31940,53
31941,20
31942,19
31943,33
31944,30
31945,64
31946,37
31947,31
31948,6
31949,38
31950,44
31951,43
31952,27
31953,53
31954,45
31955,48
31956,38
31957,30
31958,18
31959,5
31960,18
31961,29
31962,55
31963,43
31964,54
31965,32
31966,67
31967,50
31968,70
31969,38
31970,27
31971,27
31972,43
31973,30
31974,32
31975,49
31976,22
31977,32
31978,30
31979,27
31980,41
31981,43
31982,78
31983,47
31984,44
31985,26
31986,38
31987,29
31988,46
31989,32
31990,31
31991,43
31992,43
31993,71
31994,38
31995,47
31996,43
31997,60
31998,34
31999,36
32000,43
32001,55
32002,41
32003,20
32004,23
32005,80
32006,51
32007,43
32008,31
32009,79
32010,27
32011,17
32012,21
32013,66
32014,34
32015,55
32016,25
32017,78
32018,21
32019,33
32020,26
32021,43
32022,0
32023,13
32024,43
32025,26
32026,30
32027,28
32028,27
32029,71
32030,79
32031,40
32032,25
32033,23
32034,49
32035,24
32036,23
32037,10
32038,42
32039,40
32040,80
32041,42
32042,30
32043,33
32044,56
32045,57
32046,60
32047,24
32048,80
32049,26
32050,36
32051,6
32052,80
32053,37
32054,79
32055,17
32056,44
32057,54
32058,52
32059,25
32060,37
32061,43
32062,57
32063,57
32064,24
32065,60
32066,14
32067,15
32068,57
32069,31
32070,42
32071,44
32072,42
32073,18
32074,18
32075,57
32076,26
32077,50
32078,23
32079,32
32080,10
32081,74
32082,47
32083,27
32084,15
32085,46
32086,74
32087,28
32088,68
32089,42
32090,54
32091,46
32092,25
32093,30
32094,16
32095,46
32096,5
32097,59
32098,20
32099,48
32100,42
32101,29
32102,50
32103,77
32104,32
32105,21
32106,73
32107,8
32108,26
32109,72
32110,80
32111,66
32112,20
32113,16
32114,52
32115,20
32116,41
32117,17
32118,23
32119,39
32120,42
32121,17
32122,22
32123,56
32124,80
32125,80
32126,63
32127,24
32128,30
32129,37
32130,71
32131,20
32132,45
32133,39
32134,18
32135,24
32136,37
32137,23
32138,45
32139,48
32140,65
32141,74
32142,19
32143,5
32144,47
32145,25
32146,44
32147,21
32148,50
32149,23
32150,13
32151,17
32152,42
32153,41
32154,79
32155,31
32156,37
32157,10
32158,28
32159,47
32160,48
