,mdist1,mdist2
180,1,3
181,3,3
182,5,2
183,4,3
184,2,3
185,3,3
186,2,3
187,3,3
188,2,3
189,2,3
190,3,3
191,3,3
192,4,3
193,3,3
194,2,4
195,2,3
196,2,4
197,4,3
198,3,4
199,3,4
200,3,3
201,2,4
202,4,5
203,3,3
204,3,4
205,3,3
206,2,3
207,4,3
208,3,3
209,1,2
210,4,3
211,2,4
212,2,4
213,4,4
214,4,3
215,2,3
216,3,2
217,3,3
218,4,3
219,3,3
220,3,2
221,2,5
222,3,2
223,3,4
224,5,3
225,3,2
226,2,1
227,2,3
228,2,3
229,3,4
230,4,4
231,2,2
232,3,2
233,2,4
234,1,3
235,3,4
236,3,3
237,3,2
238,3,3
239,4,4
240,3,4
241,3,4
242,4,4
243,3,2
244,3,4
245,3,2
246,2,3
247,2,4
248,4,4
249,1,3
250,3,4
251,2,4
252,3,4
253,4,2
254,1,4
255,3,3
256,2,3
257,2,5
258,2,3
259,3,4
260,3,2
261,4,3
262,3,4
263,4,4
264,3,4
265,4,3
266,4,4
267,4,2
268,4,3
269,2,5
270,3,4
271,3,3
272,3,3
273,2,3
274,1,3
275,3,3
276,4,1
277,2,3
278,3,2
279,3,2
280,3,2
281,4,2
282,5,2
283,4,3
284,3,3
285,4,3
286,3,3
287,2,2
288,2,4
289,4,4
290,3,3
291,3,1
292,4,3
293,3,2
294,4,3
295,4,4
296,2,2
297,3,2
298,3,3
299,3,2
300,3,4
301,3,2
302,4,3
303,2,3
304,4,3
305,4,4
306,4,4
307,3,2
308,1,3
309,3,2
310,3,3
311,3,2
312,2,2
313,4,3
314,3,3
315,3,3
316,5,2
317,3,2
318,2,4
319,2,2
320,3,3
321,3,2
322,3,4
323,3,3
324,2,4
325,3,2
326,3,3
327,4,2
328,2,3
329,2,4
330,3,3
331,3,2
332,4,3
333,3,4
334,3,3
335,4,3
336,3,2
337,3,2
338,3,1
339,3,4
340,3,5
341,4,3
342,2,4
343,3,4
344,3,3
345,3,3
346,3,2
347,4,2
348,3,3
349,3,2
350,3,3
351,2,3
352,4,2
353,2,4
354,3,3
355,3,3
356,3,4
357,4,2
358,2,3
359,3,4
360,3,3
361,4,3
362,2,2
363,2,3
364,3,2
365,3,3
366,4,4
367,4,4
368,3,3
369,1,5
370,5,4
371,1,4
372,4,3
373,4,3
374,4,3
375,2,3
376,2,3
377,3,3
378,3,2
379,3,2
380,3,5
381,4,3
382,3,3
383,3,3
384,2,4
385,4,3
386,4,3
387,2,2
388,2,2
389,1,2
390,4,3
391,3,3
392,4,2
393,3,3
394,3,5
395,3,3
396,3,4
397,5,2
398,4,4
399,4,3
400,2,3
401,3,2
402,1,4
403,3,3
404,2,4
405,3,2
406,3,4
407,3,2
408,4,4
409,2,4
410,3,3
411,4,3
412,4,2
413,4,3
414,2,3
415,4,3
416,2,2
417,3,3
418,2,2
419,3,2
420,4,4
421,4,3
422,4,4
423,3,4
424,4,4
425,3,2
426,4,3
427,4,3
428,3,4
429,2,4
430,3,4
431,3,4
432,3,4
433,4,3
434,3,3
435,2,2
436,3,4
437,2,2
438,3,2
439,5,4
440,4,3
441,3,3
442,3,3
443,3,2
444,2,2
445,4,2
446,4,2
447,2,2
448,3,2
449,3,3
450,3,3
451,3,3
452,4,3
453,2,4
454,3,3
455,5,3
456,3,3
457,4,2
458,3,4
459,4,3
460,2,3
461,2,3
462,3,2
463,3,3
464,3,3
465,3,3
466,3,2
467,3,3
468,4,4
469,2,3
470,4,2
471,3,2
472,4,4
473,3,4
474,3,3
475,3,3
476,3,2
477,3,3
478,3,3
479,4,3
480,3,4
481,3,3
482,3,3
483,4,3
484,3,3
485,3,4
486,2,2
487,2,4
488,2,2
489,3,4
490,5,3
491,3,4
492,3,3
493,3,2
494,3,3
495,3,2
496,3,3
497,4,3
498,4,3
499,2,3
500,3,4
501,3,3
502,2,3
503,3,2
504,2,3
505,3,3
506,4,4
507,3,3
508,1,3
509,4,3
510,3,3
511,2,3
512,2,4
513,4,3
514,3,3
515,3,4
516,3,3
517,2,3
518,3,3
519,2,3
520,3,4
521,1,1
522,4,3
523,3,3
524,2,3
525,3,3
526,3,2
527,4,4
528,4,4
529,3,2
530,3,4
531,3,3
532,4,3
533,3,4
534,4,4
535,5,4
536,4,3
537,4,4
538,3,2
539,3,4
540,3,2
541,3,4
542,3,2
543,2,3
544,4,4
545,2,3
546,4,2
547,4,4
548,1,3
549,3,4
550,2,4
551,3,4
552,3,3
553,3,4
554,3,3
555,2,3
556,5,2
557,4,3
558,2,2
559,3,3
560,3,2
561,4,4
562,4,3
563,5,4
564,3,2
565,3,4
566,3,3
567,3,2
568,3,3
569,4,3
570,4,4
571,3,3
572,4,2
573,3,5
574,2,4
575,2,3
576,4,4
577,3,3
578,3,2
579,3,3
580,3,2
581,3,1
582,4,4
583,4,2
584,2,3
585,2,4
586,3,3
587,3,3
588,3,2
589,3,3
590,3,3
591,3,3
592,3,2
593,3,4
594,3,3
595,4,4
596,3,2
597,3,3
598,3,3
599,3,3
600,2,4
601,2,4
602,2,3
603,4,2
604,2,3
605,4,2
606,2,3
607,1,3
608,3,3
609,2,2
610,2,4
611,3,4
612,2,4
613,3,3
614,3,3
615,3,3
616,3,3
617,4,4
618,3,3
619,3,3
620,3,3
621,4,3
622,4,3
623,3,4
624,3,3
625,3,4
626,4,4
627,3,3
628,3,3
629,4,2
630,4,1
631,3,3
632,3,3
633,4,3
634,3,4
635,3,3
636,2,4
637,2,3
638,3,4
639,3,3
640,4,4
641,3,4
642,4,3
643,2,3
644,4,2
645,3,4
646,3,4
647,3,3
648,3,3
649,3,2
650,2,2
651,4,2
652,3,3
653,3,2
654,3,3
655,4,3
656,3,2
657,4,2
658,3,4
659,3,3
660,3,3
661,3,2
662,4,3
663,3,3
664,2,3
665,3,2
666,2,2
667,3,3
668,4,4
669,3,3
670,4,4
671,2,2
672,3,4
673,3,3
674,2,4
675,3,4
676,5,4
677,4,2
678,3,4
679,4,2
680,3,4
681,4,3
682,2,3
683,2,4
684,3,1
685,4,3
686,4,2
687,3,4
688,3,3
689,3,2
690,4,3
691,3,3
692,4,3
693,2,2
694,4,5
695,3,4
696,4,4
697,3,4
698,4,2
699,2,2
700,4,3
701,3,3
702,2,4
703,3,3
704,4,3
705,3,2
706,3,3
707,4,3
708,2,3
709,2,3
710,3,3
711,3,3
712,3,2
713,1,4
714,4,4
715,3,4
716,4,4
717,4,2
718,3,4
719,3,2
720,3,4
721,4,3
722,3,4
723,4,2
724,3,4
725,4,3
726,4,3
727,4,2
728,3,2
729,3,3
730,3,1
731,3,1
732,2,2
733,3,5
734,3,4
735,3,3
736,3,3
737,3,2
738,4,3
739,4,3
740,3,2
741,2,3
742,2,4
743,3,2
744,2,3
745,4,2
746,3,2
747,4,2
748,3,4
749,3,4
750,2,4
751,3,2
752,3,1
753,3,3
754,4,3
755,3,2
756,3,4
757,3,3
758,2,3
759,3,3
760,4,3
761,3,4
762,4,4
763,2,3
764,4,3
765,2,2
766,3,4
767,4,3
768,4,3
769,2,3
770,3,3
771,3,1
772,5,2
773,1,2
774,3,3
775,2,3
776,2,2
777,2,2
778,2,3
779,3,4
780,3,3
781,2,3
782,4,2
783,3,3
784,3,3
785,4,3
786,3,2
787,3,2
788,3,4
789,3,3
790,3,3
791,3,4
792,2,4
793,3,2
794,3,4
795,4,2
796,3,2
797,1,3
798,3,3
799,3,4
800,4,3
801,3,3
802,2,4
803,3,3
804,2,2
805,3,3
806,3,4
807,3,2
808,3,4
809,3,2
810,3,4
811,4,3
812,4,2
813,4,3
814,3,3
815,3,2
816,3,3
817,3,2
818,3,3
819,3,4
820,3,2
821,2,3
822,3,3
823,4,3
824,2,1
825,2,4
826,2,3
827,3,4
828,2,4
829,2,2
830,3,3
831,3,3
832,3,2
833,3,3
834,4,3
835,3,4
836,4,3
837,3,4
838,4,3
839,3,4
840,4,3
841,2,3
842,1,3
843,4,4
844,5,4
845,4,4
846,2,3
847,1,4
848,3,2
849,3,3
850,2,3
851,3,4
852,3,3
853,3,3
854,2,3
855,2,4
856,4,4
857,2,2
858,4,3
859,3,3
860,3,3
861,4,1
862,4,3
863,4,3
864,3,3
865,4,5
866,3,4
867,2,1
868,3,4
869,2,3
870,4,3
871,4,3
872,4,3
873,2,2
874,2,3
875,4,2
876,2,4
877,3,4
878,3,3
879,4,2
880,3,3
881,3,3
882,4,3
883,3,3
884,4,3
885,5,2
886,4,3
887,5,2
888,3,4
889,3,3
890,4,4
891,2,3
892,4,4
893,3,2
894,3,3
895,3,4
896,3,2
897,2,3
898,4,3
899,3,5
900,4,3
901,4,3
902,3,3
903,3,4
904,2,4
905,3,4
906,3,2
907,2,3
908,4,3
909,4,2
910,2,3
911,4,4
912,4,3
913,4,3
914,3,2
915,4,3
916,3,3
917,3,3
918,4,2
919,3,3
920,2,3
921,2,3
922,3,4
923,3,3
924,3,2
925,4,2
926,3,4
927,3,3
928,4,2
929,4,3
930,2,4
931,3,3
932,4,2
933,3,3
934,4,4
935,3,2
936,3,4
937,2,3
938,3,4
939,3,2
940,3,2
941,4,4
942,4,2
943,3,3
944,4,3
945,3,3
946,4,3
947,3,4
948,4,2
949,4,4
950,3,3
951,3,2
952,3,3
953,4,4
954,3,4
955,3,4
956,2,3
957,3,4
958,3,3
959,3,3
960,4,3
961,3,4
962,3,4
963,4,3
964,3,3
965,3,4
966,3,4
967,2,3
968,3,4
969,4,4
970,3,4
971,3,3
972,2,3
973,3,3
974,3,2
975,3,4
976,2,4
977,2,2
978,2,3
979,3,4
980,3,4
981,3,3
982,4,3
983,4,3
984,2,3
985,4,4
986,4,2
987,3,3
988,3,4
989,3,4
990,4,4
991,3,2
992,2,3
993,3,2
994,2,4
995,2,5
996,3,3
997,3,4
998,3,2
999,3,3
1000,3,4
1001,2,4
1002,3,2
1003,4,4
1004,3,4
1005,4,2
1006,4,4
1007,2,4
1008,4,2
1009,4,3
1010,2,4
1011,4,4
1012,5,3
1013,3,5
1014,3,3
1015,3,4
1016,3,2
1017,2,3
1018,4,4
1019,4,2
1020,4,3
1021,3,3
1022,2,3
1023,4,2
1024,4,3
1025,3,3
1026,2,3
1027,2,2
1028,3,3
1029,3,2
1030,3,4
1031,3,2
1032,4,3
1033,4,3
1034,3,1
1035,3,2
1036,3,3
1037,4,4
1038,3,4
1039,2,4
1040,4,3
1041,2,4
1042,3,3
1043,4,2
1044,3,4
1045,4,4
1046,3,3
1047,3,3
1048,3,3
1049,3,4
1050,4,3
1051,3,3
1052,2,2
1053,3,3
1054,4,3
1055,4,2
1056,4,3
1057,3,2
1058,2,5
1059,2,3
1060,4,4
1061,4,3
1062,3,4
1063,3,3
1064,4,3
1065,3,4
1066,3,2
1067,3,2
1068,3,3
1069,3,3
1070,3,4
1071,3,4
1072,3,2
1073,3,3
1074,4,2
1075,3,4
1076,5,3
1077,2,3
1078,3,4
1079,2,3
1080,3,4
1081,3,4
1082,4,3
1083,2,3
1084,3,3
1085,3,2
1086,4,2
1087,4,3
1088,2,3
1089,4,3
1090,4,3
1091,2,2
1092,4,3
1093,4,4
1094,3,4
1095,1,2
1096,4,4
1097,2,4
1098,1,3
1099,4,2
1100,3,3
1101,4,4
1102,3,3
1103,5,3
1104,3,4
1105,5,2
1106,2,4
1107,4,5
1108,3,3
1109,3,3
1110,2,3
1111,3,4
1112,2,2
1113,3,4
1114,2,2
1115,3,3
1116,3,4
1117,4,2
1118,4,3
1119,3,2
1120,1,3
1121,2,3
1122,4,3
1123,3,2
1124,4,2
1125,4,2
1126,3,3
1127,3,2
1128,4,2
1129,4,2
1130,4,4
1131,3,3
1132,2,3
1133,4,3
1134,2,4
1135,4,4
1136,3,4
1137,3,3
1138,3,3
1139,3,3
1140,4,2
1141,2,4
1142,3,4
1143,2,3
1144,3,3
1145,4,3
1146,4,4
1147,4,2
1148,4,3
1149,3,4
1150,4,4
1151,3,2
1152,3,3
1153,4,4
1154,3,4
1155,4,2
1156,4,4
1157,3,4
1158,4,4
1159,4,3
1160,4,3
1161,3,2
1162,4,4
1163,3,3
1164,3,3
1165,3,3
1166,3,2
1167,4,4
1168,3,3
1169,1,3
1170,3,2
1171,2,4
1172,4,2
1173,3,3
1174,4,4
1175,3,3
1176,2,2
1177,3,2
1178,3,2
1179,2,4
1180,3,3
1181,3,3
1182,2,4
1183,3,3
1184,3,3
1185,4,2
1186,2,3
1187,2,3
1188,4,4
1189,4,3
1190,3,4
1191,3,3
1192,2,3
1193,3,2
1194,3,4
1195,3,3
1196,3,4
1197,3,2
1198,3,4
1199,2,4
1200,3,4
1201,2,4
1202,3,3
1203,2,4
1204,4,2
1205,3,4
1206,3,2
1207,3,3
1208,4,4
1209,4,4
1210,4,3
1211,2,3
1212,5,4
1213,4,4
1214,1,3
1215,3,3
1216,2,3
1217,2,3
1218,4,4
1219,4,3
1220,3,3
1221,2,2
1222,2,3
1223,3,3
1224,3,3
1225,4,2
1226,4,3
1227,3,4
1228,3,2
1229,2,3
1230,2,3
1231,3,3
1232,4,4
1233,3,2
1234,3,4
1235,4,4
1236,4,4
1237,3,3
1238,3,2
1239,2,3
1240,3,2
1241,3,4
1242,3,4
1243,3,3
1244,4,3
1245,3,4
1246,4,2
1247,4,3
1248,4,3
1249,2,3
1250,2,3
1251,4,3
1252,3,3
1253,2,4
1254,3,4
1255,4,2
1256,4,3
1257,2,3
1258,1,4
1259,3,3
1260,3,3
1261,3,4
1262,4,4
1263,1,4
1264,2,3
1265,2,3
1266,2,3
1267,4,3
1268,4,4
1269,2,2
1270,2,4
1271,2,3
1272,2,3
1273,4,3
1274,4,4
1275,3,2
1276,3,4
1277,2,4
1278,2,2
1279,2,3
1280,3,3
1281,2,2
1282,4,3
1283,3,2
1284,3,3
1285,2,2
1286,2,4
1287,3,4
1288,2,3
1289,2,3
1290,4,1
1291,4,3
1292,3,4
1293,5,3
1294,2,4
1295,3,3
1296,3,3
1297,3,3
1298,3,3
1299,2,4
1300,5,2
1301,3,3
1302,3,3
1303,4,2
1304,5,2
1305,2,4
1306,3,2
1307,2,4
1308,2,1
1309,3,3
1310,4,5
1311,3,2
1312,3,3
1313,4,3
1314,2,3
1315,3,3
1316,4,3
1317,2,4
1318,3,3
1319,4,3
1320,3,2
1321,3,4
1322,3,4
1323,3,3
1324,3,2
1325,4,3
1326,2,4
1327,4,3
1328,3,2
1329,5,3
1330,3,2
1331,3,4
1332,3,4
1333,2,4
1334,3,2
1335,3,4
1336,3,3
1337,3,2
1338,1,3
1339,4,3
1340,4,3
1341,4,2
1342,4,2
1343,4,4
1344,4,3
1345,3,3
1346,4,2
1347,3,3
1348,4,4
1349,4,3
1350,4,3
1351,3,3
1352,3,4
1353,2,2
1354,2,3
1355,2,3
1356,3,4
1357,3,3
1358,3,5
1359,3,3
1360,3,3
1361,2,4
1362,4,4
1363,3,4
1364,4,3
1365,3,3
1366,4,2
1367,4,3
1368,4,3
1369,4,4
1370,3,4
1371,2,2
1372,3,3
1373,2,2
1374,4,2
1375,2,2
1376,3,3
1377,3,3
1378,3,2
1379,3,4
1380,3,2
1381,2,3
1382,4,5
1383,4,4
1384,3,3
1385,3,3
1386,4,3
1387,3,2
1388,3,3
1389,3,3
1390,2,4
1391,4,3
1392,4,4
1393,4,2
1394,3,3
1395,4,3
1396,2,3
1397,3,3
1398,3,4
1399,2,3
1400,3,4
1401,4,4
1402,3,2
1403,3,3
1404,2,2
1405,3,3
1406,4,3
1407,3,3
1408,2,3
1409,3,4
1410,1,3
1411,2,4
1412,3,3
1413,2,3
1414,3,2
1415,2,4
1416,2,3
1417,3,3
1418,3,3
1419,2,3
1420,3,3
1421,3,3
1422,3,4
1423,2,4
1424,3,3
1425,3,3
1426,4,3
1427,3,4
1428,5,3
1429,3,3
1430,2,3
1431,3,3
1432,4,3
1433,3,3
1434,3,3
1435,3,3
1436,2,3
1437,3,3
1438,2,4
1439,3,2
1440,3,4
1441,3,3
1442,4,4
1443,4,3
1444,3,2
1445,3,2
1446,2,4
1447,2,4
1448,3,4
1449,2,1
1450,4,3
1451,2,4
1452,2,5
1453,4,3
1454,3,4
1455,3,4
1456,2,3
1457,2,3
1458,2,3
1459,1,4
1460,4,2
1461,2,4
1462,3,3
1463,3,4
1464,2,4
1465,3,3
1466,3,2
1467,4,2
1468,4,3
1469,5,3
1470,2,2
1471,2,2
1472,3,4
1473,3,3
1474,3,3
1475,3,3
1476,3,4
1477,3,3
1478,3,3
1479,2,2
1480,3,3
1481,4,2
1482,3,3
1483,3,3
1484,3,4
1485,4,2
1486,3,2
1487,2,3
1488,3,4
1489,4,3
1490,2,4
1491,3,4
1492,4,4
1493,2,3
1494,3,3
1495,3,3
1496,3,3
1497,3,4
1498,3,3
1499,2,3
1500,3,3
1501,4,5
1502,4,4
1503,3,3
1504,4,2
1505,2,2
1506,3,3
1507,4,3
1508,3,3
1509,3,3
1510,3,3
1511,4,5
1512,2,3
1513,3,4
1514,2,4
1515,4,4
1516,4,4
1517,4,4
1518,2,4
1519,3,4
1520,4,3
1521,3,4
1522,4,2
1523,2,4
1524,3,3
1525,3,5
1526,2,3
1527,3,2
1528,4,4
1529,2,2
1530,3,2
1531,3,2
1532,3,4
1533,3,3
1534,2,2
1535,5,3
1536,2,3
1537,3,4
1538,4,3
1539,4,2
1540,3,2
1541,4,2
1542,2,3
1543,4,4
1544,3,4
1545,3,3
1546,3,4
1547,3,1
1548,2,2
1549,3,2
1550,3,4
1551,4,4
1552,3,2
1553,3,2
1554,3,3
1555,3,2
1556,2,3
1557,3,4
1558,3,4
1559,3,4
1560,4,3
1561,3,3
1562,3,4
1563,4,2
1564,2,4
1565,2,4
1566,2,3
1567,1,3
1568,3,4
1569,3,4
1570,2,3
1571,4,3
1572,3,4
1573,3,2
1574,4,3
1575,3,3
1576,3,4
1577,4,4
1578,4,3
1579,4,3
1580,4,2
1581,2,4
1582,3,3
1583,4,3
1584,3,2
1585,3,2
1586,3,4
1587,3,3
1588,4,4
1589,3,4
1590,3,3
1591,3,3
1592,3,3
1593,3,2
1594,3,2
1595,3,3
1596,2,4
1597,3,2
1598,4,3
1599,4,4
1600,4,3
1601,4,4
1602,4,3
1603,2,3
1604,2,3
1605,4,3
1606,4,3
1607,3,4
1608,2,3
1609,4,3
1610,3,4
1611,2,4
1612,4,3
1613,3,2
1614,3,3
1615,3,4
1616,3,2
1617,4,3
1618,4,4
1619,3,4
1620,5,4
1621,3,3
1622,4,2
1623,2,4
1624,3,3
1625,4,1
1626,3,3
1627,3,3
1628,3,3
1629,3,3
1630,2,3
1631,4,4
1632,4,3
1633,4,3
1634,2,2
1635,4,3
1636,3,2
1637,2,2
1638,3,2
1639,3,3
1640,2,3
1641,2,5
1642,3,4
1643,4,3
1644,2,4
1645,3,4
1646,3,4
1647,4,3
1648,3,4
1649,3,3
1650,4,3
1651,3,3
1652,3,3
1653,3,4
1654,3,2
1655,3,3
1656,2,2
1657,4,4
1658,4,3
1659,3,3
1660,2,2
1661,3,3
1662,3,4
1663,2,4
1664,4,3
1665,4,2
1666,3,3
1667,3,2
1668,3,3
1669,4,4
1670,2,4
1671,2,4
1672,3,4
1673,4,2
1674,4,3
1675,2,2
1676,3,3
1677,4,4
1678,2,4
1679,3,3
1680,4,2
1681,6,4
1682,3,3
1683,3,3
1684,3,4
1685,3,3
1686,4,5
1687,3,4
1688,2,2
1689,3,3
1690,3,4
1691,3,4
1692,4,4
1693,3,3
1694,4,3
1695,3,2
1696,3,3
1697,3,3
1698,2,3
1699,2,2
1700,3,4
1701,3,2
1702,3,3
1703,4,4
1704,3,2
1705,2,4
1706,4,2
1707,3,4
1708,3,4
1709,4,3
1710,3,2
1711,2,4
1712,1,2
1713,3,3
1714,2,3
1715,3,3
1716,3,4
1717,4,3
1718,2,4
1719,2,4
1720,4,3
1721,3,3
1722,2,3
1723,4,4
1724,3,3
1725,4,3
1726,4,3
1727,2,3
1728,4,2
1729,2,3
1730,3,4
1731,4,3
1732,4,3
1733,4,3
1734,3,3
1735,2,2
1736,3,2
1737,3,3
1738,3,3
1739,3,3
1740,1,3
1741,3,5
1742,4,3
1743,3,3
1744,3,3
1745,4,4
1746,4,1
1747,2,3
1748,3,2
1749,2,5
1750,2,3
1751,4,4
1752,1,2
1753,3,2
1754,3,3
1755,3,3
1756,1,4
1757,3,4
1758,5,4
1759,3,3
1760,2,3
1761,3,3
1762,3,3
1763,4,3
1764,1,3
1765,3,5
1766,2,3
1767,2,3
1768,1,2
1769,4,3
1770,2,4
1771,3,2
1772,5,3
1773,3,4
1774,4,3
1775,4,0
1776,4,3
1777,4,2
1778,3,3
1779,3,4
1780,2,3
1781,3,3
1782,3,4
1783,4,3
1784,3,3
1785,3,3
1786,3,4
1787,3,4
1788,2,4
1789,4,3
1790,2,4
1791,3,3
1792,3,3
1793,3,4
1794,3,4
1795,3,3
1796,2,3
1797,2,3
1798,2,2
1799,3,3
1800,3,3
1801,3,2
1802,2,3
1803,3,2
1804,4,4
1805,3,3
1806,4,4
1807,4,3
1808,3,3
1809,3,4
1810,4,2
1811,2,4
1812,4,2
1813,2,4
1814,1,3
1815,3,4
1816,3,3
1817,3,3
1818,3,3
1819,2,3
1820,2,3
1821,3,4
1822,4,3
1823,3,3
1824,2,4
1825,3,4
1826,3,3
1827,4,2
1828,3,1
1829,3,2
1830,3,3
1831,4,3
1832,3,3
1833,4,4
1834,4,3
1835,2,2
1836,4,3
1837,3,3
1838,4,3
1839,4,3
1840,2,4
1841,4,3
1842,3,2
1843,3,4
1844,3,3
1845,2,4
1846,3,3
1847,3,2
1848,4,3
1849,3,3
1850,3,3
1851,4,3
1852,3,4
1853,3,4
1854,2,3
1855,2,3
1856,2,3
1857,3,3
1858,2,4
1859,3,3
1860,3,3
1861,4,3
1862,2,2
1863,2,3
1864,3,2
1865,3,3
1866,3,3
1867,3,3
1868,2,3
1869,3,4
1870,4,3
1871,3,2
1872,2,3
1873,3,3
1874,2,3
1875,4,3
1876,3,3
1877,2,4
1878,3,4
1879,4,2
1880,3,3
1881,3,3
1882,4,3
1883,2,3
1884,3,3
1885,2,3
1886,4,3
1887,4,2
1888,3,3
1889,1,1
1890,4,4
1891,3,4
1892,4,3
1893,4,3
1894,4,4
1895,3,3
1896,1,4
1897,4,4
1898,4,2
1899,2,4
1900,3,3
1901,4,2
1902,3,2
1903,3,4
1904,2,3
1905,5,3
1906,2,3
1907,3,3
1908,2,4
1909,2,4
1910,3,4
1911,2,4
1912,4,3
1913,4,4
1914,3,2
1915,2,3
1916,4,2
1917,2,5
1918,1,4
1919,4,3
1920,2,4
1921,4,3
1922,3,4
1923,2,3
1924,4,3
1925,4,4
1926,3,3
1927,4,2
1928,3,2
1929,2,2
1930,2,3
1931,3,3
1932,3,3
1933,3,4
1934,3,4
1935,3,3
1936,2,4
1937,4,3
1938,3,4
1939,3,3
1940,3,2
1941,3,2
1942,3,2
1943,5,4
1944,4,3
1945,3,4
1946,4,3
1947,3,2
1948,3,3
1949,3,3
1950,4,3
1951,3,4
1952,4,3
1953,3,3
1954,3,4
1955,3,4
1956,2,3
1957,4,3
1958,3,3
1959,3,4
1960,3,2
1961,4,3
1962,2,3
1963,3,4
1964,2,3
1965,4,5
1966,4,4
1967,4,4
1968,3,4
1969,2,3
1970,5,4
1971,4,2
1972,3,2
1973,4,2
1974,3,3
1975,3,4
1976,2,3
1977,2,4
1978,4,3
1979,4,2
1980,3,4
1981,5,4
1982,3,2
1983,4,3
1984,3,3
1985,4,4
1986,3,3
1987,4,3
1988,3,3
1989,3,3
1990,4,4
1991,2,3
1992,4,3
1993,1,3
1994,3,4
1995,3,2
1996,3,3
1997,4,4
1998,3,3
1999,3,3
2000,3,2
2001,3,1
2002,3,4
2003,3,3
2004,4,4
2005,4,3
2006,3,3
2007,3,3
2008,3,3
2009,3,2
2010,3,3
2011,3,4
2012,3,3
2013,4,4
2014,3,3
2015,3,4
2016,4,3
2017,3,2
2018,3,3
2019,3,4
2020,2,3
2021,4,2
2022,3,3
2023,3,2
2024,1,3
2025,4,3
2026,2,2
2027,3,4
2028,3,3
2029,4,4
2030,2,3
2031,4,4
2032,2,2
2033,2,3
2034,1,3
2035,4,3
2036,3,2
2037,4,4
2038,4,3
2039,3,4
2040,4,2
2041,3,4
2042,3,3
2043,3,5
2044,2,2
2045,4,3
2046,2,3
2047,3,4
2048,2,4
2049,2,3
2050,3,4
2051,2,2
2052,4,4
2053,2,2
2054,3,2
2055,3,3
2056,3,3
2057,4,2
2058,4,2
2059,3,4
2060,4,3
2061,4,3
2062,4,2
2063,3,3
2064,4,3
2065,3,3
2066,4,4
2067,3,3
2068,3,3
2069,2,3
2070,3,4
2071,1,4
2072,2,3
2073,3,2
2074,4,3
2075,2,3
2076,2,3
2077,4,4
2078,3,3
2079,3,3
2080,5,2
2081,3,3
2082,3,3
2083,3,2
2084,2,3
2085,3,4
2086,3,3
2087,3,4
2088,4,3
2089,4,4
2090,3,3
2091,3,2
2092,4,4
2093,4,2
2094,3,4
2095,3,2
2096,3,3
2097,3,4
2098,3,4
2099,4,3
2100,4,2
2101,3,3
2102,2,1
2103,4,2
2104,3,3
2105,3,4
2106,2,2
2107,2,4
2108,3,4
2109,4,2
2110,3,2
2111,3,3
2112,3,3
2113,3,3
2114,3,2
2115,3,3
2116,4,4
2117,3,2
2118,2,4
2119,4,2
2120,3,3
2121,1,3
2122,4,2
2123,3,4
2124,3,3
2125,4,3
2126,4,4
2127,3,2
2128,4,1
2129,3,4
2130,3,3
2131,1,4
2132,2,4
2133,3,3
2134,3,3
2135,4,4
2136,2,4
2137,3,3
2138,2,3
