"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_1_Final4","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_2_Final4","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_1_Initial4","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player_2_Initial4","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,4,0,2,4,3,1,2,4
"2",2,3,1,3,1,14,1,1,1,1,1,3,1,5,1,1,1,2,0,0,6,2,3,2,6,1,1,4,13
"3",3,3,4,3,1,16,1,1,1,3,1,3,1,14,1,1,1,2,3,0,2,0,0,3,2,2,1,7,15
"4",4,3,4,3,5,20,1,1,1,3,4,3,1,16,1,1,1,4,4,1,4,1,0,4,4,4,1,11,19
"5",5,3,5,3,5,24,1,1,1,3,4,3,5,20,1,1,1,1,0,0,3,4,4,1,4,2,1,12,23
"6",6,3,9,3,5,27,1,1,1,3,5,3,5,24,1,1,1,3,4,0,3,0,0,4,3,2,1,16,26
"7",7,3,9,3,7,32,1,1,1,3,9,3,5,27,1,1,1,5,2,2,5,2,0,2,5,4,1,18,31
"8",8,3,9,5,7,39,1,1,1,3,9,3,7,32,1,1,1,2,0,0,6,4,4,2,6,3,1,20,38
"9",9,3,13,5,10,5,1,1,1,3,9,5,7,39,1,1,1,4,4,0,4,0,0,4,4,2,1,27,4
"10",10,15,13,5,15,18,1,1,1,3,13,5,10,5,1,1,1,2,6,6,2,6,0,6,6,1,1,44,17
"11",11,15,15,5,15,28,1,1,1,15,13,5,15,18,1,1,1,2,0,0,1,2,6,2,6,2,1,46,27
"12",12,15,17,5,15,29,1,1,1,15,15,5,15,28,1,1,1,1,2,0,1,0,0,2,1,2,1,48,28
"13",13,15,17,10,15,34,1,1,1,15,17,5,15,29,1,1,1,5,5,1,5,1,0,5,5,3,1,53,33
"14",14,15,17,11,15,44,1,1,1,15,17,10,15,34,1,1,1,1,0,0,2,5,6,1,6,3,1,54,43
"15",15,15,17,16,15,46,1,1,1,15,17,11,15,44,1,1,1,2,5,0,2,0,0,5,2,3,1,59,45
"16",16,15,18,16,15,48,1,1,1,15,17,16,15,46,1,1,1,1,2,1,2,1,0,1,2,2,1,60,47
"17",17,16,18,16,15,53,1,1,1,15,18,16,15,48,1,1,1,1,0,0,5,3,3,1,5,1,1,61,52
"18",18,16,18,16,18,56,1,1,1,16,18,16,15,53,1,1,1,3,3,0,3,0,0,3,3,4,1,64,55
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,1,1,5,1,6,1,1,1,1,1,1,1,1,1,1,1,5,4,3,5,3,0,4,5,3,1,4,5
"21",2,1,4,5,1,11,1,1,1,1,1,5,1,6,1,1,1,3,0,0,1,5,5,3,5,2,1,7,10
