"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,2,0,1,2,3,3,1,2
"2",2,1,1,3,7,1,8,1,1,2,1,1,3,1,0,0,6,6,1,1,6,3,1,2,13
"3",3,1,5,9,7,1,9,1,1,3,7,1,8,6,1,0,1,0,0,6,1,3,3,12,14
"4",4,1,5,13,7,1,12,1,5,9,7,1,9,2,4,3,2,3,0,4,3,3,3,16,17
"5",5,1,5,15,12,1,18,1,5,13,7,1,12,2,0,0,5,1,6,2,6,3,3,18,28
"6",6,2,5,15,17,1,18,1,5,15,12,1,18,5,1,0,5,0,0,1,5,1,1,19,33
"7",7,2,5,16,22,1,24,2,5,15,17,1,18,4,1,6,4,6,0,1,6,3,3,20,44
"8",8,6,5,18,22,1,3,2,5,16,22,1,24,4,0,0,2,4,6,4,2,1,3,26,23
"9",9,6,9,18,30,1,3,6,5,18,22,1,3,4,6,0,6,0,0,4,6,2,1,30,31
"10",10,10,9,18,35,1,3,6,9,18,30,1,3,1,5,4,1,5,0,4,5,1,1,34,36
"11",11,11,9,18,35,1,8,10,9,18,35,1,3,1,0,0,2,5,5,1,5,1,3,35,41
"12",12,11,14,18,37,1,8,11,9,18,35,1,8,2,5,0,2,0,0,5,2,2,1,40,43
"13",13,11,14,23,37,1,19,11,14,18,37,1,8,6,5,5,6,5,0,5,6,3,3,45,54
"14",14,1,14,28,39,1,33,11,14,23,37,1,19,5,0,0,6,1,5,5,6,3,3,40,108
"15",15,1,14,33,39,2,33,1,14,28,39,1,33,1,5,0,1,0,0,5,1,3,2,45,109
"16",16,3,14,39,39,3,33,1,14,33,39,2,33,6,1,3,1,3,0,6,1,3,2,91,110
"17",17,3,17,39,39,5,39,3,14,39,39,3,33,3,0,0,4,4,6,3,6,2,3,94,156
"18",18,7,17,39,39,9,39,3,17,39,39,5,39,4,4,0,4,0,0,4,4,1,2,98,160
"19",19,11,17,39,39,18,39,7,17,39,39,9,39,4,6,4,6,4,0,4,6,1,2,102,169
"20",20,11,21,39,39,20,39,11,17,39,39,18,39,4,0,0,3,2,5,4,2,2,2,106,171
"21",21,11,24,39,39,25,39,11,21,39,39,20,39,3,5,0,5,0,0,3,5,2,2,109,176
"22",22,1,26,39,39,33,39,11,24,39,39,25,39,4,5,2,4,5,0,2,4,2,2,101,184
"23",23,6,26,39,39,36,39,1,26,39,39,33,39,5,0,0,1,3,6,5,3,1,2,106,187
"24",24,15,26,39,39,36,39,6,26,39,39,36,39,1,6,0,1,0,0,6,0,1,0,115,187
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",1,1,1,6,1,1,2,1,1,1,1,1,1,1,5,1,1,1,0,5,1,3,3,5,1
"27",2,2,1,6,5,1,2,1,1,6,1,1,2,1,0,0,4,4,1,1,4,1,1,6,5
"28",3,3,1,6,9,1,2,2,1,6,5,1,2,4,1,0,4,0,0,1,4,1,1,7,9
"29",4,7,1,6,15,5,2,3,1,6,9,1,2,4,6,6,6,6,0,4,6,1,1,11,19
"30",5,11,1,12,15,6,2,7,1,6,15,5,2,6,0,0,3,2,1,6,1,3,2,21,20
"31",6,11,4,12,17,6,2,11,1,12,15,6,2,3,2,0,2,0,0,3,2,2,1,24,22
"32",7,11,4,17,17,6,5,11,4,12,17,6,2,1,5,3,1,3,0,5,3,3,3,29,25
"33",8,11,4,18,17,6,10,11,4,17,17,6,5,1,0,0,2,4,5,1,5,3,3,30,30
"34",9,15,4,18,19,6,10,11,4,18,17,6,10,2,4,0,2,0,0,4,2,1,1,34,32
"35",10,15,4,23,20,6,10,15,4,18,19,6,10,1,4,5,1,4,0,5,1,3,1,39,33
"36",11,19,4,23,24,6,10,15,4,23,20,6,10,4,0,0,4,6,4,4,4,1,1,43,37
"37",12,33,6,1,5,10,10,19,4,23,24,6,10,6,4,0,4,0,0,6,4,1,1,37,22
"38",13,37,6,1,6,10,10,33,6,1,5,10,10,4,1,1,1,1,0,4,1,1,1,41,23
"39",14,38,6,1,6,10,14,37,6,1,6,10,10,1,0,0,4,1,5,1,4,1,3,42,27
"40",15,39,15,1,6,10,19,38,6,1,6,10,14,1,5,0,5,0,0,1,5,1,3,90,32
"41",16,39,21,6,6,10,23,39,15,1,6,10,19,3,4,6,3,4,0,6,4,2,3,101,36
"42",17,39,25,6,1,16,34,39,21,6,6,10,23,3,0,0,5,6,3,3,6,2,2,105,48
"43",18,39,25,11,1,19,34,39,25,6,1,16,34,5,3,0,3,0,0,5,3,3,2,110,51
"44",19,39,31,14,1,23,34,39,25,11,1,19,34,4,6,1,4,1,0,6,4,2,2,119,55
"45",20,39,31,15,1,25,39,39,31,14,1,23,34,1,0,0,2,5,5,1,5,3,3,120,100
"46",21,39,31,17,1,30,39,39,31,15,1,25,39,2,5,0,5,0,0,2,5,3,2,122,105
"47",22,39,33,1,6,30,39,39,31,17,1,30,39,4,6,3,4,3,0,6,4,3,1,108,110
"48",23,39,33,4,12,34,39,39,33,1,6,30,39,3,0,0,1,6,1,3,6,3,1,111,120
"49",24,39,33,5,12,34,39,39,33,4,12,34,39,1,1,0,1,0,0,1,0,3,0,112,120
"50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",1,1,1,4,2,1,1,1,1,1,1,1,1,1,3,5,1,5,0,3,1,3,1,3,1
"52",2,6,1,4,5,1,1,1,1,4,2,1,1,5,0,0,3,1,1,5,3,1,1,8,4
"53",3,6,2,4,5,2,1,6,1,4,5,1,1,1,1,0,1,0,0,1,1,2,2,9,5
"54",4,13,2,4,11,2,2,6,2,4,5,2,1,5,6,6,5,6,0,6,6,1,1,16,12
"55",5,13,7,4,11,2,6,13,2,4,11,2,2,5,0,0,4,2,5,5,4,2,3,21,16
"56",6,18,7,4,13,2,6,13,7,4,11,2,6,2,5,0,2,0,0,5,2,1,1,26,18
"57",7,18,9,4,13,5,6,18,7,4,13,2,6,1,3,2,1,3,0,2,3,2,2,28,21
"58",8,18,10,4,18,5,6,18,9,4,13,5,6,1,0,0,5,6,5,1,5,2,1,29,26
"59",9,28,10,4,24,6,6,18,10,4,18,5,6,6,5,0,6,0,0,5,6,1,1,39,33
"60",10,37,10,4,25,6,6,28,10,4,24,6,6,1,2,6,1,2,0,6,1,1,1,48,34
"61",11,39,10,15,25,11,6,37,10,4,25,6,6,2,0,0,5,6,2,2,5,1,2,99,39
"62",12,39,16,16,27,11,6,39,10,15,25,11,6,6,2,0,2,0,0,6,2,2,1,106,41
"63",13,39,21,16,28,11,6,39,16,16,27,11,6,1,5,5,1,5,0,5,1,2,1,111,42
"64",14,39,26,16,32,11,6,39,21,16,28,11,6,5,0,0,4,3,4,5,4,2,1,116,46
"65",15,39,26,20,32,14,6,39,26,16,32,11,6,3,4,0,3,0,0,4,3,3,2,120,49
"66",16,39,26,25,37,14,6,39,26,20,32,14,6,4,5,5,4,5,0,5,5,3,1,125,54
"67",17,39,26,29,37,24,6,39,26,25,37,14,6,4,0,0,2,3,6,4,6,3,2,129,64
"68",18,39,26,31,37,24,9,39,26,29,37,24,6,2,3,0,3,0,0,2,3,3,3,131,67
"69",19,39,26,1,37,29,15,39,26,31,37,24,9,2,6,4,6,4,0,2,6,3,3,101,78
"70",20,39,26,5,39,32,15,39,26,1,37,29,15,4,0,0,1,2,3,4,2,3,1,105,121
"71",21,39,27,5,39,35,15,39,26,5,39,32,15,1,3,0,3,0,0,1,3,2,2,106,124
"72",22,39,33,10,39,39,5,39,27,5,39,35,15,2,4,6,2,4,0,6,4,2,2,117,156
"73",23,39,33,12,39,39,10,39,33,10,39,39,5,2,0,0,4,2,5,2,5,3,3,119,161
"74",24,39,33,14,39,39,10,39,33,12,39,39,10,4,2,0,4,0,0,2,0,3,0,121,161
"75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",1,6,1,1,1,1,3,1,1,1,1,1,1,5,2,2,2,2,0,5,2,1,3,5,2
"77",2,6,3,1,7,1,11,6,1,1,1,1,3,2,0,0,4,2,6,2,6,2,1,7,16
"78",3,6,7,1,7,3,11,6,3,1,7,1,11,4,2,0,2,0,0,4,2,2,2,11,18
"79",4,6,10,1,7,3,13,6,7,1,7,3,11,2,2,3,2,2,0,3,2,2,3,14,20
"80",5,6,12,1,7,6,13,6,10,1,7,3,13,2,0,0,3,4,3,2,3,2,2,16,23
"81",6,6,16,1,10,6,13,6,12,1,7,6,13,4,3,0,3,0,0,4,3,2,1,20,26
"82",7,10,16,1,10,6,14,6,16,1,10,6,13,4,4,1,4,1,0,4,1,1,3,24,27
"83",8,14,16,1,12,6,14,10,16,1,10,6,14,4,0,0,5,2,1,4,2,1,1,28,29
"84",9,14,16,6,13,6,14,14,16,1,12,6,14,5,1,0,1,0,0,5,1,3,1,33,30
"85",10,15,16,6,17,6,14,14,16,6,13,6,14,1,3,4,3,4,0,1,4,1,1,34,34
"86",11,18,16,6,17,6,17,15,16,6,17,6,14,3,0,0,4,4,3,3,3,1,3,37,37
"87",12,22,16,6,21,6,17,18,16,6,17,6,17,4,4,0,4,0,0,4,4,1,1,41,41
"88",13,22,20,6,21,6,26,22,16,6,21,6,17,6,5,4,6,5,0,4,6,2,3,45,50
"89",14,27,20,1,24,6,28,22,20,6,21,6,26,5,0,0,3,6,4,5,3,1,1,45,55
"90",15,35,20,1,24,6,32,27,20,1,24,6,28,6,4,0,4,0,0,6,4,1,3,53,59
"91",16,39,22,1,24,6,34,35,20,1,24,6,32,2,4,2,2,2,0,4,2,1,3,97,61
"92",17,39,24,10,1,1,38,39,22,1,24,6,34,2,0,0,4,1,3,2,4,2,3,108,37
"93",18,39,24,11,4,1,38,39,24,10,1,1,38,1,3,0,3,0,0,1,3,3,1,109,40
"94",19,39,24,16,4,4,39,39,24,11,4,1,38,1,5,6,1,6,0,5,1,3,3,114,82
"95",20,39,35,16,5,4,39,39,24,16,4,4,39,6,0,0,1,1,3,6,1,2,1,125,83
"96",21,39,38,16,6,4,39,39,35,16,5,4,39,1,3,0,1,0,0,3,1,2,1,128,84
"97",22,39,38,19,8,4,39,39,38,16,6,4,39,3,2,3,2,3,0,3,2,3,1,131,86
"98",23,39,38,27,10,1,39,39,38,19,8,4,39,3,0,0,2,5,5,3,2,3,1,139,85
"99",24,39,38,32,10,1,39,39,38,27,10,1,39,5,5,0,5,0,0,5,0,3,0,144,85
"100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",1,1,6,1,1,1,2,1,1,1,1,1,1,5,1,3,1,3,0,5,1,2,3,5,1
"102",2,1,6,4,2,1,2,1,6,1,1,1,2,3,0,0,1,5,1,3,1,3,1,8,2
"103",3,1,6,9,3,1,2,1,6,4,2,1,2,5,1,0,1,0,0,5,1,3,1,13,3
"104",4,6,6,9,6,7,2,1,6,9,3,1,2,6,5,6,6,6,0,5,6,1,2,18,12
"105",5,8,6,15,6,7,3,6,6,9,6,7,2,6,0,0,6,1,3,6,1,3,3,26,13
"106",6,8,8,21,9,7,1,8,6,15,6,7,3,6,3,0,3,0,0,6,3,3,1,34,14
"107",7,8,8,22,9,11,1,8,8,21,9,7,1,4,2,1,4,2,0,1,4,3,2,35,18
"108",8,8,10,1,9,13,4,8,8,22,9,11,1,2,0,0,6,6,3,2,3,2,3,16,23
"109",9,8,21,1,14,19,4,8,10,1,9,13,4,6,6,0,6,0,0,6,6,2,2,27,34
"110",10,8,31,1,14,24,1,8,21,1,14,19,4,5,1,1,5,1,0,1,5,2,2,37,36
"111",11,9,31,1,18,24,1,8,31,1,14,24,1,1,0,0,4,1,5,1,4,1,1,38,40
"112",12,9,34,6,19,1,1,9,31,1,18,24,1,1,5,0,1,0,0,5,1,3,1,46,18
"113",13,12,39,6,21,1,1,9,34,6,19,1,1,2,2,5,2,2,0,5,2,2,1,92,20
"114",14,14,39,1,24,1,2,12,39,6,21,1,1,2,0,0,3,4,6,2,3,1,1,89,24
"115",15,14,39,1,28,2,2,14,39,1,24,1,2,4,6,0,4,0,0,6,4,3,1,89,29
