"","Move","Player_1_Final1","Player_1_Final2","Player_2_Final1","Player_2_Final2","Player_1_Initial1","Player_1_Initial2","Player_2_Initial1","Player_2_Initial2","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,5,5,1,1,1,1,1,1,4,4,1,4,0,4,4,2,1,4,4
"2",2,2,5,7,1,1,5,5,1,1,0,0,4,3,2,1,2,1,1,5,6
"3",3,6,5,10,1,2,5,7,1,4,3,0,3,0,0,4,3,1,1,9,9
"4",4,6,15,10,5,6,5,10,1,4,6,1,4,1,0,6,4,2,2,19,13
"5",5,7,15,10,6,6,15,10,5,1,0,0,1,1,1,1,1,1,2,20,14
"6",6,8,15,11,6,7,15,10,6,1,1,0,1,0,0,1,1,1,1,21,15
"7",7,8,17,11,10,8,15,11,6,1,2,4,1,4,0,2,4,2,2,23,19
"8",8,8,18,17,14,8,17,11,10,1,0,0,2,5,6,1,6,2,1,24,29
"9",9,8,23,17,16,8,18,17,14,2,5,0,2,0,0,5,2,2,2,29,31
"10",10,8,24,21,16,8,23,17,16,1,3,4,3,4,0,1,4,2,1,30,35
"11",11,11,24,25,16,8,24,21,16,3,0,0,4,5,5,3,4,1,1,33,39
"12",12,11,24,25,16,11,24,25,16,5,5,0,NA,0,0,0,0,0,0,33,39
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,3,1,4,1,1,1,1,1,2,2,3,2,3,0,2,3,1,1,2,3
"15",2,3,3,4,6,3,1,4,1,2,0,0,5,4,1,2,5,2,2,4,8
"16",3,7,3,4,7,3,3,4,6,4,1,0,1,0,0,4,1,1,2,8,9
"17",4,11,3,9,13,7,3,4,7,3,6,4,3,6,0,4,6,1,2,12,20
"18",5,14,3,15,14,11,3,9,13,3,0,0,6,3,2,3,6,1,1,15,27
"19",6,17,3,17,14,14,3,15,14,3,2,0,2,0,0,3,2,1,1,18,29
"20",7,22,3,18,14,17,3,17,14,5,1,2,1,2,0,5,1,1,1,23,30
"21",8,22,5,19,20,22,3,18,14,2,0,0,5,6,4,2,6,2,2,25,37
"22",9,27,5,23,20,22,5,19,20,5,4,0,4,0,0,5,4,1,1,30,41
"23",10,29,5,28,20,27,5,23,20,5,2,3,5,3,0,2,5,1,1,32,46
"24",11,32,5,28,24,29,5,28,20,3,0,0,4,5,2,3,4,1,2,35,50
"25",12,32,5,28,24,32,5,28,24,5,2,0,NA,0,0,0,0,0,0,35,50
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1,1,6,1,4,1,1,1,1,3,5,4,3,4,0,5,3,2,2,5,3
"28",2,5,6,5,4,1,6,1,4,4,0,0,4,1,2,4,4,1,1,9,7
"29",3,5,7,7,4,5,6,5,4,1,2,0,2,0,0,1,2,2,1,10,9
"30",4,9,7,7,7,5,7,7,4,3,1,4,3,1,0,4,3,1,2,14,12
"31",5,10,7,15,7,9,7,7,7,1,0,0,6,4,5,1,6,1,1,15,20
"32",6,10,11,20,7,10,7,15,7,4,5,0,5,0,0,4,5,2,1,19,25
"33",7,10,12,24,13,10,11,20,7,1,1,6,1,6,0,1,6,2,2,20,35
"34",8,11,12,24,18,10,12,24,13,1,0,0,5,5,2,1,5,1,2,21,40
"35",9,16,12,24,20,11,12,24,18,5,2,0,2,0,0,5,2,1,2,26,42
"36",10,21,12,30,31,16,12,24,20,1,5,6,1,6,0,5,6,1,1,31,59
"37",11,22,12,33,31,21,12,30,31,1,0,0,3,3,6,1,3,1,1,32,62
"38",12,22,12,33,31,22,12,33,31,3,6,0,NA,0,0,0,0,0,0,32,62
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",1,6,1,5,1,1,1,1,1,5,4,1,4,1,0,5,4,1,1,5,4
"41",2,7,1,5,5,6,1,5,1,1,0,0,1,4,2,1,4,1,2,6,8
"42",3,8,1,7,5,7,1,5,5,1,2,0,2,0,0,1,2,1,1,7,10
"43",4,13,1,7,17,8,1,7,5,6,2,5,6,2,0,5,6,1,2,12,22
"44",5,15,1,12,17,13,1,7,17,2,0,0,3,5,5,2,5,1,1,14,27
"45",6,18,1,12,22,15,1,12,17,3,5,0,5,0,0,3,5,1,2,17,32
"46",7,22,1,21,22,18,1,12,22,6,4,4,6,4,0,4,6,1,1,21,41
"47",8,22,1,27,23,22,1,21,22,4,0,0,6,5,6,4,6,2,1,21,48
"48",9,22,6,35,23,22,1,27,23,5,6,0,6,0,0,5,6,2,1,26,56
"49",10,26,12,36,23,22,6,35,23,1,6,4,1,4,0,6,1,2,1,36,57
"50",11,30,12,38,23,26,12,36,23,4,0,0,2,2,3,4,2,1,1,40,59
"51",12,30,12,38,23,30,12,38,23,2,3,0,NA,0,0,0,0,0,0,40,59
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",1,9,1,1,6,1,1,1,1,6,5,5,5,5,0,6,5,1,2,8,5
"54",2,9,6,1,10,9,1,1,6,5,0,0,4,1,4,5,4,2,2,13,9
"55",3,10,6,1,14,9,6,1,10,1,4,0,4,0,0,1,4,1,2,14,13
"56",4,16,14,1,19,10,6,1,14,6,5,2,5,2,0,6,5,2,2,28,18
"57",5,18,14,1,24,16,14,1,19,2,0,0,3,5,6,2,5,1,2,30,23
"58",6,19,20,1,27,18,14,1,24,3,6,0,3,0,0,6,3,2,2,37,26
"59",7,22,20,1,32,19,20,1,27,3,2,5,2,5,0,3,5,1,2,40,31
"60",8,22,22,1,42,22,20,1,32,2,0,0,1,1,6,2,6,2,2,42,41
"61",9,22,23,2,42,22,22,1,42,1,1,0,1,0,0,1,1,2,1,43,42
"62",10,27,23,12,48,22,23,2,42,6,5,4,6,4,0,5,6,1,2,48,105
"63",11,31,23,13,48,27,23,12,48,4,0,0,1,4,2,4,1,1,1,52,106
"64",12,31,23,13,48,31,23,13,48,4,2,0,NA,0,0,0,0,0,0,52,106
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",1,6,1,1,5,1,1,1,1,4,3,5,4,3,0,5,4,1,2,5,4
"67",2,9,1,11,5,6,1,1,5,3,0,0,4,3,6,3,6,1,1,8,14
