"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,4,1,1,1,3,1,1,1,1,1,1,1,1,3,2,1,2,0,3,2,1,2,3,2
"2",2,5,1,1,1,3,2,4,1,1,1,3,1,1,0,0,1,1,4,1,1,1,3,4,3
"3",3,9,1,1,1,4,2,5,1,1,1,3,2,1,4,0,1,0,0,4,1,1,2,8,4
"4",4,14,1,1,1,4,4,9,1,1,1,4,2,2,5,1,2,1,0,5,2,1,3,13,6
"5",5,15,1,1,7,7,4,14,1,1,1,4,4,1,0,0,3,2,6,1,6,1,1,14,15
"6",6,18,1,1,7,9,4,15,1,1,7,7,4,3,2,0,2,0,0,3,2,1,2,17,17
"7",7,22,1,1,7,9,7,18,1,1,7,9,4,3,4,2,3,2,0,4,3,1,3,21,20
"8",8,24,1,1,12,9,13,22,1,1,7,9,7,2,0,0,6,2,2,2,6,1,3,23,31
"9",9,26,1,1,12,11,13,24,1,1,12,9,13,2,2,0,2,0,0,2,2,1,2,25,33
"10",10,38,1,1,12,1,20,26,1,1,12,11,13,5,6,6,5,6,0,6,6,1,3,37,30
"11",11,1,1,1,17,1,21,38,1,1,12,1,20,5,0,0,4,2,1,5,1,1,3,0,36
"12",12,5,1,1,17,3,21,1,1,1,17,1,21,4,2,0,2,0,0,4,2,1,2,4,38
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,5,1,1,1,5,1,1,1,1,1,1,1,1,4,4,1,4,0,4,4,1,2,4,4
"15",2,6,1,1,1,5,6,5,1,1,1,5,1,1,0,0,4,1,5,1,5,1,3,5,9
"16",3,10,1,1,1,5,7,6,1,1,1,5,6,4,1,0,1,0,0,4,1,1,3,9,10
"17",4,15,1,1,1,9,7,10,1,1,1,5,7,5,4,3,4,3,0,5,4,1,2,14,14
"18",5,18,1,1,10,9,13,15,1,1,1,9,7,3,0,0,6,5,4,3,6,1,3,17,29
"19",6,23,1,1,14,9,13,18,1,1,10,9,13,5,4,0,4,0,0,5,4,1,1,22,33
"20",7,32,1,1,19,9,13,23,1,1,14,9,13,6,5,2,5,2,0,6,5,1,1,31,38
"21",8,34,1,1,19,13,13,32,1,1,19,9,13,2,0,0,1,4,1,2,4,1,2,33,42
"22",9,35,1,1,20,13,13,34,1,1,19,13,13,1,1,0,1,0,0,1,1,1,1,34,43
"23",10,39,1,1,22,13,13,35,1,1,20,13,13,4,2,1,2,1,0,4,2,1,1,38,45
"24",11,40,1,1,22,13,15,39,1,1,22,13,13,1,0,0,2,6,6,1,2,1,3,39,47
"25",12,46,6,1,26,19,15,40,1,1,22,13,15,6,6,0,6,0,0,6,6,1,2,50,57
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1,10,1,1,3,1,1,1,1,1,1,1,1,1,2,6,1,2,0,6,2,1,1,9,2
"28",2,11,1,1,9,6,1,10,1,1,3,1,1,1,0,0,3,2,6,1,6,1,1,10,13
"29",3,14,1,1,9,6,3,11,1,1,9,6,1,3,2,0,2,0,0,3,2,1,3,13,15
"30",4,21,1,1,14,6,3,14,1,1,9,6,3,6,2,5,2,5,0,6,5,1,1,20,20
"31",5,23,1,1,14,10,3,21,1,1,14,6,3,2,0,0,6,4,1,2,4,1,2,22,24
"32",6,48,6,1,15,1,3,23,1,1,14,10,3,6,1,0,1,0,0,6,1,1,1,99,16
"33",7,48,13,1,20,1,3,48,6,1,15,1,3,5,6,3,5,3,0,6,5,2,1,106,21
"34",8,48,16,1,25,1,3,48,13,1,20,1,3,3,0,0,3,2,5,3,5,2,1,109,26
"35",9,48,18,3,4,1,3,48,16,1,25,1,3,3,2,0,3,0,0,2,3,3,1,113,5
"36",10,48,22,3,6,1,3,48,18,3,4,1,3,2,4,3,2,3,0,4,2,2,1,117,7
"37",11,48,26,3,15,1,1,48,22,3,6,1,3,3,0,0,6,6,5,3,6,2,1,121,14
"38",12,48,41,3,15,6,1,48,26,3,15,1,1,6,5,0,5,0,0,6,5,2,2,136,19
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",1,3,1,1,3,1,1,1,1,1,1,1,1,2,2,1,2,1,0,2,2,1,1,2,2
"41",2,4,1,1,11,7,1,3,1,1,3,1,1,1,0,0,1,4,6,1,6,1,2,3,16
"42",3,8,1,1,11,8,1,4,1,1,11,7,1,1,4,0,1,0,0,4,1,1,2,7,17
"43",4,18,1,1,14,8,1,8,1,1,11,8,1,6,3,3,3,3,0,6,3,1,1,17,20
