"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,5,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,0,4,1,2,2,4,1
"2",2,1,5,2,4,8,1,1,5,1,1,2,1,1,0,0,3,6,4,1,6,3,2,5,10
"3",3,1,5,5,4,12,1,1,5,2,4,8,1,3,4,0,4,0,0,3,4,3,2,8,14
"4",4,1,5,8,4,14,1,1,5,5,4,12,1,3,1,2,1,2,0,3,2,3,2,11,16
"5",5,1,6,8,4,14,6,1,5,8,4,14,1,1,0,0,1,5,6,1,5,2,3,12,21
"6",6,1,10,14,4,14,7,1,6,8,4,14,6,1,6,0,1,0,0,6,1,3,3,22,22
"7",7,1,15,14,4,14,12,1,10,14,4,14,7,5,3,5,3,5,0,5,5,2,3,27,27
"8",8,4,15,14,4,17,12,1,15,14,4,14,12,3,0,0,6,3,3,3,3,1,2,30,30
"9",9,11,21,14,4,17,15,4,15,14,4,17,12,6,3,0,3,0,0,6,3,2,3,43,33
"10",10,11,24,14,4,20,15,11,21,14,4,17,15,3,3,3,3,3,0,3,3,2,2,46,36
"11",11,11,24,17,4,20,16,11,24,14,4,20,15,3,0,0,1,3,5,3,1,3,3,49,37
"12",12,16,24,17,4,23,16,11,24,17,4,20,16,3,5,0,3,0,0,5,3,1,2,54,40
"13",13,18,1,17,6,32,16,16,24,17,4,23,16,6,1,2,6,1,0,2,6,1,2,33,51
"14",14,19,1,17,8,32,16,18,1,17,6,32,16,1,0,0,2,1,2,1,2,1,1,34,53
"15",15,19,1,19,8,33,16,19,1,17,8,32,16,1,2,0,1,0,0,2,1,3,2,36,54
"16",16,24,1,19,8,37,16,19,1,19,8,33,16,4,4,5,4,4,0,5,4,1,2,41,58
"17",17,24,1,23,8,37,27,24,1,19,8,37,16,4,0,0,5,1,6,4,6,3,3,45,69
"18",18,29,1,23,8,37,28,24,1,23,8,37,27,5,1,0,1,0,0,5,1,1,3,50,70
"19",19,29,1,25,14,37,33,29,1,23,8,37,28,6,1,2,6,1,0,2,6,3,1,52,81
"20",20,30,1,25,15,37,39,29,1,25,14,37,33,1,0,0,5,6,4,1,6,1,3,53,126
"21",21,35,1,25,19,37,39,30,1,25,15,37,39,5,4,0,4,0,0,5,4,1,1,58,130
"22",22,36,1,25,34,37,39,35,1,25,19,37,39,1,6,2,6,2,0,1,6,1,1,59,145
"23",23,38,1,1,47,37,39,36,1,25,34,37,39,2,0,0,5,4,3,2,5,1,1,37,158
"24",24,38,1,1,47,37,39,38,1,1,47,37,39,4,3,0,NA,0,0,0,0,0,0,37,158
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",1,1,3,1,6,1,1,1,1,1,1,1,1,5,6,2,5,6,0,2,5,2,1,2,5
"27",2,1,9,6,12,1,3,1,3,1,6,1,1,6,0,0,6,3,5,6,6,2,1,13,13
"28",3,1,9,9,12,1,8,1,9,6,12,1,3,3,5,0,5,0,0,3,5,3,3,16,18
"29",4,1,13,9,12,1,13,1,9,9,12,1,8,2,4,5,2,5,0,4,5,2,3,20,23
"30",5,1,15,9,12,1,18,1,13,9,12,1,13,2,0,0,5,6,5,2,5,2,3,22,28
"31",6,2,21,9,17,1,18,1,15,9,12,1,18,6,5,0,5,0,0,6,5,2,1,29,33
"32",7,2,26,9,17,3,18,2,21,9,17,1,18,5,2,3,2,3,0,5,2,2,2,34,35
"33",8,2,29,9,18,9,18,2,26,9,17,3,18,3,0,0,2,4,6,3,6,2,2,37,42
"34",9,2,33,9,18,11,18,2,29,9,18,9,18,2,4,0,2,0,0,4,2,2,2,41,44
"35",10,2,33,1,18,11,32,2,33,9,18,11,18,3,2,6,3,6,0,2,6,3,3,33,58
"36",11,2,36,1,21,11,38,2,33,1,18,11,32,3,0,0,4,6,6,3,6,2,3,36,67
"37",12,2,36,5,25,17,39,2,36,1,21,11,38,4,6,0,6,0,0,4,6,3,2,40,116
"38",13,2,39,12,7,22,39,2,36,5,25,17,39,6,6,2,6,6,0,2,6,3,1,88,103
"39",14,5,39,18,7,27,39,2,39,12,7,22,39,6,0,0,5,5,5,6,5,3,2,97,108
"40",15,5,39,23,7,32,39,5,39,18,7,27,39,5,5,0,5,0,0,5,5,3,2,102,113
"41",16,13,39,23,7,36,39,5,39,23,7,32,39,6,4,5,4,5,0,6,4,1,2,110,117
"42",17,18,39,23,11,39,39,13,39,23,7,36,39,5,0,0,6,4,3,5,3,1,2,115,162
"43",18,18,39,27,18,39,39,18,39,23,11,39,39,6,4,0,6,0,0,4,6,3,1,119,169
"44",19,18,39,31,26,39,39,18,39,27,18,39,39,6,3,4,6,3,0,4,6,3,1,123,177
"45",20,18,39,34,35,39,39,18,39,31,26,39,39,3,0,0,1,4,6,3,6,3,1,126,186
"46",21,22,39,34,36,39,39,18,39,34,35,39,39,1,4,0,1,0,0,4,1,1,1,130,187
"47",22,22,39,38,37,39,39,22,39,34,36,39,39,4,5,1,5,1,0,4,1,3,1,134,188
"48",23,27,39,38,39,39,39,22,39,38,37,39,39,5,0,0,3,2,6,5,2,1,1,139,228
"49",24,27,39,38,39,39,39,27,39,38,39,39,39,3,6,0,NA,0,0,0,0,NA,NA,139,228
"50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",1,5,1,1,1,6,1,1,1,1,1,1,1,4,5,1,5,1,0,4,5,1,2,4,5
"52",2,6,1,1,1,7,1,5,1,1,1,6,1,1,0,0,4,1,5,1,1,1,2,5,6
"53",3,6,5,1,1,12,1,6,1,1,1,7,1,4,5,0,5,0,0,4,5,2,2,9,11
"54",4,6,8,1,1,15,1,6,5,1,1,12,1,3,3,3,3,3,0,3,3,2,2,12,14
"55",5,9,8,1,1,15,11,6,8,1,1,15,1,3,0,0,5,6,6,3,6,1,3,15,24
"56",6,9,14,4,1,20,11,9,8,1,1,15,11,5,6,0,5,0,0,6,5,2,2,24,29
"57",7,9,14,7,1,20,22,9,14,4,1,20,11,6,5,3,6,5,0,3,6,3,3,27,40
"58",8,14,14,7,1,21,22,9,14,7,1,20,22,5,0,0,1,2,3,5,1,1,2,32,41
"59",9,14,14,9,1,21,25,14,14,7,1,21,22,2,3,0,3,0,0,2,3,3,3,34,44
"60",10,14,17,9,1,22,25,14,14,9,1,21,25,1,1,3,1,1,0,3,1,2,2,37,45
"61",11,15,17,1,1,27,28,14,17,9,1,22,25,1,0,0,4,5,5,1,5,1,2,30,53
"62",12,1,17,5,1,28,33,15,17,1,1,27,28,4,5,0,5,0,0,4,5,3,3,20,59
"63",13,4,17,5,1,33,33,1,17,5,1,28,33,3,5,4,5,4,0,3,5,1,2,23,64
"64",14,4,21,5,1,39,37,4,17,5,1,33,33,4,0,0,4,6,1,4,6,2,2,27,112
"65",15,8,21,5,2,39,37,4,21,5,1,39,37,4,1,0,1,0,0,4,1,1,1,31,113
"66",16,10,21,5,6,39,37,8,21,5,2,39,37,2,4,3,4,3,0,2,4,1,1,33,117
"67",17,13,21,5,7,39,37,10,21,5,6,39,37,3,0,0,1,6,1,3,1,1,1,36,118
"68",18,23,21,5,7,39,38,13,21,5,7,39,37,6,1,0,1,0,0,6,1,1,3,46,119
"69",19,29,21,5,2,39,38,23,21,5,7,39,38,2,3,1,3,1,0,2,1,1,1,52,114
"70",20,32,21,5,4,39,38,29,21,5,2,39,38,3,0,0,2,3,5,3,2,1,1,55,116
"71",21,35,21,5,9,39,38,32,21,5,4,39,38,3,5,0,5,0,0,3,5,1,1,58,121
"72",22,41,21,5,13,39,38,35,21,5,9,39,38,4,4,3,4,3,0,4,4,1,1,64,125
"73",23,44,21,5,17,39,38,41,21,5,13,39,38,3,0,0,4,3,2,3,4,1,1,67,129
"74",24,44,21,5,17,39,38,44,21,5,17,39,38,3,2,0,NA,0,0,0,0,0,0,67,129
"75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",1,3,1,1,6,1,1,1,1,1,1,1,1,5,2,3,5,3,0,2,5,1,1,2,5
"77",2,6,1,1,6,6,7,3,1,1,6,1,1,3,0,0,6,6,1,3,6,1,3,5,16
"78",3,6,1,2,6,11,13,6,1,1,6,6,7,6,1,0,6,0,0,1,6,3,3,6,27
"79",4,12,7,2,6,11,16,6,1,2,6,11,13,6,3,6,3,6,0,6,3,2,3,18,30
"80",5,12,13,4,6,17,19,12,7,2,6,11,16,6,0,0,5,6,5,6,6,2,2,26,39
"81",6,17,13,4,11,17,19,12,13,4,6,17,19,5,5,0,5,0,0,5,5,1,1,31,44
"82",7,17,15,4,11,19,19,17,13,4,11,17,19,2,1,2,1,2,0,2,2,2,2,33,46
"83",8,18,15,4,11,20,19,17,15,4,11,19,19,1,0,0,3,6,1,1,1,1,2,34,47
"84",9,18,15,1,12,20,25,18,15,4,11,20,19,3,6,0,6,0,0,3,6,3,3,31,54
"85",10,18,15,9,12,22,1,18,15,1,12,20,25,6,1,2,1,2,0,6,2,3,2,39,32
"86",11,18,16,9,13,22,1,18,15,9,12,22,1,1,0,0,1,1,4,1,1,2,1,40,33
"87",12,19,16,9,17,22,1,18,16,9,13,22,1,1,4,0,4,0,0,1,4,1,1,41,37
"88",13,28,16,9,17,22,3,19,16,9,17,22,1,2,6,3,2,3,0,6,2,1,3,50,39
"89",14,28,19,9,17,22,4,28,16,9,17,22,3,3,0,0,1,2,1,3,1,2,3,53,40
"90",15,30,19,9,17,23,4,28,19,9,17,22,4,2,1,0,1,0,0,2,1,1,2,55,41
"91",16,30,1,9,23,23,8,30,19,9,17,23,4,4,1,5,1,5,0,4,1,2,3,37,51
"92",17,30,1,14,26,23,8,30,1,9,23,23,8,5,0,0,1,3,3,5,3,3,1,42,54
"93",18,30,1,17,27,23,8,30,1,14,26,23,8,1,3,0,1,0,0,3,1,3,1,45,55
"94",19,33,1,1,39,34,14,30,1,17,27,23,8,3,6,2,6,2,0,3,6,1,1,32,122
"95",20,35,1,1,39,35,20,33,1,1,39,34,14,2,0,0,6,2,1,2,6,1,3,34,129
"96",21,39,7,1,39,35,3,35,1,1,39,35,20,2,1,0,2,0,0,1,2,2,3,82,112
"97",22,39,7,6,39,39,10,39,7,1,39,35,3,3,5,6,3,6,0,5,6,3,3,87,161
"98",23,1,7,1,39,39,27,39,7,6,39,39,10,3,0,0,6,6,2,3,6,1,3,6,178
"99",24,1,7,1,39,39,27,1,7,1,39,39,27,6,2,0,NA,0,0,0,0,0,0,6,178
"100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",1,7,3,1,1,1,4,1,1,1,1,1,1,6,3,3,3,3,0,6,3,1,3,8,3
"102",2,10,3,1,1,1,8,7,3,1,1,1,4,3,0,0,4,2,3,3,4,1,3,11,7
"103",3,10,3,3,1,4,8,10,3,1,1,1,8,2,3,0,3,0,0,2,3,3,2,13,10
"104",4,10,7,3,1,4,12,10,3,3,1,4,8,2,4,4,2,4,0,4,4,2,3,17,14
"105",5,12,7,3,3,4,12,10,7,3,1,4,12,2,0,0,2,2,1,2,2,1,1,19,16
"106",6,13,7,3,3,6,12,12,7,3,3,4,12,2,1,0,2,0,0,1,2,1,2,20,18
"107",7,14,7,3,3,6,14,13,7,3,3,6,12,2,1,1,2,1,0,1,2,1,3,21,20
"108",8,14,7,4,7,6,14,14,7,3,3,6,14,1,0,0,4,2,4,1,4,3,1,22,24
"109",9,16,7,4,7,6,18,14,7,4,7,6,14,2,4,0,4,0,0,2,4,1,3,24,28
"110",10,20,7,4,7,8,18,16,7,4,7,6,18,4,2,3,2,3,0,4,2,1,2,28,30
"111",11,20,10,4,9,8,24,20,7,4,7,8,18,3,0,0,6,5,4,3,6,2,3,31,38
"112",12,25,1,4,9,8,29,20,10,4,9,8,24,5,4,0,4,0,0,5,4,1,3,27,43
"113",13,25,1,7,9,8,30,25,1,4,9,8,29,1,1,3,1,1,0,3,1,3,3,30,44
"114",14,36,1,7,9,1,34,25,1,7,9,8,30,1,0,0,4,2,6,1,4,1,3,41,41
"115",15,36,1,9,15,7,36,36,1,7,9,1,34,2,6,0,6,0,0,2,6,3,1,43,55
"116",16,36,1,14,26,7,36,36,1,9,15,7,36,5,6,5,6,5,0,5,6,3,1,48,66
"117",17,36,6,14,27,7,36,36,1,14,26,7,36,5,0,0,5,5,1,5,1,2,1,53,67
"118",18,36,6,19,32,7,36,36,6,14,27,7,36,5,5,0,5,0,0,5,5,3,1,58,72
"119",19,36,10,19,37,7,36,36,6,19,32,7,36,4,5,1,5,1,0,4,5,2,1,62,77
"120",20,36,11,19,37,12,36,36,10,19,37,7,36,1,0,0,2,5,1,1,5,2,2,63,82
"121",21,37,11,19,39,21,39,36,11,19,37,12,36,2,1,0,2,0,0,1,2,1,1,64,172
"122",22,44,17,19,39,23,39,37,11,19,39,21,39,6,2,6,2,6,0,6,2,2,2,77,174
"123",23,52,17,19,39,26,39,44,17,19,39,23,39,6,0,0,3,4,2,6,3,1,2,85,177
"124",24,52,17,19,39,26,39,52,17,19,39,26,39,4,2,0,NA,0,0,0,0,0,0,85,177
"125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",1,1,6,1,3,1,1,1,1,1,1,1,1,5,2,2,2,2,0,5,2,2,1,5,2
"127",2,1,6,3,6,1,7,1,6,1,3,1,1,2,0,0,6,6,2,2,6,3,3,7,11
"128",3,1,12,7,8,1,7,1,6,3,6,1,7,6,2,0,2,0,0,6,2,2,1,17,13
"129",4,1,12,10,8,1,10,1,12,7,8,1,7,3,2,3,2,3,0,3,3,3,3,20,16
"130",5,1,12,12,8,1,11,1,12,10,8,1,10,2,0,0,5,1,3,2,1,3,3,22,17
"131",6,1,12,17,8,1,14,1,12,12,8,1,11,5,3,0,3,0,0,5,3,3,3,27,20
"132",7,1,22,17,8,1,19,1,12,17,8,1,14,6,5,4,5,4,0,6,5,2,3,37,25
"133",8,1,29,17,1,1,20,1,22,17,8,1,19,4,0,0,3,1,5,4,1,2,3,44,19
"134",9,1,34,17,1,1,23,1,29,17,1,1,20,3,5,0,3,0,0,5,3,2,3,49,22
"135",10,6,34,17,1,1,31,1,34,17,1,1,23,5,6,2,6,2,0,5,6,1,3,54,30
"136",11,6,36,17,1,1,36,6,34,17,1,1,31,2,0,0,1,5,1,2,5,2,3,56,35
"137",12,7,36,17,2,1,36,6,36,17,1,1,36,1,1,0,1,0,0,1,1,1,1,57,36
"138",13,10,36,17,8,4,39,7,36,17,2,1,36,5,3,6,5,6,0,3,6,1,1,60,86
"139",14,15,36,17,8,6,39,10,36,17,8,4,39,5,0,0,2,2,1,5,2,1,2,65,88
"140",15,15,38,17,8,7,39,15,36,17,8,6,39,2,1,0,1,0,0,2,1,2,2,67,89
"141",16,20,38,17,8,10,39,15,38,17,8,7,39,5,3,2,3,2,0,5,3,1,2,72,92
"142",17,20,38,19,8,14,39,20,38,17,8,10,39,2,0,0,4,4,2,2,4,3,2,74,96
"143",18,20,38,23,8,16,39,20,38,19,8,14,39,4,2,0,2,0,0,4,2,3,2,78,98
"144",19,21,39,23,8,17,39,20,38,23,8,16,39,4,1,1,4,1,0,1,1,2,2,118,99
"145",20,25,39,23,8,20,39,21,39,23,8,17,39,4,0,0,6,3,4,4,3,1,2,122,102
"146",21,25,39,34,12,20,39,25,39,23,8,20,39,6,4,0,4,0,0,6,4,3,1,133,106
