"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,3,1,7,7,5,1,1,1,1,1,1,6,3,2,6,3,0,2,6,2,2,2,16
"2",2,1,6,1,7,12,5,1,3,1,7,7,5,3,0,0,5,1,4,3,5,2,2,5,21
"3",3,1,10,1,7,13,5,1,6,1,7,12,5,1,4,0,1,0,0,4,1,2,2,9,22
"4",4,2,16,1,7,18,5,1,10,1,7,13,5,5,6,5,5,5,0,6,5,2,2,16,27
"5",5,2,21,1,12,18,5,2,16,1,7,18,5,5,0,0,5,1,1,5,5,2,1,21,32
"6",6,2,22,1,13,18,5,2,21,1,12,18,5,1,1,0,1,0,0,1,1,2,1,22,33
"7",7,2,22,6,13,18,9,2,22,1,13,18,5,1,5,4,1,4,0,5,4,3,3,27,37
"8",8,2,22,7,13,18,14,2,22,6,13,18,9,1,0,0,5,4,5,1,5,3,3,28,42
"9",9,2,27,7,13,18,18,2,22,7,13,18,14,4,5,0,4,0,0,5,4,2,3,33,46
"10",10,2,31,10,7,19,18,2,27,7,13,18,18,6,3,4,6,3,0,4,6,2,1,40,41
"11",11,2,34,10,12,19,18,2,31,10,7,19,18,3,0,0,6,6,5,3,5,2,1,43,46
"12",12,2,34,10,12,19,18,2,34,10,12,19,18,6,6,0,NA,0,0,0,0,0,0,43,46
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,6,1,1,1,7,9,1,1,1,1,1,1,2,5,6,2,6,0,5,6,1,2,5,14
"15",2,6,1,3,5,7,9,6,1,1,1,7,9,2,0,0,2,1,4,2,4,3,1,7,18
"16",3,6,3,3,5,7,10,6,1,3,5,7,9,2,1,0,1,0,0,2,1,2,3,9,19
"17",4,6,3,8,5,13,11,6,3,3,5,7,10,6,5,5,6,5,0,5,6,3,2,14,26
"18",5,11,3,8,10,13,11,6,3,8,5,13,11,5,0,0,2,5,5,5,5,1,1,19,31
"19",6,16,3,8,10,13,13,11,3,8,10,13,11,2,5,0,2,0,0,5,2,1,3,24,33
"20",7,16,12,8,16,13,14,16,3,8,10,13,13,5,6,6,5,6,0,6,6,2,1,33,40
"21",8,16,17,8,22,13,17,16,12,8,16,13,14,5,0,0,3,1,6,5,6,2,1,38,49
"22",9,16,20,8,22,13,18,16,17,8,22,13,17,3,1,0,1,0,0,3,1,2,3,41,50
"23",10,19,20,8,22,19,23,16,20,8,22,13,18,3,2,6,2,6,0,3,6,1,2,44,61
"24",11,19,22,8,22,23,23,19,20,8,22,19,23,2,0,0,4,3,4,2,4,2,2,46,65
"25",12,19,22,8,22,23,23,19,22,8,22,23,23,3,4,0,NA,0,0,0,0,0,0,46,65
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1,5,1,1,1,6,1,1,1,1,1,1,1,4,5,4,5,4,0,4,5,1,2,4,5
"28",2,5,1,5,1,6,2,5,1,1,1,6,1,4,0,0,1,3,4,4,1,3,3,8,6
"29",3,5,1,9,1,9,2,5,1,5,1,6,2,3,4,0,3,0,0,4,3,3,2,12,9
"30",4,9,1,9,1,13,2,5,1,9,1,9,2,4,4,4,4,4,0,4,4,1,2,16,13
"31",5,9,1,13,1,18,2,9,1,9,1,13,2,4,0,0,2,6,5,4,5,3,2,20,18
"32",6,15,3,13,1,20,2,9,1,13,1,18,2,2,6,0,2,0,0,6,2,1,2,28,20
"33",7,15,7,13,5,20,2,15,3,13,1,20,2,4,1,4,1,4,0,4,4,2,1,32,24
"34",8,15,8,13,5,25,2,15,7,13,5,20,2,1,0,0,1,5,5,1,5,2,2,33,29
"35",9,15,13,13,6,25,2,15,8,13,5,25,2,1,5,0,1,0,0,5,1,2,1,38,30
"36",10,15,13,16,6,26,2,15,13,13,6,25,2,1,1,3,1,1,0,3,1,3,2,41,31
"37",11,15,1,16,11,32,2,15,13,16,6,26,2,1,0,0,3,2,6,1,6,2,2,29,42
"38",12,15,1,16,11,32,2,15,1,16,11,32,2,3,2,0,NA,0,0,0,0,0,0,29,42
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",1,1,2,1,1,6,1,1,1,1,1,1,1,3,5,1,3,5,0,1,5,2,2,1,5
"41",2,1,2,4,3,12,1,1,2,1,1,6,1,3,0,0,6,1,6,3,6,3,2,4,13
"42",3,2,2,10,3,13,1,1,2,4,3,12,1,1,6,0,1,0,0,6,1,3,2,11,14
"43",4,2,8,15,3,15,1,2,2,10,3,13,1,6,2,2,2,2,0,6,2,2,2,22,16
"44",5,2,10,15,5,15,7,2,8,15,3,15,1,2,0,0,5,6,5,2,6,2,3,24,24
"45",6,1,10,20,7,20,7,2,10,15,5,15,7,5,5,0,5,0,0,5,5,3,2,28,31
"46",7,1,14,20,7,20,11,1,10,20,7,20,7,4,4,4,4,4,0,4,4,2,3,32,35
"47",8,1,14,24,7,20,12,1,14,20,7,20,11,4,0,0,2,3,1,4,1,3,3,36,36
"48",9,1,14,26,7,20,15,1,14,24,7,20,12,2,3,0,3,0,0,2,3,3,3,38,39
"49",10,1,17,32,11,20,15,1,14,26,7,20,15,4,2,6,4,2,0,6,4,3,1,47,43
"50",11,1,19,32,11,20,20,1,17,32,11,20,15,2,0,0,5,2,1,2,5,2,3,49,48
"51",12,1,19,32,11,20,20,1,19,32,11,20,20,2,1,0,NA,0,0,0,0,0,0,49,48
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",1,1,1,5,4,1,7,1,1,1,1,1,1,1,4,6,1,6,0,4,6,3,3,4,9
"54",2,2,1,5,4,1,12,1,1,5,4,1,7,1,0,0,5,3,6,1,5,1,3,5,14
"55",3,2,1,12,4,1,15,2,1,5,4,1,12,3,6,0,3,0,0,6,3,3,3,12,17
