"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,3,1,5,1,1,1,1,1,1,1,1,3,4,2,3,4,0,2,4,2,1,2,4
"2",2,1,3,4,5,9,1,1,3,1,5,1,1,3,0,0,3,5,6,3,6,3,2,5,12
"3",3,1,3,9,8,9,1,1,3,4,5,9,1,3,5,0,3,0,0,5,3,3,1,10,15
"4",4,1,3,11,8,11,1,1,3,9,8,9,1,2,1,2,1,2,0,2,2,3,2,12,17
"5",5,1,3,12,12,11,1,1,3,11,8,11,1,1,0,0,1,3,4,1,4,3,1,13,21
"6",6,1,6,12,12,12,1,1,3,12,12,11,1,1,3,0,1,0,0,3,1,2,2,16,22
"7",7,5,6,12,17,12,1,1,6,12,12,12,1,4,3,5,3,5,0,4,5,1,1,20,27
"8",8,5,9,12,17,15,1,5,6,12,17,12,1,3,0,0,1,1,3,3,3,2,2,23,30
"9",9,6,9,12,18,15,1,5,9,12,17,15,1,1,1,0,1,0,0,1,1,1,1,24,31
"10",10,6,9,17,18,19,7,6,9,12,18,15,1,5,6,5,6,5,0,5,6,3,3,29,41
"11",11,6,9,22,19,19,7,6,9,17,18,19,7,5,0,0,4,1,4,5,1,3,1,34,42
"12",12,6,13,22,19,19,11,6,9,22,19,19,7,4,4,0,4,0,0,4,4,2,3,38,46
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,1,5,1,12,1,1,1,1,1,1,1,1,4,4,6,4,6,0,4,6,2,1,4,11
"15",2,1,5,5,12,10,1,1,5,1,12,1,1,4,0,0,3,2,6,4,6,3,2,8,20
"16",3,3,5,5,15,10,1,1,5,5,12,10,1,3,2,0,3,0,0,2,3,1,1,10,23
"17",4,3,8,5,15,16,6,3,5,5,15,10,1,6,3,3,6,3,0,3,6,2,2,13,34
"18",5,3,11,5,19,16,6,3,8,5,15,16,6,3,0,0,5,4,5,3,4,2,1,16,38
"19",6,3,16,5,19,16,11,3,11,5,19,16,6,5,5,0,5,0,0,5,5,2,3,21,43
"20",7,3,16,6,19,16,15,3,16,5,19,16,11,1,4,2,4,2,0,1,4,3,3,22,47
"21",8,3,16,8,19,21,15,3,16,6,19,16,15,2,0,0,5,2,1,2,5,3,2,24,52
"22",9,3,16,9,19,21,17,3,16,8,19,21,15,2,1,0,2,0,0,1,2,3,3,25,54
"23",10,3,20,9,19,26,17,3,16,9,19,21,17,3,4,5,3,5,0,4,5,2,2,29,59
"24",11,3,23,9,23,26,17,3,20,9,19,26,17,3,0,0,3,4,4,3,4,2,1,32,63
"25",12,7,23,9,23,29,17,3,23,9,23,26,17,3,4,0,3,0,0,4,3,1,2,36,66
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1,1,1,5,6,1,1,1,1,1,1,1,1,5,5,4,5,5,0,4,5,3,1,4,5
"28",2,1,1,10,6,9,1,1,1,5,6,1,1,5,0,0,5,6,4,5,6,3,2,9,13
"29",3,1,1,15,6,9,5,1,1,10,6,9,1,5,4,0,4,0,0,5,4,3,3,14,17
"30",4,12,1,15,6,16,5,1,1,15,6,9,5,6,3,6,3,6,0,6,6,1,2,25,24
"31",5,12,1,18,11,16,11,12,1,15,6,16,5,3,0,0,6,4,4,3,6,3,3,28,35
"32",6,16,1,18,15,16,11,12,1,18,11,16,11,4,4,0,4,0,0,4,4,1,1,32,39
"33",7,19,1,18,21,16,19,16,1,18,15,16,11,3,6,1,6,1,0,3,6,1,3,35,53
"34",8,20,1,18,21,20,19,19,1,18,21,16,19,1,0,0,2,4,4,1,4,1,2,36,57
"35",9,20,7,18,5,20,19,20,1,18,21,20,19,2,4,0,4,0,0,2,4,2,1,42,41
"36",10,20,11,18,8,20,19,20,7,18,5,20,19,3,4,3,3,3,0,4,3,2,1,46,44
"37",11,20,14,18,23,20,19,20,11,18,8,20,19,3,0,0,6,3,1,3,6,2,1,49,59
"38",12,21,14,18,23,23,19,20,14,18,23,20,19,3,1,0,3,0,0,1,3,1,2,50,62
