"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_1_Final4","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_2_Final4","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_1_Initial4","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player_2_Initial4","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,0,3,2,2,2,3,2
"2",2,1,4,2,1,1,8,1,1,1,4,1,1,1,3,1,1,1,0,0,5,3,3,1,5,3,2,4,7
"3",3,4,4,2,1,1,11,1,1,1,4,2,1,1,8,1,1,3,3,0,3,0,0,3,3,1,2,7,10
"4",4,4,4,3,1,1,11,1,4,4,4,2,1,1,11,1,1,3,1,2,3,2,0,1,3,3,4,8,13
"5",5,4,6,3,1,6,11,1,4,4,4,3,1,1,11,1,4,2,0,0,5,5,3,2,5,2,1,10,18
"6",6,9,6,3,1,6,11,4,4,4,6,3,1,6,11,1,4,5,3,0,3,0,0,5,3,1,3,15,21
"7",7,9,6,7,1,13,11,4,4,9,6,3,1,6,11,4,4,4,6,1,6,1,0,4,6,3,1,19,28
"8",8,10,6,7,1,17,11,4,4,9,6,7,1,13,11,4,4,1,0,0,4,4,1,1,4,1,1,20,32
"9",9,10,10,7,1,17,11,4,5,10,6,7,1,17,11,4,4,4,1,0,1,0,0,4,1,2,4,24,33
"10",10,10,15,7,1,17,11,8,5,10,10,7,1,17,11,4,5,4,3,5,4,3,0,5,4,2,3,29,37
"11",11,10,18,7,1,17,11,8,10,10,15,7,1,17,11,8,5,3,0,0,5,3,5,3,5,2,4,32,42
"12",12,10,18,7,6,17,11,8,10,10,18,7,1,17,11,8,10,3,5,0,3,0,0,5,0,4,0,37,42
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,1,5,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,4,4,2,4,0,4,2,2,3,4,2
"15",2,1,9,1,1,1,1,13,1,1,5,1,1,1,1,3,1,4,0,0,1,6,5,4,6,2,3,8,12
"16",3,1,9,1,6,1,1,13,2,1,9,1,1,1,1,13,1,1,5,0,1,0,0,5,1,4,4,13,13
"17",4,1,9,1,11,1,1,17,2,1,9,1,6,1,1,13,2,5,4,1,4,1,0,5,4,4,3,18,17
"18",5,1,10,1,11,6,7,17,2,1,9,1,11,1,1,17,2,1,0,0,4,6,2,1,6,2,2,19,28
"19",6,1,12,1,11,6,11,17,2,1,10,1,11,6,7,17,2,4,2,0,4,0,0,2,4,2,2,21,32
"20",7,1,15,1,11,10,11,17,2,1,12,1,11,6,11,17,2,4,3,3,4,3,0,3,4,2,1,24,36
"21",8,1,15,1,14,10,11,17,7,1,15,1,11,10,11,17,2,3,0,0,4,2,5,3,5,4,4,27,41
"22",9,1,15,1,18,10,11,17,9,1,15,1,14,10,11,17,7,4,2,0,2,0,0,4,2,4,4,31,43
"23",10,1,15,1,23,15,11,17,9,1,15,1,18,10,11,17,9,3,5,5,3,5,0,5,5,4,1,36,48
"24",11,1,15,4,23,16,11,17,9,1,15,1,23,15,11,17,9,3,0,0,1,5,3,3,1,3,1,39,49
"25",12,6,15,4,23,16,11,17,9,1,15,4,23,16,11,17,9,5,3,0,3,0,0,5,0,1,0,44,49
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,4,5,5,4,5,0,5,5,1,1,5,5
"28",2,6,5,1,1,6,7,1,4,6,1,1,1,6,1,1,1,4,0,0,3,6,4,4,6,2,2,9,14
"29",3,6,5,5,1,9,7,1,4,6,5,1,1,6,7,1,4,3,4,0,3,0,0,4,3,3,1,13,17
"30",4,6,5,10,1,9,7,7,5,6,5,5,1,9,7,1,4,2,5,6,2,6,0,5,6,3,3,18,24
"31",5,8,5,10,1,9,7,7,10,6,5,10,1,9,7,7,5,2,0,0,5,1,5,2,5,1,4,20,29
"32",6,8,5,15,1,9,8,7,10,8,5,10,1,9,7,7,10,1,5,0,1,0,0,5,1,3,2,25,30
"33",7,8,5,19,1,9,8,10,10,8,5,15,1,9,8,7,10,3,4,4,3,4,0,4,3,3,3,29,33
"34",8,8,5,23,1,12,8,16,16,8,5,19,1,9,8,10,10,4,0,0,6,6,3,4,6,3,3,33,48
"35",9,20,5,23,1,12,8,19,16,8,5,23,1,12,8,16,16,6,3,0,3,0,0,6,3,1,3,45,51
"36",10,26,7,23,1,12,6,19,16,20,5,23,1,12,8,19,16,6,2,5,2,5,0,6,5,1,2,53,49
