"","Move","Player_1_Final1","Player_1_Final2","Player_2_Final1","Player_2_Final2","Player_1_Initial1","Player_1_Initial2","Player_2_Initial1","Player_2_Initial2","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,7,10,4,1,1,1,1,1,6,3,3,3,3,0,6,3,1,1,15,3
"2",2,7,13,4,5,7,10,4,1,3,0,0,4,1,5,3,4,2,2,18,7
"3",3,7,18,4,6,7,13,4,5,1,5,0,1,0,0,5,1,2,2,23,8
"4",4,11,18,5,6,7,18,4,6,1,4,4,1,4,0,4,1,1,1,27,9
"5",5,15,18,9,6,11,18,5,6,4,0,0,4,4,4,4,4,1,1,31,13
"6",6,19,18,13,6,15,18,9,6,4,4,0,4,0,0,4,4,1,1,35,17
"7",7,19,23,21,6,19,18,13,6,6,5,5,6,5,0,5,6,2,1,40,25
"8",8,19,1,21,14,19,23,21,6,5,0,0,6,3,4,5,4,2,2,18,33
"9",9,31,1,24,14,19,1,21,14,6,3,0,3,0,0,6,3,1,1,30,36
"10",10,33,1,24,3,31,1,24,14,2,2,1,2,2,0,1,2,1,2,32,25
"11",11,35,1,27,3,33,1,24,3,2,0,0,3,4,1,2,3,1,1,34,28
"12",12,35,5,27,3,35,1,27,3,4,1,0,1,0,0,4,0,2,0,38,28
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,1,6,4,1,1,1,1,1,5,1,3,1,3,0,5,3,2,1,5,3
"15",2,2,6,5,1,1,6,4,1,1,0,0,1,5,4,1,1,1,1,6,4
"16",3,2,10,10,1,2,6,5,1,5,4,0,5,0,0,4,5,2,1,10,9
"17",4,7,10,10,5,2,10,10,1,4,5,4,4,4,0,5,4,1,2,15,13
"18",5,11,10,12,5,7,10,10,5,4,0,0,2,6,3,4,2,1,1,19,15
"19",6,21,10,15,5,11,10,12,5,6,3,0,3,0,0,6,3,1,1,29,18
"20",7,21,14,15,9,21,10,15,5,4,4,4,4,4,0,4,4,2,2,33,22
"21",8,25,14,16,9,21,14,15,9,4,0,0,4,5,1,4,1,1,1,37,23
"22",9,25,18,21,9,25,14,16,9,4,5,0,5,0,0,4,5,2,1,41,28
"23",10,25,22,33,14,25,18,21,9,5,4,6,5,6,0,4,6,2,1,45,45
"24",11,25,27,39,23,25,22,33,14,5,0,0,3,6,5,5,6,2,1,50,98
"25",12,25,30,39,23,25,27,39,23,3,5,0,5,0,0,3,0,2,0,53,98
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1,5,1,1,4,1,1,1,1,4,1,3,1,3,0,4,3,1,2,4,3
"28",2,5,2,1,7,5,1,1,4,1,0,0,3,3,6,1,3,2,2,5,6
"29",3,5,9,1,10,5,2,1,7,3,6,0,3,0,0,6,3,2,2,12,9
"30",4,5,14,5,10,5,9,1,10,4,5,4,4,4,0,5,4,2,1,17,13
"31",5,5,18,10,10,5,14,5,10,4,0,0,3,5,4,4,5,2,1,21,18
"32",6,5,22,10,13,5,18,10,10,3,4,0,3,0,0,4,3,2,2,25,21
"33",7,7,28,1,15,5,22,10,13,1,2,6,1,2,0,6,2,2,2,33,14
"34",8,8,28,3,15,7,28,1,15,1,0,0,4,2,2,1,2,1,1,34,16
"35",9,8,32,5,15,8,28,3,15,4,2,0,2,0,0,4,2,2,1,38,18
"36",10,8,37,7,15,8,32,5,15,2,5,2,2,2,0,5,2,2,1,43,20
"37",11,10,37,11,15,8,37,7,15,2,0,0,4,2,3,2,4,1,1,45,24
"38",12,13,37,11,15,10,37,11,15,2,3,0,2,0,0,3,0,1,0,48,24
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",1,1,6,8,1,1,1,1,1,6,6,5,6,6,0,5,6,2,1,5,7
"41",2,5,18,12,1,1,6,8,1,6,0,0,4,1,4,6,4,2,1,21,11
"42",3,5,22,13,1,5,18,12,1,1,4,0,1,0,0,4,1,2,1,25,12
"43",4,5,26,18,1,5,22,13,1,5,4,2,5,2,0,4,5,2,1,29,17
"44",5,7,26,26,1,5,26,18,1,2,0,0,6,4,4,2,6,1,1,31,25
"45",6,7,30,30,1,7,26,26,1,4,4,0,4,0,0,4,4,2,1,35,29
"46",7,12,31,5,7,7,30,30,1,1,5,6,1,6,0,5,6,1,2,41,10
"47",8,12,32,8,7,12,31,5,7,1,0,0,2,3,3,1,3,2,1,42,13
"48",9,12,35,10,7,12,32,8,7,2,3,0,2,0,0,3,2,2,1,45,15
"49",10,12,36,19,7,12,35,10,7,1,6,5,6,5,0,1,6,2,1,46,24
"50",11,17,36,24,7,12,36,19,7,5,0,0,5,1,4,5,5,1,1,51,29
"51",12,21,36,24,7,17,36,24,7,1,4,0,1,0,0,4,0,1,0,55,29
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",1,4,1,1,2,1,1,1,1,3,1,1,1,1,0,3,1,1,2,3,1
"54",2,5,1,6,2,4,1,1,2,1,0,0,5,5,3,1,5,1,1,4,6
"55",3,5,6,9,2,5,1,6,2,5,3,0,3,0,0,5,3,2,1,9,9
"56",4,5,11,9,3,5,6,9,2,1,5,4,1,4,0,5,1,2,2,14,10
"57",5,9,11,14,3,5,11,9,3,4,0,0,5,4,3,4,5,1,1,18,15
"58",6,9,14,14,7,9,11,14,3,4,3,0,4,0,0,3,4,2,2,21,19
"59",7,13,14,18,7,9,14,14,7,4,1,4,1,4,0,4,4,1,1,25,23
"60",8,13,15,24,10,13,14,18,7,1,0,0,5,6,2,1,6,2,1,26,32
"61",9,18,15,24,12,13,15,24,10,5,2,0,2,0,0,5,2,1,2,31,34
"62",10,18,22,24,13,18,15,24,12,1,6,1,1,1,0,6,1,2,2,38,35
"63",11,18,23,26,13,18,22,24,13,1,0,0,2,2,2,1,2,2,1,39,37
"64",12,18,25,26,13,18,23,26,13,2,2,0,2,0,0,2,0,2,0,41,37
