"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_1_Final4","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_2_Final4","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_1_Initial4","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player_2_Initial4","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,1,5,5,1,5,0,5,5,3,4,5,5
"2",2,2,1,6,1,1,7,1,10,1,1,6,1,1,1,1,6,1,0,0,4,3,6,1,6,1,2,6,15
"3",3,2,1,10,1,1,7,1,13,2,1,6,1,1,7,1,10,4,3,0,3,0,0,4,3,3,4,10,18
"4",4,2,5,10,1,1,10,1,13,2,1,10,1,1,7,1,13,4,2,3,2,3,0,4,3,2,2,14,21
"5",5,4,5,10,1,1,14,1,13,2,5,10,1,1,10,1,13,2,0,0,4,3,1,2,4,1,2,16,25
"6",6,7,5,10,1,1,15,1,13,4,5,10,1,1,14,1,13,3,1,0,1,0,0,3,1,1,2,19,26
"7",7,13,5,11,7,1,15,1,21,7,5,10,1,1,15,1,13,2,6,6,2,6,0,6,6,4,4,32,34
"8",8,13,5,11,9,1,19,1,21,13,5,11,7,1,15,1,21,2,0,0,4,2,2,2,4,4,2,34,38
"9",9,15,5,11,9,1,21,1,21,13,5,11,9,1,19,1,21,2,2,0,2,0,0,2,2,1,2,36,40
"10",10,15,9,11,9,1,27,1,23,15,5,11,9,1,21,1,21,6,4,1,6,1,0,4,6,2,2,40,48
"11",11,16,9,11,9,3,27,1,23,15,9,11,9,1,27,1,23,1,0,0,2,2,5,1,2,1,1,41,50
"12",12,16,9,11,9,3,27,1,23,16,9,11,9,3,27,1,23,2,5,0,NA,0,0,0,0,0,0,41,50
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,1,1,4,1,7,5,1,1,1,1,1,1,1,1,1,1,3,6,4,6,4,0,3,6,3,1,3,10
