"","Move","Player_1_Final1","Player_1_Final2","Player_2_Final1","Player_2_Final2","Player_1_Initial1","Player_1_Initial2","Player_2_Initial1","Player_2_Initial2","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,4,1,1,5,1,1,1,1,4,3,3,4,3,0,3,4,1,2,3,4
"2",2,7,1,6,5,4,1,1,5,3,0,0,5,5,1,3,5,1,1,6,9
"3",3,8,1,6,10,7,1,6,5,5,1,0,5,0,0,1,5,1,2,7,14
"4",4,8,6,9,10,8,1,6,10,3,5,3,3,3,0,5,3,2,1,12,17
"5",5,11,6,9,13,8,6,9,10,3,0,0,1,2,3,3,3,1,2,15,20
"6",6,13,6,9,14,11,6,9,13,1,2,0,1,0,0,2,1,1,2,17,21
"7",7,18,6,9,18,13,6,9,14,5,3,4,3,4,0,5,4,1,2,22,25
"8",8,21,6,9,21,18,6,9,18,3,0,0,2,3,1,3,3,1,2,25,28
"9",9,21,8,10,21,21,6,9,21,2,1,0,1,0,0,2,1,2,1,27,29
"10",10,25,8,14,21,21,8,10,21,4,4,2,4,2,0,4,4,1,1,31,33
"11",11,27,8,14,25,25,8,14,21,2,0,0,4,2,3,2,4,1,2,33,37
"12",12,30,8,16,25,27,8,14,25,2,3,0,2,0,0,3,2,1,1,36,39
"13",13,38,8,5,25,30,8,16,25,2,4,4,2,4,0,4,4,1,1,44,28
"14",14,38,10,10,25,38,8,5,25,2,0,0,5,4,1,2,5,2,1,46,33
"15",15,38,14,11,25,38,10,10,25,4,1,0,1,0,0,4,1,2,1,50,34
"16",16,38,17,11,30,38,14,11,25,5,3,1,5,1,0,3,5,2,2,53,39
"17",17,38,18,14,30,38,17,11,30,1,0,0,3,5,1,1,3,2,1,54,42
"18",18,38,18,14,30,38,18,14,30,5,1,0,NA,0,0,0,0,0,0,54,42
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,2,1,1,5,1,1,1,1,1,2,4,2,4,0,1,4,1,2,1,4
"21",2,4,1,5,5,2,1,1,5,2,0,0,4,4,2,2,4,1,1,3,8
"22",3,8,1,7,5,4,1,5,5,4,2,0,2,0,0,4,2,1,1,7,10
"23",4,13,7,9,5,8,1,7,5,2,2,6,2,2,0,6,2,2,1,18,12
"24",5,13,9,15,6,13,7,9,5,2,0,0,3,1,6,2,6,2,1,20,19
"25",6,13,12,15,7,13,9,15,6,3,1,0,1,0,0,3,1,2,2,23,20
"26",7,14,18,21,9,13,12,15,7,6,6,1,6,1,0,6,6,2,1,30,28
"27",8,14,19,25,9,14,18,21,9,1,0,0,4,1,4,1,4,2,1,31,32
"28",9,14,23,25,10,14,19,25,9,1,4,0,1,0,0,4,1,2,2,35,33
"29",10,14,27,30,10,14,23,25,10,5,4,3,5,3,0,4,5,2,1,39,38
"30",11,14,1,36,15,14,27,30,10,3,0,0,1,6,5,3,6,2,1,13,49
"31",12,19,1,36,16,14,1,36,15,1,5,0,1,0,0,5,1,1,2,18,50
"32",13,19,1,36,25,19,1,36,16,2,5,4,5,4,0,2,5,2,2,18,59
"33",14,23,1,36,35,19,1,36,25,4,0,0,6,6,3,4,6,1,2,22,69
"34",15,34,1,36,38,23,1,36,35,6,3,0,3,0,0,6,3,1,2,33,72
"35",16,34,2,40,38,34,1,36,38,4,1,6,4,6,0,1,4,2,1,34,76
"36",17,41,2,44,38,34,2,40,38,6,0,0,4,4,2,6,4,1,1,41,80
"37",18,41,2,44,38,41,2,44,38,4,2,0,NA,0,0,0,0,0,0,41,80
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",1,12,1,1,12,1,1,1,1,2,6,6,2,6,0,6,6,1,2,11,11
"40",2,14,1,1,24,12,1,1,12,2,0,0,6,3,5,2,6,1,2,13,23
"41",3,14,20,1,4,14,1,1,24,3,5,0,3,0,0,5,3,2,2,32,3
"42",4,15,20,3,4,14,20,1,4,5,1,2,5,2,0,1,2,1,1,33,5
"43",5,20,20,4,4,15,20,3,4,5,0,0,6,1,1,5,1,1,1,38,6
"44",6,21,26,5,4,20,20,4,4,6,1,0,1,0,0,6,1,2,1,45,7
"45",7,21,34,6,4,21,26,5,4,1,6,4,1,4,0,6,1,2,1,53,8
"46",8,21,38,10,10,21,34,6,4,4,0,0,6,1,3,4,6,2,2,57,18
"47",9,24,39,13,10,21,38,10,10,1,3,0,3,0,0,1,3,2,1,99,21
"48",10,1,39,13,15,24,39,13,10,1,5,5,1,5,0,5,1,1,2,76,26
"49",11,6,39,13,20,1,39,13,15,5,0,0,5,5,6,5,5,1,2,81,31
"50",12,14,39,13,25,6,39,13,20,5,6,0,5,0,0,6,5,1,2,89,36
"51",13,16,39,13,29,14,39,13,25,2,2,4,2,4,0,2,4,1,2,91,40
"52",14,18,39,13,33,16,39,13,29,2,0,0,4,4,3,2,4,1,2,93,44
"53",15,22,39,13,36,18,39,13,33,4,3,0,3,0,0,4,3,1,2,97,47
"54",16,34,39,13,38,22,39,13,36,6,2,1,2,1,0,6,2,1,2,109,49
"55",17,35,39,18,38,34,39,13,38,1,0,0,5,6,6,1,5,1,1,110,54
"56",18,35,39,18,38,35,39,18,38,6,6,0,NA,0,0,0,0,0,0,110,54
"57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",1,1,5,1,5,1,1,1,1,4,4,3,4,3,0,4,4,2,2,4,4
"59",2,1,8,4,11,1,5,1,5,3,0,0,6,5,3,3,6,2,2,7,13
"60",3,1,13,4,14,1,8,4,11,5,3,0,3,0,0,5,3,2,2,12,16
