"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,8,1,1,7,1,4,1,1,1,1,1,1,5,6,6,5,6,0,6,6,1,1,7,9
"2",2,8,6,1,13,7,7,8,1,1,7,1,4,5,0,0,6,6,2,5,6,2,2,12,24
"3",3,11,6,7,13,7,9,8,6,1,13,7,7,6,2,0,2,0,0,6,2,3,3,21,26
"4",4,15,18,7,17,7,9,11,6,7,13,7,9,6,4,1,4,1,0,6,4,2,1,37,30
"5",5,15,19,7,17,12,9,15,18,7,17,7,9,1,0,0,5,4,5,1,5,2,2,38,35
"6",6,19,19,7,17,12,14,15,19,7,17,12,9,4,5,0,5,0,0,4,5,1,3,42,40
"7",7,19,19,11,19,12,14,19,19,7,17,12,14,2,1,4,2,1,0,4,2,3,1,46,42
"8",8,19,19,12,21,12,20,19,19,11,19,12,14,1,0,0,5,6,3,1,6,3,3,47,50
"9",9,19,19,17,21,12,23,19,19,12,21,12,20,5,3,0,3,0,0,5,3,3,3,52,53
"10",10,19,31,17,21,12,32,19,19,17,21,12,23,6,3,6,3,6,0,6,6,2,3,64,62
"11",11,22,31,1,21,12,37,19,31,17,21,12,32,3,0,0,3,5,2,3,3,1,3,51,67
"12",12,22,36,1,23,12,37,22,31,1,21,12,37,5,2,0,2,0,0,5,2,2,1,56,69
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,9,1,1,5,1,1,1,1,1,1,1,1,6,4,2,4,2,0,6,4,1,1,8,4
"15",2,9,3,1,8,1,1,9,1,1,5,1,1,2,0,0,3,4,4,2,3,2,1,10,7
"16",3,13,3,1,12,1,1,9,3,1,8,1,1,4,4,0,4,0,0,4,4,1,1,14,11
"17",4,19,6,1,14,1,1,13,3,1,12,1,1,2,6,2,2,2,0,6,2,1,1,23,13
"18",5,19,6,3,14,3,1,19,6,1,14,1,1,2,0,0,1,2,1,2,2,3,2,25,15
"19",6,19,7,3,15,3,1,19,6,3,14,3,1,1,1,0,1,0,0,1,1,2,1,26,16
"20",7,19,7,11,16,3,1,19,7,3,15,3,1,1,6,2,1,2,0,6,1,3,1,34,17
"21",8,19,9,11,16,3,4,19,7,11,16,3,1,2,0,0,3,4,2,2,3,2,3,36,20
"22",9,19,9,15,18,3,4,19,9,11,16,3,4,4,2,0,2,0,0,4,2,3,1,40,22
"23",10,19,9,19,18,4,4,19,9,15,18,3,4,4,6,1,6,1,0,4,1,3,2,44,23
"24",11,1,15,19,18,7,7,19,9,19,18,4,4,6,0,0,2,3,6,6,3,2,3,32,29
"25",12,13,16,19,20,7,7,1,15,19,18,7,7,2,6,0,2,0,0,6,2,1,1,45,31
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1,11,1,1,5,1,1,1,1,1,1,1,1,4,2,6,4,2,0,6,4,1,1,10,4
"28",2,11,3,1,6,1,1,11,1,1,5,1,1,2,0,0,1,3,1,2,1,2,1,12,5
"29",3,14,3,1,6,2,1,11,3,1,6,1,1,3,1,0,1,0,0,3,1,1,2,15,6
"30",4,19,3,1,6,3,1,14,3,1,6,2,1,1,1,5,1,1,0,5,1,1,2,20,7
"31",5,19,3,2,6,8,1,19,3,1,6,3,1,1,0,0,5,2,3,1,5,3,2,21,12
"32",6,19,6,2,8,8,1,19,3,2,6,8,1,2,3,0,2,0,0,3,2,2,1,24,14
"33",7,19,6,6,11,8,1,19,6,2,8,8,1,2,3,4,2,3,0,4,3,3,1,28,17
"34",8,19,8,6,22,8,1,19,6,6,11,8,1,2,0,0,6,3,6,2,6,2,1,30,28
"35",9,19,14,9,22,11,1,19,8,6,22,8,1,3,6,0,3,0,0,6,3,2,2,39,31
"36",10,19,14,11,22,12,1,19,14,9,22,11,1,2,1,1,1,1,0,2,1,3,2,41,32
"37",11,19,14,12,26,12,1,19,14,11,22,12,1,1,0,0,4,2,2,1,4,3,1,42,36
"38",12,19,16,12,28,12,1,19,14,12,26,12,1,2,2,0,2,0,0,2,2,2,1,44,38
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",1,10,1,1,1,1,6,1,1,1,1,1,1,3,6,5,3,5,0,6,5,1,3,9,5
"41",2,10,4,1,1,1,11,10,1,1,1,1,6,3,0,0,1,2,5,3,5,2,3,12,10
"42",3,12,4,1,2,1,11,10,4,1,1,1,11,1,2,0,1,0,0,2,1,1,1,14,11
"43",4,12,9,1,2,1,16,12,4,1,2,1,11,5,5,5,5,5,0,5,5,2,3,19,16
"44",5,12,9,6,5,1,16,12,9,1,2,1,16,5,0,0,3,6,3,5,3,3,1,24,19
"45",6,17,15,6,5,1,19,12,9,6,5,1,16,6,3,0,3,0,0,6,3,2,3,35,22
"46",7,17,19,6,9,1,19,17,15,6,5,1,19,4,4,5,4,5,0,4,4,2,1,39,26
"47",8,17,19,11,14,1,19,17,19,6,9,1,19,5,0,0,4,3,5,5,5,3,1,44,31
"48",9,17,19,15,14,1,22,17,19,11,14,1,19,4,3,0,3,0,0,4,3,3,3,48,34
"49",10,17,25,19,14,4,22,17,19,15,14,1,22,3,6,1,3,1,0,6,3,2,2,58,37
"50",11,18,25,19,14,4,23,17,25,19,14,4,22,1,0,0,1,5,2,1,1,1,3,59,38
"51",12,18,30,19,14,6,23,18,25,19,14,4,23,5,2,0,2,0,0,5,2,2,2,64,40
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",1,18,1,1,6,1,1,1,1,1,1,1,1,5,6,3,5,3,0,6,5,1,1,17,5
"54",2,18,4,1,6,10,1,18,1,1,6,1,1,3,0,0,6,4,3,3,6,2,2,20,14
"55",3,18,4,5,6,10,4,18,4,1,6,10,1,4,3,0,3,0,0,4,3,3,3,24,17
