"","Move","Player_1_Final1","Player_1_Final2","Player_2_Final1","Player_2_Final2","Player_1_Initial1","Player_1_Initial2","Player_2_Initial1","Player_2_Initial2","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,4,1,5,1,1,1,1,3,4,2,4,2,0,3,4,2,2,3,4
"2",2,3,4,3,11,1,4,1,5,2,0,0,6,4,3,2,6,1,2,5,12
"3",3,3,8,3,14,3,4,3,11,4,3,0,3,0,0,4,3,2,2,9,15
"4",4,6,8,9,19,3,8,3,14,3,6,3,6,3,0,3,6,1,1,12,26
"5",5,9,8,12,19,6,8,9,19,3,0,0,5,3,2,3,3,1,1,15,29
"6",6,14,8,14,19,9,8,12,19,5,2,0,2,0,0,5,2,1,1,20,31
"7",7,14,13,23,19,14,8,14,19,5,2,6,2,6,0,5,6,2,1,25,40
"8",8,16,13,23,20,14,13,23,19,2,0,0,1,2,4,2,1,1,2,27,41
"9",9,20,13,25,20,16,13,23,20,2,4,0,2,0,0,4,2,1,1,31,43
"10",10,20,1,37,20,20,13,25,20,1,6,4,1,6,0,4,6,2,1,19,55
"11",11,21,1,38,20,20,1,37,20,1,0,0,1,2,6,1,1,1,1,20,56
"12",12,21,1,38,20,21,1,38,20,2,6,0,NA,0,0,0,0,0,0,20,56
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,6,1,1,4,1,1,1,1,3,5,3,3,3,0,5,3,1,2,5,3
"15",2,6,4,4,10,6,1,1,4,3,0,0,5,3,6,3,6,2,2,8,12
"16",3,11,4,7,10,6,4,4,10,5,3,0,3,0,0,5,3,1,1,13,15
"17",4,11,6,12,10,11,4,7,10,2,5,2,5,2,0,2,5,2,1,15,20
"18",5,13,6,12,13,11,6,12,10,2,0,0,4,4,3,2,3,1,2,17,23
"19",6,17,6,12,17,13,6,12,13,4,4,0,4,0,0,4,4,1,2,21,27
"20",7,17,11,13,17,17,6,12,17,1,5,1,1,1,0,5,1,2,1,26,28
"21",8,17,12,13,24,17,11,13,17,1,0,0,3,3,6,1,6,2,2,27,35
"22",9,20,12,16,24,17,12,13,24,3,3,0,3,0,0,3,3,1,1,30,38
"23",10,24,12,22,25,20,12,16,24,6,4,4,6,4,0,4,6,1,1,34,45
"24",11,24,16,33,25,24,12,22,25,4,0,0,5,1,6,4,6,2,1,38,56
"25",12,24,16,33,25,24,16,33,25,5,1,0,NA,0,0,0,0,0,0,38,56
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1,4,1,1,12,1,1,1,1,6,3,3,6,3,0,3,6,1,2,3,11
"28",2,7,1,6,18,4,1,1,12,3,0,0,3,6,1,3,6,1,2,6,22
"29",3,7,2,9,18,7,1,6,18,3,1,0,3,0,0,1,3,2,1,7,25
"30",4,13,5,14,18,7,2,9,18,1,6,5,1,5,0,6,5,1,1,16,30
"31",5,14,5,17,18,13,5,14,18,1,0,0,3,5,4,1,3,1,1,17,33
"32",6,14,10,17,22,14,5,17,18,5,4,0,4,0,0,5,4,2,2,22,37
"33",7,14,12,20,28,14,10,17,22,1,2,6,1,6,0,2,6,2,2,24,46
"34",8,14,1,20,35,14,12,20,28,1,0,0,3,5,6,1,3,2,2,13,53
"35",9,14,6,31,35,14,1,20,35,5,6,0,6,0,0,5,6,2,1,18,64
"36",10,14,11,31,37,14,6,31,35,5,2,4,2,4,0,5,2,2,2,23,66
"37",11,18,11,36,37,14,11,31,37,4,0,0,3,3,5,4,5,1,1,27,71
"38",12,18,11,36,37,18,11,36,37,3,3,0,NA,0,0,0,0,0,0,27,71
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",1,7,12,1,6,1,1,1,1,6,6,5,6,5,0,6,5,2,2,17,5
"41",2,12,18,1,11,7,12,1,6,6,0,0,6,5,5,6,5,2,2,28,10
"42",3,18,21,1,16,12,18,1,11,6,5,0,5,0,0,6,5,1,2,37,15
"43",4,1,21,5,32,18,21,1,16,4,5,1,4,1,0,5,4,1,1,20,35
"44",5,2,21,7,38,1,21,5,32,1,0,0,6,6,6,1,6,1,2,21,43
"45",6,6,27,16,38,2,21,7,38,6,6,0,6,0,0,6,6,2,1,31,52
"46",7,6,32,19,39,6,27,16,38,5,1,6,1,6,0,5,1,2,2,36,94
"47",8,17,32,20,39,6,32,19,39,6,0,0,1,5,1,6,1,1,1,47,95
"48",9,22,32,21,39,17,32,20,39,5,1,0,1,0,0,5,1,1,1,52,96
"49",10,22,37,24,39,22,32,21,39,1,3,5,1,3,0,5,3,2,1,57,99
"50",11,22,38,29,39,22,37,24,39,1,0,0,5,3,4,1,5,2,1,58,104
"51",12,22,38,29,39,22,38,29,39,3,4,0,NA,0,0,0,0,0,0,58,104
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",1,2,7,1,4,1,1,1,1,6,2,3,2,3,0,6,3,2,2,7,3
"54",2,4,7,1,14,2,7,1,4,2,0,0,5,4,6,2,6,1,2,9,13
"55",3,9,7,1,18,4,7,1,14,5,4,0,4,0,0,5,4,1,2,14,17
"56",4,11,7,4,18,9,7,1,18,2,3,2,3,2,0,2,3,1,1,16,20
"57",5,13,7,9,18,11,7,4,18,2,0,0,3,5,2,2,5,1,1,18,25
"58",6,16,7,11,18,13,7,9,18,3,2,0,2,0,0,3,2,1,1,21,27
"59",7,16,8,11,20,16,7,11,18,2,1,1,2,1,0,1,2,2,2,22,29
"60",8,17,8,19,20,16,8,11,20,1,0,0,2,2,6,1,6,1,1,23,37
"61",9,19,8,21,20,17,8,19,20,2,2,0,2,0,0,2,2,1,1,25,39
"62",10,24,8,21,24,19,8,21,20,4,5,4,4,4,0,5,4,1,2,30,43
"63",11,28,8,28,24,24,8,21,24,4,0,0,6,2,3,4,6,1,1,34,50
"64",12,28,8,28,24,28,8,28,24,2,3,0,NA,0,0,0,0,0,0,34,50
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",1,2,1,5,7,1,1,1,1,1,3,6,3,6,0,1,6,1,2,1,10
"67",2,5,1,10,7,2,1,5,7,3,0,0,5,6,2,3,5,1,1,4,15
"68",3,14,1,10,9,5,1,10,7,6,2,0,2,0,0,6,2,1,2,13,17
"69",4,24,1,17,9,14,1,10,9,6,2,6,2,6,0,6,6,1,1,23,24
"70",5,24,3,19,9,24,1,17,9,2,0,0,4,1,2,2,2,2,1,25,26
"71",6,1,3,19,14,24,3,19,9,4,1,0,1,0,0,4,1,1,2,2,31
"72",7,3,3,19,19,1,3,19,14,5,1,2,5,1,0,2,5,1,2,4,36
"73",8,4,3,23,19,3,3,19,19,1,0,0,4,2,3,1,4,1,1,5,40
"74",9,8,5,1,22,4,3,23,19,2,3,0,3,0,0,2,3,2,2,11,21
"75",10,9,5,1,24,8,5,1,22,2,1,3,2,3,0,1,2,1,2,12,23
"76",11,12,5,1,25,9,5,1,24,3,0,0,1,1,5,3,1,1,2,15,24
"77",12,12,5,1,25,12,5,1,25,1,5,0,NA,0,0,0,0,0,0,15,24
"78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",1,1,2,1,5,1,1,1,1,1,2,4,2,4,0,1,4,2,2,1,4
"80",2,3,2,5,11,1,2,1,5,2,0,0,6,6,4,2,6,1,2,3,14
"81",3,6,8,5,15,3,2,5,11,6,4,0,4,0,0,6,4,2,2,12,18
"82",4,8,8,10,15,6,8,5,15,5,2,2,5,2,0,2,5,1,1,14,23
