"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,1,6,1,1,2,1,1,1,1,1,1,3,5,1,3,1,0,5,1,3,3,5,1
"2",2,4,1,6,1,1,6,1,1,6,1,1,2,3,0,0,6,3,4,3,4,1,3,8,5
"3",3,4,8,6,1,1,9,4,1,6,1,1,6,6,3,0,3,0,0,6,3,2,3,15,8
"4",4,4,13,6,1,1,12,4,8,6,1,1,9,5,3,2,3,2,0,5,3,2,3,20,11
"5",5,6,13,6,1,1,17,4,13,6,1,1,12,2,0,0,6,5,2,2,5,1,3,22,16
"6",6,6,14,12,1,3,17,6,13,6,1,1,17,6,2,0,2,0,0,6,2,3,2,29,18
"7",7,19,14,12,1,3,20,6,14,12,1,3,17,3,1,6,3,1,0,6,3,1,3,42,21
"8",8,20,14,12,6,3,20,19,14,12,1,3,20,1,0,0,6,4,5,1,5,1,1,43,26
"9",9,22,14,18,6,7,20,20,14,12,6,3,20,6,4,0,4,0,0,6,4,3,2,51,30
"10",10,22,25,18,6,7,22,22,14,18,6,7,20,2,6,4,2,4,0,6,2,2,3,62,32
"11",11,22,39,18,9,1,22,22,25,18,6,7,22,4,0,0,3,4,4,4,3,2,1,76,29
"12",12,22,39,18,9,1,22,22,39,18,9,1,22,4,4,0,NA,0,0,0,0,0,0,76,29
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,1,5,1,3,1,1,1,1,1,1,1,1,2,3,4,2,3,0,4,2,2,1,4,2
"15",2,1,8,1,8,7,1,1,5,1,3,1,1,3,0,0,2,6,2,3,6,2,2,7,13
"16",3,3,8,1,10,7,1,1,8,1,8,7,1,2,2,0,2,0,0,2,2,1,1,9,15
"17",4,5,8,1,10,11,1,3,8,1,10,7,1,4,1,2,4,1,0,2,4,1,2,11,19
"18",5,6,8,1,10,11,2,5,8,1,10,11,1,1,0,0,1,1,3,1,1,1,3,12,20
"19",6,9,8,1,11,11,2,6,8,1,10,11,2,1,3,0,1,0,0,3,1,1,1,15,21
"20",7,14,8,7,11,17,7,9,8,1,11,11,2,6,4,6,4,6,0,6,6,3,2,26,32
"21",8,14,8,11,19,17,7,14,8,7,11,17,7,4,0,0,1,6,6,4,6,3,1,30,40
"22",9,15,8,17,19,17,8,14,8,11,19,17,7,1,6,0,1,0,0,6,1,3,3,37,41
"23",10,21,13,17,20,17,8,15,8,17,19,17,8,1,6,2,1,2,0,6,1,1,1,48,42
"24",11,23,13,17,25,17,8,21,13,17,20,17,8,2,0,0,5,5,5,2,5,1,1,50,47
"25",12,23,13,17,25,17,8,23,13,17,25,17,8,5,5,0,NA,0,0,0,0,0,0,50,47
