"","Move","Player_1_Final1","Player_1_Final2","Player_2_Final1","Player_2_Final2","Player_1_Initial1","Player_1_Initial2","Player_2_Initial1","Player_2_Initial2","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,7,5,1,4,1,1,1,1,2,3,6,2,3,0,6,3,1,2,10,3
"2",2,9,5,5,4,7,5,1,4,2,0,0,4,4,4,2,4,1,1,12,7
"3",3,9,9,5,8,9,5,5,4,4,4,0,4,0,0,4,4,2,2,16,11
"4",4,13,9,8,14,9,9,5,8,2,4,6,2,6,0,4,6,1,2,20,20
"5",5,13,11,8,24,13,9,8,14,2,0,0,6,2,3,2,6,2,2,22,30
"6",6,16,11,10,24,13,11,8,24,2,3,0,2,0,0,3,2,1,1,25,32
"7",7,16,15,14,24,16,11,10,24,3,4,4,3,4,0,4,4,2,1,29,36
"8",8,19,15,29,24,16,15,14,24,3,0,0,2,1,6,3,6,1,1,32,51
"9",9,21,15,30,24,19,15,29,24,2,1,0,1,0,0,2,1,1,1,34,52
"10",10,26,15,30,28,21,15,30,24,4,5,1,4,1,0,5,4,1,2,39,56
"11",11,27,15,32,28,26,15,30,28,1,0,0,2,4,2,1,2,1,1,40,58
"12",12,27,15,32,28,27,15,32,28,4,2,0,NA,0,0,0,0,0,0,40,58
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,7,2,1,3,1,1,1,1,2,6,2,2,2,0,6,2,1,2,7,2
"15",2,9,2,1,8,7,2,1,3,2,0,0,1,5,3,2,5,1,2,9,7
"16",3,12,2,2,8,9,2,1,8,1,3,0,1,0,0,3,1,1,1,12,8
"17",4,12,19,2,13,12,2,2,8,6,4,5,4,5,0,6,5,2,2,29,13
"18",5,16,19,2,20,12,19,2,13,4,0,0,2,6,1,4,6,1,2,33,20
"19",6,18,19,2,21,16,19,2,20,2,1,0,1,0,0,2,1,1,2,35,21
"20",7,28,19,2,29,18,19,2,21,6,6,5,6,5,0,6,6,1,2,45,29
"21",8,28,1,6,34,28,19,2,29,5,0,0,4,2,1,5,4,2,1,27,38
"22",9,28,3,6,35,28,1,6,34,2,1,0,1,0,0,2,1,2,2,29,39
"23",10,28,7,11,35,28,3,6,35,5,5,4,5,5,0,4,5,2,1,33,44
"24",11,28,12,20,35,28,7,11,35,5,0,0,6,3,3,5,6,2,1,38,53
"25",12,28,12,20,35,28,12,20,35,3,3,0,NA,0,0,0,0,0,0,38,53
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1,1,4,1,5,1,1,1,1,4,1,3,4,1,0,3,4,2,2,3,4
"28",2,1,5,6,11,1,4,1,5,1,0,0,5,6,5,1,6,2,2,4,15
"29",3,1,10,11,11,1,5,6,11,5,5,0,5,0,0,5,5,2,1,9,20
"30",4,1,14,17,15,1,10,11,11,4,6,3,6,3,0,4,6,2,1,13,30
"31",5,1,17,17,17,1,14,17,15,3,0,0,2,5,2,3,2,2,2,16,32
"32",6,1,19,22,17,1,17,17,17,5,2,0,5,0,0,2,5,2,1,18,37
"33",7,2,19,32,17,1,19,22,17,2,6,1,2,6,0,1,6,1,1,19,47
"34",8,4,19,38,20,2,19,32,17,2,0,0,6,1,6,2,6,1,1,21,56
"35",9,4,20,39,28,4,19,38,20,1,6,0,6,0,0,1,6,2,2,22,103
"36",10,4,25,39,32,4,20,39,28,4,2,5,4,2,0,5,4,2,2,27,107
"37",11,6,25,41,38,4,25,39,32,2,0,0,6,6,1,2,6,1,2,29,77
"38",12,6,25,41,38,6,25,41,38,6,1,0,NA,0,0,0,0,0,0,29,77
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",1,3,1,3,7,1,1,1,1,1,6,2,1,6,0,2,6,1,2,2,8
"41",2,4,1,3,12,3,1,3,7,1,0,0,5,1,3,1,5,1,2,3,13
"42",3,4,4,3,13,4,1,3,12,1,3,0,1,0,0,3,1,2,2,6,14
"43",4,9,4,7,13,4,4,3,13,2,4,5,2,4,0,5,4,1,1,11,18
"44",5,11,4,7,15,9,4,7,13,2,0,0,2,2,2,2,2,1,2,13,20
"45",6,11,6,9,15,11,4,7,15,2,2,0,2,0,0,2,2,2,1,15,22
"46",7,16,6,9,18,11,6,9,15,3,1,5,3,1,0,5,3,1,2,20,25
"47",8,17,6,21,20,16,6,9,18,1,0,0,3,6,2,1,6,1,1,21,39
"48",9,19,6,21,23,17,6,21,20,3,2,0,3,0,0,2,3,1,2,23,42
"49",10,21,6,22,23,19,6,21,23,6,2,1,6,1,0,2,1,1,1,25,43
