"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_1_Final4","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_2_Final4","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_1_Initial4","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player_2_Initial4","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,3,7,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,6,2,2,2,0,6,2,2,3,8,2
"2",2,5,7,1,1,1,1,3,4,3,7,1,1,1,1,3,1,2,0,0,2,3,1,2,3,1,4,10,5
"3",3,6,7,1,1,1,1,3,6,5,7,1,1,1,1,3,4,2,1,0,2,0,0,1,2,1,4,11,7
"4",4,6,7,1,6,1,1,7,6,6,7,1,1,1,1,3,6,5,3,4,3,4,0,5,4,4,3,16,11
"5",5,6,7,4,6,5,1,7,12,6,7,1,6,1,1,7,6,3,0,0,6,2,5,3,6,3,4,19,21
"6",6,11,7,4,6,5,1,7,14,6,7,4,6,5,1,7,12,2,5,0,2,0,0,5,2,1,4,24,23
"7",7,14,7,4,6,5,3,7,14,11,7,4,6,5,1,7,14,2,3,1,2,1,0,3,2,1,2,27,25
"8",8,15,7,4,6,5,3,7,18,14,7,4,6,5,3,7,14,1,0,0,4,2,6,1,4,1,4,28,29
"9",9,17,13,10,6,5,5,7,18,15,7,4,6,5,3,7,18,2,6,0,2,0,0,6,2,2,2,42,31
"10",10,22,13,10,6,5,8,7,18,17,13,10,6,5,5,7,18,5,3,1,3,1,0,5,3,1,2,47,34
"11",11,22,14,10,6,5,12,7,18,22,13,10,6,5,8,7,18,1,0,0,6,4,3,1,4,2,2,48,38
"12",12,22,14,10,6,5,12,7,18,22,14,10,6,5,12,7,18,6,3,0,NA,0,0,0,0,0,0,48,38
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,1,6,1,7,3,1,1,1,1,1,1,1,1,1,1,1,6,2,2,2,2,0,6,2,4,1,11,2
"15",2,1,6,3,7,3,1,1,5,1,6,1,7,3,1,1,1,2,0,0,4,1,1,2,4,3,4,13,6
"16",3,1,6,4,7,3,1,1,6,1,6,3,7,3,1,1,5,1,1,0,1,0,0,1,1,3,4,14,7
