"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_1_Final4","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_2_Final4","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_1_Initial4","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player_2_Initial4","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,1,5,1,6,1,1,1,1,1,1,1,1,1,1,1,5,1,4,5,1,0,4,5,3,1,4,5
"2",2,1,1,6,1,8,1,1,1,1,1,5,1,6,1,1,1,1,0,0,1,1,2,1,2,3,1,5,7
"3",3,2,1,6,1,9,1,1,1,1,1,6,1,8,1,1,1,1,1,0,1,0,0,1,1,1,1,6,8
"4",4,2,1,6,2,13,1,1,1,2,1,6,1,9,1,1,1,4,1,3,4,3,0,1,4,4,1,7,12
"5",5,2,1,6,5,18,1,1,1,2,1,6,2,13,1,1,1,3,0,0,5,4,2,3,5,4,1,10,17
"6",6,2,1,8,5,22,1,1,1,2,1,6,5,18,1,1,1,4,2,0,4,0,0,2,4,3,1,12,21
"7",7,12,4,8,5,6,1,1,1,2,1,8,5,22,1,1,1,5,2,3,5,2,0,3,5,2,1,25,5
"8",8,12,6,8,5,11,1,1,1,12,4,8,5,6,1,1,1,2,0,0,5,3,5,2,5,2,1,27,10
"9",9,12,6,8,10,14,1,1,1,12,6,8,5,11,1,1,1,3,5,0,3,0,0,5,3,4,1,32,13
"10",10,18,14,8,10,18,1,1,1,12,6,8,10,14,1,1,1,2,6,4,2,4,0,6,4,1,1,46,17
"11",11,18,14,10,10,23,1,1,1,18,14,8,10,18,1,1,1,2,0,0,4,5,1,2,5,3,1,48,22
"12",12,18,14,10,14,24,1,1,1,18,14,10,10,23,1,1,1,4,1,0,1,0,0,4,1,4,1,52,23
"13",13,18,14,13,14,25,1,1,1,18,14,10,14,24,1,1,1,1,1,3,1,1,0,3,1,3,1,55,24
"14",14,18,15,13,14,30,1,1,1,18,14,13,14,25,1,1,1,1,0,0,2,5,1,1,5,2,1,56,29
"15",15,18,15,13,15,32,1,1,1,18,15,13,14,30,1,1,1,2,1,0,2,0,0,1,2,4,1,57,31
"16",16,1,15,14,15,3,1,1,1,18,15,13,15,32,1,1,1,1,5,1,5,1,0,1,1,3,1,41,2
"17",17,6,15,14,15,8,1,1,1,1,15,14,15,3,1,1,1,5,0,0,5,4,4,5,5,1,1,46,7
"18",18,6,15,18,15,12,1,1,1,6,15,14,15,8,1,1,1,4,4,0,4,0,0,4,4,3,1,50,11
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,2,4,4,2,4,0,4,4,3,1,4,4
"21",2,3,1,5,1,13,1,1,1,1,1,5,1,5,1,1,1,2,0,0,3,2,6,2,6,1,1,6,12
"22",3,6,1,5,1,15,1,1,1,3,1,5,1,13,1,1,1,3,2,0,2,0,0,3,2,1,1,9,14
"23",4,12,4,5,1,20,1,1,1,6,1,5,1,15,1,1,1,1,5,6,1,5,0,6,5,1,1,18,19
