"","Move","Player_1_Final1","Player_1_Final2","Player_2_Final1","Player_2_Final2","Player_1_Initial1","Player_1_Initial2","Player_2_Initial1","Player_2_Initial2","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,6,1,15,1,1,1,1,1,5,6,2,6,2,0,5,6,1,1,5,14
"2",2,8,1,15,6,6,1,15,1,2,0,0,2,3,5,2,5,1,2,7,19
"3",3,11,1,15,8,8,1,15,6,2,3,0,2,0,0,3,2,1,2,10,21
"4",4,16,1,15,13,11,1,15,8,5,4,5,4,5,0,5,5,1,2,15,26
"5",5,20,1,15,15,16,1,15,13,4,0,0,2,2,5,4,2,1,2,19,28
"6",6,25,1,15,17,20,1,15,15,2,5,0,2,0,0,5,2,1,2,24,30
"7",7,29,1,15,21,25,1,15,17,4,4,4,4,4,0,4,4,1,2,28,34
"8",8,33,1,24,21,29,1,15,21,4,0,0,6,6,2,4,6,1,1,32,43
"9",9,45,3,24,23,33,1,24,21,6,2,0,2,0,0,6,2,1,2,46,45
"10",10,47,9,25,23,45,3,24,23,6,3,1,3,1,0,6,1,2,1,54,46
"11",11,47,12,28,23,47,9,25,23,3,0,0,3,3,6,3,3,2,1,57,49
"12",12,47,15,28,23,47,12,28,23,3,6,0,6,0,0,3,0,2,0,60,49
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,7,10,1,13,1,1,1,1,6,1,6,1,6,0,6,6,2,2,15,12
"15",2,8,10,1,20,7,10,1,13,1,0,0,1,5,6,1,6,1,2,16,19
"16",3,8,15,2,20,8,10,1,20,1,5,0,1,0,0,5,1,2,1,21,20
"17",4,13,15,2,24,8,15,2,20,4,5,2,4,2,0,5,4,1,2,26,24
"18",5,15,15,5,24,13,15,2,24,2,0,0,3,3,2,2,3,1,1,28,27
"19",6,15,18,5,26,15,15,5,24,3,2,0,2,0,0,3,2,2,2,31,29
"20",7,19,18,8,26,15,18,5,26,4,3,3,3,3,0,4,3,1,1,35,32
"21",8,19,21,8,31,19,18,8,26,3,0,0,4,5,2,3,5,2,2,38,37
"22",9,23,21,8,33,19,21,8,31,4,2,0,2,0,0,4,2,1,2,42,39
"23",10,23,25,11,33,23,21,8,33,2,3,4,2,3,0,4,3,2,1,46,42
"24",11,23,27,12,33,23,25,11,33,2,0,0,1,2,1,2,1,2,1,48,43
"25",12,23,29,12,33,23,27,12,33,2,1,0,1,0,0,2,0,2,0,50,43
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1,1,11,1,10,1,1,1,1,4,6,6,4,6,0,6,6,2,2,10,9
"28",2,5,11,1,17,1,11,1,10,4,0,0,6,6,5,4,6,1,2,14,16
"29",3,13,17,1,22,5,11,1,17,6,5,0,5,0,0,6,5,2,2,28,21
"30",4,13,19,1,27,13,17,1,22,5,2,2,5,2,0,2,5,2,2,30,26
"31",5,15,19,1,28,13,19,1,27,2,0,0,1,1,2,2,1,1,2,32,27
"32",6,16,19,3,28,15,19,1,28,1,2,0,2,0,0,1,2,1,1,33,29
"33",7,19,19,6,28,16,19,3,28,3,2,3,2,3,0,3,3,1,1,36,32
"34",8,19,21,6,32,19,19,6,28,2,0,0,1,6,4,2,4,2,2,38,36
"35",9,25,25,6,33,19,21,6,32,1,6,0,1,0,0,6,1,1,2,48,37
"36",10,25,26,6,38,25,25,6,33,1,1,5,1,5,0,1,5,2,2,49,42
"37",11,26,26,6,40,25,26,6,38,1,0,0,4,2,6,1,2,1,2,50,44
"38",12,31,32,6,40,26,26,6,40,4,6,0,4,0,0,6,0,2,0,61,44
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",1,6,1,1,4,1,1,1,1,2,3,5,2,3,0,5,3,1,2,5,3
"41",2,8,1,6,10,6,1,1,4,2,0,0,3,6,4,2,6,1,2,7,14
"42",3,8,5,9,10,8,1,6,10,3,4,0,3,0,0,4,3,2,1,11,17
"43",4,8,10,11,16,8,5,9,10,5,6,1,6,1,0,5,6,2,2,16,25
"44",5,9,10,13,16,8,10,11,16,1,0,0,4,3,2,1,2,1,1,17,27
"45",6,9,14,13,19,9,10,13,16,4,3,0,3,0,0,4,3,2,2,21,30
"46",7,9,17,13,20,9,14,13,19,1,1,3,1,1,0,3,1,2,2,24,31
"47",8,9,18,17,20,9,17,13,20,1,0,0,4,2,3,1,4,2,1,25,35
"48",9,12,18,19,20,9,18,17,20,2,3,0,2,0,0,3,2,1,1,28,37
"49",10,14,18,24,20,12,18,19,20,2,5,2,5,2,0,2,5,1,1,30,42
"50",11,16,18,27,20,14,18,24,20,2,0,0,3,2,5,2,3,1,1,32,45
"51",12,16,23,27,20,16,18,27,20,2,5,0,2,0,0,5,0,2,0,37,45
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",1,1,6,6,1,1,1,1,1,5,1,5,1,5,0,5,5,2,1,5,5
"54",2,2,6,10,7,1,6,6,1,1,0,0,1,6,3,1,6,1,2,6,15
"55",3,5,6,10,8,2,6,10,7,1,3,0,1,0,0,3,1,1,2,9,16
"56",4,5,13,13,8,5,6,10,8,3,2,6,3,2,0,6,3,2,1,16,19
"57",5,7,13,18,20,5,13,13,8,2,0,0,5,4,6,2,6,1,2,18,36
"58",6,7,18,18,24,7,13,18,20,5,4,0,4,0,0,5,4,2,2,23,40
"59",7,7,29,18,35,7,18,18,24,6,6,3,6,3,0,6,6,2,2,34,51
"60",8,10,29,18,44,7,29,18,35,3,0,0,5,6,4,3,6,1,2,37,60
"61",9,15,29,20,48,10,29,18,44,5,4,0,4,0,0,5,4,1,2,42,113
"62",10,20,29,23,48,15,29,20,48,5,3,5,3,5,0,5,3,1,1,47,116
"63",11,25,29,27,48,20,29,23,48,5,0,0,4,1,1,5,4,1,1,52,120
"64",12,25,30,27,48,25,29,27,48,1,1,0,1,0,0,1,0,2,0,53,120
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",1,1,4,6,1,1,1,1,1,2,3,5,2,5,0,3,5,2,1,3,5
"67",2,1,6,10,1,1,4,6,1,2,0,0,1,4,4,2,4,2,1,5,9
"68",3,1,10,11,1,1,6,10,1,1,4,0,1,0,0,4,1,2,1,9,10
"69",4,1,14,11,3,1,10,11,1,4,1,2,1,2,0,4,2,2,2,13,12
"70",5,2,14,12,3,1,14,11,3,1,0,0,2,1,1,1,1,1,1,14,13
"71",6,2,16,12,4,2,14,12,3,2,1,0,1,0,0,2,1,2,2,16,14
"72",7,2,21,12,5,2,16,12,4,5,1,1,1,1,0,5,1,2,2,21,15
"73",8,3,21,18,10,2,21,12,5,1,0,0,6,5,2,1,6,1,1,22,26
"74",9,3,26,20,10,3,21,18,10,5,2,0,2,0,0,5,2,2,1,27,28
"75",10,3,31,20,13,3,26,20,10,5,2,3,2,3,0,5,3,2,2,32,31
"76",11,5,31,20,18,3,31,20,13,2,0,0,5,2,4,2,5,1,2,34,36
"77",12,7,31,20,18,5,31,20,18,2,4,0,4,0,0,2,0,1,0,36,36
