,sc1,sc2,winnerid,numrounds,pseqc,iseqc,setc
0,78,20,0,1,0,0,0
1,80,0,1,12,1,2,1
2,80,0,1,13,3,1,0
3,80,0,1,3,1,1,2
4,80,0,1,2,1,1,2
5,80,0,1,8,1,1,2
6,55,20,0,1,1,0,0
7,80,0,1,2,1,1,2
8,80,0,1,6,1,3,0
9,80,0,1,4,1,1,2
10,80,0,1,6,2,2,0
11,80,0,1,4,2,2,0
12,80,0,1,8,1,1,2
13,45,0,1,1,1,2,1
14,80,0,1,12,1,3,0
15,80,0,1,14,1,1,2
16,80,0,1,3,1,2,1
17,80,0,1,4,1,2,1
18,80,0,1,14,1,3,0
19,80,0,1,4,1,3,0
20,42,0,1,1,1,2,1
21,80,0,1,8,2,1,1
22,80,0,1,6,1,1,2
23,80,0,1,6,1,1,2
24,80,0,1,6,1,2,1
25,80,0,1,21,1,3,0
26,80,0,1,5,1,2,1
27,80,0,1,6,2,1,1
28,80,0,1,5,1,2,1
29,80,0,1,8,2,1,1
30,80,0,1,3,1,1,2
31,80,0,1,7,1,2,1
32,80,0,1,10,1,1,2
33,80,0,1,4,1,1,2
34,80,0,1,7,1,3,0
35,80,0,1,2,1,2,1
36,80,0,1,18,2,2,0
37,80,20,0,1,0,0,0
38,80,0,1,7,1,1,2
39,80,0,1,13,1,1,2
40,80,20,0,1,0,0,0
41,36,20,0,1,2,0,0
42,80,0,1,11,1,2,1
43,80,0,1,8,1,2,1
44,80,20,0,1,0,0,0
45,80,0,1,4,1,2,1
46,80,0,1,5,2,1,1
47,80,20,0,1,0,0,0
48,80,0,1,8,1,2,1
49,80,0,1,3,1,1,2
50,80,0,1,3,1,1,2
51,80,0,1,10,2,0,2
52,80,0,1,9,1,1,2
53,80,0,1,15,1,1,2
54,80,0,1,9,2,2,0
55,80,0,1,6,1,2,1
56,80,0,1,8,1,1,2
57,80,0,1,7,1,1,2
58,80,0,1,4,1,3,0
59,80,0,1,5,2,1,1
60,80,0,1,3,1,1,2
61,80,0,1,5,1,1,2
62,80,0,1,12,1,2,1
63,80,0,1,3,3,1,0
64,80,0,1,4,1,3,0
65,44,20,0,1,1,1,0
66,80,0,1,3,2,1,1
67,80,0,1,8,2,0,1
68,80,0,1,2,1,2,1
69,80,0,1,9,1,2,1
70,53,20,0,1,1,1,0
71,80,0,1,6,1,1,2
72,80,0,1,7,3,1,0
73,80,0,1,3,1,2,1
74,80,0,1,9,3,0,1
75,80,0,1,7,2,1,1
76,80,0,1,4,1,1,2
77,80,0,1,16,1,1,2
78,80,0,1,4,1,2,1
79,80,0,1,3,1,2,1
80,80,0,1,3,2,2,0
81,80,0,1,5,2,1,1
82,80,0,1,7,3,1,0
83,60,0,1,3,1,2,1
84,80,0,1,4,2,0,2
85,80,20,0,1,0,0,0
86,80,0,1,25,1,1,2
87,80,0,1,10,3,0,1
88,80,0,1,16,1,1,2
89,80,0,1,2,1,1,2
90,80,0,1,6,1,1,2
91,80,0,1,8,1,1,2
92,80,0,1,5,3,0,1
93,80,0,1,5,1,3,0
94,80,20,0,1,0,0,0
95,80,0,1,16,2,0,2
96,80,0,1,8,1,3,0
97,80,0,1,7,2,2,0
98,80,0,1,5,1,1,2
99,80,0,1,16,1,1,2
100,80,0,1,5,1,2,1
101,80,0,1,5,1,2,1
102,80,0,1,3,2,1,1
103,80,0,1,10,1,1,2
104,80,0,1,8,1,2,1
105,80,0,1,9,2,2,0
106,73,20,0,1,0,0,0
107,80,0,1,1,1,2,1
108,80,0,1,10,1,2,1
109,80,0,1,5,1,2,1
110,80,20,0,1,0,0,0
111,80,0,1,8,1,1,2
112,80,0,1,9,1,2,1
113,80,0,1,3,2,0,2
114,80,20,0,1,0,0,0
115,55,0,1,4,1,1,2
116,75,0,1,2,1,2,1
117,80,0,1,9,1,1,2
118,80,0,1,5,2,2,0
119,80,0,1,3,1,1,2
120,80,0,1,3,1,2,1
121,80,0,1,11,1,1,2
122,80,20,0,1,0,0,0
123,71,0,1,3,1,3,0
124,69,0,1,2,1,2,1
125,80,0,1,7,2,1,1
126,80,0,1,6,1,1,2
127,80,0,1,21,1,1,1
128,80,0,1,4,1,1,2
129,80,0,1,10,1,2,1
130,80,0,1,17,1,1,2
131,80,0,1,4,1,2,1
132,80,0,1,9,1,2,1
133,80,20,0,1,0,0,0
134,80,0,1,10,2,1,1
135,80,0,1,9,1,2,1
136,80,0,1,3,1,2,1
137,80,0,1,8,1,3,0
138,80,0,1,8,2,2,0
139,80,0,1,5,1,1,2
140,80,0,1,2,1,2,1
141,80,0,1,6,1,2,1
