"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,5,1,1,4,1,1,1,1,1,1,1,1,4,3,3,3,3,0,4,3,1,1,4,3
"2",2,8,1,1,9,1,1,5,1,1,4,1,1,3,0,0,2,4,5,3,5,1,1,7,8
"3",3,8,5,1,11,1,1,8,1,1,9,1,1,2,4,0,2,0,0,4,2,2,1,11,10
"4",4,8,8,1,14,1,1,8,5,1,11,1,1,3,3,1,3,1,0,3,3,2,1,14,13
"5",5,8,9,1,23,1,1,8,8,1,14,1,1,1,0,0,6,6,2,1,6,2,1,15,22
"6",6,9,15,1,25,1,1,8,9,1,23,1,1,6,2,0,2,0,0,6,2,2,1,22,24
"7",7,9,15,6,29,1,1,9,15,1,25,1,1,4,4,5,4,4,0,5,4,3,1,27,28
"8",8,9,19,6,33,1,1,9,15,6,29,1,1,4,0,0,4,4,1,4,4,2,1,31,32
"9",9,9,19,10,34,1,1,9,19,6,33,1,1,4,1,0,1,0,0,4,1,3,1,35,33
"10",10,14,19,10,39,4,1,9,19,10,34,1,1,5,5,3,5,3,0,5,5,1,1,40,79
"11",11,17,19,10,39,6,1,14,19,10,39,4,1,3,0,0,1,2,1,3,2,1,2,43,81
"12",12,18,19,10,39,7,1,17,19,10,39,6,1,1,1,0,1,0,0,1,1,1,2,44,82
"13",13,18,19,13,39,14,1,18,19,10,39,7,1,6,3,2,6,2,0,3,6,3,2,47,89
"14",14,1,19,13,39,25,2,18,19,13,39,14,1,2,0,0,6,6,4,2,6,1,2,30,101
"15",15,1,30,13,39,29,2,1,19,13,39,25,2,6,4,0,4,0,0,6,4,2,2,41,105
"16",16,1,33,1,39,34,2,1,30,13,39,29,2,5,3,2,5,2,0,3,2,2,2,32,110
"17",17,6,33,1,39,37,2,1,33,1,39,34,2,5,0,0,3,2,1,5,3,1,2,37,113
"18",18,6,33,3,39,38,2,6,33,1,39,37,2,2,1,0,1,0,0,2,1,3,2,39,114
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,7,1,6,3,1,1,1,1,1,1,1,1,6,2,1,2,1,0,6,2,1,1,11,2
"21",2,8,1,6,10,1,1,7,1,6,3,1,1,1,0,0,6,6,3,1,6,1,1,12,9
"22",3,8,8,6,13,1,1,8,1,6,10,1,1,6,3,0,3,0,0,6,3,2,1,19,12
"23",4,15,8,6,14,1,1,8,8,6,13,1,1,1,1,6,1,1,0,6,1,1,1,26,13
"24",5,16,8,6,18,1,1,15,8,6,14,1,1,1,0,0,1,1,4,1,4,1,1,27,17
"25",6,16,9,6,19,1,1,16,8,6,18,1,1,1,1,0,1,0,0,1,1,2,1,28,18
"26",7,16,9,14,23,1,1,16,9,6,19,1,1,6,3,4,3,4,0,6,4,3,1,36,22
"27",8,16,12,14,40,1,1,16,9,14,23,1,1,3,0,0,5,5,6,3,6,2,1,39,39
"28",9,16,17,14,40,1,1,16,12,14,40,1,1,5,5,0,5,0,0,5,0,2,0,44,39
"29",10,23,17,14,4,1,1,16,17,14,40,1,1,6,3,1,3,1,0,6,3,1,1,51,3
"30",11,1,17,14,11,1,1,23,17,14,4,1,1,1,0,0,6,5,2,1,2,1,1,29,10
"31",12,7,18,14,16,1,1,1,17,14,11,1,1,6,5,0,5,0,0,6,5,1,1,36,15
"32",13,15,18,14,17,1,1,7,18,14,16,1,1,1,6,1,1,1,0,6,1,1,1,44,16
"33",14,15,18,15,21,1,1,15,18,14,17,1,1,1,0,0,1,4,1,1,4,3,1,45,20
"34",15,15,18,16,22,1,1,15,18,15,21,1,1,1,1,0,1,0,0,1,1,3,1,46,21
"35",16,15,18,19,27,1,1,15,18,16,22,1,1,1,5,3,1,5,0,3,5,3,1,49,26
"36",17,16,18,19,38,1,1,15,18,19,27,1,1,1,0,0,6,1,1,1,6,1,1,50,37
"37",18,17,18,19,39,4,1,16,18,19,38,1,1,1,1,0,1,0,0,1,1,1,1,51,79
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",1,4,1,1,9,1,1,1,1,1,1,1,1,1,3,6,1,6,0,3,6,1,1,3,8
"40",2,5,1,1,20,1,1,4,1,1,9,1,1,1,0,0,2,2,6,1,6,1,1,4,19
"41",3,5,3,1,22,1,1,5,1,1,20,1,1,2,2,0,2,0,0,2,2,2,1,6,21
"42",4,8,3,4,6,1,1,5,3,1,22,1,1,3,5,1,5,1,0,3,5,3,1,12,5
"43",5,9,3,4,11,1,1,8,3,4,6,1,1,1,0,0,3,2,5,1,5,1,1,13,10
