"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,6,1,1,3,1,1,1,1,1,1,1,1,2,5,1,2,1,0,5,2,1,1,5,2
"2",2,7,1,1,3,6,1,6,1,1,3,1,1,1,0,0,5,1,4,1,5,1,2,6,7
"3",3,11,1,1,3,7,1,7,1,1,3,6,1,1,4,0,1,0,0,4,1,1,2,10,8
"4",4,15,1,1,3,8,1,11,1,1,3,7,1,4,1,1,1,1,0,4,1,1,2,14,9
"5",5,15,1,2,3,8,5,15,1,1,3,8,1,1,0,0,4,2,1,1,4,3,3,15,13
"6",6,15,3,2,4,8,5,15,1,2,3,8,5,2,1,0,1,0,0,2,1,2,1,17,14
"7",7,15,3,10,4,13,5,15,3,2,4,8,5,6,5,2,5,2,0,6,5,3,2,25,19
"8",8,15,3,12,4,18,5,15,3,10,4,13,5,2,0,0,3,5,4,2,5,3,2,27,24
"9",9,15,3,16,4,18,8,15,3,12,4,18,5,3,4,0,3,0,0,4,3,3,3,31,27
"10",10,21,1,16,8,25,14,15,3,16,4,18,8,5,6,6,5,6,0,6,6,1,2,35,44
"11",11,28,1,16,4,31,14,21,1,16,8,25,14,5,0,0,6,5,6,5,6,1,2,42,46
"12",12,39,1,17,9,31,14,28,1,16,4,31,14,5,6,0,5,0,0,6,5,1,1,92,51
"13",13,39,8,23,9,31,16,39,1,17,9,31,14,6,1,2,1,2,0,6,2,3,3,105,53
"14",14,39,8,24,9,33,16,39,8,23,9,31,16,1,0,0,3,6,2,1,2,3,2,106,55
"15",15,39,9,30,9,33,19,39,8,24,9,33,16,3,6,0,3,0,0,6,3,3,3,113,58
"16",16,39,15,35,15,1,21,39,9,30,9,33,19,6,6,6,6,6,0,6,6,2,1,124,34
"17",17,39,22,39,15,3,21,39,15,35,15,1,21,6,0,0,1,2,5,6,2,2,2,173,36
"18",18,39,23,39,20,3,21,39,22,39,15,3,21,1,5,0,5,0,0,1,5,2,1,174,41
"19",19,39,38,39,23,3,21,39,23,39,20,3,21,6,3,4,3,4,0,6,3,2,1,189,44
"20",20,43,38,39,30,3,21,39,38,39,23,3,21,4,0,0,6,1,5,4,6,1,1,155,51
"21",21,45,39,39,35,3,21,43,38,39,30,3,21,1,5,0,5,0,0,1,5,2,1,196,56
"22",22,47,39,39,48,3,21,45,39,39,35,3,21,2,6,6,6,6,0,2,6,1,1,198,69
"23",23,58,39,39,50,3,21,47,39,39,48,3,21,6,0,0,2,4,4,6,2,1,1,209,71
"24",24,58,39,39,50,3,21,58,39,39,50,3,21,4,4,0,NA,0,0,0,0,0,0,209,71
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",1,1,6,1,4,1,1,1,1,1,1,1,1,3,5,3,3,3,0,5,3,2,1,5,3
"27",2,1,6,4,4,1,5,1,6,1,4,1,1,3,0,0,4,1,4,3,4,3,3,8,7
"28",3,1,6,8,4,1,6,1,6,4,4,1,5,1,4,0,1,0,0,4,1,3,3,12,8
"29",4,7,6,10,4,1,10,1,6,8,4,1,6,2,4,6,2,4,0,6,4,1,3,20,12
"30",5,7,6,12,4,3,10,7,6,10,4,1,10,2,0,0,3,3,2,2,2,3,2,22,14
"31",6,10,6,12,4,3,13,7,6,12,4,3,10,3,3,0,3,0,0,3,3,1,3,25,17
"32",7,10,6,16,9,3,13,10,6,12,4,3,13,5,1,4,5,1,0,4,5,3,1,29,22
"33",8,10,6,17,9,3,18,10,6,16,9,3,13,1,0,0,2,6,5,1,5,3,3,30,27
"34",9,11,12,17,9,5,18,10,6,17,9,3,18,2,6,0,2,0,0,6,2,2,2,37,29
"35",10,11,12,20,9,6,18,11,12,17,9,5,18,3,1,1,1,1,0,3,1,3,2,40,30
"36",11,12,12,20,9,6,19,11,12,20,9,6,18,1,0,0,1,1,5,1,1,1,3,41,31
"37",12,17,12,20,9,6,20,12,12,20,9,6,19,1,5,0,1,0,0,5,1,1,3,46,32
"38",13,17,12,25,12,6,20,17,12,20,9,6,20,5,3,4,3,4,0,5,3,3,1,51,35
"39",14,17,12,1,14,11,20,17,12,25,12,6,20,4,0,0,5,3,1,4,5,3,2,27,42
