"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_1_Final4","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_2_Final4","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_1_Initial4","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player_2_Initial4","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,3,1,7,1,1,1,3,1,1,1,1,1,1,1,1,6,1,2,1,2,0,6,2,4,4,8,2
"2",2,1,4,1,7,1,5,1,3,1,3,1,7,1,1,1,3,1,0,0,1,3,4,1,4,2,2,9,6
"3",3,1,4,1,10,1,6,1,3,1,4,1,7,1,5,1,3,1,3,0,1,0,0,3,1,4,2,12,7
"4",4,1,8,1,10,1,9,1,3,1,4,1,10,1,6,1,3,3,4,3,3,3,0,4,3,2,2,16,10
"5",5,1,8,4,10,1,12,1,3,1,8,1,10,1,9,1,3,3,0,0,3,1,2,3,3,3,2,19,13
"6",6,1,9,4,10,1,12,3,3,1,8,4,10,1,12,1,3,1,2,0,2,0,0,1,2,2,3,20,15
"7",7,6,9,4,16,1,15,3,3,1,9,4,10,1,12,3,3,3,6,3,3,3,0,6,3,4,2,31,18
"8",8,6,9,7,16,1,19,3,3,6,9,4,16,1,15,3,3,3,0,0,5,5,4,3,4,3,2,34,22
"9",9,6,9,7,21,1,19,8,3,6,9,7,16,1,19,3,3,5,5,0,5,0,0,5,5,4,3,39,27
"10",10,9,9,7,21,1,23,8,3,6,9,7,21,1,19,8,3,4,3,3,4,3,0,3,4,1,2,42,31
"11",11,9,9,10,1,3,26,8,3,9,9,7,21,1,23,8,3,3,0,0,2,4,5,3,2,3,1,25,36
"12",12,14,9,10,1,3,26,8,7,9,9,10,1,3,26,8,3,4,5,0,4,0,0,5,4,1,4,30,40
"13",13,19,9,10,1,3,26,8,12,14,9,10,1,3,26,8,7,3,5,5,3,5,0,5,5,1,4,35,45
"14",14,19,12,10,1,8,26,8,12,19,9,10,1,3,26,8,12,3,0,0,3,5,4,3,5,2,1,38,50
"15",15,22,1,10,1,8,36,10,18,19,12,10,1,8,26,8,12,3,4,0,4,0,0,3,4,1,2,30,68
"16",16,22,1,13,1,12,36,10,18,22,1,10,1,8,36,10,18,3,1,4,1,4,0,3,4,3,1,33,72
