"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,1,6,4,1,1,1,1,1,1,1,1,3,5,2,3,2,0,5,3,3,1,5,3
"2",2,3,1,6,4,1,6,1,1,6,4,1,1,2,0,0,2,6,5,2,5,1,3,7,8
"3",3,12,1,6,4,1,8,3,1,6,4,1,6,2,6,0,2,0,0,6,2,1,3,16,10
"4",4,12,4,6,7,1,8,12,1,6,4,1,8,2,3,3,2,3,0,3,3,2,1,19,13
"5",5,12,6,6,7,6,8,12,4,6,7,1,8,2,0,0,5,5,3,2,5,2,2,21,18
"6",6,12,11,6,7,9,8,12,6,6,7,6,8,5,3,0,3,0,0,5,3,2,2,26,21
"7",7,15,17,6,10,9,8,12,11,6,7,9,8,3,6,3,3,3,0,6,3,2,1,35,24
"8",8,18,17,6,10,13,8,15,17,6,10,9,8,3,0,0,4,3,1,3,4,1,2,38,28
"9",9,18,17,9,10,13,9,18,17,6,10,13,8,3,1,0,1,0,0,3,1,3,3,41,29
"10",10,24,23,13,10,16,9,18,17,9,10,13,9,4,6,3,4,3,0,6,3,2,2,57,32
"11",11,24,23,17,10,18,9,24,23,13,10,16,9,4,0,0,2,6,2,4,2,3,2,61,34
"12",12,34,23,27,10,18,3,24,23,17,10,18,9,6,2,0,2,0,0,6,2,3,3,81,28
"13",13,39,26,27,13,18,3,34,23,27,10,18,3,5,3,2,3,2,0,5,3,1,1,127,31
"14",14,39,28,27,13,18,8,39,26,27,13,18,3,2,0,0,3,5,1,2,5,2,3,129,36
"15",15,39,31,29,1,18,9,39,28,27,13,18,8,3,1,0,1,0,0,3,1,2,3,134,25
"16",16,39,33,29,8,18,9,39,31,29,1,18,9,2,6,1,6,1,0,2,6,2,1,136,32
"17",17,39,1,29,17,18,9,39,33,29,8,18,9,1,0,0,6,5,1,1,6,2,1,104,41
"18",18,39,1,30,17,18,9,39,1,29,17,18,9,5,1,0,5,0,0,1,0,3,0,105,41
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,7,7,1,1,5,1,1,1,1,1,1,1,4,3,6,4,3,0,6,4,2,2,12,4
"21",2,7,7,4,3,5,1,7,7,1,1,5,1,3,0,0,5,6,2,3,2,3,1,15,6
"22",3,12,7,10,3,5,6,7,7,4,3,5,1,5,6,0,5,0,0,6,5,3,3,26,11
"23",4,12,16,10,3,10,6,12,7,10,3,5,6,6,5,2,5,2,0,6,5,2,2,35,16
"24",5,12,18,10,3,13,6,12,16,10,3,10,6,2,0,0,2,3,3,2,3,2,2,37,19
"25",6,12,18,13,5,13,6,12,18,10,3,13,6,2,3,0,2,0,0,3,2,3,1,40,21
"26",7,17,18,13,5,19,11,12,18,13,5,13,6,6,1,5,6,1,0,5,6,1,2,45,32
"27",8,17,18,14,5,23,11,17,18,13,5,19,11,1,0,0,4,4,4,1,4,3,2,46,36
"28",9,17,18,18,5,23,15,17,18,14,5,23,11,4,4,0,4,0,0,4,4,3,3,50,40
"29",10,17,22,18,5,29,16,17,18,18,5,23,15,6,4,1,6,1,0,4,6,2,2,54,47
"30",11,18,22,18,5,29,17,17,22,18,5,29,16,1,0,0,1,1,6,1,1,1,3,55,48
"31",12,18,30,1,6,34,17,18,22,18,5,29,17,1,6,0,1,0,0,6,1,2,1,46,54
"32",13,20,39,1,10,34,17,18,30,1,6,34,17,4,1,6,4,1,0,6,4,2,1,95,58
"33",14,20,39,2,13,39,17,20,39,1,10,34,17,1,0,0,5,2,6,1,5,3,2,96,104
"34",15,27,39,2,13,39,19,20,39,2,13,39,17,2,6,0,2,0,0,6,2,1,3,103,106
"35",16,27,39,4,19,39,24,27,39,2,13,39,19,2,6,2,6,2,0,2,6,3,1,105,117
"36",17,28,39,6,21,39,1,27,39,4,19,39,24,2,0,0,4,1,2,2,2,3,1,108,96
"37",18,28,39,10,21,39,1,28,39,6,21,39,1,4,1,0,1,0,0,4,0,3,0,112,96
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",1,6,1,1,5,1,1,1,1,1,1,1,1,5,4,4,4,4,0,5,4,1,1,5,4
"40",2,10,1,1,5,10,1,6,1,1,5,1,1,4,0,0,2,2,6,4,6,1,2,9,13
