"","Move","Player_1_Final1","Player_1_Final2","Player_1_Final3","Player_2_Final1","Player_2_Final2","Player_2_Final3","Player_1_Initial1","Player_1_Initial2","Player_1_Initial3","Player_2_Initial1","Player_2_Initial2","Player_2_Initial3","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,7,3,1,1,6,1,1,1,1,1,1,6,5,1,5,1,0,6,5,2,3,8,5
"2",2,2,7,3,4,1,12,1,7,3,1,1,6,1,0,0,6,3,6,1,6,1,3,9,14
"3",3,5,7,9,4,1,15,2,7,3,4,1,12,3,6,0,3,0,0,6,3,3,3,18,17
"4",4,8,7,9,10,2,21,5,7,9,4,1,15,3,6,4,6,4,0,3,6,1,1,21,30
"5",5,8,7,13,13,2,21,8,7,9,10,2,21,4,0,0,5,3,3,4,3,3,1,25,33
"6",6,13,7,13,13,2,24,8,7,13,13,2,21,5,3,0,3,0,0,5,3,1,3,30,36
"7",7,13,11,13,13,2,27,13,7,13,13,2,24,3,4,1,3,1,0,4,3,2,3,34,39
"8",8,14,11,13,18,2,27,13,11,13,13,2,27,1,0,0,4,5,2,1,5,1,1,35,44
"9",9,14,13,13,18,6,27,14,11,13,18,2,27,4,2,0,4,0,0,2,4,2,2,37,48
"10",10,1,15,13,18,10,32,14,13,13,18,6,27,2,5,4,5,4,0,2,5,2,3,26,57
"11",11,1,19,13,23,10,38,1,15,13,18,10,32,4,0,0,1,6,4,4,6,2,3,30,68
"12",12,2,19,13,27,10,38,1,19,13,23,10,38,1,4,0,4,0,0,1,4,1,1,31,72
"13",13,4,19,1,36,16,38,2,19,13,27,10,38,2,2,6,2,6,0,2,6,1,2,21,87
"14",14,6,19,1,38,16,38,4,19,1,36,16,38,2,0,0,2,4,6,2,2,1,1,23,89
"15",15,1,23,1,38,27,38,6,19,1,38,16,38,4,6,0,6,0,0,4,6,2,2,22,100
"16",16,3,23,1,38,29,38,1,23,1,38,27,38,2,2,4,2,4,0,2,2,1,2,24,102
"17",17,7,23,1,49,35,38,3,23,1,38,29,38,4,0,0,3,6,2,4,6,1,2,28,119
"18",18,10,23,1,49,37,38,7,23,1,49,35,38,3,2,0,2,0,0,3,2,1,2,31,121
