"","Move","Player_1_Final1","Player_1_Final2","Player_2_Final1","Player_2_Final2","Player_1_Initial1","Player_1_Initial2","Player_2_Initial1","Player_2_Initial2","Player 1 Rolls available","Player 1 Rolls available","Player 1 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 2 Rolls available","Player 1 Roll Chosen","Player 2 Roll Chosen","Player 1 Token Chosen","Player 2 Token Chosen","Player1 Score","Player 2 Score"
"1",1,1,10,1,4,1,1,1,1,6,3,2,3,2,0,6,3,2,2,9,3
"2",2,1,12,1,15,1,10,1,4,2,0,0,6,1,1,2,6,2,2,11,14
"3",3,2,12,1,16,1,12,1,15,1,1,0,1,0,0,1,1,1,2,12,15
"4",4,2,16,3,16,2,12,1,16,2,4,4,2,4,0,4,2,2,1,16,17
"5",5,2,20,4,16,2,16,3,16,4,0,0,3,5,1,4,1,2,1,20,18
"6",6,7,20,4,19,2,20,4,16,3,5,0,3,0,0,5,3,1,2,25,21
"7",7,12,20,7,19,7,20,4,19,3,3,5,3,3,0,5,3,1,1,30,24
"8",8,12,23,7,29,12,20,7,19,3,0,0,1,5,6,3,6,2,2,33,34
"9",9,17,23,7,30,12,23,7,29,1,5,0,1,0,0,5,1,1,2,38,35
"10",10,17,27,7,33,17,23,7,30,4,1,3,1,3,0,4,3,2,2,42,38
"11",11,17,28,7,38,17,27,7,33,1,0,0,1,5,1,1,5,2,2,43,43
"12",12,18,28,8,39,17,28,7,38,1,1,0,1,0,0,1,1,1,2,44,83
"13",13,18,31,9,39,18,28,8,39,3,1,1,1,1,0,3,1,2,1,47,84
"14",14,19,31,23,39,18,31,9,39,1,0,0,1,6,3,1,6,1,1,48,98
"15",15,22,31,24,39,19,31,23,39,1,3,0,1,0,0,3,1,1,1,51,99
"16",16,23,37,26,39,22,31,24,39,5,2,6,5,2,0,6,2,2,1,58,101
"17",17,28,37,27,39,23,37,26,39,5,0,0,1,3,3,5,1,1,1,63,102
"18",18,31,37,27,39,28,37,27,39,3,3,0,3,0,0,3,0,1,0,66,102
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1,1,5,2,1,1,1,1,1,3,1,4,3,1,0,4,1,2,1,4,1
"21",2,1,8,2,6,1,5,2,1,3,0,0,4,6,5,3,5,2,2,7,6
"22",3,1,15,2,10,1,8,2,6,4,6,0,4,0,0,6,4,2,2,14,10
"23",4,1,22,2,20,1,15,2,10,6,3,6,3,6,0,6,6,2,2,21,20
"24",5,1,25,2,23,1,22,2,20,3,0,0,1,5,3,3,3,2,2,24,23
"25",6,1,30,2,24,1,25,2,23,1,5,0,1,0,0,5,1,2,2,29,24
"26",7,2,30,2,25,1,30,2,24,1,2,1,2,1,0,1,1,1,2,30,25
"27",8,2,32,7,25,2,30,2,25,2,0,0,6,4,5,2,5,2,1,32,30
"28",9,12,38,7,29,2,32,7,25,6,4,0,4,0,0,6,4,2,2,48,34
"29",10,1,39,9,33,12,38,7,29,1,4,2,4,2,0,1,4,2,2,76,40
"30",11,3,39,16,39,1,39,9,33,2,0,0,2,6,4,2,6,1,2,78,91
"31",12,7,39,18,39,3,39,16,39,2,4,0,2,0,0,4,2,1,1,82,93
"32",13,10,39,21,39,7,39,18,39,3,3,2,3,2,0,3,3,1,1,85,96
"33",14,12,39,24,39,10,39,21,39,2,0,0,1,2,3,2,3,1,1,87,99
"34",15,14,39,25,39,12,39,24,39,1,2,0,1,0,0,2,1,1,1,89,100
"35",16,17,39,26,39,14,39,25,39,1,3,1,1,1,0,3,1,1,1,92,101
"36",17,18,39,34,39,17,39,26,39,1,0,0,1,2,6,1,6,1,1,93,109
"37",18,20,39,34,39,18,39,34,39,1,2,0,1,0,0,2,0,1,0,95,109
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",1,1,5,1,5,1,1,1,1,4,2,4,2,4,0,4,4,2,2,4,4
"40",2,3,5,1,9,1,5,1,5,2,0,0,3,2,4,2,4,1,2,6,8
"41",3,6,5,1,11,3,5,1,9,3,2,0,2,0,0,3,2,1,2,9,10
"42",4,8,5,1,12,6,5,1,11,2,1,2,1,2,0,2,1,1,2,11,11
"43",5,10,5,3,12,8,5,1,12,2,0,0,3,1,2,2,2,1,1,13,13
"44",6,10,8,4,12,10,5,3,12,3,1,0,1,0,0,3,1,2,1,16,14
"45",7,15,14,7,12,10,8,4,12,6,3,1,3,1,0,6,3,2,1,27,17
"46",8,15,15,7,16,15,14,7,12,1,0,0,4,4,3,1,4,2,2,28,21
"47",9,15,19,10,16,15,15,7,16,4,3,0,3,0,0,4,3,2,1,32,24
"48",10,20,19,14,16,15,19,10,16,4,5,3,4,3,0,5,4,1,1,37,28
"49",11,23,19,14,18,20,19,14,16,3,0,0,2,6,2,3,2,1,2,40,30
"50",12,25,25,16,18,23,19,14,18,6,2,0,2,0,0,6,2,2,1,48,32
"51",13,25,27,16,23,25,25,16,18,2,5,2,5,2,0,2,5,2,2,50,37
"52",14,25,29,16,25,25,27,16,23,2,0,0,1,2,1,2,2,2,2,52,39
"53",15,26,29,16,26,25,29,16,25,1,1,0,1,0,0,1,1,1,2,53,40
"54",16,26,33,16,34,26,29,16,26,6,6,4,6,6,0,4,6,2,2,57,48
"55",17,31,39,19,34,26,33,16,34,6,0,0,3,3,6,6,3,2,1,106,51
"56",18,34,39,19,34,31,39,19,34,3,6,0,6,0,0,3,0,1,0,109,51
"57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",1,1,5,1,6,1,1,1,1,2,4,5,2,5,0,4,5,2,2,4,5
"59",2,1,7,3,6,1,5,1,6,2,0,0,3,1,2,2,2,2,1,6,7
"60",3,1,10,3,7,1,7,3,6,3,1,0,1,0,0,3,1,2,2,9,8
"61",4,1,19,6,7,1,10,3,7,3,6,3,3,3,0,6,3,2,1,18,11
"62",5,4,19,6,19,1,19,6,7,3,0,0,3,3,6,3,6,1,2,21,23
"63",6,4,22,9,19,4,19,6,19,3,3,0,3,0,0,3,3,2,1,24,26
"64",7,4,25,15,24,4,22,9,19,6,3,1,6,1,0,3,6,2,1,27,37
"65",8,5,25,16,30,4,25,15,24,1,0,0,6,2,4,1,6,1,2,28,44
"66",9,9,25,16,32,5,25,16,30,2,4,0,2,0,0,4,2,1,2,32,46
"67",10,14,30,19,1,9,25,16,32,5,3,5,3,5,0,5,3,1,1,42,18
"68",11,14,35,22,1,14,30,19,1,5,0,0,3,1,2,5,3,2,1,47,21
"69",12,14,36,22,3,14,35,22,1,1,2,0,2,0,0,1,2,2,2,48,23
"70",13,20,38,27,9,14,36,22,3,6,6,1,6,1,0,6,6,1,2,56,34
"71",14,28,39,28,1,20,38,27,9,1,0,0,1,1,6,1,1,2,1,103,27
"72",15,35,39,29,1,28,39,28,1,1,6,0,1,0,0,6,1,1,1,110,28
"73",16,38,39,34,1,35,39,29,1,3,5,5,5,5,0,3,5,1,1,113,33
"74",17,43,39,35,1,38,39,34,1,5,0,0,1,6,5,5,1,1,1,118,34
"75",18,43,39,35,1,43,39,35,1,6,5,0,NA,0,0,0,0,0,0,118,34
"76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",1,1,6,1,5,1,1,1,1,5,3,4,3,4,0,5,4,2,2,5,4
"78",2,1,9,7,7,1,6,1,5,3,0,0,3,4,6,3,6,2,1,8,12
"79",3,1,13,10,7,1,9,7,7,3,4,0,3,0,0,4,3,2,1,12,15
"80",4,1,18,11,7,1,13,10,7,1,1,5,1,1,0,5,1,2,1,17,16
"81",5,2,18,16,7,1,18,11,7,1,0,0,4,5,4,1,5,1,1,18,21
"82",6,1,22,25,7,2,18,16,7,4,4,0,4,0,0,4,4,2,1,21,30
"83",7,5,22,26,7,1,22,25,7,4,1,4,1,4,0,4,1,1,1,25,31
"84",8,9,22,28,7,5,22,26,7,4,0,0,5,5,2,4,2,1,1,29,33
"85",9,9,27,33,7,9,22,28,7,5,5,0,5,0,0,5,5,2,1,34,38
"86",10,15,1,4,18,9,27,33,7,3,5,6,3,5,0,6,5,1,2,14,20
"87",11,15,4,5,18,15,1,4,18,3,0,0,6,1,3,3,1,2,1,17,21
"88",12,27,8,5,21,15,4,5,18,6,3,0,3,0,0,6,3,1,2,33,24
"89",13,35,8,5,23,27,8,5,21,6,2,2,2,2,0,6,2,1,2,41,26
"90",14,37,1,5,29,35,8,5,23,2,0,0,3,3,2,2,3,1,2,36,32
"91",15,39,3,5,32,37,1,5,29,3,2,0,3,0,0,2,3,1,2,78,35
"92",16,39,12,5,37,39,3,5,32,3,5,6,3,5,0,6,5,2,2,87,40
"93",17,39,15,9,37,39,12,5,37,3,0,0,2,1,4,3,4,2,1,90,44
"94",18,39,16,9,37,39,15,9,37,2,1,0,2,0,0,1,0,2,0,91,44
"95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",1,6,1,1,3,1,1,1,1,5,1,2,1,2,0,5,2,1,2,5,2
"97",2,6,2,6,3,6,1,1,3,1,0,0,5,1,5,1,5,2,1,6,7
"98",3,6,7,7,3,6,2,6,3,1,5,0,1,0,0,5,1,2,1,11,8
"99",4,6,18,9,3,6,7,7,3,6,2,1,2,1,0,6,2,2,1,22,10
"100",5,7,18,11,3,6,18,9,3,1,0,0,5,2,2,1,2,1,1,23,12
"101",6,12,18,13,3,7,18,11,3,5,2,0,2,0,0,5,2,1,1,28,14
"102",7,12,19,13,5,12,18,13,3,2,1,1,2,1,0,1,2,2,2,29,16
"103",8,12,20,16,5,12,19,13,5,1,0,0,3,3,6,1,3,2,1,30,19
"104",9,15,20,32,5,12,20,16,5,3,6,0,6,0,0,3,6,1,1,33,35
"105",10,23,23,34,1,15,20,32,5,2,6,2,2,2,0,6,2,1,1,44,33
"106",11,23,25,37,1,23,23,34,1,2,0,0,3,1,2,2,3,2,1,46,36
"107",12,23,27,37,2,23,25,37,1,1,2,0,1,0,0,2,1,2,2,48,37
"108",13,23,30,37,7,23,27,37,2,5,1,3,5,1,0,3,5,2,2,51,42
"109",14,23,31,38,7,23,30,37,7,1,0,0,1,4,1,1,1,2,1,52,43
"110",15,23,32,38,11,23,31,38,7,4,1,0,4,0,0,1,4,2,2,53,47
"111",16,26,38,38,15,23,32,38,11,6,4,2,4,2,0,6,4,2,2,62,51
"112",17,28,38,39,19,26,38,38,15,2,0,0,6,1,4,2,1,1,1,64,94
"113",18,32,38,39,19,28,38,39,19,6,4,0,6,0,0,4,0,1,0,68,94
"114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",1,2,1,8,1,1,1,1,1,2,1,6,2,6,0,1,6,1,1,1,7
"116",2,2,3,13,1,2,1,8,1,2,0,0,2,4,5,2,5,2,1,3,12
"117",3,2,7,13,3,2,3,13,1,2,4,0,2,0,0,4,2,2,2,7,14
"118",4,8,9,20,3,2,7,13,3,6,6,1,6,1,0,6,6,1,1,15,21
"119",5,9,9,28,3,8,9,20,3,1,0,0,1,6,2,1,6,1,1,16,29
"120",6,11,9,3,3,9,9,28,3,1,2,0,2,0,0,1,2,1,1,18,4
"121",7,13,9,10,3,11,9,3,3,6,2,6,6,6,0,2,6,1,1,20,11
"122",8,13,26,11,1,13,9,10,3,6,0,0,5,2,1,6,1,2,1,37,10
"123",9,15,26,16,1,13,26,11,1,5,2,0,5,0,0,2,5,1,1,39,15
"124",10,19,32,21,1,15,26,16,1,2,6,5,2,5,0,6,5,2,1,49,20
"125",11,19,34,21,5,19,32,21,1,2,0,0,6,6,4,2,4,2,2,51,24
"126",12,30,39,30,5,19,34,21,5,6,6,0,6,0,0,6,6,1,1,105,33
"127",13,35,39,31,5,30,39,30,5,5,1,1,1,1,0,5,1,1,1,110,34
"128",14,36,39,34,5,35,39,31,5,1,0,0,3,1,3,1,3,1,1,111,37
"129",15,37,39,37,5,36,39,34,5,1,3,0,3,0,0,1,3,1,1,112,40
"130",16,51,39,42,5,37,39,37,5,6,5,6,5,6,0,6,5,1,1,126,45
"131",17,61,39,45,5,51,39,42,5,6,0,0,3,6,1,6,3,1,1,136,48
"132",18,61,39,45,5,61,39,45,5,6,1,0,NA,0,0,0,0,0,0,136,48
"133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",1,3,7,1,5,1,1,1,1,6,3,4,3,4,0,6,4,2,2,8,4
"135",2,3,10,1,10,3,7,1,5,3,0,0,3,2,5,3,5,2,2,11,9
"136",3,3,12,1,13,3,10,1,10,3,2,0,3,0,0,2,3,2,2,13,12
"137",4,8,12,7,14,3,12,1,13,4,5,6,4,6,0,5,6,1,1,18,19
"138",5,12,12,7,24,8,12,7,14,4,0,0,6,2,2,4,6,1,2,22,29
"139",6,14,12,7,26,12,12,7,24,2,2,0,2,0,0,2,2,1,2,24,31
"140",7,1,22,11,39,14,12,7,26,6,1,6,1,6,0,6,6,2,2,21,86
"141",8,2,22,21,39,1,22,11,39,1,0,0,2,3,6,1,6,1,1,22,96
"142",9,2,25,23,39,2,22,21,39,2,3,0,2,0,0,3,2,2,1,25,98
"143",10,6,25,33,39,2,25,23,39,4,6,4,6,4,0,4,6,1,1,29,108
"144",11,6,29,35,39,6,25,33,39,4,0,0,2,2,5,4,2,2,1,33,110
"145",12,6,34,37,39,6,29,35,39,2,5,0,2,0,0,5,2,2,1,38,112
"146",13,6,38,38,39,6,34,37,39,6,4,1,6,1,0,4,1,2,1,42,113
"147",14,21,38,39,39,6,38,38,39,6,0,0,2,3,1,6,1,1,1,57,152
"148",15,21,38,39,39,21,38,39,39,2,3,0,NA,0,0,0,0,NA,NA,57,152
"149",16,21,38,39,39,21,38,39,39,4,6,1,NA,0,0,0,0,NA,NA,57,152
"150",17,21,38,39,39,21,38,39,39,NA,0,0,4,1,3,0,0,NA,NA,57,152
"151",18,21,38,39,39,21,38,39,39,NA,0,0,NA,0,0,0,0,NA,NA,57,152
